Assemblage_Name	92594-2-4	1-8161451-4	1-8161451-6685906	1-1331672-4	65582-8161451-3986982	0-843970-0	4-0-2	0-8553268-0	0-0-0	0-2-3	1-8161451-3986982	5610744-2-3	1-8161451-8431337	0-3173550-3	1-4975222-3986982	1-8161451-268141	1-2-4	1-4123540-4	1-3318072-4	4-0-1859515
assemblage-433-120	0	174	0	0	0	44	0	0	0	0	125	0	31	0	0	31	72	0	0	23
assemblage-867-301	0	139	0	0	6	140	0	0	0	0	102	0	0	0	0	0	96	0	0	17
assemblage-865-797	0	145	0	0	0	95	22	12	37	14	16	19	0	0	0	0	17	0	0	22
assemblage-432-775	0	167	0	0	0	0	0	0	0	0	182	0	0	0	0	16	106	0	0	11
assemblage-490-502	0	194	0	0	6	25	0	5	0	84	93	0	0	0	0	0	81	0	0	12
assemblage-478-884	0	178	0	0	13	17	0	15	0	94	89	0	0	0	0	0	80	0	0	14
assemblage-722-263	0	71	0	0	9	15	0	51	9	127	31	28	0	0	28	0	66	0	0	23
assemblage-100-530	0	136	0	47	0	0	0	0	0	0	96	0	77	0	0	0	141	0	0	3
assemblage-502-692	0	122	0	51	0	0	0	0	0	0	19	0	82	0	0	10	200	0	0	6
assemblage-593-283	0	167	0	53	0	0	0	0	0	0	0	0	33	0	0	0	229	0	0	11
assemblage-375-849	0	103	0	15	0	0	0	0	0	0	0	0	61	0	0	0	300	0	0	13
assemblage-952-290	0	67	0	0	0	95	7	47	21	79	9	0	0	0	0	0	121	0	0	11
assemblage-751-631	0	205	11	76	0	0	0	0	0	0	0	0	0	0	0	0	174	0	6	18
assemblage-203-402	16	233	0	0	0	18	0	0	0	0	45	0	0	12	0	0	147	23	0	6
assemblage-520-365	0	301	0	0	0	0	1	25	0	13	58	37	0	0	0	0	20	0	0	11
assemblage-797-749	0	192	0	49	0	0	0	0	0	0	28	0	14	0	0	0	174	0	25	15
assemblage-684-671	0	200	0	72	0	0	0	0	0	0	46	0	8	0	0	0	130	0	32	12
assemblage-254-885	0	179	0	0	0	40	0	0	0	0	122	0	42	0	0	29	69	0	0	13
assemblage-963-273	0	98	0	34	0	0	0	0	0	0	33	0	63	0	0	73	158	0	0	15
assemblage-267-745	0	62	0	20	0	0	0	0	0	0	0	0	54	0	0	0	361	0	0	3
assemblage-972-268	0	73	14	50	0	0	0	0	0	0	71	0	154	0	0	6	77	0	0	8
assemblage-914-787	0	52	0	72	0	0	0	0	0	0	94	0	0	0	0	0	242	0	0	12
assemblage-421-662	0	139	7	57	0	0	0	0	0	0	0	0	0	0	0	0	169	0	20	13
assemblage-277-258	0	5	0	0	0	0	30	17	0	267	77	73	0	0	19	0	0	0	0	7
assemblage-443-195	0	27	0	0	0	4	0	0	0	0	201	0	3	0	0	54	179	0	0	2
assemblage-912-154	8	242	0	0	0	29	0	0	0	0	23	0	0	12	0	0	172	8	0	6
assemblage-213-390	16	208	0	0	0	23	0	0	0	0	35	0	0	12	0	0	159	30	0	17
assemblage-495-501	0	97	0	0	0	9	0	12	0	39	21	8	0	0	0	0	262	0	0	8
assemblage-254-263	0	4	0	0	0	0	22	0	0	317	65	58	0	0	24	0	0	0	0	6
assemblage-249-264	0	115	0	41	0	0	0	0	0	0	0	0	129	0	0	0	158	0	18	24
