Assemblage_Name	9013434-3-2	476599-9128119-4	3-9128119-2033213	3-9128119-4	0-7094553-2	3-0-9123974	3-9128119-2993172	6752042-3-4	8005751-4457601-2	7885065-7012766-3540347	2285082-3-2	0-3-2	6196345-0-9123974	3-6915375-9123974	3-9128119-3035960	8005751-3-2	5658753-3-2	3-4897635-4	3-7012766-4	2296482-2339232-7575552	2296482-2339232-4	2655522-3-4151371	3-9517199-9123974
assemblage-667-580	0	0	13	28	92	47	0	0	0	0	165	0	0	70	0	5	0	0	0	0	0	45	22
assemblage-389-888	0	0	9	25	109	39	0	0	0	0	161	0	0	83	0	6	0	0	0	0	0	24	25
assemblage-451-195	0	0	10	187	15	109	41	18	0	0	11	0	0	0	8	8	0	0	43	0	33	0	17
assemblage-281-720	0	0	0	113	0	0	18	0	0	0	0	0	0	0	0	183	0	0	174	0	0	0	12
assemblage-496-703	0	0	8	197	9	119	27	18	0	0	20	0	0	0	4	10	0	0	28	0	38	0	22
assemblage-113-959	0	6	0	14	0	252	0	27	0	0	0	65	20	0	0	0	46	0	0	0	0	0	15
assemblage-588-284	0	0	0	41	0	0	17	0	0	8	18	0	0	0	0	215	0	12	106	35	13	0	22
assemblage-693-664	0	0	0	25	0	0	75	0	0	0	0	0	0	0	0	73	0	0	275	0	0	0	17
assemblage-813-103	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	175	0	0	201	0	0	0	21
assemblage-102-526	0	0	0	35	0	0	64	0	0	0	0	0	0	0	0	102	0	0	258	0	0	0	11
assemblage-203-402	0	5	96	26	30	189	0	23	0	0	23	0	0	43	0	43	0	0	0	0	0	7	11
assemblage-244-910	0	0	147	107	16	47	21	0	0	0	94	0	0	47	0	0	0	0	0	0	0	0	10
assemblage-797-749	0	0	0	18	0	0	28	0	34	12	15	0	0	0	0	191	0	0	82	12	45	0	11
assemblage-243-260	0	0	0	37	0	0	7	0	0	17	31	0	0	0	0	207	0	23	101	23	17	0	26
assemblage-794-418	0	0	0	26	0	40	92	0	0	0	11	0	0	0	0	149	0	0	116	0	47	0	19
assemblage-893-305	0	0	135	17	60	44	0	26	0	0	104	0	0	16	0	0	0	0	40	0	0	0	28
assemblage-527-667	61	0	0	101	0	129	0	0	0	0	17	75	6	30	0	0	6	0	0	0	0	11	26
assemblage-956-316	0	0	0	107	0	4	0	0	0	0	222	134	0	0	0	0	0	0	0	0	0	0	19
assemblage-914-787	0	0	0	39	0	0	0	0	12	20	227	0	0	0	0	132	0	0	24	0	0	0	16
assemblage-483-894	9	0	0	31	88	74	0	0	0	0	131	16	0	78	0	16	27	0	0	0	0	0	13
assemblage-460-382	0	0	0	229	0	0	33	0	0	0	29	0	0	0	16	34	0	24	27	0	70	0	15
assemblage-527-662	0	51	0	14	7	103	0	47	0	0	22	115	0	56	0	0	0	0	0	0	0	43	30
assemblage-521-357	53	0	0	98	0	118	0	0	0	0	23	83	6	41	0	0	12	0	0	0	0	10	23
assemblage-836-963	0	0	0	10	0	93	0	0	0	0	0	60	0	8	0	0	44	0	0	0	0	54	10
assemblage-876-300	0	0	44	71	74	89	0	16	0	0	61	0	0	10	61	7	0	0	48	0	0	0	9
assemblage-598-280	0	0	0	11	0	0	106	0	0	0	38	0	0	0	0	168	0	7	65	23	30	0	14
assemblage-919-801	0	0	0	42	0	0	0	0	91	0	0	0	0	0	0	220	0	0	70	0	36	0	10
assemblage-478-871	0	54	24	68	0	163	0	0	0	0	40	18	0	26	0	74	8	0	0	0	0	15	10
assemblage-438-205	0	0	0	79	131	88	28	0	0	0	47	0	0	0	19	0	0	0	28	0	0	0	24
assemblage-490-497	0	0	0	50	9	70	0	0	0	0	88	18	0	52	0	42	40	0	0	0	0	76	14
