Assemblage_Name	136402-3-7559784	4-5263002-7559784	1-4-3027624	2-1-0	2-1-8400706	3409976-9227652-7559784	2-1753322-0	4-2-1662079	5038357-3-7559784	3931620-3-7559784	4106271-1-0	5259744-4-0	2828037-4-0	2-1753322-325055	4-3-1	1129097-1-0	4-8359099-7559784	136402-4109321-7559784	4-2-2	3409976-3-7559784	1-4-0	4-4552394-7559784	2802188-3-7559784	4-3-7559784	2-1-7695345	3-0-1	6726130-3-7559784	2-1753322-6122983	4-3-4174052
assemblage-389-888	0	0	0	53	7	0	0	0	0	0	0	14	0	19	13	0	0	0	17	0	189	0	51	96	0	0	0	0	11
assemblage-909-174	0	0	0	202	17	0	0	0	0	0	0	10	0	51	0	0	0	0	3	0	26	0	31	78	0	0	0	0	25
assemblage-406-405	0	0	0	222	19	0	0	0	0	0	0	5	0	50	0	7	0	0	0	0	61	0	8	92	0	0	0	0	27
assemblage-825-957	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	17	137	31	0	0	15
assemblage-461-365	168	41	0	12	0	0	0	0	0	0	18	0	8	0	0	0	0	19	0	33	0	45	0	124	0	0	0	0	17
assemblage-730-265	0	0	0	150	0	0	30	31	0	0	0	0	0	11	75	0	0	0	32	0	16	0	0	82	15	35	0	0	23
assemblage-779-409	18	80	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	35	0	0	0	169	0	0	0	0	23
assemblage-389-408	0	49	0	159	31	0	0	0	0	0	0	68	0	0	0	6	0	0	17	0	36	0	7	88	0	0	0	4	35
assemblage-526-705	0	0	0	73	0	0	0	0	0	0	44	29	0	0	0	0	6	0	11	98	46	0	29	123	0	0	0	0	23
assemblage-821-743	0	0	9	0	0	0	0	0	37	74	0	0	0	0	0	0	0	0	0	90	0	21	0	198	0	0	31	0	19
assemblage-100-530	0	0	7	0	0	31	0	0	15	19	4	0	0	0	0	0	0	0	0	161	0	23	0	150	0	0	47	0	32
assemblage-370-178	0	0	0	115	0	0	14	0	0	0	0	0	0	0	20	0	0	0	17	0	47	0	0	253	0	0	0	0	17
assemblage-375-849	9	52	90	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	249	0	0	0	0	21
assemblage-546-680	0	0	0	26	0	0	76	6	0	0	0	0	0	0	234	0	0	0	63	0	7	0	0	19	0	53	0	0	16
assemblage-526-377	0	0	0	48	0	0	79	8	0	0	0	0	0	0	172	0	0	0	81	0	12	0	0	22	0	53	0	0	25
assemblage-376-844	7	15	23	84	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	203	0	4	0	74	0	0	11	0	35
assemblage-488-508	0	0	0	154	0	0	18	0	0	0	0	0	0	0	57	0	0	0	26	0	10	0	82	89	0	0	0	0	19
assemblage-475-384	0	19	46	53	0	0	0	0	0	0	61	11	22	0	0	0	33	0	0	68	62	0	0	90	0	0	0	0	16
assemblage-917-808	0	0	100	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	29	0	79	0	0	10	0	12
assemblage-590-275	0	39	3	0	0	0	0	0	0	0	41	0	0	0	0	0	7	0	0	95	5	107	0	147	0	0	9	0	24
assemblage-421-768	49	42	0	72	12	0	0	0	0	0	19	15	19	0	0	0	0	9	13	10	47	0	0	132	0	0	0	17	23
assemblage-800-130	0	0	0	0	0	21	0	0	81	18	0	0	0	0	0	0	0	0	0	95	0	59	0	150	0	0	56	0	16
assemblage-895-169	0	0	0	154	65	0	0	0	0	0	0	23	0	12	0	0	0	0	0	0	60	0	0	121	0	0	0	0	25
assemblage-483-894	0	0	0	132	0	0	19	5	0	0	0	0	0	10	62	0	0	0	28	0	17	0	75	95	0	0	0	0	4
assemblage-919-801	0	0	133	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	23	0	63	0	0	7	0	13
assemblage-438-205	0	0	0	24	0	0	0	0	0	0	76	0	9	0	0	20	0	0	13	49	181	0	0	56	0	0	0	0	15
assemblage-412-413	0	40	0	153	35	0	0	0	0	0	0	64	0	0	0	2	0	0	10	0	28	0	8	115	0	0	0	5	40
assemblage-672-669	0	0	0	0	0	18	0	0	4	21	8	0	0	0	0	0	0	0	0	141	0	31	0	164	0	0	62	0	39
assemblage-948-296	0	0	0	25	0	0	0	9	0	0	0	0	0	0	12	0	0	0	199	0	0	0	0	211	0	0	0	0	26
assemblage-254-263	0	0	0	9	0	0	108	0	0	0	0	0	0	0	271	0	0	0	41	0	0	0	0	0	5	0	0	0	19
