Assemblage_Name	5669159-1-3	1183562-1-2360755	3328377-4-4	1759154-817949-0	1-1-6162802	1-2830019-3	1183562-1-3	3925502-2-7992061	3925502-2-1557719	1-1-3	4-6437669-0	4-8538128-0	0-3-2	4-4088355-0	6481624-4-9279533	3-4-9279533	575311-8538128-0	1-5163446-394890	3925502-2-4	3484032-817949-371475	1-3-1	1-5313325-3	1168339-1-3	3-4-4	4718410-1-3	1183562-4078062-3	3484032-817949-0	4-0-0	7060925-4-0	4-0-9091612	209016-1-3	4-4543249-0	7925438-1-3	1-9845642-5508174
assemblage-132-399	0	0	0	0	0	0	0	44	0	120	0	12	0	17	0	0	0	0	0	0	7	0	0	68	0	0	0	12	0	57	0	37	0	12
assemblage-488-504	0	0	0	0	0	0	0	16	0	135	18	0	0	43	0	0	0	10	0	0	0	0	0	120	0	0	0	33	0	50	0	0	0	22
assemblage-667-575	0	0	0	0	0	0	0	19	0	70	6	0	0	89	0	0	0	0	0	0	26	0	59	168	0	0	29	0	0	0	0	0	0	24
assemblage-423-115	0	0	0	0	0	0	0	22	0	112	11	30	0	0	0	0	0	0	0	0	0	0	0	50	0	15	187	0	0	0	11	0	0	20
assemblage-802-123	188	0	76	0	0	0	0	0	17	0	0	0	0	0	19	0	36	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	14
assemblage-260-895	0	0	0	0	0	0	30	0	0	45	0	0	0	0	0	0	0	0	0	0	33	0	0	309	0	0	15	0	0	0	0	0	0	34
assemblage-990-711	0	0	0	34	0	0	0	7	0	150	0	0	0	0	0	0	18	0	0	0	0	0	0	123	0	0	138	0	0	0	0	0	0	20
assemblage-98-546	214	22	0	0	7	0	15	0	0	0	0	0	0	0	0	55	0	0	0	22	0	0	0	107	0	0	7	0	0	0	0	0	0	29
assemblage-235-258	0	0	0	0	92	0	0	0	0	17	0	0	0	0	0	0	82	0	0	0	0	0	0	268	10	0	0	0	0	0	0	0	0	31
assemblage-371-189	0	0	0	0	0	5	0	31	0	179	5	0	0	112	0	0	0	19	0	0	0	0	36	10	0	0	46	8	0	0	0	16	0	20
assemblage-923-801	47	0	128	0	84	0	0	0	0	0	0	0	0	0	77	57	14	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-751-631	77	101	48	0	78	0	0	0	15	0	0	0	0	0	39	0	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0	0	0	19
assemblage-786-478	35	9	119	0	17	0	14	0	82	0	0	0	0	0	32	35	31	0	0	36	0	0	0	50	0	0	7	0	0	0	0	0	18	3
assemblage-397-865	0	0	0	0	0	0	0	20	0	73	11	0	0	102	0	0	0	0	0	0	34	0	60	151	0	0	18	0	0	0	6	0	0	25
assemblage-244-910	0	0	0	6	0	0	0	72	0	168	5	7	0	0	0	0	0	0	0	0	12	0	0	120	0	0	20	0	0	0	0	0	0	20
assemblage-794-418	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	107	0	0	0	0	0	0	173	0	0	58	0	0	0	0	0	0	31
assemblage-787-428	0	0	0	5	0	0	41	0	0	6	0	0	0	0	0	0	59	0	0	0	0	0	0	233	79	31	21	0	0	0	0	0	0	25
assemblage-246-243	69	0	0	0	8	0	0	0	0	167	0	0	0	0	0	0	78	0	0	0	0	0	0	103	5	0	19	0	0	0	0	0	11	10
assemblage-527-667	0	0	0	0	0	50	0	0	0	115	13	0	0	0	0	0	0	4	47	0	98	1	0	47	0	0	0	22	0	6	0	12	0	31
assemblage-267-745	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	108	0	0	0	0	0	0	179	0	0	59	0	0	0	0	0	0	22
assemblage-858-776	0	0	0	0	0	0	0	10	0	82	38	0	0	0	0	0	0	0	0	0	37	0	0	136	0	0	45	23	0	60	0	19	0	27
assemblage-827-761	32	11	131	0	12	0	13	0	70	0	0	0	0	0	45	54	20	0	0	29	0	0	0	48	0	0	5	0	0	0	0	0	18	7
assemblage-212-405	0	0	0	0	0	0	0	43	0	134	27	21	0	28	0	0	0	0	0	0	0	0	7	104	0	0	48	0	0	0	13	0	0	21
assemblage-876-781	0	0	0	0	0	55	0	0	0	99	5	0	0	0	0	0	0	10	48	0	110	12	0	53	0	0	0	17	0	0	0	11	0	34
assemblage-176-500	0	7	0	0	0	0	62	0	0	44	0	0	0	0	0	36	13	0	0	0	0	0	0	223	0	0	95	0	0	0	0	0	0	14
assemblage-823-950	0	0	0	0	0	0	0	0	0	14	0	0	9	0	0	0	0	0	0	0	25	0	0	296	0	0	76	3	45	0	0	0	0	18
assemblage-508-722	0	0	0	0	0	0	11	5	0	141	0	0	0	0	0	0	9	0	0	0	0	0	0	198	0	21	61	0	0	0	0	0	0	16
assemblage-106-951	0	0	0	0	0	0	0	9	0	136	5	0	6	0	0	0	0	0	7	0	62	11	0	93	0	0	22	41	31	0	0	18	0	44
assemblage-436-224	0	0	0	0	0	0	62	10	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	37	35	0	0	0	0	0	0	17
assemblage-254-263	0	0	0	0	0	0	0	0	0	89	0	0	6	0	0	0	0	25	0	0	15	0	0	64	0	0	31	82	64	0	0	75	0	18
