Assemblage_Name	3-1-3409667	1419962-6822187-5957807	4418933-623956-7861222	3-1-0	0-623956-5957807	8248613-833967-1330012	0-833967-4871960	8248613-9528621-2519813	7156954-833967-0	0-833967-2519813	8248613-833967-2519813	4530106-0-6363143	4418933-623956-5957807	4418933-6951696-5957807	0-9815412-4871960	2452304-833967-0	1419962-0-5957807	8649275-2087588-0	9193380-833967-0	5778317-833967-2519813	6972666-4398317-5957807	0-833967-0	3-1-9130152	6972666-4462216-5957807	0-3601358-2519813	6972666-0-5957807	1980891-833967-5794676	0-0-5957807	9384201-0-2861793
assemblage-931-801	0	0	44	0	0	12	0	0	0	0	233	0	94	24	0	0	0	0	0	56	0	0	0	0	0	14	0	0	23
assemblage-865-797	0	0	0	29	41	0	0	0	0	0	0	41	0	0	0	0	137	0	51	0	0	101	0	0	0	0	0	35	30
assemblage-599-278	0	0	0	90	0	0	0	0	0	0	39	0	224	0	0	0	0	0	0	0	6	0	0	0	0	57	7	0	31
assemblage-475-889	0	58	0	25	8	0	50	0	0	0	0	0	40	0	9	0	210	0	0	0	0	54	0	0	0	0	0	7	32
assemblage-496-703	0	0	0	130	0	0	0	0	0	48	10	0	32	0	0	0	21	0	0	0	27	33	39	0	55	75	0	0	14
assemblage-423-115	0	0	0	85	0	0	0	0	0	92	6	0	9	0	0	0	60	0	0	0	0	88	0	0	0	114	0	0	36
assemblage-588-284	28	0	0	15	0	0	0	16	0	0	245	0	38	0	0	0	0	0	0	0	0	0	0	16	0	73	54	0	15
assemblage-800-398	0	0	0	25	0	0	0	0	0	23	211	0	181	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	20
assemblage-380-183	0	0	0	212	0	0	193	0	5	5	0	0	0	0	22	0	14	0	0	0	0	21	0	0	0	0	0	3	21
assemblage-488-508	0	45	0	32	2	0	35	0	0	6	0	0	49	0	18	0	207	0	0	0	0	75	0	0	0	0	0	9	19
assemblage-400-899	0	5	0	95	0	0	47	0	28	71	0	0	28	0	0	0	81	0	0	0	0	51	0	0	0	64	0	0	30
assemblage-684-671	0	0	0	3	0	0	0	0	0	0	223	0	38	0	0	0	0	0	0	22	0	0	12	0	0	115	0	0	37
assemblage-803-761	0	0	0	13	0	0	0	0	0	0	150	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-901-168	0	0	0	132	0	0	72	0	71	37	21	0	6	0	0	0	24	0	0	0	0	76	0	0	0	24	0	0	23
assemblage-917-808	0	0	55	0	0	9	0	0	0	0	213	0	92	22	0	0	0	0	0	45	0	0	0	0	0	8	0	0	56
assemblage-956-316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	208	0	0	0	0	0	207	20
assemblage-858-776	0	0	0	8	31	0	0	0	0	33	0	28	50	0	0	25	14	13	19	0	0	70	0	0	0	49	0	69	12
assemblage-460-382	24	0	0	98	0	0	0	0	0	0	43	0	51	0	0	0	0	0	0	0	10	0	78	12	15	140	0	0	21
assemblage-443-195	0	0	0	127	0	0	0	0	0	46	6	0	42	0	0	0	18	0	0	0	19	41	22	0	48	86	0	0	32
assemblage-530-672	0	0	0	65	7	0	106	0	0	2	0	0	0	0	0	6	48	43	0	0	0	137	0	0	0	8	0	43	20
assemblage-770-637	0	0	55	0	0	8	0	0	0	0	226	0	100	30	0	0	0	0	0	48	0	0	0	0	0	0	0	0	33
assemblage-250-249	20	0	0	15	0	0	0	17	0	0	227	0	23	0	0	0	0	0	0	0	0	0	0	26	0	68	83	0	17
assemblage-836-963	0	0	0	0	37	0	0	0	0	0	0	9	0	0	0	38	36	0	67	0	0	168	0	0	0	24	0	69	16
assemblage-876-300	0	0	0	85	0	0	7	0	0	80	11	0	11	0	0	0	58	0	0	0	0	84	0	0	0	134	0	0	12
assemblage-279-744	0	0	0	35	0	0	0	0	0	11	191	0	198	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	29
assemblage-386-420	0	0	0	180	0	0	0	0	9	48	16	0	19	0	0	0	53	0	0	0	0	45	0	0	0	66	0	0	36
assemblage-438-205	0	0	0	241	0	0	0	0	0	32	0	0	9	0	0	0	2	0	0	0	0	13	0	0	0	87	0	0	28
assemblage-795-450	0	0	0	0	0	0	0	12	0	0	186	0	51	0	0	0	0	0	0	0	0	0	28	0	0	47	0	0	24
assemblage-262-256	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	58	0	0	0	265	0	37	13
assemblage-402-869	0	0	0	143	0	0	73	0	80	39	20	0	11	0	0	0	26	0	0	0	0	67	0	0	0	19	0	0	20
