Assemblage_Name	3-1493691-2	9928034-1-9414621	9854134-1717890-1223385	0-1-9414621	5019437-1-1223385	1642531-1-225772	8112446-4-596362	1-1-0	8562723-1-0	588355-8188542-4	1-4446397-3563640	5019437-1717890-1223385	1-3-2	2546126-3-4	0-6889895-4077086	0-6889895-9414621	0-6889895-3129197	3-9536490-2	8112446-4016891-596362	2187514-8188542-4	2208454-8188542-4	2546126-8188542-4	5997759-3-4	1-3-3563640	5024515-6889895-3129197	1-1-6609953	5997759-3-2246910	1-2461764-0	0-6889895-6053775	79121-9536490-2
assemblage-592-295	19	0	21	0	0	0	0	167	0	14	0	7	0	0	6	0	62	61	0	9	0	79	0	0	41	0	0	0	0	14
assemblage-262-737	70	0	3	0	0	0	0	63	0	0	0	98	0	0	0	0	14	59	0	4	31	94	0	0	12	0	0	0	0	41
assemblage-909-174	66	0	0	0	0	0	37	39	60	0	0	0	0	0	0	0	0	59	22	0	0	36	51	0	0	79	0	0	0	43
assemblage-406-405	94	0	0	0	0	0	10	59	21	0	0	49	0	0	0	0	0	143	20	0	0	15	30	0	0	0	0	10	0	8
assemblage-373-179	8	17	0	53	0	8	88	63	0	0	0	0	11	0	0	0	0	12	8	0	0	0	62	0	0	82	0	0	0	29
assemblage-788-470	97	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	27	77	0	0	21	27	0	0	4	0	0	0	0	24
assemblage-468-361	98	0	33	0	0	0	0	64	0	0	0	96	0	0	0	0	32	11	4	0	9	85	0	0	30	0	0	0	0	11
assemblage-812-136	176	0	0	0	0	0	0	129	0	0	0	0	0	0	63	0	0	5	0	24	0	53	0	0	0	0	0	0	0	21
assemblage-907-307	12	0	0	0	0	0	51	75	27	0	0	0	0	0	0	27	0	95	14	0	0	36	17	0	0	6	0	0	0	34
assemblage-990-711	11	0	0	0	0	0	0	7	0	0	0	183	0	0	0	0	35	27	5	0	0	150	0	0	0	0	13	13	0	30
assemblage-376-844	13	0	11	0	0	0	0	65	0	2	0	0	0	0	0	0	79	150	0	55	13	30	0	0	22	0	0	0	0	21
assemblage-923-806	45	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	83	13
assemblage-207-392	20	0	0	0	0	0	0	79	31	0	0	84	0	0	0	0	0	31	8	0	0	79	7	0	0	123	0	0	0	22
assemblage-729-265	0	25	0	67	6	21	18	109	0	0	2	0	14	14	0	0	0	41	0	0	0	0	37	21	0	64	0	0	0	39
assemblage-517-700	53	0	0	0	0	0	0	104	0	0	0	4	0	0	0	11	0	74	11	0	0	191	0	0	0	0	6	0	0	22
assemblage-536-360	0	16	0	131	0	0	0	180	0	0	22	0	0	0	0	0	0	38	0	0	0	0	4	42	0	37	0	0	0	21
assemblage-895-157	17	0	0	0	0	0	0	85	52	0	0	78	0	0	0	0	0	34	0	0	0	101	12	0	0	91	0	0	0	16
assemblage-267-745	62	0	0	0	0	0	0	47	0	4	0	109	0	0	0	0	7	102	0	39	38	57	0	0	0	0	0	0	0	15
assemblage-914-787	52	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	61	11
assemblage-276-265	0	1	0	169	0	0	0	123	0	0	0	0	35	42	0	0	0	41	0	0	0	0	0	14	0	0	0	0	0	16
assemblage-701-261	0	59	0	78	0	87	12	23	0	0	0	0	3	34	0	0	0	0	0	0	0	0	97	23	0	60	0	0	0	24
assemblage-443-195	47	0	0	0	0	0	0	100	0	0	0	69	0	0	0	18	52	4	32	0	0	101	0	0	0	0	3	8	0	27
assemblage-376-184	14	0	0	36	0	0	0	132	0	0	35	0	4	0	0	0	0	10	0	0	0	89	76	0	0	78	0	0	0	15
assemblage-836-963	0	10	0	18	34	8	4	12	0	0	0	0	0	82	0	0	0	0	0	0	0	0	69	47	0	161	0	0	0	15
assemblage-238-250	0	0	37	0	0	0	0	55	0	0	0	12	0	0	5	0	48	2	0	5	0	215	0	0	0	0	0	0	12	25
assemblage-121-962	0	65	0	76	0	0	18	11	0	0	0	0	97	43	0	0	0	19	0	0	0	0	0	8	0	0	0	0	0	18
assemblage-672-668	45	0	0	0	0	0	0	104	0	0	0	0	0	0	16	0	32	93	0	13	0	93	0	0	64	0	0	0	0	14
assemblage-152-385	0	5	0	21	17	0	0	134	6	0	0	17	0	0	0	0	0	58	0	0	0	0	12	0	0	191	0	0	0	30
assemblage-795-450	111	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	23	67	0	0	22	21	0	0	6	0	0	0	0	19
assemblage-402-413	134	0	0	0	0	0	26	21	8	0	0	80	0	0	0	0	0	90	0	0	0	53	0	0	0	71	4	0	0	13
