Assemblage_Name	1701817-2-4809260	9702387-2-0	4-6636885-9108746	0-4-4	4-6636885-0	1701817-2-2195155	5324859-2-3	0-2-2195155	0-6967358-4	2-2-4	5914435-9271780-4	0-4-6052561	0-7805041-4	0-2-3	8201549-2-2195155	4-2-0	1701817-2-6415039	0-8413308-4	6686113-4-4	370342-2-0	8920719-4-4	0-2-1014975	0-4-7162708	0-2944741-2195155	0-6967358-5473999
assemblage-592-295	0	0	10	5	0	179	0	54	39	0	0	60	0	0	0	5	40	0	4	0	0	0	0	0	28
assemblage-667-580	12	0	0	126	0	74	0	57	74	0	0	0	26	0	0	107	0	0	0	0	0	7	0	0	17
assemblage-797-476	0	73	0	0	0	131	0	0	36	0	0	114	0	0	0	46	9	0	44	0	0	0	0	0	16
assemblage-754-613	0	75	0	0	0	153	0	0	21	0	0	92	0	0	0	0	67	4	0	0	0	0	0	0	23
assemblage-432-143	0	139	0	116	0	0	0	0	80	0	0	0	0	0	0	71	0	0	0	31	0	0	4	0	15
assemblage-389-888	10	0	0	110	0	82	0	41	79	0	0	0	29	0	0	129	0	0	0	0	0	3	0	0	17
assemblage-363-861	0	0	30	22	0	248	0	11	19	0	0	0	0	0	0	59	0	0	46	0	0	0	0	0	36
assemblage-370-847	0	197	11	0	23	151	0	29	0	0	0	0	0	0	0	10	38	0	0	0	0	0	0	0	34
assemblage-461-365	0	46	61	0	30	244	0	38	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	36
assemblage-521-677	0	0	0	93	0	0	0	158	30	0	12	0	0	53	0	13	0	0	0	0	43	35	0	47	7
assemblage-526-705	0	131	0	0	0	103	0	44	33	0	0	0	0	0	5	106	0	0	0	19	0	0	11	0	22
assemblage-370-178	0	0	0	39	0	145	15	78	161	0	0	0	0	0	0	0	0	0	0	0	0	34	0	4	9
assemblage-502-692	0	36	0	36	30	216	0	8	17	0	0	0	0	0	10	96	0	0	0	19	0	0	0	0	32
assemblage-907-307	0	0	0	83	0	48	0	62	49	0	0	0	0	0	63	169	0	0	0	0	0	0	0	0	16
assemblage-693-664	0	0	6	0	0	342	0	0	0	0	0	0	0	0	0	92	0	0	7	0	0	0	0	0	21
assemblage-546-680	0	0	0	102	0	0	7	144	32	0	9	0	0	48	0	18	0	0	0	0	31	39	0	57	13
assemblage-751-631	0	0	0	0	0	249	0	0	56	0	0	101	0	0	0	59	0	5	10	0	0	0	0	0	20
assemblage-457-369	0	21	0	0	7	140	0	101	35	0	0	0	0	0	0	139	28	0	0	0	0	0	0	0	22
assemblage-207-404	15	0	0	150	0	64	0	47	73	0	0	0	22	0	0	102	0	0	0	0	0	11	0	0	16
assemblage-536-360	0	0	0	92	0	0	0	159	35	0	9	0	0	49	0	21	0	0	0	0	44	29	0	46	16
assemblage-949-300	0	0	0	104	0	0	0	253	0	9	0	0	0	0	0	0	0	0	0	0	74	0	0	0	12
assemblage-276-265	0	0	0	229	0	0	0	100	11	93	7	0	0	0	0	26	0	0	0	0	13	0	0	0	16
assemblage-375-188	0	0	0	83	0	67	13	85	134	0	0	0	0	0	0	55	0	0	0	0	0	20	0	21	22
assemblage-391-432	0	143	0	118	0	0	0	0	61	0	0	0	0	0	0	64	0	0	0	39	0	0	6	0	16
assemblage-443-762	0	56	0	27	4	151	0	20	55	0	0	0	0	0	27	102	0	0	0	15	0	0	14	0	25
assemblage-664-667	0	0	4	0	0	320	0	0	0	0	0	0	0	0	0	107	0	0	9	0	0	0	0	0	34
assemblage-279-744	0	59	52	0	36	239	0	30	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	31
assemblage-156-401	0	0	0	27	0	143	27	68	166	0	0	0	0	0	0	0	0	0	0	0	0	40	0	4	14
assemblage-121-962	0	0	0	0	0	0	0	19	13	31	0	0	0	176	0	106	0	0	0	0	14	0	0	0	21
assemblage-430-681	0	55	0	0	0	156	0	0	19	0	0	110	0	0	0	0	47	3	0	0	0	0	0	0	21
