Assemblage_Name	3-943400-2	1-0-7631937	3-3800999-3711423	5942701-0-1	3-1-2	3-1025052-2	3-943400-3487673	4728061-0-1	0-9477669-2	3-3435130-2	4-6070328-9114857	2-6778435-1	234599-943400-2	4-6070328-5195165	4-8130933-1	4-6070328-1	2-8987918-1	2-0-1	1-2-0	4-1-9331931	3-1-5478325	0-2-2	2-2565252-1	4-7426830-1	1-4895010-4	1-0-4	2758401-6070328-5195165	3-9104561-2	3-1-3711423	4-1-4600988	2-0-3930622	4-6070328-3372717	3-4894524-2	3-1-9155268
assemblage-674-596	79	0	0	0	66	0	0	11	0	0	0	0	0	0	0	0	3	107	0	0	0	0	29	0	0	76	0	0	38	68	0	0	0	23
assemblage-754-613	171	0	31	0	0	0	0	0	0	0	0	0	108	6	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	21
assemblage-748-637	142	0	32	0	0	0	0	0	0	0	0	0	96	6	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	20
assemblage-488-381	162	0	67	0	0	0	108	0	0	0	0	0	0	16	0	0	0	15	0	0	0	0	0	0	0	9	21	0	0	0	0	27	16	17
assemblage-162-502	107	0	48	0	0	0	12	0	0	0	32	47	0	35	0	0	0	136	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	19
assemblage-410-115	152	0	0	0	0	0	30	59	0	0	0	0	0	0	0	27	0	39	0	0	0	0	11	0	0	69	0	0	23	0	59	0	0	31
assemblage-1008-722	134	32	0	63	0	0	21	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	64	0	6	53	0	0	0	0	0	0	0	16
assemblage-601-285	285	0	78	0	0	0	19	0	0	0	14	0	0	29	0	0	0	14	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	19
assemblage-990-744	174	0	77	4	0	0	0	21	0	0	0	0	0	87	5	8	0	20	0	0	0	0	0	0	5	16	0	0	0	0	0	0	0	37
assemblage-961-281	174	0	61	0	0	0	120	0	0	0	0	0	0	8	0	0	0	18	0	0	0	0	0	0	0	5	16	0	0	0	0	25	12	13
assemblage-818-106	173	0	53	0	0	7	0	0	0	0	0	0	7	33	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	10
assemblage-370-178	6	0	0	0	65	0	0	18	0	0	0	0	0	0	0	61	14	221	0	0	0	0	24	0	0	79	0	0	0	0	0	0	0	12
assemblage-252-252	251	0	87	0	0	0	15	0	0	0	22	0	0	56	0	0	0	7	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	10
assemblage-260-895	9	0	68	0	4	0	0	13	0	0	0	0	0	0	27	132	0	54	0	0	0	0	0	0	0	28	0	0	25	66	12	0	0	19
assemblage-673-671	177	0	43	0	0	0	0	0	0	0	0	22	0	69	0	0	0	114	0	0	0	0	0	0	0	0	0	8	0	0	0	43	0	24
assemblage-670-582	16	0	0	0	80	0	0	17	0	0	0	0	0	0	23	90	0	68	0	0	0	0	0	0	0	55	0	0	95	30	0	0	0	20
assemblage-397-865	19	0	0	0	60	0	0	25	0	0	0	0	0	0	20	91	0	64	0	0	0	0	0	0	0	55	0	0	117	27	0	0	0	16
assemblage-475-384	139	0	82	0	0	0	0	0	0	0	10	37	0	106	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-684-671	246	0	45	0	0	16	0	0	0	0	0	0	10	89	0	0	0	18	0	0	0	0	0	0	0	0	17	0	0	0	0	18	5	36
assemblage-254-885	104	50	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	15	0	25	61	0	0	16	18	12	0	0	33
assemblage-430-192	122	41	0	64	0	0	13	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	65	0	0	58	0	0	0	0	0	0	0	26
assemblage-827-761	243	0	46	0	0	14	0	0	0	0	0	0	21	87	0	0	0	11	0	0	0	0	0	0	0	0	7	5	0	0	0	17	0	44
assemblage-169-400	191	0	0	0	10	0	0	0	0	0	0	0	0	0	0	66	6	103	0	0	5	39	0	0	0	0	0	0	0	47	0	0	0	33
assemblage-530-672	62	0	0	0	44	0	0	11	0	3	0	0	0	0	0	84	0	182	0	0	0	0	6	21	0	9	0	0	0	0	0	0	0	28
assemblage-533-383	57	0	0	0	38	0	0	12	0	10	0	0	0	0	0	83	0	175	6	8	0	0	9	24	0	0	0	0	0	0	0	0	0	17
assemblage-860-803	70	0	0	0	21	0	0	0	9	15	0	0	0	0	0	109	0	155	0	22	0	0	0	7	0	18	0	0	0	0	0	0	0	27
assemblage-478-871	191	0	0	0	5	0	0	0	0	0	0	0	0	0	0	68	4	89	0	0	8	38	0	0	0	7	0	0	0	60	0	0	0	23
assemblage-261-263	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	70	0	0	108	0	77	0	0	0	0	0	0	0	14
assemblage-106-951	39	0	0	0	111	0	0	0	4	12	0	0	0	0	0	26	0	78	32	13	17	16	0	39	0	49	0	0	0	0	0	0	0	23
assemblage-948-296	0	0	0	0	189	0	0	0	29	0	0	0	0	0	0	0	0	75	105	0	0	5	0	7	0	13	0	0	0	0	0	0	0	11
