Assemblage_Name	6275821-0-1	7140568-0-1	499989-2265285-1	8578293-2253063-0	8961815-4-2	1-0-4	3-1078381-1	8565225-0-4	3-0-6355292	3-3-0	823721-4-3	4759802-2253063-0	8961815-4-4199062	3-6714982-1	4759802-2253063-8431698	1-0-6836349	0-3-2	4759802-3-0	2-6100569-0	8432528-1924238-0	1-4-5748564	2-0-8822531	2-0-1537326	6788731-0-4	8961815-9469048-2	1-0-8181463	3-9619991-0	2-0-4520556	2633463-4-2	2-0-6520237	499989-0-1	2-0-0	4759802-2253063-4293233	3-0-1	2-0-965348	3-3260424-0	2-0-9850370	4-4-3	1-6893742-0	1-6893742-4801427	499989-3748150-1	1-0-8431008	6868543-1053675-3	8961815-2827754-4764045	1581304-0-1	2-1053675-3	8961815-2827754-2	1-2-2	1-4-0	2465447-1053675-3	1-2128911-4	9626891-0-4	4-9044074-3	1-0-4890006	1-0-7217295
assemblage-752-988	0	0	0	0	13	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	42	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-868-649	0	0	0	0	158	38	0	0	0	12	0	0	0	0	0	0	0	0	0	0	7	0	35	0	0	0	0	0	0	0	0	56	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	4
assemblage-866-95	6	0	0	0	2	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	48	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-671-963	0	0	0	0	170	52	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	100	23	0	39	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-885-931	30	0	0	0	26	92	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	156	0	7	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-829-151	0	0	0	0	58	121	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	93	27	0	75	0	48	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-93-772	0	0	0	0	0	52	0	7	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	172	43	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-953-850	0	0	0	0	182	29	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	62	0	0	0	20	0	0	0	0	0	0	0	17	0	0	0	0	0	0	7	0	4
assemblage-830-129	0	0	0	0	91	216	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	10	30	0	49	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-207-398	0	0	0	0	109	77	0	0	0	29	0	0	0	0	0	0	0	122	0	0	0	0	0	15	0	0	0	0	0	0	15	105	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-956-115	0	0	0	0	0	101	0	9	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	10	0	47	0	0	0	119	134	0	0	0	29	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2
assemblage-375-787	0	0	0	0	98	71	18	0	0	59	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	4	0	0	0	0	0	0	0	0	0	0	0	28	0	0	26	16	0	0	0	0	14
assemblage-987-763	0	0	0	0	140	87	0	0	0	14	0	0	0	0	0	0	0	32	0	0	0	0	26	18	0	0	0	0	0	0	53	45	0	59	0	10	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
