Assemblage_Name	0-2-4360080	1-1-2	0-4-3739351	1-0-2	0-3173631-1	0-8551659-4360080	0-4-4589138	0-4-1	1-1-9541115	2630449-0-2	0-4942346-6840226	1-9068876-2	1-8457979-2	0-0-1196126	0-4-1104629	0-0-4795537	0-0-5349722	4516470-0-1	0-0-1	0-2-9425136	0-2-2	0-2086272-4360080	3682743-0-1	9681466-1-9541115	0-4-6840226	0-2-2517996	9336031-0-1	3-4-2	0-9600061-4360080	4-7310046-4	2033187-7310046-4	0-2-3823289
assemblage-300-862	133	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	23	0	10	0	0	0	0	10	0	4
assemblage-532-763	42	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	16	0	0	0	21	151	0	5
assemblage-181-462	28	93	0	145	0	0	0	0	0	0	0	54	0	0	0	0	0	0	110	0	1	0	0	0	67	0	0	0	0	0	0	2
assemblage-943-371	186	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	20	0	20	0	0	129	0	5
assemblage-866-109	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	42	0	0	0	0	157	0	9
assemblage-877-569	136	104	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	26	0	3
assemblage-877-568	142	100	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	11	0	2
assemblage-857-558	90	32	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	56	0	0	0	0	74	0	13
assemblage-510-208	113	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	161	0	0	0	0	17	0	5
assemblage-617-440	109	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	12	0	14	0	0	0	10	57	0	3
assemblage-881-672	98	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	81	0	0	0	0	70	0	1
assemblage-573-213	114	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	295	0	0	0	0	0	18	12	0	0	0	49	0	3
assemblage-637-432	128	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	22	0	0	0	0	32	0	3
assemblage-698-780	7	122	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	115	0	0	0	0	73	26	0	0	0	0	128	0	3
assemblage-863-648	143	111	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	14	0	1
assemblage-871-116	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	92	0	28	0	0	60	0	5
assemblage-239-219	58	40	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	90	0	0	0	0	63	150	0	0	0	0	67	0	5
assemblage-124-179	122	38	0	0	0	0	0	0	13	0	0	0	12	0	0	0	0	0	169	0	0	0	0	28	55	0	0	0	0	58	0	5
assemblage-961-129	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	84	0	0	0	0	164	0	8
assemblage-867-659	113	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	109	0	0	0	0	108	0	6
assemblage-908-762	39	28	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	42	0	0	0	0	100	0	5
assemblage-781-955	62	33	0	51	0	0	0	0	123	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	187	0	1
assemblage-94-496	0	10	0	53	0	0	0	0	10	0	0	13	0	0	0	0	5	0	307	0	0	0	0	0	39	0	0	0	0	59	0	4
assemblage-816-142	31	107	0	9	0	0	0	0	18	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	7	0	0	0	0	26	0	0
assemblage-818-149	155	40	0	9	0	0	0	0	56	0	0	0	0	0	0	0	0	0	128	0	0	0	0	38	41	0	0	0	0	31	0	2
assemblage-963-905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	119	0	0	81	0	0	0	4
assemblage-844-834	141	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	24	0	19	0	0	0	0	0	0	9
assemblage-603-766	50	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	18	0	0	0	34	7	0	17	0	0	57	0	0
assemblage-672-954	22	149	0	23	0	0	0	0	51	0	0	0	0	0	0	0	0	0	99	0	0	0	0	5	91	0	0	0	0	59	0	1
assemblage-104-483	0	9	0	58	0	0	0	0	16	0	0	13	0	0	0	0	11	0	301	0	0	0	0	0	40	0	0	0	0	48	0	4
assemblage-289-864	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	43	0	13	0	0	0	0	0	0	11
assemblage-269-930	150	107	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	13	0	1
assemblage-176-112	240	7	0	48	0	0	0	0	0	0	0	0	0	0	0	0	7	0	147	0	0	0	0	0	7	0	0	0	0	34	0	10
assemblage-440-414	0	0	0	0	0	0	20	17	0	0	0	0	0	0	0	0	0	12	387	0	0	0	0	0	45	0	0	19	0	0	0	0
assemblage-570-232	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	85	0	0	0	25	31	0	3
assemblage-969-101	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	80	0	7	0	0	152	0	3
assemblage-632-438	49	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	11	0	0	0	21	145	0	13
assemblage-754-596	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	19	0	9	0	0	213	2	5
assemblage-753-307	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	96	0	0	0	21	51	0	4
assemblage-108-487	92	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	116	0	0	0	0	153	0	3
assemblage-843-805	53	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	23	0	0	0	25	142	0	6
assemblage-205-456	165	16	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	11	0	0	0	19	0	0	0	0	0	0	2
assemblage-719-315	107	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	293	0	0	0	0	0	18	10	0	0	0	47	0	15
assemblage-864-95	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	76	0	42	0	0	67	0	1
assemblage-124-770	121	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	282	0	0	0	0	0	11	9	0	0	0	59	0	9
assemblage-180-470	124	113	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	189	0	0	0	0	0	16	0	0	0	0	21	0	9
assemblage-530-360	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	23	0	17	0	0	198	4	4
assemblage-855-123	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	43	0	0	0	0	146	0	8
assemblage-924-941	71	16	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	288	8	0	0	0	24	7	0	15	0	0	62	0	0
assemblage-89-798	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	113	0	0	0	0	0	73	0	0	0	13	53	0	4
assemblage-408-809	35	30	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	52	0	0	0	0	64	0	6
assemblage-860-563	0	8	0	63	0	0	0	0	10	0	0	9	0	0	0	0	7	0	309	0	0	0	0	0	28	0	0	0	0	65	0	1
assemblage-968-844	122	102	0	25	0	0	0	0	0	0	0	8	0	0	0	0	0	0	208	0	0	0	0	0	11	0	0	0	0	18	0	6
assemblage-927-390	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	114	0	0	0	0	0	31	0	31	0	0	78	0	4
assemblage-419-432	0	0	0	0	0	0	34	25	0	0	0	0	0	0	0	0	0	5	357	0	0	0	0	0	64	0	0	13	0	0	0	2
assemblage-937-805	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	59	0	5	0	0	241	0	7
assemblage-141-138	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	11	4	0	0	0	0	42	0	7
assemblage-777-970	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	25	0	0	0	0	152	0	4
assemblage-767-570	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	15	0	5	0	0	205	12	2
assemblage-428-423	0	0	0	0	0	0	20	22	0	0	0	0	0	0	0	0	0	6	381	0	0	0	0	0	53	0	0	18	0	0	0	0
assemblage-604-759	54	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	16	0	0	0	31	6	0	25	0	0	74	0	6
assemblage-687-960	25	156	0	28	0	0	0	0	51	0	0	0	0	0	0	0	0	0	79	0	0	0	0	5	85	0	0	0	0	66	0	5
assemblage-181-106	8	21	0	0	0	0	0	0	143	0	0	0	0	0	0	0	4	0	144	0	0	0	0	0	127	0	0	0	0	49	0	4
assemblage-698-797	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	10	7	0	0	0	0	48	0	15
assemblage-906-831	18	93	0	11	0	0	0	0	19	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	11	0	0	0	0	33	0	1
assemblage-454-431	0	0	0	0	0	0	26	13	0	0	0	0	0	0	0	0	0	7	392	0	0	0	0	0	45	0	0	14	0	0	0	3
assemblage-262-925	87	3	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	71	0	0	0	0	70	0	5
assemblage-848-504	0	286	0	137	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	33	0	5
assemblage-831-161	131	50	0	6	0	0	0	0	60	0	0	0	0	0	0	0	0	0	124	0	0	0	0	49	40	0	0	0	0	39	0	1
assemblage-899-926	12	99	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	112	0	0	0	0	66	22	0	0	0	0	160	0	5
assemblage-756-597	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	67	0	8	0	0	232	0	5
assemblage-971-933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	100	0	0	84	0	0	0	3
assemblage-902-848	49	56	0	51	0	0	0	0	111	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	178	0	3
assemblage-897-916	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	10	12	0	0	0	0	38	0	11
assemblage-249-243	139	46	0	12	0	0	0	0	60	0	0	0	0	0	0	0	0	0	114	0	0	0	0	39	49	0	0	0	0	40	0	1
assemblage-572-227	92	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	64	0	0	0	0	151	0	7
assemblage-297-850	166	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	13	0	0	0	0	73	0	10
assemblage-280-849	57	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	19	0	0	0	22	156	0	8
assemblage-373-790	170	24	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	6	0	0	0	18	0	0	0	0	0	0	9
assemblage-292-849	136	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	18	0	0	0	0	80	0	10
assemblage-963-933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	118	0	0	80	0	0	0	3
assemblage-130-147	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	10	13	0	0	0	0	48	0	2
assemblage-990-752	9	15	0	0	0	0	0	0	151	0	0	0	0	0	0	0	7	0	158	0	0	0	0	0	106	0	0	0	0	51	0	3
assemblage-585-782	56	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	11	0	0	0	26	9	0	21	0	0	59	0	4
assemblage-505-367	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	117	0	0	0	0	0	42	0	41	0	0	88	0	8
assemblage-828-162	100	65	0	6	0	0	0	0	46	0	0	0	0	0	0	0	0	0	132	0	0	0	0	49	56	0	0	0	0	44	0	2
assemblage-116-774	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	79	0	0	0	22	51	0	11
assemblage-612-439	142	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	23	0	0	0	0	28	0	1
assemblage-986-762	13	165	0	18	0	0	0	0	49	0	0	0	0	0	0	0	0	0	95	0	0	0	0	4	91	0	0	0	0	59	0	6
assemblage-842-827	163	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	5	0	0	17	0	0	0	0	58	0	6
assemblage-727-310	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	80	0	0	0	23	39	0	3
assemblage-869-510	3	266	0	156	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	25	0	3
assemblage-747-973	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	73	0	34	0	0	62	0	4
assemblage-958-854	175	19	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	13	0	0	0	18	0	0	0	0	0	0	8
assemblage-951-364	187	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	21	0	13	0	0	131	0	2
assemblage-874-113	58	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	13	0	0	0	36	4	0	27	0	0	66	0	0
assemblage-493-666	335	12	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
assemblage-618-424	169	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	9	0	0	0	0	59	0	6
assemblage-274-943	106	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	104	0	0	0	0	143	0	4
assemblage-532-222	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	7	7	0	0	0	0	43	0	10
assemblage-946-393	185	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	19	0	18	0	0	128	0	3
assemblage-523-779	61	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	15	0	0	0	20	147	0	6
assemblage-931-759	19	89	0	135	0	0	0	0	0	0	0	56	0	0	0	0	0	0	121	0	0	0	0	0	72	0	0	0	0	0	0	8
assemblage-983-911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	121	0	0	57	0	0	0	3
assemblage-495-669	325	10	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
assemblage-491-652	333	4	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
assemblage-667-963	27	152	0	15	0	0	0	0	59	0	0	0	0	0	0	0	0	0	88	0	0	0	0	12	71	0	0	0	0	73	0	3
assemblage-134-140	145	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	127	0	0	0	0	26	0	3
assemblage-283-928	93	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	121	0	0	0	0	143	0	6
assemblage-831-823	54	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	13	0	0	0	20	135	0	5
assemblage-902-948	113	21	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	35	0	52	0	0	117	0	6
assemblage-538-778	123	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	18	0	0	0	0	37	0	5
assemblage-964-845	28	93	0	156	0	0	0	0	0	0	0	46	0	0	0	0	0	0	106	0	0	0	0	0	64	0	0	0	0	0	0	7
assemblage-763-598	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	88	0	9	0	0	234	0	5
assemblage-601-779	122	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	83	0	40	0	0	60	0	1
assemblage-254-259	27	94	0	10	0	0	0	0	35	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	9	0	0	0	0	42	0	1
assemblage-901-846	35	103	0	15	0	0	0	0	24	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	1	0	0	0	0	29	0	2
assemblage-494-668	335	11	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	3
assemblage-595-777	142	28	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	27	0	56	0	0	125	0	10
assemblage-436-415	0	0	0	0	0	0	39	17	0	0	0	0	0	0	0	0	0	9	365	0	0	0	0	0	49	0	0	20	0	0	0	1
assemblage-945-378	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	44	0	11	0	0	165	0	6
assemblage-771-953	52	36	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	94	0	0	0	0	46	155	0	0	0	0	78	0	9
assemblage-760-951	57	29	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	92	0	0	0	0	57	143	0	0	0	0	82	0	6
assemblage-428-409	0	0	0	0	0	0	24	15	0	0	0	0	0	0	0	0	0	8	385	0	0	0	0	0	47	0	0	20	0	0	0	1
assemblage-955-925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	128	0	0	64	0	0	0	1
assemblage-496-654	326	1	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
assemblage-978-756	2	12	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	91	0	0	0	0	51	0	9
assemblage-863-503	0	285	0	134	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	38	0	8
assemblage-843-802	52	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	25	0	0	0	15	113	0	3
assemblage-703-781	136	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	128	0	0	0	0	31	0	10
assemblage-243-235	123	71	0	6	0	0	0	0	41	0	0	0	0	0	0	0	0	0	126	0	0	0	0	39	63	0	0	0	0	28	0	3
assemblage-824-163	84	34	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	98	0	0	0	0	51	125	0	0	0	0	60	0	10
assemblage-751-589	175	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	14	0	22	0	0	134	0	2
assemblage-503-216	137	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	8	141	0	0	0	0	18	0	1
assemblage-444-418	0	0	0	0	0	0	19	21	0	0	0	0	0	0	0	0	0	8	377	0	0	0	0	0	50	0	0	24	0	0	0	1
assemblage-902-784	118	109	0	14	0	0	0	0	0	0	0	21	0	0	0	0	0	0	196	0	0	0	0	0	21	0	0	0	0	17	0	4
assemblage-564-224	132	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	52	0	0	0	0	138	0	5
assemblage-920-795	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	81	0	5	0	0	228	0	8
assemblage-951-379	184	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	33	0	32	0	0	111	0	1
assemblage-775-939	130	52	0	12	0	0	0	0	35	0	0	0	0	0	0	0	0	0	142	0	0	0	0	36	55	0	0	0	0	38	0	0
assemblage-975-756	141	12	0	32	0	0	0	0	0	0	0	0	0	0	0	0	4	0	204	0	0	0	0	0	89	0	0	0	0	10	0	8
assemblage-901-928	170	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	6	127	0	0	0	0	20	0	0
assemblage-692-760	201	10	0	0	0	0	0	0	10	0	0	0	62	0	0	0	0	0	131	0	0	0	0	4	0	0	0	0	0	71	0	11
assemblage-505-653	88	70	0	63	0	0	6	8	0	0	0	0	0	0	0	0	0	0	163	0	10	0	0	0	43	0	0	30	0	9	0	10
assemblage-255-237	120	66	0	4	0	0	0	0	65	0	0	0	0	0	0	0	0	0	92	0	0	0	0	35	61	0	0	0	0	56	0	1
assemblage-564-226	100	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	70	0	0	0	0	162	0	7
assemblage-941-790	181	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	24	0	22	0	0	137	0	0
assemblage-206-394	7	23	0	0	0	0	0	0	170	0	0	0	0	0	0	0	5	0	143	0	0	0	0	0	99	0	0	0	0	50	0	3
assemblage-947-379	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	60	0	7	0	0	232	0	4
assemblage-156-102	117	24	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	102	0	0	0	0	11	0	12
assemblage-885-841	69	36	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	78	0	0	0	0	52	153	0	0	0	0	72	0	7
assemblage-505-214	7	87	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	110	0	0	0	0	73	44	0	0	0	0	156	0	2
assemblage-858-122	109	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	87	0	37	0	0	65	0	1
assemblage-787-946	24	90	0	12	0	0	0	0	38	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	35	0	8
assemblage-171-84	211	3	0	80	0	0	0	0	0	0	0	0	0	0	0	0	7	0	148	0	0	0	0	0	11	0	0	0	0	32	0	8
assemblage-908-840	54	75	0	33	0	0	0	0	112	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	184	0	4
assemblage-965-927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	122	0	0	71	0	0	0	1
assemblage-876-927	200	14	0	0	0	0	0	0	18	0	0	0	51	0	0	0	0	0	125	0	0	0	0	9	0	0	0	0	0	67	0	16
assemblage-199-476	41	24	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	49	0	0	0	0	77	0	10
assemblage-504-227	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	11	15	0	0	0	0	39	0	16
assemblage-595-776	138	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	16	0	68	0	0	112	0	4
assemblage-939-116	134	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	267	0	0	0	0	0	24	8	0	0	0	53	0	2
assemblage-752-302	133	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	285	0	0	0	0	0	17	11	0	0	0	41	0	9
assemblage-195-455	167	18	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	3	0	0	0	22	0	0	0	0	0	0	14
assemblage-718-296	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	95	0	6	0	0	155	0	2
assemblage-607-434	156	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	14	0	0	0	0	48	0	8
assemblage-859-809	135	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	31	0	0	0	0	24	0	4
assemblage-399-803	40	38	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	45	0	0	0	0	66	0	10
assemblage-397-779	132	97	0	19	0	0	0	0	0	0	0	13	0	0	0	0	0	0	216	0	0	0	0	0	5	0	0	0	0	15	0	3
assemblage-923-779	108	85	0	25	0	0	0	0	0	0	0	22	0	0	0	0	0	0	220	0	0	0	0	0	11	0	0	0	0	25	0	4
assemblage-859-499	0	293	0	147	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	29	0	3
