Assemblage_Name	4405633-2-4	4131276-2-4	4-8676408-3	7046423-2-4	4-2625646-0	2-2-1	3-2-7319622	790607-2-4060728	2695775-5235014-4	3-3-3	4-0-512147	4-0-3	3-2-4	4-1-1	2695775-2-4	3-1502693-4	3-2-4060728	0-2-1	2695775-2-9126091
assemblage-844-834	38	0	0	0	0	0	0	0	0	0	0	201	0	0	193	0	64	0	4
assemblage-603-766	0	0	0	19	0	0	0	0	0	0	0	222	0	0	115	0	143	0	1
assemblage-672-954	0	0	0	0	0	0	0	0	0	15	0	165	0	46	144	0	130	0	0
assemblage-104-483	0	0	0	0	0	36	0	0	0	0	0	87	0	52	324	0	0	0	1
assemblage-289-864	38	0	0	0	0	0	0	0	0	0	0	208	0	0	165	0	87	0	2
assemblage-269-930	0	0	0	0	37	23	0	0	0	119	0	307	0	0	10	0	0	0	4
assemblage-176-112	0	0	0	0	0	40	0	0	0	0	0	256	0	21	178	0	0	0	5
assemblage-440-414	0	0	0	0	0	5	0	0	0	0	0	488	0	0	0	0	0	0	7
assemblage-570-232	0	0	0	0	0	0	0	0	0	0	0	271	0	0	140	0	89	0	0
assemblage-969-101	0	0	0	0	0	0	0	0	0	0	0	154	0	0	149	0	195	0	2
assemblage-632-438	0	0	0	0	0	0	0	0	0	0	0	228	0	0	171	0	90	0	11
assemblage-754-596	0	15	0	0	0	0	0	4	0	0	0	130	0	0	190	0	161	0	0
assemblage-753-307	0	0	0	0	0	0	0	0	0	0	0	284	0	0	119	0	96	0	1
assemblage-108-487	0	0	0	0	0	0	0	0	0	21	0	126	0	144	134	0	67	0	8
assemblage-843-805	0	0	0	0	0	0	0	0	0	0	0	214	0	0	188	0	97	0	1
assemblage-205-456	0	0	0	0	0	36	0	0	0	247	0	178	10	24	5	0	0	0	0
assemblage-719-315	0	0	0	0	0	0	0	0	0	0	0	221	0	0	160	0	119	0	0
assemblage-864-95	0	0	0	9	0	0	0	73	0	0	0	69	0	0	19	0	327	0	3
assemblage-124-770	0	0	0	0	0	0	0	0	0	0	0	262	0	0	123	0	115	0	0
assemblage-180-470	0	0	0	0	51	56	0	0	0	168	0	75	8	4	65	0	63	0	10
assemblage-530-360	0	12	0	0	0	0	0	11	0	0	0	117	0	0	177	0	182	0	1
assemblage-855-123	0	22	0	13	0	0	0	0	0	0	0	126	0	0	224	0	113	0	2
assemblage-924-941	0	0	0	33	0	0	0	0	0	0	0	207	0	0	107	0	153	0	0
assemblage-89-798	0	0	0	0	0	0	0	0	0	0	0	306	0	0	117	0	77	0	0
assemblage-408-809	0	0	0	0	0	38	29	0	0	68	0	231	23	54	45	0	11	0	1
assemblage-860-563	0	0	0	0	0	49	0	0	0	0	0	61	0	82	306	0	0	0	2
assemblage-968-844	0	0	0	0	55	47	0	0	0	195	0	65	10	11	63	0	49	0	5
assemblage-927-390	0	0	0	0	0	0	0	0	0	0	0	115	0	0	210	0	173	0	2
assemblage-419-432	0	0	0	0	0	12	0	0	0	0	0	479	0	0	0	0	0	6	3
assemblage-937-805	0	0	0	0	0	0	0	31	0	0	0	243	0	0	44	0	181	0	1
assemblage-141-138	0	11	0	0	0	0	0	0	0	0	0	134	0	0	222	0	124	0	9
assemblage-777-970	0	9	0	8	0	0	0	0	0	0	0	109	0	0	221	0	153	0	0
assemblage-767-570	0	9	0	0	0	0	0	24	0	0	0	102	0	0	192	0	173	0	0
assemblage-428-423	0	0	0	0	0	5	0	0	0	0	0	492	0	0	0	0	0	0	3
assemblage-604-759	0	0	0	14	0	0	0	0	0	0	0	216	0	0	144	0	124	0	2
assemblage-687-960	0	0	0	0	0	0	0	0	0	17	0	188	0	51	149	0	94	0	1
assemblage-181-106	0	0	0	35	0	0	0	0	0	13	0	111	0	57	266	0	14	0	4
assemblage-698-797	0	13	0	7	0	0	0	0	0	0	0	137	0	0	204	0	135	0	4
assemblage-906-831	0	0	0	0	0	0	0	0	0	0	0	149	0	32	95	0	219	0	5
assemblage-454-431	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	7	1
assemblage-262-925	0	0	0	0	0	0	0	0	0	51	0	275	0	28	143	0	0	0	3
assemblage-848-504	0	0	0	0	32	0	18	0	0	9	0	0	258	0	85	74	18	0	6
assemblage-831-161	0	0	0	0	0	0	0	0	0	0	0	55	0	0	145	0	292	0	8
assemblage-899-926	0	0	0	66	0	0	0	0	0	0	0	168	0	0	151	0	109	0	6
assemblage-756-597	0	0	0	0	0	0	0	31	0	0	0	188	0	0	55	0	225	0	1
assemblage-971-933	0	0	0	0	0	276	0	0	0	0	0	90	0	120	0	0	0	14	0
assemblage-902-848	0	0	0	107	0	0	0	0	0	0	13	131	0	7	157	0	77	0	8
assemblage-897-916	0	19	0	7	0	0	0	0	0	0	0	148	0	0	196	0	126	0	4
assemblage-249-243	0	0	0	0	0	0	0	0	0	0	0	63	0	0	182	0	247	0	8
assemblage-572-227	0	0	0	0	0	0	0	0	0	0	0	241	0	0	105	0	153	0	1
assemblage-297-850	0	0	0	0	0	0	0	0	0	0	0	359	0	0	55	0	84	0	2
assemblage-280-849	0	0	0	0	0	0	0	0	0	0	0	229	0	0	191	0	77	0	3
assemblage-373-790	0	0	0	0	0	49	0	0	0	217	0	196	8	24	0	0	0	0	6
assemblage-292-849	0	0	0	0	0	0	0	0	0	0	0	321	0	0	84	0	93	0	2
assemblage-963-933	0	0	0	0	0	275	0	0	0	0	0	93	0	123	0	0	0	9	0
assemblage-130-147	0	7	0	0	0	0	0	0	0	0	0	145	0	0	207	0	135	0	6
assemblage-990-752	0	0	0	31	0	0	0	0	0	7	11	125	0	40	278	0	7	0	1
assemblage-585-782	0	0	0	32	0	0	0	0	0	0	0	211	0	0	126	0	128	0	3
assemblage-505-367	0	0	0	0	0	0	0	0	0	0	0	118	0	0	196	0	186	0	0
assemblage-828-162	0	0	0	0	0	0	0	0	0	0	0	60	0	0	180	0	252	0	8
assemblage-116-774	0	0	0	0	0	0	0	0	0	0	0	270	0	0	136	0	94	0	0
assemblage-612-439	0	0	0	0	0	0	0	0	0	0	0	431	0	0	33	0	35	0	1
assemblage-986-762	0	0	0	0	0	0	0	0	0	9	0	168	0	47	129	0	146	0	1
assemblage-842-827	0	0	8	0	0	0	0	0	0	0	0	309	0	0	78	0	105	0	0
assemblage-727-310	0	0	0	0	0	0	0	0	0	0	0	299	0	0	130	0	71	0	0
assemblage-869-510	0	0	0	0	24	0	29	0	0	22	0	0	234	0	78	68	44	0	1
assemblage-747-973	0	0	0	0	0	0	0	66	0	0	0	60	0	0	39	0	332	0	3
assemblage-958-854	0	0	0	0	0	64	0	0	0	218	0	172	12	30	4	0	0	0	0
assemblage-951-364	0	0	0	0	0	0	0	6	0	0	0	227	0	0	83	0	180	0	4
assemblage-874-113	0	0	0	30	0	0	0	0	0	0	0	232	0	0	128	0	107	0	3
assemblage-493-666	0	0	0	0	16	76	0	0	0	355	0	0	39	0	0	14	0	0	0
assemblage-618-424	0	0	9	0	0	0	0	0	0	0	0	298	0	0	89	0	103	0	1
assemblage-274-943	0	0	0	0	0	5	0	0	0	32	0	156	0	142	103	0	60	0	2
assemblage-532-222	0	9	0	8	0	0	0	0	0	0	0	128	0	0	237	0	114	0	4
assemblage-946-393	0	0	0	0	0	0	0	9	0	0	0	220	0	0	78	0	193	0	0
assemblage-523-779	0	0	0	0	0	0	0	0	0	0	0	207	0	0	186	0	102	0	5
assemblage-931-759	0	0	0	0	0	104	0	0	0	7	0	30	24	99	182	0	46	0	8
assemblage-983-911	0	0	0	0	0	267	0	0	0	0	0	86	0	128	0	0	0	18	1
assemblage-495-669	0	0	0	0	14	83	0	0	0	354	0	0	42	0	0	5	0	0	2
assemblage-491-652	0	0	0	0	6	84	0	0	0	362	0	0	32	0	0	16	0	0	0
assemblage-667-963	0	0	0	0	0	0	0	0	0	13	0	166	0	62	142	0	115	0	2
assemblage-134-140	0	0	0	0	0	0	0	0	0	0	0	16	0	0	156	0	323	0	5
assemblage-283-928	0	0	0	0	0	0	0	0	0	23	0	162	0	116	127	0	66	0	6
assemblage-831-823	0	0	0	0	0	0	0	0	6	0	0	223	0	0	181	0	90	0	0
assemblage-902-948	0	0	0	0	0	0	0	0	0	0	0	101	0	0	65	0	332	0	2
assemblage-538-778	0	0	0	0	0	0	0	0	0	0	0	418	0	0	40	0	39	0	3
assemblage-964-845	0	0	0	0	0	107	0	0	0	16	0	39	17	102	171	0	47	0	1
assemblage-763-598	0	0	0	0	0	0	0	38	0	0	0	208	0	0	52	0	201	0	1
assemblage-601-779	0	0	0	11	0	0	0	41	0	0	0	85	0	0	42	0	320	0	1
assemblage-254-259	0	0	0	0	0	0	0	0	0	0	0	173	0	31	81	0	209	0	6
assemblage-901-846	0	0	0	0	0	0	0	0	0	0	0	156	0	28	79	0	234	0	3
assemblage-494-668	0	0	0	0	8	70	0	0	0	371	0	0	37	0	0	13	0	0	1
assemblage-595-777	0	0	0	0	0	0	0	0	0	0	0	90	0	0	92	0	314	0	4
assemblage-436-415	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	2	4
assemblage-945-378	0	0	0	0	0	0	0	8	0	0	0	159	0	0	149	0	180	0	4
assemblage-771-953	0	0	0	0	0	0	0	0	0	0	0	61	0	19	215	0	203	0	2
assemblage-760-951	0	0	0	0	0	0	0	0	0	0	0	74	0	14	195	0	213	0	4
assemblage-428-409	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	2	3
assemblage-955-925	0	0	0	0	0	277	0	0	0	0	0	94	0	116	0	0	0	13	0
assemblage-496-654	0	0	0	0	4	73	0	0	0	366	0	0	45	0	0	12	0	0	0
assemblage-978-756	0	0	0	46	0	0	0	0	0	4	10	121	0	65	249	0	5	0	0
assemblage-863-503	0	0	0	0	17	0	18	0	0	15	0	0	280	0	68	78	23	0	1
assemblage-843-802	0	0	0	0	0	0	0	0	0	0	0	216	0	0	192	0	83	0	9
assemblage-703-781	0	0	0	0	0	0	0	0	0	0	0	13	0	0	150	0	326	0	11
assemblage-243-235	0	0	0	0	0	0	0	0	0	0	0	62	0	0	146	0	286	0	6
assemblage-824-163	0	0	0	0	0	0	0	0	0	0	0	64	0	9	215	0	208	0	4
assemblage-751-589	0	0	0	0	0	0	0	13	0	0	0	224	0	0	77	0	182	0	4
assemblage-503-216	0	0	0	0	0	0	0	0	0	0	0	10	0	0	166	0	321	0	3
assemblage-444-418	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	8	2
assemblage-902-784	0	0	0	0	83	34	4	0	0	161	0	57	11	0	71	0	71	0	8
assemblage-564-224	0	0	0	0	0	0	0	0	0	0	0	278	0	0	89	0	133	0	0
assemblage-920-795	0	0	0	0	0	0	0	38	0	0	0	204	0	0	52	0	205	0	1
assemblage-951-379	0	0	0	0	0	0	0	8	0	0	0	201	0	0	100	0	191	0	0
assemblage-775-939	0	0	0	0	0	0	0	0	0	0	0	75	0	0	161	0	256	0	8
assemblage-975-756	0	0	0	0	0	0	0	0	0	0	0	125	0	45	99	0	225	0	6
assemblage-901-928	0	0	0	0	0	0	0	0	0	0	0	13	0	0	152	0	326	0	9
assemblage-692-760	0	0	0	16	0	0	0	0	0	0	0	62	0	0	96	0	325	0	1
assemblage-505-653	0	0	0	0	12	86	5	0	0	97	0	140	81	29	15	22	7	6	0
assemblage-255-237	0	0	0	0	0	0	0	0	0	0	0	52	0	0	173	0	270	0	5
assemblage-564-226	0	0	0	0	0	0	0	0	0	0	0	234	0	0	111	0	154	0	1
assemblage-941-790	0	0	0	0	0	0	0	5	0	0	0	252	0	0	85	0	158	0	0
assemblage-206-394	0	0	0	54	0	0	0	0	0	7	18	95	0	62	253	0	10	0	1
assemblage-947-379	0	0	0	0	0	0	0	30	0	0	0	224	0	0	58	0	185	0	3
assemblage-156-102	0	0	0	0	0	0	0	0	0	0	0	127	0	71	67	0	226	0	9
assemblage-885-841	0	0	0	0	0	0	0	0	0	0	0	60	0	5	203	0	231	0	1
assemblage-505-214	0	0	0	50	0	0	0	0	0	0	0	164	0	6	162	0	118	0	0
assemblage-858-122	0	0	0	4	0	0	0	59	0	0	0	73	0	0	21	0	342	0	1
assemblage-787-946	0	0	0	0	0	0	0	0	0	0	0	161	0	17	85	0	236	0	1
assemblage-171-84	0	0	0	0	0	25	0	0	0	0	0	258	0	31	181	0	0	0	5
assemblage-908-840	0	0	0	111	0	0	0	0	0	0	9	130	0	0	152	0	92	0	6
assemblage-965-927	0	0	0	0	0	292	0	0	0	0	0	77	0	116	0	0	0	15	0
assemblage-876-927	0	0	0	11	0	0	0	0	0	0	0	48	0	0	110	0	331	0	0
assemblage-199-476	0	0	0	0	0	26	20	0	0	71	0	241	15	48	62	0	17	0	0
assemblage-504-227	0	18	0	8	0	0	0	0	0	0	0	141	0	0	206	0	120	0	7
assemblage-595-776	0	0	0	0	0	0	0	0	0	0	0	102	0	0	64	0	332	0	2
assemblage-939-116	0	0	0	0	0	0	0	0	0	0	0	245	0	0	158	0	97	0	0
assemblage-752-302	0	0	0	0	0	0	0	0	0	0	0	253	0	0	119	0	126	0	2
assemblage-195-455	0	0	0	0	0	31	0	0	0	235	0	189	24	16	0	0	0	0	5
assemblage-718-296	0	0	0	0	0	0	0	0	0	0	0	156	0	0	162	0	177	0	5
assemblage-607-434	0	0	0	0	0	0	0	0	0	0	0	329	0	0	77	0	91	0	3
assemblage-859-809	0	0	0	0	0	0	0	0	0	0	0	428	0	0	25	0	43	0	4
assemblage-399-803	0	0	0	0	0	30	22	0	0	88	0	240	22	45	46	0	6	0	1
assemblage-397-779	0	0	0	0	72	24	4	0	0	176	0	62	11	6	84	0	59	0	2
assemblage-923-779	0	0	0	0	84	32	6	0	0	182	0	61	12	0	61	0	58	0	4
assemblage-859-499	0	0	0	0	16	0	13	0	0	11	0	0	284	0	64	69	43	0	0
assemblage-731-315	0	0	0	0	0	0	0	0	0	0	0	264	0	0	124	0	110	0	2
assemblage-935-118	0	0	0	0	0	0	0	0	0	0	0	140	0	0	138	0	216	0	6
assemblage-567-217	0	0	0	0	0	0	0	0	0	0	0	282	0	0	120	0	98	0	0
assemblage-918-961	0	13	0	0	0	0	0	0	0	0	0	121	0	0	213	0	151	0	2
assemblage-929-942	0	0	0	0	0	0	0	0	0	0	0	93	0	0	70	0	336	0	1
assemblage-287-849	33	0	0	0	0	0	0	0	0	0	0	218	0	0	176	0	72	0	1
assemblage-271-845	0	0	0	0	0	0	0	0	0	0	0	440	0	0	38	0	20	0	2
assemblage-131-138	0	11	0	2	0	0	0	0	0	0	0	156	0	0	208	0	117	0	6
assemblage-954-840	0	0	0	0	0	42	20	0	0	70	0	239	8	51	60	0	10	0	0
assemblage-572-224	0	0	0	0	0	0	0	0	0	0	0	148	0	0	151	0	200	0	1
assemblage-855-815	32	0	0	0	0	0	0	0	0	0	0	204	0	0	185	0	74	0	5
assemblage-905-827	0	0	0	105	0	0	0	0	0	0	10	136	0	0	175	0	71	0	3
assemblage-486-677	0	0	0	0	7	83	0	0	0	360	0	0	37	0	0	13	0	0	0
assemblage-926-782	0	0	0	0	0	117	0	0	0	9	0	51	23	87	172	0	39	0	2
assemblage-912-785	0	0	0	0	92	25	0	0	0	161	0	50	8	5	79	0	76	0	4
assemblage-920-952	0	0	0	21	0	0	0	0	0	0	0	216	0	0	127	0	132	0	4
assemblage-262-234	0	0	0	0	0	0	0	0	0	0	0	81	0	12	188	0	213	0	6
assemblage-779-935	0	0	0	0	0	0	0	0	0	0	0	146	0	30	67	0	251	0	6
assemblage-661-958	0	0	0	0	0	0	0	0	0	9	0	144	0	49	154	0	144	0	0
assemblage-905-835	0	0	0	0	0	0	0	0	0	0	0	153	0	26	85	0	231	0	5
assemblage-243-239	0	0	0	103	0	0	0	0	0	0	6	158	0	10	136	0	85	0	2
assemblage-628-437	28	0	0	0	0	0	0	0	0	0	0	184	0	0	209	0	77	0	2
assemblage-615-421	29	0	0	0	0	0	0	0	0	0	0	214	0	0	182	0	75	0	0
assemblage-844-496	0	0	0	0	14	0	37	0	0	9	0	0	244	0	70	77	48	0	1
assemblage-661-956	0	0	0	0	0	27	0	0	0	0	0	271	0	13	182	0	0	0	7
assemblage-939-810	0	0	0	0	0	0	0	28	0	0	0	230	0	0	56	0	186	0	0
assemblage-928-765	0	0	0	0	0	36	27	0	0	68	0	222	24	50	67	0	6	0	0
assemblage-928-796	0	0	0	0	0	0	0	0	0	0	0	105	0	0	210	0	177	0	8
assemblage-768-990	0	11	0	5	0	0	0	0	0	0	0	106	0	0	218	0	160	0	0
assemblage-877-553	0	0	0	0	0	0	0	0	0	74	0	231	0	37	149	0	0	0	9
assemblage-255-927	0	0	0	0	0	0	0	0	0	70	0	245	0	42	138	0	0	0	5
assemblage-746-583	0	0	0	0	0	0	0	0	0	0	0	89	0	0	223	0	187	0	1
assemblage-507-779	22	0	0	0	0	0	0	0	0	0	0	207	0	0	191	0	74	0	6
assemblage-199-466	0	0	0	0	0	35	0	0	0	222	0	188	17	25	10	0	0	0	3
assemblage-204-396	0	0	0	52	0	0	0	0	0	11	9	96	0	63	250	0	11	0	8
assemblage-94-494	0	0	0	0	0	0	0	0	0	64	0	248	0	36	147	0	0	0	5
assemblage-488-381	0	16	0	0	0	0	0	8	0	0	0	107	0	0	222	0	147	0	0
assemblage-887-564	0	0	0	0	40	33	0	0	0	143	0	271	0	0	8	0	0	0	5
assemblage-502-373	0	0	0	0	0	0	0	0	0	0	0	98	0	0	240	0	160	0	2
assemblage-928-943	0	0	0	6	0	0	0	66	0	0	0	57	0	0	40	0	327	0	4
assemblage-984-775	0	0	0	0	0	36	0	0	0	0	0	269	0	13	175	0	5	0	2
assemblage-896-831	0	0	0	0	0	0	0	0	0	0	0	70	0	16	227	0	186	0	1
assemblage-866-568	0	0	0	0	0	10	0	0	0	32	0	153	0	106	125	0	72	0	2
assemblage-190-406	0	0	0	0	0	0	0	0	0	0	0	147	0	62	71	0	213	0	7
assemblage-527-780	0	0	0	0	0	0	0	0	0	0	0	440	0	0	34	0	25	0	1
assemblage-936-773	0	0	0	0	0	85	0	0	0	7	0	57	9	84	196	0	59	0	3
assemblage-627-775	0	13	0	8	0	0	0	0	0	0	0	114	0	0	227	0	136	0	2
assemblage-602-776	0	13	0	10	0	0	0	0	0	0	0	121	0	0	230	0	125	0	1
assemblage-116-151	0	0	0	20	0	0	0	0	0	0	0	46	0	0	80	0	352	0	2
assemblage-97-795	0	0	0	0	0	0	0	0	0	0	0	248	0	0	133	0	119	0	0
assemblage-944-801	0	8	0	0	0	0	0	13	0	0	0	107	0	0	188	0	184	0	0
assemblage-745-591	0	0	0	0	0	0	0	0	0	0	0	98	0	0	221	0	179	0	2
assemblage-541-768	0	0	0	0	0	0	0	0	0	0	0	318	0	0	69	0	109	0	4
assemblage-1000-776	0	0	0	32	0	0	0	0	0	13	13	121	0	50	259	0	8	0	4
assemblage-956-899	0	0	0	0	0	275	0	0	0	0	0	92	0	125	0	0	0	8	0
assemblage-504-675	0	0	0	0	15	85	0	0	0	343	0	0	35	0	0	21	0	0	1
assemblage-983-757	0	0	0	0	0	0	0	0	0	9	0	161	0	61	143	0	124	0	2
assemblage-974-919	0	0	0	0	0	279	0	0	0	0	0	79	0	120	0	0	0	22	0
assemblage-774-931	0	0	0	0	0	0	0	0	0	0	0	54	0	0	146	0	292	0	8
assemblage-125-165	0	0	0	18	0	0	0	0	0	0	0	50	0	0	99	0	333	0	0
assemblage-497-361	0	0	0	0	0	0	0	0	0	0	0	101	0	0	222	0	174	0	3
assemblage-266-940	0	0	0	0	0	54	0	0	0	0	0	75	0	59	312	0	0	0	0
assemblage-103-772	0	0	0	0	0	0	0	0	0	0	0	246	0	0	133	0	121	0	0
assemblage-245-235	0	0	0	113	0	8	0	0	0	0	8	114	0	10	160	0	81	0	6
assemblage-419-440	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	7	3
assemblage-106-789	0	0	0	0	0	0	0	0	0	0	0	263	0	0	131	0	105	0	1
assemblage-393-805	0	0	0	0	0	34	0	0	0	247	0	173	15	25	0	0	0	0	6
assemblage-752-974	0	0	0	12	0	0	0	58	0	0	0	99	0	0	28	0	298	0	5
assemblage-922-961	0	0	0	0	0	0	0	0	0	0	0	104	0	0	59	0	336	0	1
assemblage-393-803	0	0	0	0	0	111	0	0	0	9	0	42	12	86	197	0	40	0	3
assemblage-739-314	0	0	0	0	0	0	0	0	0	0	0	151	0	0	131	0	214	0	4
assemblage-497-349	0	10	0	0	0	0	0	4	0	0	0	141	0	0	182	0	163	0	0
assemblage-248-931	0	0	0	0	0	52	0	0	0	0	0	58	0	57	331	0	0	0	2
assemblage-969-107	0	0	0	0	0	0	0	0	0	0	0	264	0	0	102	0	131	0	3
assemblage-711-781	0	0	0	23	0	0	0	0	0	0	0	55	0	0	88	0	334	0	0
assemblage-521-793	0	0	5	0	0	0	0	0	0	0	0	301	0	0	74	0	119	0	1
assemblage-968-117	0	0	0	0	0	0	0	0	0	0	0	135	0	0	162	0	197	0	6
assemblage-866-658	0	0	0	0	0	61	0	0	0	0	0	76	0	69	293	0	0	0	1
assemblage-114-780	0	0	0	0	0	0	0	0	0	0	0	239	0	0	128	0	133	0	0
assemblage-874-653	0	0	0	0	24	22	0	0	0	118	0	326	0	0	0	0	0	0	10
assemblage-771-946	0	19	0	0	0	0	0	0	0	0	0	115	0	0	234	0	130	0	2
assemblage-905-929	0	0	0	56	0	0	0	0	0	0	0	161	0	0	173	0	107	0	3
assemblage-843-512	0	0	0	0	24	0	23	0	0	15	0	0	262	0	77	61	28	0	10
assemblage-942-784	0	6	0	0	0	0	0	7	0	0	0	125	0	0	182	0	180	0	0
assemblage-135-471	0	0	0	0	0	0	0	0	0	59	0	255	0	31	154	0	0	0	1
assemblage-765-587	0	0	0	0	0	0	0	14	0	0	0	212	0	0	77	0	196	0	1
assemblage-902-934	0	0	0	70	0	0	0	0	0	0	0	173	0	5	156	0	94	0	2
assemblage-746-290	0	0	0	0	0	0	0	0	0	0	0	248	0	0	137	0	113	0	2
assemblage-862-661	0	0	0	0	0	0	0	0	0	67	0	239	0	41	147	0	0	0	6
assemblage-186-430	0	0	0	0	0	39	0	0	0	0	0	251	0	21	184	0	5	0	0
assemblage-959-848	0	0	0	0	0	105	0	0	0	12	0	31	23	118	169	0	40	0	2
assemblage-122-489	0	0	0	0	0	5	0	0	0	27	0	146	0	120	150	0	52	0	0
assemblage-522-758	0	0	0	0	0	0	0	0	11	0	0	206	0	0	185	0	97	0	1
assemblage-923-961	0	0	0	9	0	0	0	15	0	0	0	118	0	0	121	0	235	0	2
assemblage-176-91	0	0	0	0	0	40	0	0	0	0	0	243	0	19	193	0	0	0	5
assemblage-200-472	0	0	0	0	24	46	4	0	0	133	0	132	20	43	74	0	22	0	2
assemblage-953-864	0	0	0	0	0	35	39	0	0	76	0	224	21	49	50	0	6	0	0
assemblage-492-215	0	0	0	0	0	0	0	0	0	0	0	8	0	0	165	0	318	0	9
assemblage-706-788	0	0	0	72	0	0	0	0	0	0	0	156	0	0	160	0	110	0	2
assemblage-177-111	0	0	0	0	0	0	0	0	0	10	0	163	0	63	128	0	134	0	2
assemblage-172-461	0	0	0	0	0	39	0	0	0	239	0	179	12	28	0	0	0	0	3
assemblage-203-418	0	0	0	0	0	0	0	0	0	0	0	146	0	48	80	0	220	0	6
assemblage-174-110	0	0	0	0	0	0	0	0	0	0	0	148	0	39	77	0	231	0	5
assemblage-522-210	0	0	0	0	0	0	0	0	0	0	0	7	0	0	144	0	340	0	9
assemblage-297-854	0	0	0	0	0	0	0	0	0	0	0	441	0	0	24	0	35	0	0
assemblage-492-366	0	13	0	0	0	0	0	9	0	0	0	133	0	0	193	0	152	0	0
assemblage-962-848	0	0	0	0	77	37	12	0	0	164	0	77	9	7	61	0	55	0	1
