Assemblage_Name	0-2197030-3	624907-3-7271130	3-1120382-7271130	4-0-2257952	1-0-2	1661983-3-7271130	3-8083407-3	9634398-3-7271130	9453587-1-3	4728117-1-3	3-8270975-7271130	3-3-1	3-3-3	8270022-3-3	0-1-4667681	0-8078026-3	0-1-188282	0-1-951075	3-5436811-7271130	0-1-3	4-4487975-1	0-7847151-3	0-9844873-3	4854380-0-1	0-5289290-3	2683815-1-3	5352760-1-3	24322-0-1	0-1-2623792	0-0-2	4780592-1-3	765361-8132496-1	0-1-3031739	3530237-3-3	3-3-7271130	4-0-1	4-6850748-1	4423437-1-3	4-0-959527	0-9477178-3	0-5724154-3	5867622-1-3	5279284-8422395-3	175424-1-3	4-0-4703548	3-5436811-2992057	3-3-8507205	4-1151693-1	0-1-5983083	9933631-3-3	765361-0-1	2973874-1-3	0-1-5092547	5279284-3-3	6421022-3-7271130	3-2-0	0-9707563-3
assemblage-752-988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	57	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	11
assemblage-868-649	0	0	0	0	0	0	0	0	0	0	0	24	45	0	0	0	0	0	31	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-866-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	4	0	0	0	0	0	0	0	0	0	0	322	26	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	5
assemblage-671-963	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	88	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-885-931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	5
assemblage-829-151	0	0	0	0	0	0	15	0	0	0	0	0	100	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6
assemblage-93-772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	6
assemblage-953-850	0	0	0	0	0	0	0	0	0	0	0	69	72	0	0	0	0	0	87	29	0	0	0	0	0	0	0	0	0	49	0	0	0	0	88	93	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5
assemblage-830-129	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	11
assemblage-207-398	0	0	12	0	0	0	0	0	0	0	14	0	40	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3
assemblage-956-115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	5
assemblage-375-787	0	0	0	0	0	0	0	51	0	0	0	0	148	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	18	0	0	0	0	119	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-987-763	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18
assemblage-300-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-532-763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	12	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	8
