Assemblage_Name	0-4-3	4-3-2486125	2-4-6107334	6949922-3-6937969	6949922-3-3	0-0-3	3186325-4-4	2977836-4-3	3-1-0	4352085-3-3	2-4-4	3-1-7091916	4-4-0	3432163-1-7091916	0-3-1	4-601210-3	4-3-3	6889369-3-3	4-3-8894896	2172303-1-7091916
assemblage-752-988	0	0	0	0	53	0	0	0	0	0	271	0	0	0	60	79	36	0	0	1
assemblage-868-649	0	0	0	0	109	17	0	0	0	0	209	18	0	0	3	0	133	0	0	11
assemblage-866-95	0	0	0	0	53	0	0	0	0	0	293	0	0	0	23	89	40	0	0	2
assemblage-671-963	0	0	0	0	48	0	0	0	0	13	305	112	0	0	0	0	20	0	0	2
assemblage-885-931	0	0	0	0	155	0	0	0	0	0	97	0	0	0	47	26	174	0	0	1
assemblage-829-151	0	0	0	0	69	0	0	0	0	0	106	0	0	0	200	0	118	0	0	7
assemblage-93-772	0	0	0	0	0	0	0	0	0	0	305	0	0	0	53	10	132	0	0	0
assemblage-953-850	0	0	0	0	0	9	0	0	0	0	191	38	0	0	0	0	255	0	0	7
assemblage-830-129	0	0	0	0	104	0	0	0	0	0	206	0	0	0	129	0	50	0	0	11
assemblage-207-398	0	0	0	0	88	0	0	0	0	0	225	13	0	0	0	0	167	0	0	7
assemblage-956-115	0	0	0	0	0	0	0	0	0	0	277	0	0	0	66	47	105	0	0	5
assemblage-375-787	0	0	0	0	65	0	0	0	14	0	204	53	0	0	7	0	156	0	0	1
assemblage-987-763	0	0	0	0	52	0	0	0	0	0	219	79	0	0	22	0	122	0	0	6
assemblage-300-862	0	0	0	0	0	0	0	0	0	0	331	0	0	0	30	10	127	0	0	2
assemblage-532-763	0	0	0	0	0	0	11	0	0	0	381	0	0	0	0	12	89	0	0	7
assemblage-181-462	0	0	0	0	0	8	0	0	15	0	214	26	0	0	0	0	232	0	0	5
assemblage-943-371	0	0	0	0	6	0	0	0	0	0	327	0	0	0	107	15	45	0	0	0
assemblage-866-109	0	0	0	0	56	0	0	0	0	0	142	0	0	0	44	4	252	0	0	2
assemblage-877-569	0	0	0	0	0	0	0	0	31	0	306	0	0	0	32	0	130	0	0	1
assemblage-877-568	0	0	0	0	0	0	0	0	34	0	320	0	0	0	38	0	107	0	0	1
assemblage-857-558	0	0	0	0	25	0	0	0	6	0	287	37	0	0	22	0	116	0	0	7
assemblage-510-208	0	0	0	0	151	0	0	0	0	0	152	0	0	0	129	0	68	0	0	0
assemblage-617-440	0	0	0	0	0	0	0	0	0	0	320	0	0	0	20	63	89	0	0	8
assemblage-881-672	0	0	0	0	0	0	0	0	0	0	339	19	0	0	8	0	132	0	0	2
assemblage-573-213	0	0	0	0	0	0	0	0	0	0	353	0	0	0	28	14	104	0	0	1
assemblage-637-432	0	0	0	0	0	0	0	0	0	0	369	0	0	0	14	9	106	0	0	2
assemblage-698-780	0	0	0	0	107	0	0	0	0	0	137	0	0	0	34	0	213	0	0	9
assemblage-863-648	0	0	0	0	0	0	0	0	24	0	321	0	0	0	35	0	117	0	0	3
assemblage-871-116	0	5	0	0	6	0	0	0	0	0	144	0	0	0	140	0	202	0	0	3
assemblage-239-219	0	0	0	0	59	0	0	0	0	0	145	0	0	0	170	0	117	0	0	9
assemblage-124-179	0	0	0	6	106	0	0	0	0	0	164	0	0	0	79	7	134	0	0	4
assemblage-961-129	0	0	0	0	0	0	0	0	0	0	346	0	0	0	29	45	78	0	0	2
assemblage-867-659	0	0	0	0	13	0	0	0	0	0	242	121	0	0	9	0	102	0	0	13
assemblage-908-762	0	0	0	0	70	0	0	0	20	0	209	49	0	0	3	0	139	0	0	10
assemblage-781-955	0	0	0	0	95	0	0	0	0	0	213	0	0	0	112	0	75	0	0	5
assemblage-94-496	0	0	0	0	122	8	0	0	0	0	184	33	0	0	5	0	145	0	0	3
assemblage-816-142	0	0	13	0	200	0	0	0	0	0	114	13	0	0	52	0	108	0	0	0
assemblage-818-149	0	0	0	0	139	0	0	0	0	0	287	0	0	0	11	0	52	0	0	11
assemblage-963-905	0	0	0	0	0	79	0	0	0	0	0	0	36	0	0	0	383	0	0	2
assemblage-844-834	0	0	0	0	0	0	0	0	0	0	332	0	0	0	45	0	122	0	0	1
assemblage-603-766	0	0	0	0	15	0	0	0	0	0	319	0	0	0	14	0	149	0	0	3
assemblage-672-954	0	0	0	0	26	0	0	0	7	0	290	28	0	0	82	0	64	0	0	3
assemblage-104-483	0	0	0	0	110	18	0	0	0	0	196	28	0	0	2	0	135	0	0	11
assemblage-289-864	0	0	0	0	0	0	0	0	0	0	332	0	0	0	40	0	125	0	0	3
assemblage-269-930	0	0	0	0	0	0	0	0	29	0	313	0	0	0	38	0	115	0	0	5
assemblage-176-112	0	0	0	0	87	0	0	0	0	0	233	12	0	0	0	0	159	0	0	9
assemblage-440-414	0	0	0	0	0	34	0	0	0	0	0	0	0	0	135	0	318	0	9	4
assemblage-570-232	0	0	0	0	0	0	0	0	0	0	304	0	0	0	43	10	141	0	0	2
assemblage-969-101	0	0	0	0	0	0	0	0	0	0	346	0	0	0	29	55	70	0	0	0
assemblage-632-438	0	0	0	0	0	0	18	0	0	0	371	0	0	0	0	12	89	0	0	10
assemblage-754-596	0	0	0	0	13	0	0	0	0	0	181	0	0	0	83	19	199	0	0	5
assemblage-753-307	0	0	0	0	0	0	0	0	0	0	298	0	0	0	56	16	126	0	0	4
assemblage-108-487	0	0	0	0	6	0	0	0	0	0	254	109	0	0	3	0	125	0	0	3
assemblage-843-805	0	0	0	0	0	0	12	0	0	0	377	0	0	0	0	6	100	0	0	5
