Assemblage_Name	0-4-3	4-3-2486125	2-4-6107334	6949922-3-6937969	6949922-3-3	0-0-3	3186325-4-4	2977836-4-3	3-1-0	4352085-3-3	2-4-4	3-1-7091916	4-4-0	3432163-1-7091916	0-3-1	4-601210-3	4-3-3	6889369-3-3	4-3-8894896	2172303-1-7091916
assemblage-205-456	0	0	0	0	0	43	0	0	23	0	219	0	0	0	34	0	180	0	0	1
assemblage-719-315	0	0	0	0	0	0	0	0	0	0	383	0	0	0	16	12	89	0	0	0
assemblage-864-95	0	10	0	0	15	0	0	0	0	0	118	0	0	0	142	0	211	0	0	4
assemblage-124-770	0	0	0	0	0	0	0	0	0	0	367	0	0	0	20	12	100	0	0	1
assemblage-180-470	0	0	0	0	0	0	0	0	11	0	174	10	0	0	100	0	203	0	0	2
assemblage-530-360	0	0	0	0	4	0	0	0	0	0	219	0	0	0	62	21	188	0	0	6
assemblage-855-123	0	0	0	0	45	0	0	0	0	0	135	0	0	0	52	3	265	0	0	0
assemblage-924-941	0	0	0	0	22	0	0	0	0	0	277	0	0	0	35	0	165	0	0	1
assemblage-89-798	0	0	0	0	0	0	0	0	0	0	285	0	0	0	47	18	149	0	0	1
assemblage-408-809	0	0	0	0	85	0	0	0	18	0	206	50	0	0	7	0	127	0	0	7
assemblage-860-563	0	0	0	0	97	14	0	0	0	0	219	25	0	0	0	0	134	0	0	11
assemblage-968-844	0	0	0	0	0	0	0	0	0	0	179	10	0	0	88	0	213	0	0	10
assemblage-927-390	0	0	0	0	2	0	0	0	0	0	277	0	0	0	1	105	114	0	0	1
assemblage-419-432	0	0	0	0	0	24	0	0	0	0	0	0	0	0	163	0	298	0	10	5
assemblage-937-805	0	0	0	0	0	0	0	0	0	0	407	0	0	0	32	0	54	0	0	7
assemblage-141-138	0	0	0	0	135	0	0	0	0	0	106	0	0	0	47	22	190	0	0	0
assemblage-777-970	0	0	0	0	53	0	0	0	0	0	147	0	0	0	44	2	254	0	0	0
assemblage-767-570	0	0	0	0	5	0	0	0	0	0	206	0	0	0	80	32	175	0	0	2
assemblage-428-423	0	0	0	0	0	21	0	0	0	0	0	0	0	0	182	0	279	0	12	6
assemblage-604-759	0	0	0	0	22	0	0	0	0	0	302	0	0	0	20	4	149	0	0	3
assemblage-687-960	0	0	0	0	40	0	0	0	0	0	226	39	0	0	110	0	82	0	0	3
assemblage-181-106	0	0	0	0	45	0	0	0	0	0	112	129	0	0	0	0	210	0	0	4
assemblage-698-797	0	0	0	0	123	0	0	0	0	0	121	0	0	0	45	27	184	0	0	0
assemblage-906-831	0	0	27	0	195	0	0	0	0	0	109	8	0	0	50	0	109	0	0	2
assemblage-454-431	0	0	0	0	0	25	0	0	0	0	0	0	0	0	209	0	257	0	5	4
assemblage-262-925	0	0	0	0	0	0	0	0	0	0	311	36	0	0	6	0	146	0	0	1
assemblage-848-504	18	0	0	0	0	0	0	0	99	0	234	142	0	5	0	0	0	0	0	2
assemblage-831-161	0	0	0	0	136	0	0	0	0	0	289	0	0	0	14	0	45	0	0	16
assemblage-899-926	0	0	0	0	128	0	0	0	0	0	134	0	0	0	33	0	203	0	0	2
assemblage-756-597	0	0	0	0	0	0	0	0	0	0	390	0	0	0	37	0	62	0	0	11
assemblage-971-933	0	0	0	0	0	84	0	0	0	0	0	0	39	0	0	0	369	0	0	8
assemblage-902-848	0	0	0	0	98	0	0	0	0	0	244	0	0	0	118	0	33	0	0	7
assemblage-897-916	0	0	0	0	124	0	0	0	0	0	101	0	0	0	40	31	204	0	0	0
assemblage-249-243	0	0	0	0	161	0	0	0	0	0	277	0	0	0	6	0	48	0	0	8
assemblage-572-227	0	0	0	0	0	0	0	0	0	0	270	0	0	0	44	45	139	0	0	2
assemblage-297-850	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	205	96	7	0	6
assemblage-280-849	0	0	0	0	0	0	9	0	0	0	368	0	0	0	6	8	107	0	0	2
assemblage-373-790	0	0	0	0	0	52	0	0	23	0	199	0	0	0	28	0	198	0	0	0
assemblage-292-849	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	207	80	6	0	8
assemblage-963-933	0	0	0	0	0	82	0	0	0	0	0	0	23	0	0	0	390	0	0	5
assemblage-130-147	0	0	0	0	152	0	0	0	0	0	81	0	0	0	44	24	198	0	0	1
assemblage-990-752	0	0	0	0	54	0	0	0	0	0	121	137	0	0	0	0	184	0	0	4
assemblage-585-782	0	0	0	0	35	0	0	0	0	0	269	0	0	0	24	0	168	0	0	4
assemblage-505-367	0	0	0	0	7	0	0	0	0	0	285	0	0	0	13	80	115	0	0	0
assemblage-828-162	0	0	0	0	135	0	0	0	0	0	295	0	0	0	11	0	50	0	0	9
assemblage-116-774	0	0	0	0	0	0	0	0	0	0	301	0	0	0	62	17	119	0	0	1
assemblage-612-439	0	0	0	0	0	0	0	0	0	0	360	0	0	0	8	12	119	0	0	1
assemblage-986-762	0	0	0	0	22	0	0	0	7	0	252	42	0	0	89	0	86	0	0	2
assemblage-842-827	0	0	0	0	0	0	0	0	0	0	193	0	0	0	4	198	91	10	0	4
assemblage-727-310	0	0	0	0	0	0	0	0	0	0	315	0	0	0	41	12	130	0	0	2
assemblage-869-510	25	0	0	0	0	0	0	5	64	0	246	155	0	0	0	0	0	0	0	5
assemblage-747-973	0	11	0	0	16	0	0	0	0	0	159	0	0	0	130	0	178	0	0	6
assemblage-958-854	0	0	0	0	0	43	0	0	20	0	202	0	0	0	29	0	206	0	0	0
assemblage-951-364	0	0	0	0	0	0	0	0	0	0	325	0	0	0	112	16	38	0	0	9
assemblage-874-113	0	0	0	0	18	0	0	0	0	0	280	0	0	0	23	8	166	0	0	5
assemblage-493-666	0	0	0	0	0	0	0	0	172	0	322	0	0	0	0	0	0	0	0	6
assemblage-618-424	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	199	83	15	0	6
assemblage-274-943	0	0	0	0	13	0	0	0	0	0	270	106	0	0	9	0	93	0	0	9
assemblage-532-222	0	0	0	0	137	0	0	0	0	0	86	0	0	0	43	32	201	0	0	1
assemblage-946-393	0	0	0	0	0	0	0	0	0	0	305	0	0	0	131	12	47	0	0	5
assemblage-523-779	0	0	0	0	0	0	8	0	0	0	381	0	0	0	0	14	92	0	0	5
assemblage-931-759	0	0	0	0	0	9	0	0	0	0	200	27	0	0	0	0	255	0	0	9
assemblage-983-911	0	0	0	0	0	90	0	0	0	0	0	0	32	0	0	0	373	0	0	5
assemblage-495-669	0	0	0	0	0	0	0	0	207	0	290	0	0	0	0	0	0	0	0	3
assemblage-491-652	0	0	0	0	0	0	0	0	161	0	336	0	0	0	0	0	0	0	0	3
assemblage-667-963	0	0	0	0	25	0	0	0	0	0	256	32	0	0	100	0	83	0	0	4
assemblage-134-140	0	0	0	0	145	0	0	0	0	0	184	0	0	0	124	0	44	0	0	3
assemblage-283-928	0	0	0	0	11	0	0	0	0	0	258	118	0	0	8	0	97	0	0	8
assemblage-831-823	0	0	0	0	0	0	12	0	0	0	371	0	0	0	0	12	97	0	0	8
assemblage-902-948	0	0	0	0	55	0	0	0	0	0	268	0	0	0	36	93	47	0	0	1
assemblage-538-778	0	0	0	0	0	0	0	0	0	0	366	0	0	0	10	10	111	0	0	3
assemblage-964-845	0	0	0	0	0	12	0	0	0	0	201	34	0	0	0	0	250	0	0	3
assemblage-763-598	0	0	0	0	0	0	0	0	0	0	408	0	0	0	32	0	58	0	0	2
assemblage-601-779	0	7	0	0	7	0	0	0	0	0	154	0	0	0	143	0	186	0	0	3
assemblage-254-259	0	0	16	0	190	0	0	0	0	0	95	13	0	0	58	0	128	0	0	0
assemblage-901-846	0	0	16	0	185	0	0	0	0	0	128	14	0	0	47	0	110	0	0	0
assemblage-494-668	0	0	0	0	0	0	0	0	184	0	311	0	0	0	0	0	0	0	0	5
assemblage-595-777	0	0	0	0	42	0	0	0	0	0	283	0	0	0	53	76	42	0	0	4
assemblage-436-415	0	0	0	0	0	35	0	0	0	0	0	0	0	0	166	0	288	0	8	3
assemblage-945-378	0	0	0	0	4	0	0	0	0	0	300	0	0	0	57	40	97	0	0	2
assemblage-771-953	0	0	0	0	65	0	0	0	0	0	144	0	0	0	186	0	100	0	0	5
assemblage-760-951	0	0	0	0	64	0	0	0	0	0	152	0	0	0	156	0	118	0	0	10
assemblage-428-409	0	0	0	0	0	36	0	0	0	0	0	0	0	0	162	0	291	0	4	7
assemblage-955-925	0	0	0	0	0	80	0	0	0	0	0	0	38	0	0	0	380	0	0	2
assemblage-496-654	0	0	0	0	0	0	0	0	159	0	334	0	0	0	0	0	0	0	0	7
assemblage-978-756	0	0	0	0	53	0	0	0	0	0	112	139	0	0	0	0	195	0	0	1
assemblage-863-503	13	0	0	0	0	0	0	7	78	0	234	159	0	9	0	0	0	0	0	0
assemblage-843-802	0	0	0	0	0	0	16	0	0	0	376	0	0	0	0	9	94	0	0	5
assemblage-703-781	0	0	0	0	122	0	0	0	0	0	171	0	0	0	142	0	64	0	0	1
assemblage-243-235	0	0	0	0	145	0	0	0	0	0	288	0	0	0	14	0	37	0	0	16
assemblage-824-163	0	0	0	0	60	0	0	0	0	0	121	3	0	0	185	0	126	0	0	5
assemblage-751-589	0	0	0	0	0	0	0	0	0	0	358	0	0	0	87	15	38	0	0	2
assemblage-503-216	0	0	0	0	122	0	0	0	0	0	199	0	0	0	119	0	58	0	0	2
assemblage-444-418	0	0	0	0	0	20	0	0	0	0	0	0	0	0	178	0	287	0	9	6
assemblage-902-784	0	0	0	0	0	0	0	0	0	0	184	10	0	0	104	0	193	0	0	9
assemblage-564-224	0	0	0	0	0	0	0	0	0	0	268	0	0	0	56	44	131	0	0	1
assemblage-920-795	0	0	0	0	0	0	0	0	0	0	383	0	0	0	47	0	67	0	0	3
assemblage-951-379	0	0	0	0	9	0	0	0	0	0	300	0	0	0	123	24	43	0	0	1
assemblage-775-939	0	0	0	0	147	0	0	0	0	0	278	0	0	0	5	0	60	0	0	10
assemblage-975-756	0	0	0	0	74	0	0	0	0	17	307	74	0	0	0	0	26	0	0	2
assemblage-901-928	0	0	0	0	140	0	0	0	0	0	156	0	0	0	140	0	64	0	0	0
assemblage-692-760	0	0	0	13	30	0	0	0	0	0	263	0	0	0	117	0	72	0	0	5
assemblage-505-653	0	0	0	0	0	26	0	0	72	0	143	30	11	0	46	0	162	0	0	10
assemblage-255-237	0	0	0	0	118	0	0	0	0	0	316	0	0	0	10	0	45	0	0	11
assemblage-564-226	0	0	0	0	0	0	0	0	0	0	307	0	0	0	44	49	98	0	0	2
assemblage-941-790	0	0	0	0	7	0	0	0	0	0	308	0	0	0	133	11	40	0	0	1
assemblage-206-394	0	0	0	0	44	0	0	0	0	0	133	128	0	0	0	0	194	0	0	1
assemblage-947-379	0	0	0	0	0	0	0	0	0	0	383	0	0	0	47	0	64	0	0	6
assemblage-156-102	0	0	0	0	70	0	0	0	0	16	298	97	0	0	0	0	18	0	0	1
assemblage-885-841	0	0	0	0	54	0	0	0	0	0	144	0	0	0	174	0	123	0	0	5
assemblage-505-214	0	0	0	0	98	0	0	0	0	0	126	0	0	0	50	0	225	0	0	1
assemblage-858-122	0	8	0	0	9	0	0	0	0	0	163	0	0	0	139	0	180	0	0	1
assemblage-787-946	0	0	9	0	187	0	0	0	0	0	117	17	0	0	48	0	122	0	0	0
assemblage-171-84	0	0	0	0	95	0	0	0	0	0	219	18	0	0	0	0	164	0	0	4
assemblage-908-840	0	0	0	0	108	0	0	0	0	0	217	0	0	0	106	0	65	0	0	4
assemblage-965-927	0	0	0	0	0	80	0	0	0	0	0	0	24	0	0	0	390	0	0	6
assemblage-876-927	0	0	0	17	27	0	0	0	0	0	252	0	0	0	114	0	88	0	0	2
assemblage-199-476	0	0	0	0	85	0	0	0	21	0	207	32	0	0	3	0	149	0	0	3
assemblage-504-227	0	0	0	0	142	0	0	0	0	0	85	0	0	0	57	22	192	0	0	2
assemblage-595-776	0	0	0	0	46	0	0	0	0	0	274	0	0	0	42	92	41	0	0	5
assemblage-939-116	0	0	0	0	0	0	0	0	0	0	373	0	0	0	22	9	96	0	0	0
assemblage-752-302	0	0	0	0	0	0	0	0	0	0	399	0	0	0	22	10	69	0	0	0
assemblage-195-455	0	0	0	0	0	44	0	0	24	0	217	0	0	0	33	0	182	0	0	0
assemblage-718-296	0	0	0	0	0	0	0	0	0	0	373	0	0	0	14	40	71	0	0	2
assemblage-607-434	0	0	0	0	0	0	0	0	0	0	187	0	0	0	7	211	79	12	0	4
assemblage-859-809	0	0	0	0	0	0	0	0	0	0	372	0	0	0	5	15	108	0	0	0
assemblage-399-803	0	0	0	0	84	0	0	0	22	0	201	55	0	0	10	0	126	0	0	2
assemblage-397-779	0	0	0	0	0	0	0	0	4	0	179	12	0	0	96	0	208	0	0	1
assemblage-923-779	0	0	0	0	0	0	0	0	0	0	192	12	0	0	95	0	194	0	0	7
assemblage-859-499	16	0	0	0	0	0	0	3	72	0	248	145	0	16	0	0	0	0	0	0
assemblage-731-315	0	0	0	0	0	0	0	0	0	0	393	0	0	0	14	10	82	0	0	1
assemblage-935-118	0	0	0	0	0	0	0	0	0	0	338	0	0	0	25	54	81	0	0	2
assemblage-567-217	0	0	0	0	0	0	0	0	0	0	307	0	0	0	38	15	138	0	0	2
assemblage-918-961	0	0	0	0	41	0	0	0	0	0	132	0	0	0	51	0	273	0	0	3
assemblage-929-942	0	0	0	0	43	0	0	0	0	0	289	0	0	0	48	78	41	0	0	1
assemblage-287-849	0	0	0	0	0	0	0	0	0	0	322	0	0	0	47	0	126	0	0	5
assemblage-271-845	0	0	0	0	0	0	0	0	0	0	374	0	0	0	6	7	112	0	0	1
assemblage-131-138	0	0	0	0	134	0	0	0	0	0	95	0	0	0	32	22	217	0	0	0
assemblage-954-840	0	0	0	0	72	0	0	0	26	0	176	38	0	0	9	0	179	0	0	0
assemblage-572-224	0	0	0	0	0	0	0	0	0	0	355	0	0	0	17	57	71	0	0	0
assemblage-855-815	0	0	0	0	0	0	0	0	0	0	324	0	0	0	50	0	118	0	0	8
assemblage-905-827	0	0	0	0	113	0	0	0	0	0	208	7	0	0	106	0	63	0	0	3
assemblage-486-677	0	0	0	0	0	0	0	0	175	0	317	0	0	0	0	0	0	0	0	8
assemblage-926-782	0	0	0	0	0	17	0	0	0	0	210	31	0	0	0	0	233	0	0	9
assemblage-912-785	0	0	0	0	0	0	0	0	6	0	163	11	0	0	97	0	220	0	0	3
assemblage-920-952	0	0	0	0	19	0	0	0	0	0	292	0	0	0	20	0	160	0	0	9
assemblage-262-234	0	0	0	0	67	0	0	0	0	0	137	0	0	0	185	0	104	0	0	7
assemblage-779-935	0	0	16	0	213	0	0	0	0	0	100	13	0	0	52	0	106	0	0	0
assemblage-661-958	0	0	0	0	30	0	0	0	0	0	231	39	0	0	111	0	84	0	0	5
assemblage-905-835	0	0	20	0	201	0	0	0	0	0	100	11	0	0	65	0	102	0	0	1
assemblage-243-239	0	0	0	0	93	0	0	0	0	0	219	0	0	0	137	0	48	0	0	3
assemblage-628-437	0	0	0	0	0	0	0	0	0	0	314	0	0	0	50	0	132	0	0	4
assemblage-615-421	0	0	0	0	0	0	0	0	0	0	320	0	0	0	48	4	128	0	0	0
assemblage-844-496	16	0	0	0	0	0	0	4	83	0	252	138	0	7	0	0	0	0	0	0
assemblage-661-956	0	0	0	0	90	0	0	0	0	0	237	21	0	0	0	0	141	0	0	11
assemblage-939-810	0	0	0	0	0	0	0	0	0	0	395	0	0	0	43	0	61	0	0	1
assemblage-928-765	0	0	0	0	68	0	0	0	21	0	216	33	0	0	0	0	155	0	0	7
assemblage-928-796	0	0	0	0	0	0	0	0	0	0	269	0	0	0	4	104	118	0	0	5
assemblage-768-990	0	0	0	0	51	0	0	0	0	0	121	0	0	0	55	10	263	0	0	0
assemblage-877-553	0	0	0	0	0	0	0	0	0	0	319	24	0	0	12	0	142	0	0	3
assemblage-255-927	0	0	0	0	0	0	0	0	0	0	343	30	0	0	15	0	111	0	0	1
assemblage-746-583	0	0	0	0	0	0	0	0	0	0	271	0	0	0	5	109	111	0	0	4
assemblage-507-779	0	0	0	0	0	0	0	0	0	0	348	0	0	0	39	0	106	0	0	7
assemblage-199-466	0	0	0	0	0	47	0	0	21	0	219	0	0	0	27	0	184	0	0	2
assemblage-204-396	0	0	0	0	43	0	0	0	0	0	120	141	0	0	0	0	195	0	0	1
assemblage-94-494	0	0	0	0	0	0	0	0	0	0	344	23	0	0	7	0	125	0	0	1
assemblage-488-381	0	0	0	0	4	0	0	0	0	0	208	0	0	0	78	18	184	0	0	8
assemblage-887-564	0	0	0	0	0	0	0	0	22	0	309	0	0	0	43	0	125	0	0	1
assemblage-502-373	0	0	0	0	0	0	0	0	0	0	273	0	0	0	4	101	117	0	0	5
assemblage-928-943	0	9	0	0	11	0	0	0	0	0	144	0	0	0	144	0	186	0	0	6
assemblage-984-775	0	0	0	0	91	0	0	0	0	0	223	24	0	0	0	0	156	0	0	6
assemblage-896-831	0	0	0	0	66	0	0	0	0	0	132	0	0	0	191	0	105	0	0	6
assemblage-866-568	0	0	0	0	14	0	0	0	3	0	271	109	0	0	8	0	91	0	0	4
assemblage-190-406	0	0	0	0	48	0	0	0	0	14	315	87	0	0	0	0	35	0	0	1
assemblage-527-780	0	0	0	0	0	0	0	0	0	0	364	0	0	0	15	9	110	0	0	2
assemblage-936-773	0	0	0	0	0	11	0	0	0	0	190	24	0	0	0	0	267	0	0	8
assemblage-627-775	0	0	0	0	63	0	0	0	0	0	123	0	0	0	39	8	267	0	0	0
assemblage-602-776	0	0	0	0	66	0	0	0	0	0	114	0	0	0	51	7	261	0	0	1
assemblage-116-151	0	0	0	27	31	0	0	0	0	0	284	0	0	0	99	0	58	0	0	1
assemblage-97-795	0	0	0	0	0	0	0	0	0	0	327	0	0	0	37	36	99	0	0	1
assemblage-944-801	0	0	0	0	5	0	0	0	0	0	208	0	0	0	86	21	178	0	0	2
assemblage-745-591	0	0	0	0	0	0	0	0	0	0	260	0	0	0	2	138	99	0	0	1
assemblage-541-768	0	0	0	0	0	0	0	0	0	0	193	0	0	0	8	197	86	13	0	3
assemblage-1000-776	0	0	0	0	48	0	0	0	0	0	132	135	0	0	0	0	184	0	0	1
assemblage-956-899	0	0	0	0	0	86	0	0	0	0	0	0	34	0	0	0	376	0	0	4
assemblage-504-675	0	0	0	0	0	0	0	0	177	0	313	0	0	0	0	0	0	0	0	10
assemblage-983-757	0	0	0	0	26	0	0	0	0	0	251	41	0	0	111	0	67	0	0	4
assemblage-974-919	0	0	0	0	0	92	0	0	0	0	0	0	34	0	0	0	369	0	0	5
assemblage-774-931	0	0	0	0	116	0	0	0	0	0	309	0	0	0	7	0	59	0	0	9
assemblage-125-165	0	0	0	17	19	0	0	0	0	0	283	0	0	0	97	0	83	0	0	1
assemblage-497-361	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	90	135	0	0	9
assemblage-266-940	0	0	0	0	96	7	0	0	0	0	230	25	0	0	0	0	131	0	0	11
assemblage-103-772	0	0	0	0	0	0	0	0	0	0	376	0	0	0	16	7	99	0	0	2
assemblage-245-235	0	0	0	0	109	0	0	0	0	0	201	0	0	0	116	0	63	0	0	11
assemblage-419-440	0	0	0	0	0	30	0	0	0	0	0	0	0	0	171	0	287	0	8	4
assemblage-106-789	0	0	0	0	0	0	0	0	0	0	337	0	0	0	47	16	99	0	0	1
assemblage-393-805	0	0	0	0	0	54	0	0	25	0	200	0	0	0	38	0	182	0	0	1
assemblage-752-974	0	9	0	0	9	0	0	0	0	0	163	0	0	0	127	0	187	0	0	5
assemblage-922-961	0	0	0	0	37	0	0	0	0	0	293	0	0	0	51	91	26	0	0	2
assemblage-393-803	0	0	0	0	0	15	0	0	7	0	184	26	0	0	0	0	262	0	0	6
assemblage-739-314	0	0	0	0	0	0	0	0	0	0	368	0	0	0	25	40	67	0	0	0
assemblage-497-349	0	0	0	0	2	0	0	0	0	0	200	0	0	0	90	19	187	0	0	2
assemblage-248-931	0	0	0	0	100	5	0	0	0	0	208	33	0	0	2	0	148	0	0	4
assemblage-969-107	0	0	0	0	0	0	0	0	0	0	265	0	0	0	49	52	134	0	0	0
assemblage-711-781	0	0	0	27	34	0	0	0	0	0	247	0	0	0	133	0	58	0	0	1
assemblage-521-793	0	0	0	0	0	0	0	0	0	0	214	0	0	0	7	175	90	11	0	3
assemblage-968-117	0	0	0	0	0	0	0	0	0	0	347	0	0	0	17	53	83	0	0	0
assemblage-866-658	0	0	0	0	85	14	0	0	0	0	205	40	0	0	4	0	145	0	0	7
assemblage-114-780	0	0	0	0	0	0	0	0	0	0	301	0	0	0	49	41	107	0	0	2
assemblage-874-653	0	0	0	0	0	0	0	0	18	0	307	0	0	0	57	0	114	0	0	4
assemblage-771-946	0	0	0	0	71	0	0	0	0	0	150	0	0	0	63	8	208	0	0	0
assemblage-905-929	0	0	0	0	98	0	0	0	0	0	128	0	0	0	40	0	232	0	0	2
assemblage-843-512	17	0	0	0	0	0	0	5	77	0	229	168	0	4	0	0	0	0	0	0
assemblage-942-784	0	0	0	0	7	0	0	0	0	0	173	0	0	0	106	30	180	0	0	4
assemblage-135-471	0	0	0	0	0	0	0	0	0	0	316	30	0	0	9	0	140	0	0	5
assemblage-765-587	0	0	0	0	10	0	0	0	0	0	312	0	0	0	118	17	42	0	0	1
assemblage-902-934	0	0	0	0	126	0	0	0	0	0	111	0	0	0	40	0	220	0	0	3
assemblage-746-290	0	0	0	0	0	0	0	0	0	0	362	0	0	0	27	12	98	0	0	1
assemblage-862-661	0	0	0	0	0	0	0	0	0	0	315	28	0	0	9	0	145	0	0	3
assemblage-186-430	0	0	0	0	76	0	0	0	0	0	226	25	0	0	0	0	170	0	0	3
assemblage-959-848	0	0	0	0	0	10	0	0	0	0	216	17	0	0	0	0	249	0	0	8
assemblage-122-489	0	0	0	0	21	0	0	0	0	0	247	112	0	0	8	0	104	0	0	8
assemblage-522-758	0	0	0	0	0	0	14	0	0	0	383	0	0	0	0	9	88	0	0	6
assemblage-923-961	0	0	0	0	36	0	0	0	0	0	225	0	0	0	64	23	151	0	0	1
assemblage-176-91	0	0	0	0	73	0	0	0	0	0	260	37	0	0	0	0	126	0	0	4
