Assemblage_Name	0-7474780-0	6210373-4-1	6210373-4-3373482	1-0-2	1-0-3	0-963902-8548980	0-0-441753	0-9735383-0	2847496-0-0	9511751-0-2	0-0-5228036	0-6757879-0	5144795-963902-0	9577881-0-0	2-4937430-4	2-5841884-4	0-0-0	0-0-8060508	0-3292237-0	0-963902-0	0-9030790-0	5001439-0-0	2692402-4-1	3464050-0-2	0-0-7584927	5376415-1-0	0-9030790-6398381	0-4283587-0	4055477-0-0	0-690976-0	486764-1-4	0-1387586-0	2104825-4-1	1-0-4524694	2-7898848-0	2-1-0	2-1-4	2-1-8134501	7878824-0-0	0-0-5108998	6472020-0-0	7500925-963902-0	0-0-9155012
assemblage-863-503	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	443	0	0	0	0	0	11
assemblage-843-802	0	33	0	0	0	0	112	0	0	0	8	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	6
assemblage-703-781	0	0	0	76	0	0	0	7	0	0	0	0	0	0	0	0	279	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	2
assemblage-243-235	0	34	0	46	0	0	0	88	0	0	0	0	0	0	0	0	119	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	5
assemblage-824-163	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	11
assemblage-751-589	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	0	0	0	0	0	9
assemblage-503-216	0	0	0	51	0	0	0	21	0	0	0	0	0	0	0	0	271	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	2
assemblage-444-418	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-902-784	14	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	72	0	0	71	0	0	0	0	0	0	0	0	0	6	0	0	41	145	0	0	14	0	0	1
assemblage-564-224	0	18	0	0	0	0	125	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	1
assemblage-920-795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	33	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	11	0	2
assemblage-951-379	0	118	5	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	11	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	27	0	0	0	0	0	0	2
assemblage-775-939	0	28	0	59	0	0	0	91	0	0	0	0	0	0	0	0	115	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	4
assemblage-975-756	0	32	0	151	0	0	0	6	0	0	0	0	0	0	0	0	99	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	49	48	0	0	0	0	0	3
assemblage-901-928	0	0	0	82	0	0	0	16	0	0	0	0	0	0	0	0	286	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1
assemblage-692-760	0	36	0	25	0	0	0	38	0	0	0	0	0	0	0	0	138	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	5
assemblage-505-653	5	0	0	37	8	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	5	0	83	0	0	0	0	0	0	0	0	0	0	0	0	145	106	0	0	0	0	0	11
assemblage-255-237	0	36	0	44	0	0	0	72	0	0	0	0	0	0	0	0	131	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	3
assemblage-564-226	0	12	0	0	0	0	93	0	0	0	0	0	0	0	0	0	291	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	2
assemblage-941-790	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	15
assemblage-206-394	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	73	0	0	0	0	0	3
assemblage-947-379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	60	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	6	0	4
assemblage-156-102	0	34	0	146	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	41	51	0	0	0	0	0	10
assemblage-885-841	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	7
assemblage-505-214	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	8
assemblage-858-122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	6
assemblage-787-946	0	15	0	61	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	6	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	110	9	0	8	0	0	0	4
assemblage-171-84	0	0	0	81	0	0	0	37	0	0	0	0	0	0	0	0	44	0	17	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	27	0	0	0	0	0	4
assemblage-908-840	0	0	0	42	0	0	0	13	0	0	0	0	0	0	0	0	110	0	15	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	4
assemblage-965-927	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-876-927	0	34	0	19	0	0	0	36	0	0	0	0	0	0	0	0	165	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	5
assemblage-199-476	7	0	0	93	0	0	0	0	0	0	0	12	0	0	0	0	83	0	0	6	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	59	110	0	0	0	0	0	0
assemblage-504-227	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	1
assemblage-595-776	0	41	0	4	0	0	0	23	0	0	0	0	0	0	0	0	271	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	1
assemblage-939-116	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
assemblage-752-302	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	1
assemblage-195-455	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	19	401	18	4	0	0	0	0	1
assemblage-718-296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	3
assemblage-607-434	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	5
assemblage-859-809	0	17	0	0	0	0	96	0	0	0	0	0	0	0	0	0	227	0	0	49	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	103	0	0	0	0	0	0	1
assemblage-399-803	7	0	0	120	0	0	0	0	0	0	0	12	0	0	0	0	80	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	43	104	0	0	0	0	0	0
assemblage-397-779	10	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	84	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	33	117	0	0	7	0	0	3
assemblage-923-779	15	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	63	0	0	93	0	0	0	0	0	0	0	0	0	11	0	0	27	147	0	0	13	0	0	0
assemblage-859-499	0	0	0	0	34	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	434	0	0	0	0	0	12
assemblage-731-315	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
assemblage-935-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	3
assemblage-567-217	0	57	0	0	0	0	11	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	5
assemblage-918-961	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	7
assemblage-929-942	0	33	0	15	0	0	0	26	0	0	0	0	0	0	0	0	279	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	2
assemblage-287-849	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	5
assemblage-271-845	0	34	0	0	0	0	61	0	0	0	0	0	0	0	0	0	237	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	10
assemblage-131-138	0	0	0	36	0	0	0	5	0	0	0	0	0	0	0	0	416	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3
assemblage-954-840	12	0	0	100	0	0	0	0	0	0	0	18	0	0	0	0	80	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	57	112	0	0	0	0	0	8
assemblage-572-224	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	346	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	3
assemblage-855-815	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	0	341	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	2
assemblage-905-827	0	0	0	53	0	0	0	22	0	0	0	0	0	0	0	0	94	0	24	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	6
assemblage-486-677	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	25	0	0	0	0	0	2
assemblage-926-782	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	9	0	53	212	0	0	0	0	0	5
assemblage-912-785	6	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	82	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	36	136	0	0	5	0	0	1
assemblage-920-952	0	51	0	34	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2
assemblage-262-234	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	6
assemblage-779-935	0	15	0	46	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	13
assemblage-661-958	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	202	11	0	0	0	0	0	1
assemblage-905-835	0	14	0	75	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	7	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	111	6	0	0	0	0	0	3
assemblage-243-239	0	0	0	41	0	0	0	31	0	0	0	0	6	0	0	0	96	0	20	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
assemblage-628-437	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	8
assemblage-615-421	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	7
assemblage-844-496	0	0	0	0	29	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	435	0	0	0	0	0	6
assemblage-661-956	0	0	0	80	0	0	0	31	0	0	0	0	0	0	0	0	45	0	11	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	24	0	0	0	0	0	6
assemblage-939-810	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	38	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	11	0	3
assemblage-928-765	9	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	46	109	0	0	0	0	0	12
assemblage-928-796	0	7	0	0	0	0	41	0	0	0	0	0	0	0	0	0	156	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	8
assemblage-768-990	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	1
assemblage-877-553	0	0	0	135	0	0	0	28	0	0	0	0	0	0	0	0	17	0	0	198	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	35	48	0	0	7	0	0	6
assemblage-255-927	0	0	0	114	0	0	0	41	0	0	0	0	0	0	0	0	8	0	0	196	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	39	59	0	0	3	0	0	8
assemblage-746-583	0	12	0	0	0	0	38	0	0	0	0	0	0	0	0	0	131	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	9
assemblage-507-779	0	23	0	0	0	0	11	0	0	0	0	0	0	0	0	0	328	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	1
assemblage-199-466	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	411	8	13	0	0	0	0	14
assemblage-204-396	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	78	0	0	0	0	0	2
assemblage-94-494	0	0	0	121	0	0	0	47	0	0	0	0	0	0	0	0	11	0	0	196	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	31	46	0	0	0	0	0	7
assemblage-488-381	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	6
assemblage-887-564	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	128	54	0	0	0	0	0	5
assemblage-502-373	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	162	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	12
assemblage-928-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	6
assemblage-984-775	0	0	0	104	0	0	0	26	0	0	0	0	0	0	0	0	47	0	9	262	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	22	18	0	0	0	0	0	4
assemblage-896-831	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	36	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	27	0	0	0	0	0	0	5
assemblage-866-568	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	152	40	0	0	0	0	0	4
assemblage-190-406	0	45	0	152	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	10	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	45	47	0	0	0	0	0	9
assemblage-527-780	0	17	0	0	0	0	99	0	0	0	0	0	0	0	0	0	229	0	0	43	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	104	0	0	0	0	0	0	1
assemblage-936-773	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	48	225	0	0	0	0	0	8
assemblage-627-775	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	14
assemblage-602-776	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	6
assemblage-116-151	0	38	0	29	0	0	0	25	0	0	0	0	0	0	0	0	167	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	1
assemblage-97-795	0	36	0	0	0	0	34	0	0	0	0	0	0	0	0	0	301	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	2
assemblage-944-801	0	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	2
assemblage-745-591	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	174	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	13
assemblage-541-768	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	4
assemblage-1000-776	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	85	0	0	0	0	0	4
assemblage-956-899	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-504-675	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	23	0	0	0	0	0	1
assemblage-983-757	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	159	18	0	0	0	0	0	6
assemblage-974-919	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-774-931	0	22	0	48	0	0	0	100	0	0	0	0	0	0	0	0	100	0	0	158	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	1
assemblage-125-165	0	30	0	15	0	0	0	32	0	0	0	0	0	0	0	0	167	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	3
assemblage-497-361	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	153	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	3	0	11
assemblage-266-940	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	72	119	0	0	0	0	0	2
assemblage-103-772	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	1
assemblage-245-235	0	0	0	25	0	0	0	14	0	0	0	0	0	0	0	0	90	0	11	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	5
assemblage-419-440	40	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	399	12	0	0	26	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-106-789	0	57	0	0	0	0	4	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	4
assemblage-393-805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	385	21	0	0	0	0	0	19
assemblage-752-974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	9
assemblage-922-961	0	47	0	0	0	0	0	19	0	0	0	0	0	0	0	0	274	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	10
assemblage-393-803	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	7	0	28	188	0	0	0	0	0	11
assemblage-739-314	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	354	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	6
assemblage-497-349	0	6	0	9	0	15	0	0	0	0	0	0	0	0	0	0	201	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	2
assemblage-248-931	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	65	127	0	0	0	0	0	1
assemblage-969-107	0	9	0	0	0	0	108	0	0	0	0	0	0	0	0	0	284	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0
assemblage-711-781	0	40	0	18	0	0	0	22	0	0	0	0	0	0	0	0	147	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	5
assemblage-521-793	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	2
assemblage-968-117	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	338	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	2
assemblage-866-658	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	63	133	0	0	0	0	0	0
assemblage-114-780	0	8	0	0	0	0	90	0	0	0	0	0	0	0	0	0	305	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	3
assemblage-874-653	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	116	37	0	0	0	0	0	20
assemblage-771-946	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	7
assemblage-905-929	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	8
assemblage-843-512	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	9	451	0	0	0	0	0	8
assemblage-942-784	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	6
assemblage-135-471	0	0	0	118	0	0	0	23	0	0	0	0	0	0	0	0	29	0	0	185	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	36	50	0	0	0	0	0	11
assemblage-765-587	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	3
assemblage-902-934	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	6
assemblage-746-290	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	3
assemblage-862-661	0	0	0	116	0	0	0	36	0	0	0	0	0	0	0	0	15	0	0	174	0	0	49	8	0	0	0	0	0	0	0	0	0	0	0	42	51	0	0	0	0	0	9
assemblage-186-430	0	0	0	109	0	0	0	38	0	0	0	0	0	0	0	0	26	0	27	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	38	0	0	0	0	0	2
assemblage-959-848	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	52	199	0	0	0	0	0	11
assemblage-122-489	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	6	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	117	33	0	0	0	0	0	1
assemblage-522-758	0	33	0	0	0	0	107	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	4
assemblage-923-961	0	23	0	15	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	11
assemblage-176-91	0	0	0	72	0	0	0	38	0	0	0	0	0	0	0	0	51	0	21	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	24	0	0	0	0	0	1
assemblage-200-472	8	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	18	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	131	133	0	0	0	0	0	10
assemblage-953-864	0	0	0	97	0	0	0	0	0	0	0	9	0	0	0	0	85	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	52	118	0	0	0	0	0	6
assemblage-492-215	0	0	0	60	0	0	0	15	0	0	0	0	0	0	0	0	290	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	1
assemblage-706-788	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	5	1
