Assemblage_Name	4-1-8656703	2-2-7659709	2-2-7865086	4-7059787-2	3135594-1-3875345	2897425-5697861-4	4-1-4	4-1-1	270493-1-4	4-1-460921	4-1-3875345	6066746-2-3	611805-4-2	5974816-1-3875345	4-1-4169994	4-7059787-6167779	6256896-4-2	2-2-3	4-1-5748953	4-1-5669555	8443647-2-3	2-3146224-3	2-2-2090811	8189879-2-3	2-4-0	3058276-1-3875345	2-0-2	2-0-0	2897425-9148931-4	2897425-1-4	4-4-2	4-8814754-3875345	1607288-0-0	2897425-1-22610	2-2-3154781	228634-2-3	6639550-1-3875345	2-0-3258342
assemblage-255-237	0	0	0	0	0	0	53	0	0	0	135	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	9	0	236	0	0	0	0	0	0	4
assemblage-564-226	0	0	0	0	23	0	0	0	0	2	174	0	0	0	0	11	0	159	0	0	0	0	0	0	0	0	0	0	0	108	21	0	0	0	0	0	0	2
assemblage-941-790	0	0	0	19	0	0	0	0	0	28	65	0	0	0	0	5	0	64	0	0	0	0	0	0	0	0	0	0	0	197	120	0	0	0	0	0	0	2
assemblage-206-394	0	0	0	0	0	0	75	0	0	0	121	0	0	0	0	0	0	196	0	0	0	0	40	0	0	0	0	0	0	10	52	0	0	0	0	0	0	6
assemblage-947-379	0	0	0	0	0	0	0	0	0	61	135	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	106	9	0	0	0	0	0	0	2
assemblage-156-102	0	0	0	0	0	0	82	0	0	0	73	0	0	0	0	0	0	137	0	0	0	0	15	0	0	0	0	0	0	83	109	0	0	0	0	0	0	1
assemblage-885-841	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	10
assemblage-505-214	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	79	134	0	0	0	0	0	0	9
assemblage-858-122	0	0	0	0	0	0	3	0	0	36	131	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	265	12	0	0	0	0	0	0	5
assemblage-787-946	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	76	216	0	0	0	0	0	0	6
assemblage-171-84	0	0	0	0	0	0	77	0	0	0	58	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	17	0	21	192	0	0	0	0	0	0	5
assemblage-908-840	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	85	152	0	0	12	0	0	0	3
assemblage-965-927	0	0	0	0	0	0	79	43	0	0	56	0	0	0	0	0	0	6	31	0	0	0	0	0	8	0	0	0	0	276	0	0	0	0	0	0	0	1
assemblage-876-927	0	0	0	0	0	0	31	0	0	0	69	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	73	128	0	0	0	0	0	0	6
assemblage-199-476	0	0	0	0	0	0	113	0	0	0	37	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	46	0	77	181	0	0	0	0	0	0	10
assemblage-504-227	0	0	0	0	0	5	0	0	0	22	23	0	0	0	0	0	0	123	0	0	0	0	0	28	0	0	0	0	0	227	66	0	0	5	0	0	0	1
assemblage-595-776	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	229	105	0	0	0	0	0	0	6
assemblage-939-116	0	0	0	0	94	0	0	0	0	10	156	0	0	0	0	3	0	124	0	0	18	0	0	0	0	0	0	0	0	75	19	0	0	0	0	0	0	1
assemblage-752-302	0	0	0	0	96	0	0	0	0	19	168	0	0	0	0	0	0	126	0	0	12	0	0	0	0	0	0	0	0	57	17	0	0	0	0	0	0	5
assemblage-195-455	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	37	68	0	49	31	0	0	0	0	0	0	10
assemblage-718-296	0	0	0	0	11	0	0	0	0	6	91	0	0	0	0	0	0	346	0	0	0	0	0	0	0	12	0	0	0	31	0	0	0	0	0	0	0	3
assemblage-607-434	0	0	0	0	8	0	0	0	0	0	297	0	0	0	0	22	0	23	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	7
assemblage-859-809	0	0	0	0	0	0	0	0	0	0	112	0	0	10	0	99	0	178	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	14
assemblage-399-803	0	0	0	0	0	0	111	0	0	0	51	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	35	0	63	184	0	0	0	0	0	0	15
assemblage-397-779	0	0	0	0	0	0	77	0	0	0	22	4	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	71	167	0	0	0	0	0	0	11
assemblage-923-779	0	0	0	0	0	0	70	0	0	0	20	0	0	0	0	0	5	141	0	0	0	0	0	0	0	0	0	0	0	68	175	0	0	0	0	0	0	21
assemblage-859-499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	53	0	0	375	0	13	0	0	0	0	8
assemblage-731-315	0	0	0	0	108	0	0	0	0	6	170	0	0	0	0	0	0	96	0	0	24	0	0	0	0	0	0	0	0	73	16	0	0	0	0	0	0	7
assemblage-935-118	0	0	0	0	13	0	0	0	0	6	100	0	0	0	0	0	0	340	0	0	0	0	0	0	0	5	0	0	0	34	0	0	0	0	0	0	0	2
assemblage-567-217	0	0	0	0	0	0	0	0	0	36	106	0	0	0	0	70	0	139	0	0	0	0	0	0	0	0	0	0	0	135	10	0	0	0	0	0	0	4
assemblage-918-961	0	0	0	0	0	0	0	0	0	74	152	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	108	20	0	0	0	0	0	0	9
assemblage-929-942	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	191	84	0	0	0	0	0	0	5
assemblage-287-849	7	0	0	0	28	0	0	0	0	0	178	0	0	0	0	29	0	179	0	0	55	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9	6
assemblage-271-845	0	0	0	0	0	0	0	0	0	0	116	0	0	14	0	88	0	174	0	0	11	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	11
assemblage-131-138	0	0	0	0	0	0	0	0	0	43	14	0	0	0	0	0	0	149	0	0	0	0	0	17	0	0	0	0	0	214	57	0	0	4	0	0	0	2
assemblage-954-840	0	0	0	0	0	0	108	0	0	0	48	0	0	0	0	0	2	39	0	0	0	0	0	0	0	0	0	41	0	77	173	0	0	0	0	0	0	12
assemblage-572-224	0	0	0	0	18	0	0	0	0	7	87	0	0	0	0	0	0	343	0	0	0	0	0	0	0	10	0	0	0	33	0	0	0	0	0	0	0	2
assemblage-855-815	8	0	0	0	29	0	0	0	0	0	189	0	0	0	0	22	0	164	0	0	67	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	11	3
assemblage-905-827	0	0	0	0	0	0	6	0	0	0	12	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	98	133	0	0	14	0	0	0	2
assemblage-486-677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	260	0	0	96	0	0	0	0	0	0	4
assemblage-926-782	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	9	39	0	7	0	0	0	0	0	0	0	0	0	160	186	0	0	0	0	0	0	10
assemblage-912-785	0	0	0	0	0	0	84	0	0	0	22	0	0	0	0	0	10	143	0	0	0	0	0	0	0	0	0	0	0	76	156	0	0	0	0	0	0	9
assemblage-920-952	0	0	0	0	0	0	0	0	0	20	6	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	193	111	0	0	0	0	0	0	6
assemblage-262-234	0	0	0	0	0	0	0	0	5	0	25	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	8
assemblage-779-935	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	86	201	0	0	0	0	0	0	6
assemblage-661-958	0	0	0	0	0	0	18	0	0	0	41	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	26	216	0	0	0	0	0	0	2
assemblage-905-835	0	0	0	0	0	0	4	0	0	0	57	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	76	218	0	0	0	0	0	0	5
assemblage-243-239	0	0	0	0	0	0	6	0	0	0	10	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	98	165	0	0	8	0	0	0	2
assemblage-628-437	5	0	0	0	44	0	0	0	0	0	207	0	0	0	0	29	0	151	0	0	50	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	1
assemblage-615-421	8	0	0	0	34	0	0	0	0	0	215	0	0	0	0	17	0	167	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7
assemblage-844-496	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	45	0	0	0	0	0	0	0	0	0	0	50	0	0	384	0	5	0	0	0	0	10
assemblage-661-956	0	0	0	0	0	0	81	0	0	0	44	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	18	0	12	164	0	0	0	0	0	0	9
assemblage-939-810	0	0	0	0	0	0	0	0	0	44	123	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	117	6	0	0	0	0	0	0	4
assemblage-928-765	0	0	0	0	0	0	97	0	0	0	42	0	0	0	0	0	13	36	0	0	0	0	0	0	0	0	0	34	0	83	186	0	0	0	0	0	0	9
assemblage-928-796	0	0	0	0	0	0	0	0	0	10	190	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	53	7	0	0	0	0	0	0	3
assemblage-768-990	0	0	0	0	0	0	0	0	0	82	135	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	99	18	0	0	0	0	0	0	16
assemblage-877-553	0	0	0	0	0	0	76	0	0	0	35	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	58	0	154	147	0	0	0	0	0	0	8
assemblage-255-927	0	0	0	0	0	0	59	0	0	0	29	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	96	0	135	159	0	0	0	0	0	0	5
assemblage-746-583	0	0	0	0	0	0	0	0	0	5	207	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	51	12	0	0	0	0	0	0	1
assemblage-507-779	6	0	0	0	26	0	0	0	0	0	201	0	0	0	0	30	0	157	0	0	52	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	19	2
assemblage-199-466	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	46	52	0	60	40	0	0	0	0	0	0	3
assemblage-204-396	0	0	0	0	0	0	57	0	0	0	131	0	0	0	0	0	0	192	0	0	0	0	56	0	0	0	0	0	0	9	48	0	0	0	0	0	0	7
assemblage-94-494	0	0	0	0	0	0	61	0	0	0	39	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	60	0	138	169	0	0	0	0	0	0	8
assemblage-488-381	0	0	0	0	0	0	0	0	0	37	89	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	132	6	0	0	0	0	0	0	2
assemblage-887-564	0	15	0	0	0	0	73	0	0	0	4	0	0	0	0	0	0	208	0	0	0	0	35	0	0	0	0	10	0	113	42	0	0	0	0	0	0	0
assemblage-502-373	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	66	16	0	0	0	0	0	0	7
assemblage-928-943	0	0	0	0	0	0	7	0	0	39	127	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	236	32	0	0	0	0	0	0	5
assemblage-984-775	0	0	0	0	0	0	71	0	0	0	49	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	19	0	17	189	0	0	0	0	0	0	7
assemblage-896-831	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	11
assemblage-866-568	0	0	0	0	0	0	33	0	0	0	142	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	32	0	18	247	0	0	0	0	0	0	3
assemblage-190-406	0	0	0	0	0	0	89	0	0	0	67	0	0	0	0	0	0	126	0	0	0	0	12	0	0	0	0	0	0	98	103	0	0	0	0	0	0	5
assemblage-527-780	0	0	0	0	0	0	0	0	0	0	117	0	0	12	0	79	0	178	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	17
assemblage-936-773	0	0	0	0	0	0	90	5	0	0	0	0	0	0	0	0	9	42	9	7	0	0	0	0	0	0	0	0	0	140	188	0	0	0	0	0	0	10
assemblage-627-775	0	0	0	0	0	0	6	0	0	78	139	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	107	13	0	0	0	0	0	0	9
assemblage-602-776	0	0	0	0	0	0	0	0	0	72	121	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	118	24	0	0	0	0	0	0	3
assemblage-116-151	0	0	0	0	0	0	29	0	0	0	56	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	71	111	0	0	0	0	0	0	7
assemblage-97-795	0	0	0	0	37	0	0	0	0	19	138	0	0	0	0	22	0	180	0	0	0	0	0	0	0	0	0	0	0	77	20	0	0	0	0	0	0	7
assemblage-944-801	0	0	0	0	0	0	0	0	0	54	60	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	127	13	0	0	0	0	0	0	2
assemblage-745-591	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	58	19	0	0	0	0	0	0	5
assemblage-541-768	0	0	0	0	8	0	0	0	0	0	288	0	0	0	0	24	0	32	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	10
assemblage-1000-776	0	0	0	0	0	0	63	0	0	0	121	0	0	0	0	0	0	207	0	0	0	0	46	0	0	0	0	0	0	3	53	0	0	0	0	0	0	7
assemblage-956-899	0	0	0	0	0	0	86	20	0	0	62	0	0	0	0	0	0	9	37	0	0	0	0	0	12	0	0	0	0	270	0	0	0	0	0	0	0	4
assemblage-504-675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	244	0	0	96	0	0	0	0	0	0	2
assemblage-983-757	0	0	0	0	0	0	13	0	0	0	47	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	24	222	0	0	0	0	0	0	5
assemblage-974-919	0	0	0	0	0	0	92	20	0	0	51	0	0	0	0	0	0	0	42	0	0	0	0	0	6	0	0	0	0	283	0	0	0	0	0	0	0	6
assemblage-774-931	0	0	0	0	0	0	42	0	0	0	147	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	8	234	0	0	0	0	0	0	4
assemblage-125-165	0	0	0	0	0	0	60	0	0	0	81	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	58	117	0	0	0	0	0	0	4
assemblage-497-361	0	0	0	0	0	0	0	0	0	4	180	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	61	12	0	0	0	0	0	0	6
assemblage-266-940	0	0	0	0	0	0	139	0	0	0	59	0	0	0	0	0	0	87	0	9	0	0	0	0	0	0	0	0	0	77	126	0	0	0	0	0	0	3
assemblage-103-772	0	0	0	0	100	0	0	0	0	17	168	0	0	0	0	8	0	112	0	0	17	0	0	0	0	0	0	0	0	57	18	0	0	0	0	0	0	3
assemblage-245-235	0	0	0	0	0	0	7	0	0	0	13	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	79	205	0	0	8	0	0	0	5
assemblage-419-440	0	0	0	0	0	0	168	0	0	0	8	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	6	0	7
assemblage-106-789	0	0	0	0	0	0	0	0	0	31	135	0	0	0	0	63	0	133	0	0	0	0	0	0	0	0	0	0	0	118	18	0	0	0	0	0	0	2
assemblage-393-805	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	36	52	0	49	32	0	0	0	0	0	0	4
assemblage-752-974	0	0	0	0	0	0	0	0	0	39	93	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	303	15	0	0	0	0	0	0	6
assemblage-922-961	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	209	107	0	0	0	0	0	0	5
assemblage-393-803	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	7	46	8	9	0	0	0	0	0	0	0	0	0	156	180	0	0	0	0	0	0	9
assemblage-739-314	0	0	0	0	26	0	0	0	0	12	69	0	0	0	0	0	0	329	0	0	0	0	0	0	0	10	0	0	0	43	0	0	0	0	0	0	0	11
assemblage-497-349	0	0	0	0	0	0	0	0	0	50	79	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	135	12	0	0	0	0	0	0	4
assemblage-248-931	0	0	0	0	0	0	125	0	0	0	71	0	0	0	0	0	0	85	0	13	0	0	0	0	0	0	0	0	0	83	123	0	0	0	0	0	0	0
assemblage-969-107	0	0	0	0	11	0	0	0	0	11	205	0	0	0	0	5	0	148	0	0	0	0	0	0	0	0	0	0	0	88	31	0	0	0	0	0	0	1
assemblage-711-781	0	0	0	0	0	0	51	0	0	0	72	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	43	127	0	0	0	0	0	0	4
assemblage-521-793	0	0	0	0	13	0	0	0	0	0	307	0	0	0	0	19	0	16	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	4
assemblage-968-117	0	0	0	0	15	0	0	0	0	6	94	0	0	0	0	0	0	329	0	0	0	0	0	0	0	8	0	0	0	44	0	0	0	0	0	0	0	4
assemblage-866-658	0	0	0	0	0	0	123	0	0	0	70	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	78	123	0	0	0	0	0	0	4
assemblage-114-780	0	0	0	0	18	0	0	0	0	7	205	0	0	0	0	7	0	143	0	0	0	0	0	0	0	0	0	0	0	91	28	0	0	0	0	0	0	1
assemblage-874-653	0	20	0	0	0	0	55	0	0	0	7	0	0	0	0	0	0	203	0	0	0	0	43	0	0	0	0	0	0	115	50	0	0	0	0	0	0	7
assemblage-771-946	0	0	0	0	0	0	0	0	0	70	131	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	112	14	0	0	0	0	0	0	4
assemblage-905-929	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	57	157	0	0	0	0	0	0	12
assemblage-843-512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	62	0	0	361	0	3	0	0	0	0	16
assemblage-942-784	0	0	0	0	0	0	0	0	0	38	86	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	123	5	0	0	0	0	0	0	2
assemblage-135-471	0	0	0	0	0	0	66	0	0	0	22	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	82	0	156	145	0	0	0	0	0	0	11
assemblage-765-587	0	0	0	16	0	0	0	0	0	19	68	0	0	0	0	11	0	63	0	0	0	0	0	0	0	0	0	0	0	230	92	0	0	0	0	0	0	1
assemblage-902-934	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	87	155	0	0	0	0	0	0	3
assemblage-746-290	0	0	0	0	117	0	0	0	0	16	159	0	0	0	0	3	0	104	0	0	21	0	0	0	0	0	0	0	0	57	22	0	0	0	0	0	0	1
assemblage-862-661	0	0	0	0	0	0	55	0	0	0	31	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	81	0	153	159	0	0	0	0	0	0	6
assemblage-186-430	0	0	4	0	0	0	96	0	0	0	61	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	10	0	11	162	0	0	0	0	0	0	4
assemblage-959-848	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	16	46	9	3	0	0	0	0	0	0	0	0	0	151	184	0	0	0	0	0	0	11
assemblage-122-489	0	0	0	0	0	0	37	0	0	0	139	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	42	0	19	235	0	0	0	0	0	0	0
assemblage-522-758	0	0	0	0	35	0	0	0	0	0	196	0	0	0	0	7	0	132	0	0	33	0	0	0	0	0	0	0	0	86	0	9	0	0	0	0	0	2
assemblage-923-961	0	0	0	0	0	0	0	0	0	43	95	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	198	58	0	0	0	0	0	0	4
assemblage-176-91	0	0	0	0	0	0	83	0	0	0	51	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	22	0	27	151	0	0	0	0	0	0	12
assemblage-200-472	0	0	0	0	0	0	113	0	0	0	26	0	0	0	0	0	6	68	0	0	0	0	0	0	0	0	11	26	0	91	146	0	0	0	0	0	0	13
assemblage-953-864	0	0	0	0	0	0	103	0	0	0	42	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	32	0	76	191	0	0	0	0	0	0	12
assemblage-492-215	0	0	0	0	0	0	28	0	0	0	260	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	17	48	0	0	0	43	0	0	4
assemblage-706-788	0	0	0	0	0	0	4	0	0	0	30	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	98	135	0	0	0	0	0	0	2
assemblage-177-111	0	0	0	0	0	0	11	0	0	0	40	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	22	209	0	0	0	0	0	0	6
assemblage-172-461	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	51	67	0	53	46	0	0	0	0	0	0	3
assemblage-203-418	0	0	0	0	0	0	91	0	0	0	61	0	0	0	0	0	0	133	0	0	0	0	17	0	0	0	0	0	0	100	94	0	0	0	0	0	0	4
assemblage-174-110	0	0	0	0	0	0	93	0	0	0	61	0	0	0	0	0	0	115	0	0	0	0	15	0	0	0	0	0	0	78	132	0	0	0	0	0	0	6
assemblage-522-210	0	0	0	0	0	0	21	0	0	0	282	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	18	64	0	0	0	18	0	0	5
assemblage-297-854	0	0	0	0	0	0	0	0	0	0	117	0	0	4	0	109	0	164	0	0	5	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	12
assemblage-492-366	0	0	0	0	0	0	0	0	0	42	85	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	137	14	0	0	0	0	0	0	5
assemblage-962-848	0	0	0	0	0	0	84	0	0	0	28	0	0	0	0	0	7	132	0	0	0	0	0	0	0	0	0	0	0	81	154	0	0	0	0	0	0	14
assemblage-806-153	0	0	0	0	0	0	15	0	0	0	51	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	28	195	0	0	0	0	0	0	15
assemblage-282-940	0	9	0	0	0	0	55	0	0	0	13	0	0	0	0	0	0	219	0	0	0	0	35	0	0	0	0	4	0	116	47	0	0	0	0	0	0	2
assemblage-847-825	0	0	0	0	8	0	0	0	0	0	107	0	0	15	0	80	0	175	0	0	7	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	9
assemblage-582-219	0	0	0	0	18	0	0	0	0	7	191	0	0	0	0	9	0	152	0	0	0	0	0	0	0	0	0	0	0	91	29	0	0	0	0	0	0	3
assemblage-163-101	0	0	0	0	0	0	71	0	0	0	100	0	0	0	0	0	0	197	0	0	0	0	58	0	0	0	0	0	0	13	55	0	0	0	0	0	0	6
assemblage-856-509	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	50	0	0	0	0	0	0	0	0	0	0	45	0	0	381	0	7	0	0	0	0	11
assemblage-877-571	0	16	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	32	0	0	0	0	4	0	91	62	0	0	0	0	0	0	7
assemblage-856-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	47	0	0	377	0	13	0	0	0	0	11
assemblage-776-962	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	208	120	0	0	0	0	0	0	7
assemblage-859-100	0	0	0	0	0	0	9	0	0	38	122	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	243	27	0	0	0	0	0	0	6
assemblage-118-500	0	0	0	0	0	0	57	0	0	0	147	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	35	0	4	240	0	0	0	0	0	0	1
assemblage-964-125	0	0	0	0	12	0	0	0	0	6	85	0	0	0	0	0	0	360	0	0	0	0	0	0	0	6	0	0	0	27	0	0	0	0	0	0	0	4
assemblage-870-655	0	0	0	0	0	0	83	0	0	0	36	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	64	0	145	151	0	0	0	0	0	0	6
assemblage-777-950	0	0	0	0	0	0	11	0	0	0	11	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	85	163	0	0	9	0	0	0	3
assemblage-99-491	0	0	0	0	0	0	39	0	0	0	131	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	38	0	19	247	0	0	0	0	0	0	2
assemblage-664-969	0	0	0	0	0	0	117	0	0	0	65	0	0	0	0	0	0	104	0	0	0	0	17	0	0	0	0	0	0	75	118	0	0	0	0	0	0	4
assemblage-131-161	0	0	0	0	0	0	23	0	0	0	303	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	15	56	0	0	0	20	0	0	2
assemblage-937-796	0	0	0	0	0	0	0	0	0	50	124	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	119	12	0	0	0	0	0	0	3
assemblage-894-922	0	0	0	0	0	0	40	0	0	0	74	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	65	115	0	0	0	0	0	0	6
assemblage-201-413	0	0	0	0	0	0	91	0	0	0	67	0	0	0	0	0	0	113	0	0	0	0	9	0	0	0	0	0	0	93	124	0	0	0	0	0	0	3
assemblage-711-782	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	88	132	0	0	0	0	0	0	6
assemblage-766-990	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	228	114	0	0	0	0	0	0	6
assemblage-201-414	0	0	0	0	0	0	8	0	0	0	60	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	20	236	0	0	0	0	0	0	6
assemblage-494-231	0	0	0	0	0	0	48	0	0	0	64	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	64	129	0	0	0	0	0	0	9
assemblage-948-371	0	0	0	0	0	0	0	0	0	42	122	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	133	6	0	0	0	0	0	0	2
assemblage-515-363	0	0	0	18	0	0	0	0	0	38	63	0	0	0	0	13	0	67	0	0	0	0	0	0	0	0	0	0	0	197	103	0	0	0	0	0	0	1
assemblage-699-763	0	0	0	0	0	0	10	0	0	0	38	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	72	163	0	0	0	0	0	0	4
