Assemblage_Name	2-205184-2	2-883078-2	2-2-9744070	3-3187731-4364823	3-3-3	0-4-4	1-2-3706756	2-2-1914245	3-3-5590698	3-1630758-3	3-3187731-3	2-2-2	4721315-2-2	5546696-2-3	2-2-6597982	3-4156229-3	7983895-3-3	2-8459577-2	7983895-3-5847855	3-9957623-3	2-7524067-2	8544153-2-9744070	6915620-2-0	1-2-0	1-2-3	3-6445387-3	1-8727287-0	4097352-2-2	3444608-2-3	3-1229681-3	7192432-2-2	2-2-8828848	4886771-2-2	3726807-2-3
assemblage-752-988	0	0	0	0	80	0	0	0	0	0	0	281	0	0	0	0	0	8	0	0	0	0	0	39	90	0	0	0	0	0	0	0	0	2
assemblage-868-649	0	0	0	0	205	13	0	0	0	0	22	99	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	8
assemblage-866-95	0	0	0	0	77	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	36	77	0	0	0	0	0	0	0	0	5
assemblage-671-963	0	0	0	0	118	0	0	4	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	60	24	0	0	0	0	0	0	0	0	5
assemblage-885-931	0	0	0	0	61	0	0	0	0	5	0	419	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7
assemblage-829-151	0	0	0	0	277	4	0	0	0	0	13	175	0	0	0	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	0	1
assemblage-93-772	0	0	0	0	144	0	0	0	41	0	18	136	0	0	0	0	40	0	15	0	0	0	0	0	97	0	0	0	0	0	0	0	0	9
assemblage-953-850	0	0	0	0	112	86	0	0	0	0	0	124	0	0	0	0	0	0	0	0	21	0	0	44	112	0	0	0	0	0	0	0	0	1
assemblage-830-129	0	0	0	0	131	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	32	75	0	0	0	0	0	0	0	0	6
assemblage-207-398	0	0	0	0	49	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	167	78	0	0	0	0	0	0	0	0	8
assemblage-956-115	0	0	0	0	119	0	0	0	0	0	59	267	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	27	0	0	0	7
assemblage-375-787	0	0	0	0	181	21	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	36	89	0	0	0	0	0	0	0	0	5
assemblage-987-763	0	0	0	0	109	26	0	0	0	0	9	226	0	0	0	0	0	0	0	0	0	0	0	81	28	0	0	0	0	0	0	12	0	9
assemblage-300-862	0	0	0	0	78	0	0	0	0	0	7	123	0	0	0	0	29	0	0	0	0	0	0	0	242	0	0	0	0	18	0	0	0	3
assemblage-532-763	0	0	0	0	41	0	0	0	0	0	27	162	0	0	0	0	0	0	0	0	0	3	0	0	147	0	0	0	0	114	0	0	0	6
assemblage-181-462	0	0	0	0	128	88	0	0	0	0	0	98	0	0	0	0	0	0	0	0	14	0	0	77	92	0	0	0	0	0	0	0	0	3
assemblage-943-371	5	0	0	0	145	0	0	0	0	0	61	237	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	8
assemblage-866-109	0	0	0	0	193	0	0	0	0	0	10	247	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	2
assemblage-877-569	0	0	0	0	25	77	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	156	11	0	0	0	0	0	0	0	0	6
assemblage-877-568	0	0	0	0	27	52	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	174	4	0	0	0	0	0	0	0	0	7
assemblage-857-558	0	0	0	0	91	38	0	0	0	0	5	205	0	0	0	0	0	0	0	0	0	0	0	76	78	0	0	0	0	0	0	0	0	7
assemblage-510-208	0	0	0	0	50	0	0	0	0	0	3	389	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	6
