Assemblage_Name	4-4-1176163	4-4-9748214	4-3-6769371	4-1-0	1008488-1-0	4-2023243-2	3020952-4-3	8092610-1574203-2	2812595-4-3	2-2-2	4-3-3491768	2-2-2928394	4-4-7952391	1666773-3-2	4-3-9439170	4-116574-2	4-9971134-3	2-1574203-2153745	4-3-3634734	2-1574203-2	1008488-1-3786610	2-0-4	4-2561389-2	4-4-7884660	4-4-3	4-4-5415946	5768457-4-3	4-1-5807116	1618788-4-3	4-2792762-3	2-1-2	4-4-5767195	4-3-4997564	2398395-9971134-3	4-3-2	2107996-1-2	4-3504225-2
assemblage-752-988	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	202	0	0	0	0	0	0	21	0	0	244	0	3
assemblage-868-649	0	0	0	39	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	183	0	0	0	0	0	63	0	0	0	39	0	1
assemblage-866-95	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	248	0	0	0	0	0	0	27	0	0	198	0	1
assemblage-671-963	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	251	0	0	0	0	0	41	0	0	0	106	0	1
assemblage-885-931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	72	0	0	0	0	142	0	0	0	0	0	0	0	0	0	249	0	17
assemblage-829-151	0	0	0	9	64	0	0	0	0	0	0	0	0	0	0	0	50	0	0	91	0	0	0	0	160	0	0	0	0	0	0	0	0	0	114	0	12
assemblage-93-772	0	12	0	0	0	0	0	0	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	329	14	0	0	0	0	0	0	0	0	122	0	4
assemblage-953-850	7	0	0	145	103	0	0	0	0	11	0	0	0	0	0	0	0	0	0	53	0	0	0	0	41	0	0	0	0	0	18	0	0	0	119	0	3
assemblage-830-129	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	371	0	0	0	0	0	0	0	0	0	77	0	12
assemblage-207-398	0	0	0	31	12	0	14	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	206	0	0	9	0	0	0	0	0	0	84	0	8
assemblage-956-115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	223	0	8
