Assemblage_Name	0-7583452-392737	4374349-4-3476646	2-4-3982013	2499652-4-4	0-341250-4	9350156-2845709-3476646	2-6331817-4	5214784-4-4	2-4-3411481	2189044-7122064-3476646	7292238-4-4	9350156-4-3476646	2-4-2075495	3038288-4-4	0-3314678-4	4181437-4604781-4	2-7994563-3411481	0-4-4	1275036-7122064-3476646	0-4-6483331	0-4458322-4	8665077-4-3628063	9350156-486038-447297	0-4-3476646	0-4-391775	7179304-4-3411481	0-6456341-1292436	2-4-3071850	3020913-7583452-4	0-6499797-4	9350156-7122064-3476646	2499652-4530372-4	0-1202284-4	9350156-486038-3476646	2-9218707-3411481	7773846-0-6618040	1506700-4-4	2-8032947-4	2-4-2	2-4-4	2-9218707-4937214	2-2128380-3411481	0-4-2834006	0-3729631-392737	0-341250-2449648	390168-4-4	0-7583452-4	0-4-1404555	5533140-0-3	4504397-4-4	0-410611-4	0-6499797-3123185	2-9089087-3411481	9350156-486038-2500789	0-8926277-4	2-8020699-4	2-3162886-4	2-3392859-3411481	2499652-4-5624587	1510924-4-4	3397246-6499797-4	8665077-4-3411481	7257774-4-3476646	2-2168511-4	0-6499797-1292436	7773846-0-3	2-4604781-4	4655006-6499797-4	2127874-4-3411481	5912267-4-4	2-4-8134318	8887016-4-4	0-4783168-4	5161314-4-3476646	7773846-3419149-3	2-2041753-3411481	0-6499797-5423289	7773846-7586890-3	2-3798915-3411481	7706295-4-4	2971022-4-4	2-4-377646
assemblage-428-423	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-604-759	0	0	0	47	0	0	0	0	74	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	17	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-687-960	0	0	0	6	0	0	0	0	137	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-181-106	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	17	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-698-797	0	0	0	83	0	0	0	0	133	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-906-831	0	0	0	54	0	0	0	0	72	0	0	0	0	0	0	0	0	75	0	0	11	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-454-431	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-262-925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	57	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	36	0	0	0	0	0	0	10
assemblage-848-504	0	0	0	0	135	0	0	0	0	0	11	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-831-161	0	0	0	0	0	0	0	0	68	0	0	0	0	27	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-899-926	0	0	0	191	0	0	0	0	57	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-756-597	0	0	0	11	0	0	0	0	31	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-971-933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	162	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	62	0	0	16	0	0	0	10
assemblage-902-848	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-897-916	0	0	0	116	0	0	0	0	114	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	13
assemblage-249-243	0	0	0	0	0	0	0	0	65	0	0	0	0	24	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-572-227	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	81	0	12	0	0	0	0	0	0	0	137	0	0	0	0	0	0	61	0	0	0	0	17	0	0	0	0	0	0	0	0	0	14	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	20	0	0	16
assemblage-297-850	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	97	0	44	0	27	0	0	0	0	0	0	0	51	0	0	0	0	0	0	80	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	17
assemblage-280-849	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	123	0	0	0	29	0	0	0	0	0	0	41	69	0	9	10	0	0	0	0	0	0	66	0	4	0	3	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	24
assemblage-373-790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	42	0	0	0	0	0	0	57	0	0	110	0	23	0	0	0	69	0	0	0	0	0	0	0	45	74	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	22
assemblage-292-849	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	8	0	64	0	0	0	0	0	0	0	0	0	130	0	27	0	14	0	0	0	0	0	0	0	57	0	0	0	0	0	0	74	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	9
assemblage-963-933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	57	0	0	15	0	0	0	11
assemblage-130-147	0	0	0	97	0	0	0	0	102	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	4
assemblage-990-752	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	11	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-585-782	0	0	0	27	0	0	0	0	51	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	32	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-505-367	0	0	0	49	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	5	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	4	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-828-162	0	0	0	0	0	0	0	0	86	0	0	0	0	24	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-116-774	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	18	0	106	0	0	0	0	0	0	8	0	0	0	0	29	0	17	0	0	0	0	0	0	0	118	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-612-439	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	14	0	46	0	0	0	0	0	0	46	0	11	0	0	0	0	74	0	0	0	0	0	0	0	159	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	43	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-986-762	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	46	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-842-827	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	18	0	83	0	0	0	0	0	0	0	0	0	112	0	45	0	18	0	0	0	0	0	0	0	38	0	0	0	0	0	0	70	0	0	0	5	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	15
assemblage-727-310	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	22	0	87	0	0	0	0	0	0	12	0	0	0	0	27	0	11	0	0	0	0	0	0	0	118	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-869-510	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-747-973	0	0	0	85	0	0	0	0	19	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-958-854	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	25	0	0	0	0	0	54	0	0	0	0	0	0	61	0	0	118	0	25	0	6	0	47	0	0	0	0	0	0	0	43	58	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	14
assemblage-951-364	0	0	0	4	0	0	0	0	267	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	15	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-874-113	0	0	0	59	0	0	0	0	77	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	20	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-493-666	0	9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	9	0	0	0	0	263	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-618-424	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	6	0	73	0	0	0	0	0	0	0	0	0	113	0	36	0	12	0	0	0	0	0	0	0	55	0	0	0	0	0	0	63	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	25
assemblage-274-943	0	0	0	0	131	0	0	9	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	9
assemblage-532-222	0	0	0	98	0	0	0	0	100	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	7
assemblage-946-393	0	0	0	11	0	0	0	0	236	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-523-779	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	123	0	0	0	30	0	0	0	0	0	0	46	80	0	17	0	0	0	0	0	0	0	48	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	24
assemblage-931-759	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	21	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	58	0	0	0	0	0	0	9
assemblage-983-911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	136	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	53	0	0	22	0	0	0	3
assemblage-495-669	0	14	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	16	0	0	0	0	224	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-491-652	0	7	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	243	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-667-963	0	0	0	6	0	0	0	0	156	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	37	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10
assemblage-134-140	0	0	0	55	0	0	0	0	169	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-283-928	0	0	0	0	102	0	0	11	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	10
assemblage-831-823	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	149	0	0	0	23	0	0	0	0	0	0	21	53	0	11	0	0	0	0	0	0	0	60	0	0	0	14	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	20	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	27
assemblage-902-948	0	0	0	97	0	0	0	0	178	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-538-778	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	25	0	40	0	0	0	0	0	0	32	0	8	0	0	0	0	86	0	0	0	0	0	0	0	175	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	35	0	6	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-964-845	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	24	0	0	0	0	0	34	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	52	0	0	0	0	0	0	16
assemblage-763-598	0	0	0	14	0	0	0	0	31	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	113	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-601-779	0	0	0	104	0	0	0	0	6	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-254-259	0	0	0	50	0	0	0	0	97	0	0	0	0	0	0	0	0	71	0	0	19	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-901-846	0	0	0	36	0	0	0	0	76	0	0	0	0	0	0	0	0	72	0	0	21	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-494-668	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	7	0	0	0	0	225	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-595-777	0	0	0	105	0	0	0	0	173	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-436-415	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-945-378	0	0	0	28	0	0	0	0	144	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	31	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-771-953	0	0	0	97	0	0	0	0	128	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	150	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-760-951	0	0	0	101	0	0	0	0	141	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-428-409	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-955-925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	151	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	53	0	0	19	0	0	0	2
assemblage-496-654	0	9	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	12	0	0	0	0	234	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-978-756	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	10	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-863-503	0	0	0	0	122	0	0	0	0	0	12	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-843-802	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	107	0	0	0	25	0	0	0	0	0	9	25	59	0	7	0	0	0	0	0	0	0	69	0	0	0	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	33
assemblage-703-781	0	0	0	60	0	0	0	0	158	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-243-235	0	0	0	0	0	0	0	0	66	0	0	0	0	18	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-824-163	0	0	0	92	0	0	0	0	130	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	130	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-751-589	0	0	0	2	0	0	0	0	259	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-503-216	0	0	0	54	0	0	0	0	193	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-444-418	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
