Assemblage_Name	0-0-7403797	4706629-1-2	5749698-0-5263532	4-8559728-1	0-0-1038099	4115329-0-3	2-3-0	4-1-1	840061-8958754-1	2563418-2-3	4-8958754-4638923	5636932-0-9954369	4-8958754-1	3-1-2	5749698-0-3	4-7863097-1	4-1-3908811	7949667-0-3	0-0-3720871	3-0-3	4-8958754-6085973	4-2-3	0-0-9954369	5749698-0-4780139	4-2866756-1	3-1-5186189	233831-0-3
assemblage-124-770	0	0	58	0	0	0	0	0	0	0	0	0	114	6	154	0	0	4	0	0	0	12	149	0	0	0	3
assemblage-180-470	0	0	0	0	0	0	0	242	0	0	0	0	0	154	26	0	0	0	0	0	0	53	22	0	0	0	3
assemblage-530-360	0	0	0	0	0	0	0	0	0	0	0	0	36	92	64	0	0	32	0	0	0	22	247	0	0	0	7
assemblage-855-123	0	0	0	0	0	0	0	11	12	0	0	0	69	119	115	0	0	0	0	0	0	0	168	0	0	0	6
assemblage-924-941	0	0	0	64	0	0	0	24	0	0	0	0	96	65	0	0	0	14	0	0	0	14	215	0	0	0	8
assemblage-89-798	0	0	16	10	0	0	0	0	0	0	0	0	99	9	110	0	0	25	0	0	0	57	172	0	0	0	2
assemblage-408-809	0	0	0	0	0	0	0	89	0	0	0	0	0	61	133	0	0	0	0	0	0	80	133	0	0	0	4
assemblage-860-563	0	0	0	0	0	0	0	145	0	0	0	0	0	0	70	0	0	0	0	0	0	130	151	0	0	0	4
assemblage-968-844	0	0	0	0	0	0	0	248	0	0	0	0	0	160	29	0	0	0	0	0	0	31	26	0	5	0	1
assemblage-927-390	0	0	8	43	0	0	0	0	0	0	0	0	166	23	145	0	0	7	0	0	0	0	104	0	0	0	4
assemblage-419-432	0	0	0	0	0	0	22	0	0	0	0	0	0	47	288	0	0	0	0	0	0	0	139	0	0	0	4
assemblage-937-805	0	0	0	0	0	0	0	0	0	0	0	0	159	20	39	0	0	0	0	0	0	127	151	0	0	0	4
assemblage-141-138	0	0	0	0	0	0	0	49	0	0	0	0	127	104	0	0	0	0	0	0	0	62	155	0	0	0	3
assemblage-777-970	0	0	0	0	0	0	0	6	4	0	0	0	59	151	121	0	0	0	0	0	0	0	157	0	0	0	2
assemblage-767-570	0	0	0	0	0	0	0	0	0	0	0	0	37	97	65	0	0	34	0	0	0	16	245	0	0	0	6
assemblage-428-423	0	0	0	0	0	0	19	0	0	0	0	0	0	43	275	0	0	0	0	0	0	0	161	0	0	0	2
assemblage-604-759	0	0	0	48	0	0	0	17	0	0	0	0	106	76	7	0	0	5	0	0	0	15	218	0	0	0	8
assemblage-687-960	0	0	0	0	0	0	0	97	0	0	0	0	99	188	11	0	0	0	0	0	0	34	67	0	0	0	4
assemblage-181-106	0	0	0	0	0	0	0	9	0	0	0	0	23	25	118	0	0	0	0	0	0	181	141	0	0	0	3
assemblage-698-797	0	0	0	0	0	0	0	53	0	0	0	0	122	125	0	0	0	0	0	0	0	37	159	0	0	0	4
assemblage-906-831	0	0	0	0	0	0	0	58	0	0	0	0	178	107	24	0	0	0	0	0	0	0	130	0	0	0	3
assemblage-454-431	0	0	0	0	0	0	20	0	0	0	0	0	0	46	272	0	0	0	0	0	0	0	156	0	0	0	6
assemblage-262-925	0	0	0	0	0	0	0	125	0	0	0	0	8	139	25	0	0	0	0	0	0	84	119	0	0	0	0
assemblage-848-504	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	84	0	21	0	0	0	0	4
assemblage-831-161	0	0	0	0	0	0	0	105	0	0	0	0	120	65	57	0	0	0	0	0	0	108	41	0	0	0	4
assemblage-899-926	0	0	0	0	0	0	0	144	0	0	0	0	94	21	0	0	0	0	0	0	0	0	234	0	0	0	7
assemblage-756-597	0	0	0	0	0	0	0	0	0	0	0	0	161	27	33	0	0	0	0	0	0	126	144	0	0	0	9
assemblage-971-933	0	0	0	0	0	0	0	0	0	0	0	0	0	309	9	0	0	0	0	0	0	0	178	0	0	0	4
assemblage-902-848	0	0	0	0	0	0	0	197	0	0	0	0	98	101	23	0	0	0	0	0	0	20	60	0	0	0	1
assemblage-897-916	0	0	0	0	0	0	0	50	0	0	0	0	116	114	0	0	0	0	0	0	0	37	181	0	0	0	2
assemblage-249-243	0	0	0	0	0	0	0	96	0	0	0	0	98	80	49	0	0	0	0	0	0	125	51	0	0	0	1
assemblage-572-227	6	0	25	51	0	0	0	0	0	0	0	0	30	13	162	0	0	33	0	0	0	67	113	0	0	0	0
assemblage-297-850	0	0	0	54	0	0	0	0	0	0	0	0	62	0	134	0	0	52	0	0	0	121	77	0	0	0	0
assemblage-280-849	0	0	0	0	0	0	0	0	0	0	0	61	53	0	203	0	0	0	0	0	0	96	82	0	0	0	5
assemblage-373-790	0	0	0	0	0	0	0	24	0	0	0	0	49	13	15	0	0	0	0	0	0	278	104	14	0	0	3
assemblage-292-849	0	0	0	48	0	0	0	0	0	0	0	0	25	0	151	0	0	75	0	0	0	113	84	0	0	0	4
assemblage-963-933	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	181	0	0	0	6
assemblage-130-147	0	0	0	0	0	0	0	41	0	0	0	0	122	96	0	0	0	0	0	0	0	41	196	0	0	0	4
assemblage-990-752	0	0	0	0	0	0	0	16	0	0	0	0	37	27	95	0	0	0	0	0	0	160	155	0	0	0	10
assemblage-585-782	0	0	0	33	0	0	0	28	0	0	0	0	108	58	10	0	0	5	0	0	0	25	228	0	0	0	5
assemblage-505-367	0	0	12	47	0	0	0	0	0	0	0	0	166	20	121	0	0	0	0	0	0	0	130	0	0	0	4
assemblage-828-162	0	0	0	0	0	0	0	80	0	0	0	0	111	79	56	0	0	0	0	0	0	117	54	0	0	0	3
assemblage-116-774	0	0	13	11	0	0	0	0	0	0	0	0	94	11	146	0	0	22	0	0	0	43	160	0	0	0	0
assemblage-612-439	0	0	0	4	0	0	0	0	0	0	0	0	146	0	111	0	0	0	0	0	17	29	186	0	0	0	7
assemblage-986-762	0	0	0	0	0	0	0	86	0	0	0	0	142	151	13	5	0	0	0	0	0	26	77	0	0	0	0
assemblage-842-827	0	0	0	61	0	0	0	0	0	0	0	0	45	0	134	0	0	49	0	0	0	122	88	0	0	0	1
assemblage-727-310	0	0	20	15	0	0	0	0	0	0	0	0	92	20	112	0	0	28	0	0	0	63	150	0	0	0	0
assemblage-869-510	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	104	0	15	0	0	0	0	1
assemblage-747-973	0	0	0	11	0	0	0	0	0	0	4	0	56	181	27	0	0	2	9	0	0	0	202	0	0	0	8
assemblage-958-854	0	0	0	0	0	0	0	26	0	0	0	0	36	27	16	0	0	0	0	0	0	237	149	7	0	0	2
assemblage-951-364	0	0	112	0	0	0	0	0	0	0	0	0	25	48	116	0	0	78	0	0	0	0	113	0	0	0	8
assemblage-874-113	0	0	0	56	0	0	0	34	0	0	0	0	86	48	0	0	0	8	0	0	0	24	234	0	0	0	10
assemblage-493-666	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	15	0	408	0	0	0	0	3
assemblage-618-424	0	0	0	56	0	0	0	0	0	0	0	0	38	0	138	0	0	56	0	0	0	99	111	0	0	0	2
assemblage-274-943	0	0	0	0	0	0	0	19	0	0	0	0	52	99	80	0	0	0	0	0	0	111	138	0	0	0	1
assemblage-532-222	0	0	0	0	0	0	0	59	0	0	0	0	123	104	0	0	0	0	0	0	0	31	181	0	0	0	2
assemblage-946-393	0	0	121	0	0	0	0	0	0	0	0	0	30	36	132	0	0	71	0	0	0	0	105	0	0	0	5
assemblage-523-779	0	0	5	0	0	0	0	0	0	0	0	52	63	0	190	0	0	0	0	0	0	91	91	0	0	0	8
assemblage-931-759	0	0	0	0	0	0	0	192	0	0	0	0	0	93	102	0	0	0	0	0	0	6	104	0	0	0	3
assemblage-983-911	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	194	0	0	0	11
assemblage-495-669	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	13	0	406	0	0	0	0	3
assemblage-491-652	0	0	0	0	0	0	0	79	0	5	0	0	0	0	0	0	0	0	0	15	0	400	0	0	0	0	1
assemblage-667-963	0	0	0	0	0	0	0	86	0	0	0	0	122	188	13	0	0	0	0	0	0	22	64	0	0	0	5
assemblage-134-140	0	0	0	0	0	0	0	20	0	0	0	0	188	85	66	0	0	0	0	0	0	35	102	0	0	0	4
assemblage-283-928	0	0	0	0	0	0	0	14	0	0	0	0	52	124	54	0	0	0	0	0	0	99	155	0	0	0	2
assemblage-831-823	0	0	0	0	0	0	0	0	0	0	0	70	75	0	170	0	0	0	0	0	0	98	70	0	0	0	17
assemblage-902-948	0	0	14	0	0	0	0	34	8	0	0	0	75	106	93	0	0	35	0	0	0	53	81	0	0	0	1
assemblage-538-778	0	0	0	13	0	0	0	0	0	0	0	0	135	0	126	0	0	0	0	0	2	21	201	0	0	0	2
assemblage-964-845	0	0	0	0	0	0	0	164	0	0	0	0	0	97	86	0	0	0	0	0	0	15	134	0	0	0	4
assemblage-763-598	0	0	0	0	0	0	0	0	0	0	0	0	143	12	38	0	0	0	0	0	0	139	164	0	0	0	4
assemblage-601-779	0	0	0	23	0	0	0	0	0	0	6	0	81	150	31	0	0	6	10	0	0	0	181	0	0	0	12
assemblage-254-259	0	0	0	0	0	0	0	55	0	0	0	0	174	109	17	0	0	0	0	0	0	0	136	0	0	0	9
assemblage-901-846	0	0	0	0	0	0	0	49	0	0	0	0	156	115	29	0	0	0	0	0	0	0	145	0	0	0	6
assemblage-494-668	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	16	0	417	0	0	0	0	3
assemblage-595-777	0	0	13	0	0	0	0	32	16	0	0	0	92	105	90	0	0	38	0	0	0	44	68	0	0	0	2
assemblage-436-415	0	0	0	0	0	0	30	0	0	0	0	0	0	44	319	0	0	0	0	0	0	0	106	0	0	0	1
assemblage-945-378	0	0	46	16	0	0	0	0	0	0	0	0	81	36	80	0	0	26	0	0	0	36	176	0	0	0	3
assemblage-771-953	0	0	0	0	0	0	0	120	0	0	0	0	95	42	8	0	0	0	0	0	0	20	213	0	0	0	2
assemblage-760-951	0	0	0	0	0	0	0	124	0	0	0	0	115	46	7	0	0	0	0	0	0	5	202	0	0	0	1
assemblage-428-409	0	0	0	0	0	0	10	0	0	0	0	0	0	50	277	0	0	0	0	0	0	0	158	0	0	0	5
assemblage-955-925	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	194	0	0	0	9
assemblage-496-654	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	12	0	392	0	0	0	0	7
assemblage-978-756	0	0	0	0	0	0	0	19	0	0	0	0	35	25	90	0	0	0	0	0	0	184	143	0	0	0	4
assemblage-863-503	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	92	0	9	0	0	0	0	2
assemblage-843-802	0	0	0	10	0	0	0	0	0	0	0	52	51	0	183	0	0	0	0	0	0	98	94	0	0	0	12
assemblage-703-781	0	0	0	0	0	0	0	23	0	0	0	0	149	124	64	0	0	0	0	0	0	34	95	0	0	0	11
assemblage-243-235	0	0	0	0	0	0	0	84	0	0	0	0	105	98	48	0	0	0	0	0	0	132	32	0	0	0	1
assemblage-824-163	0	0	0	0	0	0	0	102	0	0	0	0	130	45	12	0	0	0	0	0	0	23	180	0	0	7	1
assemblage-751-589	0	0	113	0	0	0	0	0	0	0	0	0	26	54	123	0	0	82	0	0	0	0	98	0	0	0	4
assemblage-503-216	0	0	0	0	0	0	0	17	0	0	0	0	192	110	51	0	0	0	0	0	0	49	77	0	0	0	4
assemblage-444-418	0	0	0	0	0	0	20	0	0	0	0	0	0	51	292	0	0	0	0	0	0	0	129	7	0	0	1
assemblage-902-784	0	0	0	0	0	0	0	258	0	0	0	0	0	175	14	0	0	0	0	0	0	25	25	0	0	0	3
assemblage-564-224	0	0	44	43	0	0	0	0	0	0	0	0	27	8	199	0	0	34	0	0	0	61	81	0	0	0	3
assemblage-920-795	0	0	0	0	0	0	0	0	0	0	0	0	153	24	36	0	0	0	0	0	0	122	159	0	0	0	6
assemblage-951-379	0	0	127	0	0	0	0	0	0	0	0	0	37	51	134	0	0	80	0	0	0	0	65	0	0	0	6
assemblage-775-939	0	0	0	0	0	0	0	82	0	0	0	0	128	64	46	0	0	0	0	0	0	145	31	0	0	0	4
assemblage-975-756	0	0	0	0	30	0	0	63	0	0	0	0	21	66	183	0	0	0	0	0	0	32	102	0	0	0	3
assemblage-901-928	0	0	0	0	0	0	0	15	0	0	0	0	194	85	66	0	0	0	0	0	0	59	76	0	0	0	5
assemblage-692-760	0	0	0	0	0	0	0	81	14	0	0	0	141	129	29	0	0	0	0	0	0	34	71	0	0	0	1
assemblage-505-653	0	0	0	0	0	0	6	114	0	0	0	0	0	71	71	0	0	0	0	25	0	128	80	0	0	0	5
assemblage-255-237	0	0	0	0	0	0	0	115	0	0	0	0	85	74	35	0	0	0	0	0	0	134	55	0	0	0	2
assemblage-564-226	0	0	44	33	0	0	0	0	0	0	0	0	17	15	187	0	0	25	0	0	0	87	89	0	0	0	3
assemblage-941-790	0	0	115	0	0	0	0	0	0	0	0	0	21	36	145	0	0	105	0	0	0	0	75	0	0	0	3
assemblage-206-394	0	0	0	0	0	0	0	4	0	0	0	0	25	19	129	0	0	0	0	0	0	167	150	0	0	0	6
assemblage-947-379	0	0	0	0	0	0	0	0	0	0	0	0	170	15	53	0	0	0	0	0	0	103	157	0	0	0	2
assemblage-156-102	0	0	0	0	33	0	0	40	0	0	0	0	23	58	179	0	0	0	0	0	0	38	125	0	0	0	4
assemblage-885-841	0	0	0	0	0	0	0	114	0	0	0	0	118	31	18	0	0	0	0	0	0	12	207	0	0	0	0
assemblage-505-214	0	1	0	0	0	0	0	157	0	0	0	0	68	36	0	0	0	0	0	0	0	0	235	0	0	0	3
assemblage-858-122	0	0	0	15	0	0	0	0	0	0	0	0	82	183	29	0	0	0	0	0	0	0	173	0	0	0	18
assemblage-787-946	0	0	0	0	0	0	0	70	0	0	0	0	174	119	15	0	0	0	0	0	0	0	122	0	0	0	0
assemblage-171-84	0	0	0	0	0	0	0	127	0	0	0	0	129	131	38	0	0	0	0	0	0	27	46	0	0	0	2
assemblage-908-840	0	0	0	0	0	0	0	225	0	0	0	0	103	106	10	0	0	0	0	0	0	17	39	0	0	0	0
assemblage-965-927	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	182	0	0	0	6
assemblage-876-927	0	0	0	0	0	0	0	99	17	0	0	0	130	129	13	0	0	0	0	0	0	47	63	0	0	0	2
assemblage-199-476	0	0	0	0	0	0	0	91	0	0	0	0	0	85	125	0	0	0	0	0	0	77	120	0	0	0	2
assemblage-504-227	0	0	0	0	0	0	0	89	0	0	0	0	92	111	0	0	0	0	0	0	0	37	162	0	0	0	9
assemblage-595-776	0	0	19	0	0	0	0	42	19	0	0	0	85	82	84	0	0	54	0	0	0	46	66	0	0	0	3
assemblage-939-116	0	0	45	0	0	0	0	0	0	0	0	0	117	7	147	0	0	8	0	0	0	18	157	0	0	0	1
assemblage-752-302	0	0	41	0	0	0	0	0	0	0	0	0	98	0	171	0	0	10	0	0	0	40	133	0	0	0	7
assemblage-195-455	0	0	0	0	0	0	0	18	0	0	0	0	29	26	10	0	10	0	0	0	0	268	129	10	0	0	0
assemblage-718-296	0	0	0	3	0	0	0	0	0	0	0	12	97	4	68	0	0	0	0	0	0	65	240	0	0	0	11
assemblage-607-434	0	0	0	52	0	0	0	0	0	0	0	0	45	0	120	0	0	53	0	0	0	121	104	0	0	0	5
assemblage-859-809	0	0	0	9	0	0	0	0	0	0	0	0	135	0	133	0	0	0	0	0	8	17	190	0	0	0	8
assemblage-399-803	0	0	0	0	0	0	0	96	0	0	0	0	0	59	131	0	0	0	0	0	0	77	130	0	0	0	7
assemblage-397-779	0	0	0	0	0	0	0	247	0	0	0	0	0	156	36	0	0	0	0	0	0	33	24	0	0	0	4
assemblage-923-779	0	0	0	0	0	0	0	267	0	0	0	0	0	140	19	0	0	0	0	0	0	47	17	0	0	0	10
assemblage-859-499	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	99	0	13	0	0	0	0	0
assemblage-731-315	0	0	51	0	0	0	0	0	0	0	0	0	110	4	139	0	0	18	0	0	0	17	158	0	0	0	3
assemblage-935-118	0	0	0	0	0	7	0	0	0	0	0	0	129	4	47	0	0	0	0	0	0	84	218	0	0	0	11
assemblage-567-217	0	0	12	19	0	0	0	0	0	0	0	0	113	17	113	0	0	26	0	0	0	56	144	0	0	0	0
assemblage-918-961	0	0	0	0	0	0	0	1	13	0	0	0	69	96	137	0	0	0	0	0	0	0	173	0	0	0	11
assemblage-929-942	0	0	24	0	0	0	0	18	13	0	0	0	83	88	72	0	0	46	0	0	0	62	85	0	0	0	9
assemblage-287-849	0	0	36	0	0	0	0	0	0	0	0	0	248	0	80	0	0	0	0	0	0	23	110	0	0	0	3
assemblage-271-845	0	0	0	14	0	0	0	0	0	0	0	0	144	0	88	0	0	0	0	0	6	21	215	0	0	0	12
assemblage-131-138	0	0	0	0	0	0	0	60	0	0	0	0	125	114	0	0	0	0	0	0	0	38	161	0	0	0	2
assemblage-954-840	0	0	0	0	0	0	0	101	0	0	0	0	0	62	137	0	0	0	0	0	0	69	125	0	0	0	6
assemblage-572-224	0	0	0	6	0	10	0	0	0	0	0	6	127	0	69	0	0	0	0	0	0	69	210	0	0	0	3
assemblage-855-815	0	0	24	5	0	0	0	0	0	0	0	0	244	0	82	0	0	0	0	0	0	45	100	0	0	0	0
assemblage-905-827	0	0	0	0	0	0	0	246	0	0	0	0	104	69	12	0	0	0	0	0	0	24	45	0	0	0	0
assemblage-486-677	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	10	0	414	0	0	0	0	1
assemblage-926-782	0	0	0	0	0	0	0	185	0	0	0	0	0	124	92	0	0	0	0	0	0	6	87	0	0	0	6
assemblage-912-785	0	0	0	0	0	0	0	249	0	0	0	0	0	149	26	0	0	0	0	0	0	45	17	0	0	0	14
assemblage-920-952	0	0	0	56	0	0	0	18	0	0	0	0	99	47	0	0	0	9	0	0	0	26	228	0	0	0	17
assemblage-262-234	0	0	0	0	0	0	0	127	0	0	0	0	105	42	10	0	0	0	0	0	0	8	206	0	0	0	2
assemblage-779-935	0	0	0	0	0	0	0	66	0	0	0	0	150	145	12	0	0	0	0	0	0	0	123	0	0	0	4
assemblage-661-958	0	0	0	0	0	0	0	102	0	0	0	0	119	169	6	0	0	0	0	0	0	37	66	0	0	0	1
assemblage-905-835	0	0	0	0	0	0	0	62	0	0	0	0	184	109	18	0	0	0	0	0	0	0	124	0	0	0	3
assemblage-243-239	0	0	0	0	0	0	0	226	0	0	0	0	91	68	19	0	0	0	0	0	0	36	59	0	0	0	1
assemblage-628-437	0	0	19	4	0	0	0	0	0	0	0	0	284	0	72	0	0	0	0	0	0	31	89	0	0	0	1
assemblage-615-421	0	0	23	0	0	0	0	0	0	0	0	0	252	0	100	0	0	0	0	0	0	46	68	0	0	0	11
assemblage-844-496	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	85	0	13	0	0	0	0	3
assemblage-661-956	0	0	0	0	0	0	0	166	0	0	0	0	102	127	37	0	0	0	0	0	0	30	35	0	0	0	3
assemblage-939-810	0	0	0	0	0	0	0	0	0	0	0	0	145	9	14	0	0	0	0	0	0	130	200	0	0	0	2
assemblage-928-765	0	0	0	0	0	0	0	111	0	0	0	0	0	66	128	0	0	0	0	0	0	64	126	0	0	0	5
assemblage-928-796	0	0	11	40	0	0	0	0	0	0	0	0	171	8	124	0	0	0	0	0	0	0	141	0	0	0	5
assemblage-768-990	0	0	0	0	0	0	0	0	0	0	0	0	64	129	94	0	0	0	0	0	0	0	199	0	0	0	14
assemblage-877-553	0	0	0	0	0	0	0	138	0	0	0	0	13	137	15	0	0	0	0	0	0	83	112	0	0	0	2
assemblage-255-927	0	0	0	0	0	0	0	87	0	0	0	0	4	204	16	0	0	0	0	0	0	72	111	0	0	0	6
