Assemblage_Name	0-0-7403797	4706629-1-2	5749698-0-5263532	4-8559728-1	0-0-1038099	4115329-0-3	2-3-0	4-1-1	840061-8958754-1	2563418-2-3	4-8958754-4638923	5636932-0-9954369	4-8958754-1	3-1-2	5749698-0-3	4-7863097-1	4-1-3908811	7949667-0-3	0-0-3720871	3-0-3	4-8958754-6085973	4-2-3	0-0-9954369	5749698-0-4780139	4-2866756-1	3-1-5186189	233831-0-3
assemblage-752-988	0	0	19	0	0	0	0	14	24	0	0	0	69	90	81	0	0	51	0	0	0	67	82	0	0	0	3
assemblage-868-649	0	0	0	0	0	0	0	161	0	0	0	0	0	0	53	0	0	0	0	0	0	121	157	0	0	0	8
assemblage-866-95	0	0	11	0	0	0	0	15	16	0	0	0	90	96	91	0	0	51	0	0	0	56	68	0	0	0	6
assemblage-671-963	0	0	0	0	31	0	0	57	0	0	0	0	26	80	166	0	0	0	0	0	0	34	101	0	0	0	5
assemblage-885-931	0	0	0	0	0	0	0	56	0	0	0	0	122	117	0	0	0	0	0	0	0	40	164	0	0	0	1
assemblage-829-151	0	0	0	0	0	0	0	110	0	0	0	0	103	35	9	0	0	0	0	0	0	12	227	0	0	4	0
assemblage-93-772	0	0	8	13	0	0	0	0	0	0	0	0	113	17	105	0	0	40	0	0	0	63	141	0	0	0	0
assemblage-953-850	0	0	0	0	0	0	0	165	0	0	0	0	0	134	76	0	0	0	0	0	0	0	116	0	0	0	9
assemblage-830-129	0	0	0	0	0	0	0	217	0	0	0	0	101	81	21	0	0	0	0	0	0	24	55	0	0	0	1
assemblage-207-398	0	0	0	0	0	0	0	172	0	0	0	0	111	128	37	0	0	0	0	0	0	31	21	0	0	0	0
assemblage-956-115	0	0	44	55	0	0	0	0	0	0	0	0	19	7	144	0	0	35	0	0	0	78	115	0	0	0	3
assemblage-375-787	0	0	0	0	0	0	0	93	0	0	0	0	0	77	140	0	0	0	0	0	0	70	118	0	0	0	2
assemblage-987-763	0	0	0	0	9	0	0	77	0	0	0	0	74	106	87	0	0	0	0	0	0	55	90	0	0	0	2
assemblage-300-862	0	0	30	0	0	0	0	0	0	0	0	0	244	0	97	0	0	0	0	0	0	42	73	0	0	0	14
assemblage-532-763	0	0	8	0	0	0	0	0	0	0	0	70	44	0	209	0	0	0	0	0	0	80	86	0	0	0	3
assemblage-181-462	0	0	0	0	0	0	0	179	0	0	0	0	0	92	86	0	0	0	0	0	0	11	126	0	0	0	6
assemblage-943-371	0	0	106	0	0	0	0	0	0	0	0	0	26	52	151	0	0	89	0	0	0	0	68	0	0	0	8
assemblage-866-109	0	0	0	0	0	0	0	7	0	0	0	0	68	128	130	0	0	0	0	0	0	0	160	0	0	0	7
assemblage-877-569	0	0	0	0	0	0	0	161	0	0	0	0	43	118	8	0	0	0	0	0	0	116	53	0	0	0	1
assemblage-877-568	0	0	0	0	0	0	0	164	0	0	0	0	51	111	15	0	0	0	0	0	0	113	46	0	0	0	0
assemblage-857-558	0	0	0	0	0	0	0	117	0	0	0	0	32	97	54	0	0	0	0	0	0	94	105	0	0	0	1
assemblage-510-208	0	0	0	0	0	0	0	13	0	0	0	0	201	93	61	0	0	0	0	0	0	57	68	0	0	0	7
assemblage-617-440	0	0	13	23	0	0	0	0	0	0	0	18	104	0	119	0	0	14	0	0	0	77	125	0	0	0	7
assemblage-881-672	0	0	0	0	0	0	0	124	0	0	0	0	18	159	21	0	0	0	0	0	0	70	103	0	0	0	5
assemblage-573-213	0	0	70	0	0	0	0	0	0	0	0	0	120	4	137	0	0	25	0	0	0	13	124	0	0	0	7
assemblage-637-432	0	0	0	4	0	0	0	0	0	0	0	0	151	0	136	0	0	0	0	0	9	15	184	0	0	0	1
assemblage-698-780	0	0	0	8	0	0	0	130	0	0	0	0	75	50	0	0	0	0	0	0	0	0	228	0	0	0	9
assemblage-863-648	0	0	0	0	0	0	0	149	0	0	0	0	54	113	12	0	0	0	0	0	0	129	43	0	0	0	0
assemblage-871-116	0	0	0	17	0	0	0	0	0	0	0	0	66	161	34	0	0	8	4	0	0	0	198	0	0	0	12
assemblage-239-219	0	0	0	0	0	0	0	120	0	0	0	0	109	34	8	0	0	0	0	0	0	8	219	0	0	0	2
assemblage-124-179	0	0	0	0	0	0	0	66	0	0	0	0	125	91	20	0	0	0	0	0	0	47	145	0	0	0	6
assemblage-961-129	0	0	0	9	0	0	0	0	0	0	0	0	128	0	71	0	0	2	0	0	0	75	210	0	0	0	5
assemblage-867-659	0	0	0	0	0	0	0	15	0	0	0	0	51	108	79	0	0	0	0	0	0	117	130	0	0	0	0
assemblage-908-762	0	0	0	0	0	0	0	120	0	0	0	0	0	66	112	0	0	0	0	0	0	64	137	0	0	0	1
assemblage-781-955	0	0	0	0	0	0	0	213	0	0	0	0	124	79	13	0	0	0	0	0	0	17	54	0	0	0	0
assemblage-94-496	0	0	0	0	0	0	0	194	0	0	0	0	0	0	42	0	0	0	0	0	0	129	135	0	0	0	0
assemblage-816-142	0	0	0	0	0	0	0	56	0	0	0	0	159	134	24	0	0	0	0	0	0	0	123	0	0	0	4
assemblage-818-149	0	0	0	0	0	0	0	85	0	0	0	0	111	72	59	0	0	0	0	0	0	126	45	0	0	0	2
assemblage-963-905	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	202	0	0	0	12
assemblage-844-834	0	0	39	4	0	0	0	0	0	0	0	0	251	0	79	0	0	0	0	0	0	43	82	0	0	0	2
assemblage-603-766	0	0	0	52	0	0	0	19	0	0	0	0	98	61	0	0	0	9	0	0	0	14	243	0	0	0	4
assemblage-672-954	0	0	0	0	0	0	0	90	0	0	0	0	110	184	8	0	0	0	0	0	0	31	70	0	0	0	7
assemblage-104-483	0	0	0	0	0	0	0	163	0	0	0	0	0	0	92	0	0	0	0	0	0	120	124	0	0	0	1
assemblage-289-864	0	0	34	0	0	0	0	0	0	0	0	0	229	0	93	0	0	0	0	0	0	32	106	0	0	0	6
assemblage-269-930	0	0	0	0	0	0	0	143	0	0	0	0	48	117	6	0	0	0	0	0	0	129	57	0	0	0	0
assemblage-176-112	0	0	0	0	0	0	0	156	0	0	0	0	100	137	46	0	0	0	0	0	0	32	28	0	0	0	1
assemblage-440-414	0	0	0	0	0	0	32	0	0	0	0	0	0	59	262	0	0	0	0	0	0	0	137	10	0	0	0
assemblage-570-232	0	0	11	21	0	0	0	0	0	0	0	0	97	15	108	0	0	25	0	0	0	38	185	0	0	0	0
assemblage-969-101	0	0	0	0	0	0	0	0	0	0	0	5	107	7	65	0	0	0	0	0	0	76	228	0	0	0	12
assemblage-632-438	0	0	4	0	0	0	0	0	0	0	0	62	67	0	155	0	0	0	0	0	0	95	109	0	0	0	8
assemblage-754-596	0	0	0	0	0	0	0	0	0	0	0	0	44	84	73	0	0	29	0	0	0	10	256	0	0	0	4
assemblage-753-307	0	0	7	15	0	0	0	0	0	0	0	0	96	12	138	0	0	30	0	0	0	49	152	0	0	0	1
assemblage-108-487	0	0	0	0	0	0	0	14	0	0	0	0	49	100	72	0	0	0	0	0	0	138	123	0	0	0	4
assemblage-843-805	0	0	7	0	0	0	0	0	0	0	0	50	85	0	159	0	0	0	0	0	0	108	87	0	0	0	4
assemblage-205-456	0	0	0	0	0	0	0	27	0	0	0	0	42	11	16	0	14	0	0	0	0	275	105	10	0	0	0
assemblage-719-315	0	0	47	5	0	0	0	0	0	0	0	0	126	0	150	0	0	17	0	0	0	18	127	0	0	0	10
assemblage-864-95	0	0	0	23	0	0	0	0	0	0	9	0	63	182	24	0	0	5	0	0	0	0	179	0	0	0	15
