Assemblage_Name	2-3-4118030	8012547-3-2	2-3-9603312	2905495-3-2	7857976-3126777-0	2-1-9743018	2-1-6933844	3729081-5882793-0	2-3128058-3	3-9477228-0	3-3126777-5477009	6364987-3-2	2-3-1	2-3-2	216199-3-2	2067030-3-1	2-5103318-4	2-3-8554010	9373470-5815927-1	3-3126777-8638273	3236157-3128058-3	3-5882793-7068222	3-7472239-0	4473729-3-2	9393825-3-2	3-5882793-3241640	2-2040811-3	8496319-5882793-9231941	8113134-1-3	4688181-3-2	2-4-4733922	1-241641-2	1-1590513-2	3-2724819-0	2-3-4697913	3-5882793-0	3-2961242-0	3-5882793-3121813	8496319-5882793-0	1851491-3-2	2-4-4	3-5882793-4011644	2-1-5283645	3-1275912-0	2-2040811-880982	2-9602227-0	3-3126777-8832939	4500442-5882793-0	3577190-1-7614362	6035835-241641-2	2-1-174131	1-241641-3581186	3622711-1-3	4-1-7614362	3-5882793-8334283	2-2040811-5006001	2845711-1-3	5825536-241641-2	3-3126777-0	2-3-1055526	2-1-3	2457517-1-3	1-8733526-2	3-435558-0	3-5792296-0	9269434-5882793-0	2-2643468-2	2994532-3-2	1624505-5103318-4	2-9371226-3	9373470-3-1	2-2040811-6768573
assemblage-752-988	0	18	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	21	0	0	0	134	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	5
assemblage-868-649	0	0	0	0	0	4	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	28	0	0	0	74	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	11	119	0	0	0	0	0	0	0	23	0	0	18
assemblage-866-95	0	24	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	18	0	0	0	139	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	7
assemblage-671-963	0	25	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	17	0	12	0	0	0	183	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	22	0	0	0	0	0	0	0	73	0	0	7
assemblage-885-931	0	80	0	0	0	0	0	0	0	0	0	0	0	105	17	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	46	0	0	0	113	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	34	0	0	0	0	0	0	0	13
assemblage-829-151	0	6	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	9	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	75	0	0	0	0	0	0	0	5
assemblage-93-772	0	58	0	0	0	0	0	0	0	0	0	11	0	191	0	0	0	13	0	0	0	0	0	0	0	0	44	24	0	0	0	0	0	0	0	54	0	39	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	33	0	0	0	0	0	0	0	0	0	0	10
assemblage-953-850	0	0	0	0	0	0	0	0	0	0	0	0	37	5	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	149	0	0	0	53	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	56	0	11	0	0	0	0	37	12	0	0	0	0	0	0	0	0	0	6
assemblage-830-129	0	18	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	26	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	119	0	0	107	0	0	0	0	0	0	0	16
assemblage-207-398	4	109	0	0	0	0	0	0	16	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	168	5	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	20	18	0	0	0	0	0	0	0	0	0	0	11
