Assemblage_Name	2-0-7372458	3-1169178-7933860	2452889-4-1	3-2-7933860	3-578475-7933860	3-6454608-7933860	2-8067583-1	2-0-9973523	2-4-6890903	2-2264720-7372458	3-2-4388489	4-1-1	4-1-2	2-4-3477887	9500704-0-1	4823464-0-1	1176686-4-1	4646098-1169178-7933860	3-0-7064076	3-2-4004330	2-4727059-1	2-4-2424713	4646098-5987503-7933860	3-3946061-7933860	3153138-2-7933860	3-1169178-4536255	3-6358612-7933860	3-2-1313771	2-6549460-1	3-2-4782180	9691485-4473945-7372458	3-2-6223809	2-4209856-4909636	2-3523800-1	3-2-1634271	3-1169178-3963028	2-0-1	2-0-0	2-911788-7372458	3-2-8464733	1885297-2-7933860	3-2-9918873	3-0-1	1881561-4473945-7372458	2-4-1	3-3327714-7933860	9857940-1-1	2-1032254-7372458	5963506-0-7372458	2-4209856-1	1881561-4473945-3740020	2-2305850-1	1926174-1-2	2-7155275-1	9578333-2-7933860	1885297-2-1607494	2-9498414-1	9857940-9616664-1	8463747-2-7933860	2-9106166-1	7406811-1-1	3530260-4-1	996486-4-1
assemblage-752-988	74	146	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	26	0	13	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	13
assemblage-868-649	51	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	0	50	0	0	0	0	0	0	0	129	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-866-95	94	150	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	26	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-671-963	5	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	24	0	0	0	0	0	0	0	113	0	104	0	0	8	0	0	0	19	0	0	0	0	0	0	0	0	9
assemblage-885-931	84	15	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-829-151	9	8	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	118	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	12
assemblage-93-772	26	299	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-953-850	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	18	0	0	20	0	0	0	0	0	0	0	29	0	0	0	0	53	0	0	0	2	0	0	0	0	0	0	0	0	18
assemblage-830-129	154	0	0	214	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	41	0	10	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	2
assemblage-207-398	91	59	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	7	0	9	0	0	0	0	0	101	0	15	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6
