Assemblage_Name	2-0-7372458	3-1169178-7933860	2452889-4-1	3-2-7933860	3-578475-7933860	3-6454608-7933860	2-8067583-1	2-0-9973523	2-4-6890903	2-2264720-7372458	3-2-4388489	4-1-1	4-1-2	2-4-3477887	9500704-0-1	4823464-0-1	1176686-4-1	4646098-1169178-7933860	3-0-7064076	3-2-4004330	2-4727059-1	2-4-2424713	4646098-5987503-7933860	3-3946061-7933860	3153138-2-7933860	3-1169178-4536255	3-6358612-7933860	3-2-1313771	2-6549460-1	3-2-4782180	9691485-4473945-7372458	3-2-6223809	2-4209856-4909636	2-3523800-1	3-2-1634271	3-1169178-3963028	2-0-1	2-0-0	2-911788-7372458	3-2-8464733	1885297-2-7933860	3-2-9918873	3-0-1	1881561-4473945-7372458	2-4-1	3-3327714-7933860	9857940-1-1	2-1032254-7372458	5963506-0-7372458	2-4209856-1	1881561-4473945-3740020	2-2305850-1	1926174-1-2	2-7155275-1	9578333-2-7933860	1885297-2-1607494	2-9498414-1	9857940-9616664-1	8463747-2-7933860	2-9106166-1	7406811-1-1	3530260-4-1	996486-4-1
assemblage-956-115	23	21	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-375-787	0	0	0	269	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	3	0	43	16	0	0	0	0	0	0	35	0	37	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-987-763	47	19	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	28	0	0	0	0	0	0	0	135	0	56	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	15
assemblage-300-862	34	9	0	309	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-532-763	60	14	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-181-462	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	12	0	0	25	0	0	0	0	0	0	0	23	0	0	0	0	63	0	0	0	7	0	0	0	0	0	0	0	0	24
assemblage-943-371	133	168	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	7	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-866-109	164	82	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	33	0	20	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-877-569	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	167	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-877-568	0	0	0	278	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	29	0	0	0	0	0	0	0	0	0	132	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-857-558	17	12	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	29	0	0	0	0	0	0	0	132	0	31	0	0	23	0	0	0	7	0	0	0	0	0	0	0	0	7
assemblage-510-208	7	210	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-617-440	11	58	0	258	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15
assemblage-881-672	0	50	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-573-213	86	57	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	45	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-637-432	0	112	0	276	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-698-780	198	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	64	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11
assemblage-863-648	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	145	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-871-116	21	57	0	173	0	0	0	8	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-239-219	15	4	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	104	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	21
assemblage-124-179	79	116	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-961-129	63	36	0	227	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	41	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-867-659	0	0	6	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	17	0	72	0	0	0	0	0	0	0	79	0	59	0	0	36	0	0	0	31	0	0	0	0	0	0	0	0	13
assemblage-908-762	0	0	0	283	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	6	0	49	18	0	0	0	0	0	0	24	0	39	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-781-955	161	0	0	192	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	51	0	10	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	3
assemblage-94-496	49	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	19	0	45	0	0	0	0	0	0	0	140	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-816-142	46	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	136	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-818-149	20	141	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-963-905	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	52	0	0	0	25	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	6
assemblage-844-834	25	0	0	291	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-603-766	121	173	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-672-954	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	46	0	0	0	0	0	0	0	134	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-104-483	56	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	52	0	0	0	0	0	0	0	135	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-289-864	21	0	0	300	0	0	0	0	18	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-269-930	0	0	0	267	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	31	0	0	0	0	0	0	0	0	0	137	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-176-112	114	41	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	7	0	0	0	0	0	0	0	82	0	22	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	10
assemblage-440-414	0	0	0	435	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-570-232	14	292	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-969-101	58	34	0	216	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	56	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-632-438	62	10	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-754-596	164	40	0	188	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
assemblage-753-307	23	278	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-108-487	0	0	4	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	14	0	65	0	0	0	0	0	0	0	85	0	68	0	0	35	0	0	0	27	0	0	0	0	0	0	0	0	10
assemblage-843-805	62	11	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-205-456	0	0	0	206	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	30	7	0	0	0	0	0	0	0	0	0	0	43	0	10	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-719-315	80	37	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-864-95	22	52	0	198	0	0	0	13	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-124-770	74	61	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	44	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-180-470	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	13	17	0	0	0	0	0	0	89	0	7	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-530-360	153	46	0	184	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	16	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-855-123	172	59	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	35	0	37	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-924-941	106	169	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-89-798	18	280	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-408-809	0	0	0	273	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	7	0	44	10	0	0	0	0	0	0	38	0	36	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-860-563	44	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	42	0	11	0	0	0	0	0	138	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-968-844	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	18	25	0	0	0	0	0	0	86	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-927-390	90	17	0	177	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-419-432	0	0	0	434	0	5	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-937-805	30	91	0	138	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-141-138	107	33	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-777-970	179	70	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	33	0	16	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-767-570	162	38	0	189	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-428-423	0	0	0	431	0	10	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-604-759	118	184	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-687-960	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	48	0	0	0	0	0	0	0	116	0	18	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-181-106	72	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	233	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15
assemblage-698-797	118	15	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-906-831	39	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-454-431	0	0	0	431	0	9	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-262-925	0	51	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-848-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	156	0	0	0	0	0	152	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-831-161	29	152	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-899-926	149	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	77	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	12
assemblage-756-597	31	80	0	162	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-971-933	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	68	0	0	0	22	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	3
assemblage-902-848	158	0	0	201	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	46	0	9	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	4
assemblage-897-916	105	21	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-249-243	29	137	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-572-227	24	25	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-297-850	0	100	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	35	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4
assemblage-280-849	35	8	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-373-790	0	0	0	221	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	17	10	0	0	0	0	0	0	0	0	0	0	46	0	22	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-292-849	0	93	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	29	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3
assemblage-963-933	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	48	0	0	0	26	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	1
assemblage-130-147	116	21	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
