Assemblage_Name	2-5098199-1	2-2-2215510	3-1483914-2	1-0-3	3-1-8860403	2-6391411-1	3-4-2680301	4572235-6108819-3366112	3-2767791-3	5994691-2-1	3-3224264-9565480	7094531-1-796726	2-7906306-1	3-1-9059546	515827-2-1	7094531-1110773-2	2-2-1	1-0-6688766	2-6108819-3366112	2-2-6562352	3-1-6096564	7094531-1-7804914	3675048-2-1	8236062-2-1	2-6108819-7659858	3-1-2	7632407-1-2	2-3912524-1	3-287035-0	3-1-9565480	7411487-1-9565480	1051376-1-2	4980544-2-1	2-1696835-1	7094531-1-5648363	3-8999479-0	2-2644086-6515113	3-8818408-0	0-3-3	8457915-0-3	929848-1-2	3-7098908-2	2-6108819-3097355	2-6108819-1	3-4-0	3-6639484-0	7094531-1-2	2-2644086-1	2-2-6845410
assemblage-752-988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	12	0	0	0	27	0	21	0	0	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	148	0	5
assemblage-868-649	0	0	0	20	0	0	8	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	23	0	5	0	0	38	7	0	0	0	0	94	0	0	0	10
assemblage-866-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	13	0	0	0	16	0	22	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	10
assemblage-671-963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	15	68	0	0	0	6
assemblage-885-931	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	148	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	24
assemblage-829-151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	13	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	74	0	4
assemblage-93-772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	70	0	0	0	0	0	0	21	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	15	76	3
assemblage-953-850	0	0	0	21	0	0	30	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	31	10	0	0	0	10
assemblage-830-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	70	0	0	22	0	5
assemblage-207-398	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	57	10	0	0	0	9
assemblage-956-115	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	105	0	61	0	0	0	0	0	0	79	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	11
assemblage-375-787	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	46	8	0	0	0	0	207	0	0	0	11
assemblage-987-763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	20	29	0	28	0	13
assemblage-300-862	0	0	0	0	13	0	0	0	0	0	0	0	0	32	0	0	21	0	76	0	0	0	0	0	0	67	0	0	0	72	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	182	14
assemblage-532-763	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	72	0	201	0	0	0	0	0	0	19	0	0	0	27	50	0	0	0	0	0	0	0	0	0	0	0	6	15	0	0	8	81	1
assemblage-181-462	0	0	0	24	0	0	39	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	25	6	0	0	0	19
assemblage-943-371	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	227	0	0	0	0	0	0	0	0	83	0	0	0	83	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	7
assemblage-866-109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	119	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	74	0	8
assemblage-877-569	0	0	0	19	0	0	46	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	60	0	43	0	6
assemblage-877-568	0	0	0	21	0	0	61	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	31	0	31	0	4
assemblage-857-558	0	0	7	28	0	0	23	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	6	0	0	0	0	21	20	0	0	0	14	71	0	15	0	7
assemblage-510-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	149	0	0	0	0	0	0	0	0	52	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	9	40	0	186	0	9
assemblage-617-440	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	64	0	187	0	0	0	0	0	0	30	0	0	0	54	16	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	91	11
assemblage-881-672	0	0	0	41	0	0	47	0	0	0	0	0	0	0	0	0	228	5	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	118	0	12	0	4
assemblage-573-213	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	144	0	54	0	0	0	0	14	0	106	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	90	9
assemblage-637-432	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	108	0	245	0	0	0	0	0	0	19	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	10
assemblage-698-780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	208	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	10
assemblage-863-648	0	0	0	28	0	0	52	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	42	0	35	0	4
assemblage-871-116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	53	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
assemblage-239-219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	18	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	55	0	2
assemblage-124-179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	206	0	0	0	0	0	0	0	16	118	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	25	13	0	92	0	3
assemblage-961-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	4	0	0	0	0	0	0	163	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	11	11
assemblage-867-659	0	0	26	10	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	10	0	0	0	0	11	46	0	0	0	28	63	0	0	0	17
assemblage-908-762	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	50	11	0	0	0	0	157	0	0	0	18
assemblage-781-955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	23	0	9
assemblage-94-496	0	0	0	12	0	0	11	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	33	0	5	0	0	39	7	0	0	0	6	108	0	0	0	11
assemblage-816-142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	157	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	30	58	0	0	0	15
assemblage-818-149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	26	52	0	78	0	7
assemblage-963-905	0	20	0	0	0	0	6	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	10
assemblage-844-834	0	0	0	0	11	0	0	0	0	0	0	0	0	37	0	0	36	0	74	0	0	0	0	0	0	51	0	0	0	68	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	186	6
assemblage-603-766	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	119	0	0	0	0	0	0	0	0	190	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	56	0	6
assemblage-672-954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	25	15	0	46	0	9
assemblage-104-483	0	0	0	21	0	0	14	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	24	0	0	0	0	35	4	0	0	0	3	117	0	0	0	20
assemblage-289-864	0	0	0	0	4	0	0	0	0	0	0	0	0	48	0	0	17	0	76	0	0	0	0	0	0	73	0	0	0	69	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	177	13
assemblage-269-930	0	0	0	19	0	0	63	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	40	0	55	0	8
assemblage-176-112	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	78	12	0	0	0	11
assemblage-440-414	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	6	0	0	20
assemblage-570-232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	74	0	0	0	0	0	0	30	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	24	81	11
assemblage-969-101	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	81	0	6	0	0	0	0	0	0	128	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	5	4
assemblage-632-438	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	107	0	205	0	0	0	0	0	0	22	0	0	0	16	42	0	0	0	0	0	0	0	0	0	0	0	15	13	0	0	8	43	5
assemblage-754-596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	61	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	4
assemblage-753-307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	69	0	0	0	0	0	0	26	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	18	68	3
assemblage-108-487	0	0	28	18	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	9	0	0	0	0	13	30	0	0	0	32	78	0	11	0	11
assemblage-843-805	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	84	0	207	0	0	0	0	0	0	26	0	0	0	22	41	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	14	65	1
assemblage-205-456	0	0	0	86	0	0	48	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	31	0	0	0	13
assemblage-719-315	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	168	0	52	0	0	0	0	18	0	72	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	81	7
assemblage-864-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	49	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	4
assemblage-124-770	0	0	0	0	0	0	0	0	0	0	0	0	4	35	0	0	186	0	47	0	0	0	0	20	0	63	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	90	5
assemblage-180-470	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	5	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	59	0	29	0	9
assemblage-530-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	66	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	7
assemblage-855-123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	101	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	86	0	9
assemblage-924-941	0	0	0	0	0	0	0	0	0	0	0	9	0	0	8	0	140	0	0	0	0	0	0	0	0	185	0	0	0	57	0	0	0	0	0	0	0	0	0	0	4	0	0	43	0	0	49	0	5
assemblage-89-798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	59	0	0	0	0	0	0	32	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	20	97	6
assemblage-408-809	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	38	12	0	0	0	0	186	0	0	0	12
assemblage-860-563	0	0	0	14	0	0	7	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	15	0	0	0	0	33	8	0	0	0	0	126	0	0	0	22
assemblage-968-844	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	12	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	52	0	40	0	3
assemblage-927-390	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	72	0	0	4	0	0	0	28	0	223	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	45	0	3
assemblage-419-432	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	261	0	0	0	11
assemblage-937-805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	45	0	0	0	0	0	0	42	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	25	7
assemblage-141-138	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	185	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	12
assemblage-777-970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	114	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	80	0	9
assemblage-767-570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	79	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	6	0	5
assemblage-428-423	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	269	0	0	0	12
assemblage-604-759	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	110	0	0	0	0	0	0	0	0	196	0	0	0	73	0	0	0	0	0	0	0	0	0	0	6	0	0	53	0	0	40	0	9
assemblage-687-960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	26	0	0	80	0	3
assemblage-181-106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	16	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	26	33	0	0	0	0	21	0	58	0	17
assemblage-698-797	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	202	0	0	0	7	0	0	0	0	182	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	12
assemblage-906-831	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	158	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	28	77	0	0	0	8
assemblage-454-431	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	13
assemblage-262-925	0	0	0	53	0	7	45	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	98	0	27	0	2
assemblage-848-504	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	6
assemblage-831-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	18	60	0	72	0	3
assemblage-899-926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	208	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	12	0	4
assemblage-756-597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	40	0	0	0	0	0	0	40	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	18	8
assemblage-971-933	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	10	0	0	0	12
assemblage-902-848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	59	0	0	35	0	7
assemblage-897-916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	159	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	26
assemblage-249-243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	22	61	0	76	0	6
assemblage-572-227	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	112	0	54	0	0	0	0	0	0	77	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	8
