Assemblage_Name	2-8489958-1	6965384-5363111-7681903	6965384-3-8442761	8921397-2-2	2-3-6208076	2-3-7681903	766826-3-7681903	6965384-3-6644130	2-3-2473934	6965384-9353922-7681903	2-3-237308	2-4907228-1	5727286-4528288-1	2-3-7124495	1722926-2-2	2-2640963-2	8773315-3-1	2-3-2115442	7249178-2-2	1344639-3-7681903	2-3-3853946	2-3503329-1	2-3-1485388	504412-3-8816045	8121929-3-1	2-0-4	2-7886162-1	2-8086643-1	3444020-3-1	8146201-3-1	6965384-6919871-7681903	2-3-4	2-3-1	6144910-3-1	2-3941121-1	8102537-3-7681903	6965384-3-7681903	2-7065639-1485388	6689126-6599327-2	2807878-3-1	2-2-2	2091564-3-1	2-922231-1	2-8275017-1	6453220-3-1	2-6151378-1	2190761-3-1	3348916-3-7681903	2-3-2580928	2843614-3-1	4768633-3-2473934	4028978-3-6413536	2-3-6413536	6965384-3-5839126	2-1297544-7681903	7740078-3-9360172	2-3-4257956	2-2-1450701	6689126-2-2	2-3-6168385	2-3-7256801	5391264-3-1	2-9393707-2	6965384-3147515-7681903	3418048-3-7681903	5727286-3-1	4801864-2-2	2-3-7166910	2-6539639-1	4009143-3-7681903	2-3-9360172	9088880-2-2	2-4507380-2580928	6622575-3-9113623	2-4465797-1	2-4507380-1550804	2-3-756874	2-3-9113623	2-3-37679	2-3819227-7296048
assemblage-752-988	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-868-649	0	0	0	0	0	7	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	4	0	0	0	0	0	0	36
assemblage-866-95	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-671-963	0	0	0	0	0	26	0	0	42	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	29	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-885-931	0	0	0	0	0	18	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-829-151	0	0	0	0	0	131	0	0	36	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-93-772	0	24	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-953-850	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	47	191	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-830-129	0	0	0	0	0	138	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-207-398	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	19
