Assemblage_Name	3-5583905-0	3-8169511-5777736	3-9236826-2	962386-0-7758380	1-3-7168663	1615535-9514046-2	1076290-0-2	1-6863286-2	1-3-6166187	1-3-3087818	5900629-3-2	3-8169511-0	962386-0-2	2877882-3-6884112	3-8169511-7795566	2910558-8169511-3414351	1-891337-2	3-8169511-524382	1-3-9317215	2910558-9209009-0	3-2-2	7374824-0-2	447837-8169511-0	1-3-1277913	1-0-4579588	1-9286612-2	5629208-2-2	1-8246825-2	7755904-0-2	1-3-1142044	2910558-8169511-0	1-0-4433820	2590210-0-2	1-7175332-2	1-9641998-2	8583753-4134718-2	7930743-3-2	3-563162-2	1-1627680-2	2910558-8301605-0	0-3-3	1135151-8169511-0	1-5924029-2	5985277-3-2	1-3-3861070	2910558-6890276-0	1-0-3418858	962386-0-3455253	1-3-4211617	2282963-3-2	5954042-3-2	1-0-7276356	6484003-3-3993279	3544158-0-2	1-3-1673484	0-2-3	1-3-2344215	1-3-8660686	1177105-3-2608301	1-3-8072236	1-3-2	1-6863286-5343237	1-7463809-2	7778201-3-2	1-4134718-2	900661-0-2	3-8169511-5761833	1-9514046-2	58318-3-2	3312334-4860533-0	2836663-8169511-0	9227755-3-2	2910558-8169511-4600213	5985277-2743983-2	1-0-2	58318-8913995-2	1495795-0-7985680	1-3-4790414	5629208-8009204-2	9973309-3-2	7868919-4860533-0	1-1416352-2	3-8169511-2714502	962386-0-2597279	1626041-9236826-2	3-8169511-8895032	9424168-4860533-0	2910558-4860533-0	1177105-3-2	2858988-3-2	1-9693146-7486245	3-0-2	7324168-4134718-2	1028342-3-2	7524879-3-3	5311752-3-2	9170936-3-2	1-2942762-1142044	1-3-6884112	1495795-0-2	6973705-0-3418858	1-3-488446	3431506-0-2	1-0-3981688
assemblage-831-655	0	0	9	0	0	0	0	0	0	0	0	130	200	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	14	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-827-631	0	0	13	0	0	0	0	0	0	0	0	148	198	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-825-627	0	0	9	0	0	0	0	0	0	0	0	143	187	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-369-692	0	0	6	0	0	0	22	0	0	0	0	110	84	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14
assemblage-689-282	0	0	18	0	0	0	18	0	0	0	0	123	69	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10
assemblage-608-503	0	0	32	0	0	0	9	0	0	0	0	49	55	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	0	0	149	0	0	0	0	0	0	33	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22
assemblage-733-469	0	0	19	0	0	0	0	0	0	0	0	61	43	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	104	0	0	0	0	0	0	60	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	3
assemblage-722-982	0	0	6	21	0	0	0	0	0	0	0	28	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	70	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-602-744	0	0	18	0	0	0	0	0	0	0	0	68	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	94	0	0	0	0	0	0	35	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	27
assemblage-849-911	0	0	0	0	0	0	0	0	0	9	0	46	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	8	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
