Assemblage_Name	3-6029558-0	1701722-8236830-2	3-3-3047107	3-3-6380789	3-3-6139906	411295-3-3	3-3-3	2-1-5292244	3-3-2231221	3-3-768690	3-3912988-3	6572421-1-0	5810303-3-3	3-1-6471596	3-3-4689043	3-3-3285495	3-1-9616957	3-3-6527351	3-8711810-3	3-3-327036	1391462-6117594-868174	3-3-8908540	3-3-2669128	2960207-3-3	1391462-6117594-2	3-1-0	7965178-3903872-2	3-354060-3	7692219-3-3	8781340-3-3	5396664-3-3	6203656-3-3	3-3-6896356	2-1-8588105	1391462-8180657-868174	2965538-3-3	9439714-1651703-2	0-1651703-9147516	6203656-3-1231959	0-8279233-2	1163734-1-0	3-8562266-0	2382220-1651703-2	4576273-1651703-9147516	6855786-3-3	1391462-1651703-2	9426341-6117594-2	3-9158956-0	3-1561007-3	3-7969801-3	2-1-2	0-1651703-2	1391462-1651703-6135535	1604185-3-3	0-8011743-2	2382220-1651703-5741502	5810303-5376596-3
assemblage-478-642	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	258	0	0	0	0	17
assemblage-477-657	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	8	285	0	0	0	0	15
assemblage-831-655	0	8	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	13
assemblage-609-945	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	10	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	90	0	0	0	0	0	0	0	56	65	0	0	0	0	9
assemblage-676-292	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	34	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	95	0	0	10	0	0	0	0	19	49	0	0	0	0	5
assemblage-370-702	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	81	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	61	59	0	0	0	0	19
assemblage-759-483	88	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	26	0	0	0	0	0	0	0	0	42	0	0	0	0	13
assemblage-724-995	27	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	104	5	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	85	0	0	17	0	0	0	0	16	21	0	0	0	0	12
assemblage-729-1006	82	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	40	0	0	0	0	5
assemblage-817-130	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-818-138	22	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-461-403	27	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	53	0	0	0	0	15	0	0	0	0	0	12
assemblage-365-269	0	0	0	0	0	0	324	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	21	0	45	0	0	7	0	10	0	0	0	59	0	0	0	0	10
assemblage-488-754	0	0	0	0	0	0	291	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22	0	71	0	0	9	0	0	0	0	0	45	0	0	0	0	13
assemblage-516-766	0	0	0	0	0	0	290	0	0	26	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12	38	0	46	0	0	4	0	0	0	0	0	54	0	0	0	0	20
