Assemblage_Name	2-6183765-3	3-1-4411414	8932667-1-2	4459746-1-3	3785268-1-2	2-1-3	2-1-8708333	2-1-8247714	2-9687264-3	2-8926661-3	3-6226411-4	2-8572631-3	5510473-1-3	2508081-1-3	2-2185816-3	7991151-4-2	2-8114921-3	8785037-1-3	3-1-7890162	3-1-2	3-1-4	1411868-1-3	2-1-7841178	2-1-9182502	2-1543104-3	8322843-1-3	2-6137405-3	5302236-1-3	2-1-4016206	580796-1-2	2-1-1364777	4286564-1-3	6574511-9736504-4	8360297-1-3	2-1266148-3	2-7206789-3	1-4-2	5943145-1-3	2-1-4	6574511-1-4	2-1-9550803	4202352-1-3	2-1-4369226	2-1-924753
assemblage-239-733	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	14	0	0	0	38	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	35	0	0	0	2
assemblage-255-725	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	8	0	0	0	33	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	49	0	0	0	6
assemblage-821-647	0	15	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	383	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	8
assemblage-339-716	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	13	0	0	0	110	157	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	10	0	0	0	0	0	0	13
assemblage-362-702	0	14	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	144	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	7	0	0	0	9
assemblage-600-497	0	0	0	0	0	274	0	6	0	0	0	0	0	0	0	0	0	0	0	96	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	36	0	0	0	7
assemblage-928-974	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	5	0	0	136	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	2
assemblage-918-974	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	82	45	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	10
assemblage-732-983	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	53	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-755-641	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	172	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-868-903	0	0	0	0	0	211	0	0	0	17	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-814-115	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	248	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-752-603	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-357-276	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-234-940	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-236-475	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-932-368	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1
assemblage-121-343	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-524-131	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-327-693	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-509-129	6	0	0	0	0	454	0	0	0	0	0	0	0	0	7	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-252-346	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	3
