Assemblage_Name	3056218-7442402-3	2215683-2-1136454	1776505-7442402-3	1-1-1930525	6236191-3690055-3	1-1-8584852	5778796-3-1	1352130-1-9559255	1917144-1-1656466	2964625-7442402-3	6081721-1-2781933	3-2-4856972	3433085-7442402-4910008	6661795-2-3	3-5059743-3	3-3690055-3	3-5017438-7931056	3-7442402-3636047	2215683-2-2309705	1-1-2781933	162968-640162-3	1-1-1	6574686-2-3	3535518-3-1	3-2-3406049	2215683-2-4544645	5408288-7442402-3	3-7891256-3	3-7442402-9745898	3-2-5578071	3-7442402-8628525	3-7442402-1947434	1917144-1-349688	3-2-3	1-5450454-1	1-1-8610081	7792238-5017438-7931056	2215683-2138964-3	3-3656025-3	728396-1-1	1352130-1-1	3-640162-3	2215683-8782523-3	3-7442402-8295627	3-9094355-3	3-7442402-3	3558581-7442402-3	1917144-1-6655815	3535518-7528315-1	8123600-7442402-3	3-7442402-4910008	7052713-7442402-3	3-309509-3	6382447-3-1	3-7442402-7406451	1917144-1-1	3-5483987-3	3490768-2-3	3-5715414-3	1352130-1-307493	3755529-2-3	6794947-7442402-3	2215683-2-9780793	3-7442402-2964706	2215683-2-3	3-2-4538085	7538996-7442402-3	6130345-2-3	2215683-8385031-3	728396-1-8283017	7147150-2-3	3-7442402-4336621	3-7442402-3274484	3-7442402-577506	3-7442402-2011702	3433085-7442402-2561852	9150926-2-3	3-3168977-3	3-7442402-8378287	2215683-7611985-3	3-7442402-6263143	6864772-7442402-3	3-7442402-432396	1534820-2-3	3-7442402-8168185	3-4550034-4538085	3593984-102451-3	1917144-1-9789722	2215683-2-9803230	3683619-2-3	3707890-1-1	868106-1-1	3-3326425-4538085	3-7442402-3576782	728396-1-208778	9005409-7442402-3	6382447-5855730-1	6382447-3-1337374
assemblage-255-725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	231	117	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5
assemblage-253-726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	199	147	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	10	0	0	0	0	15	0	0	0	0	0	4
assemblage-103-910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	6	0	0	0	0	156	0	0	7	0	0	0	0	6	0	0	0	0	0	0	19	0	0	0	13	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-636-922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	21	10	0	0	0	0	142	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	74	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-594-508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	19	4	0	0	0	0	156	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	94	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-688-285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	15	14	0	0	0	0	139	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	66	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	10	0	0	0	0	16
assemblage-595-739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	167	7	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	42	0	44	0	0	0	0	0	0	0	0	111	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	14	0	0	16
assemblage-731-490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	38	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	22	10	0	115	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	27
assemblage-918-974	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	5	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	11	0	0	0	181	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	46	0	0	10
assemblage-858-890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	66	0	0	0	161	0	0	0	0	14	0	0	24	0	75	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	13
assemblage-818-138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	70	0	0	0	155	0	0	0	0	9	0	0	23	0	84	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	10
assemblage-758-647	0	0	0	0	0	0	0	0	51	0	10	0	0	0	0	0	0	0	0	44	0	6	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	28	0	84	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	25
assemblage-523-751	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	23	0	0	33	0	60	0	0	0	0	0	0	0	0	59	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-370-248	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	59	0	24	0	0	0	0	0	21	0	0	0	146	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-757-602	0	0	0	0	0	0	0	0	28	0	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	58	0	0	0	0	0	0	0	10	0	0	0	207	0	0	0	0	19	0	0	0	0	81	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-943-355	0	0	0	0	0	0	0	0	52	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	187	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	39	0	0	15	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-618-292	0	0	0	0	0	0	0	0	7	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	84	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-937-366	0	0	0	0	0	0	0	0	20	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	85	0	28	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	111	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-340-683	0	0	0	0	0	0	0	0	26	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	121	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-474-731	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	38	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-519-125	0	0	0	0	0	0	0	0	30	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	5	91	0	0	0	0	0	0	0	0	124	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-685-929	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	1	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-668-930	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	95	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-264-339	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-612-775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	31	0	223	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9
assemblage-340-180	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	105	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-223-771	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	20
assemblage-211-180	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	10	0	265	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	111	0	0	0	7	0	0	0	0	0	16	0	0	0	11	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-234-166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	46	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-393-321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	51	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	10	8	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
