Assemblage_Name	1917144-1-1656466	3433085-7442402-4910008	3-5017438-7931056	1-1-2781933	1-1-1	3-2-3	728396-1-1	1352130-1-1	3-640162-3	3-7442402-8295627	3-7442402-3	3-7442402-4910008	6382447-3-1	1917144-1-1	2215683-2-3	3-2-4538085	6130345-2-3	2215683-7611985-3	728396-1-208778	6382447-3-1337374
assemblage-636-922	0	0	17	0	11	102	21	10	0	0	142	4	7	0	74	90	0	0	0	22
assemblage-595-739	0	0	0	0	0	167	0	0	0	0	26	0	42	44	111	10	0	0	14	16
assemblage-253-726	0	0	40	0	0	46	199	147	0	0	0	0	26	0	0	0	0	0	0	4
assemblage-234-166	0	0	0	0	0	8	0	0	0	46	96	0	0	0	270	0	0	69	0	8
assemblage-340-180	0	0	0	0	0	72	0	0	0	0	294	0	0	6	105	0	0	0	0	6
assemblage-943-355	52	49	0	0	0	110	0	0	0	0	187	0	0	0	39	0	15	0	0	17
assemblage-223-771	0	0	0	0	0	113	0	0	0	0	286	0	0	0	43	0	0	0	0	20
assemblage-255-725	0	0	31	0	0	65	231	117	0	0	0	0	28	0	0	0	0	0	0	5
assemblage-731-490	0	0	0	29	38	95	0	0	0	0	64	22	115	0	89	0	0	0	11	27
assemblage-594-508	0	0	24	0	6	99	19	4	0	0	156	11	0	0	94	68	0	0	0	19
assemblage-818-138	0	0	0	0	0	19	0	0	70	0	155	9	23	84	82	0	0	0	48	10
assemblage-523-751	146	0	0	0	0	44	0	0	0	0	101	23	33	60	59	0	16	0	0	9
assemblage-688-285	0	0	14	0	15	112	15	14	0	0	139	6	5	0	66	79	0	0	0	16
assemblage-757-602	28	9	0	0	0	58	0	0	10	0	207	19	0	81	42	0	0	0	0	20
assemblage-340-683	26	11	0	0	0	29	0	0	0	0	173	0	0	103	121	0	19	0	0	18
assemblage-612-775	0	0	0	0	0	38	0	0	0	31	223	0	0	11	179	0	0	0	0	9
assemblage-211-180	0	0	0	0	0	19	0	0	0	10	265	0	0	0	111	0	0	22	0	14
assemblage-264-339	0	0	0	0	0	0	0	0	0	0	314	0	0	35	120	0	0	0	0	14
assemblage-103-910	0	0	0	0	33	198	0	6	0	0	156	0	6	0	13	49	0	0	0	13
assemblage-370-248	0	105	0	0	0	59	0	0	21	0	146	4	0	0	88	0	0	0	0	9
assemblage-858-890	0	0	0	0	8	13	0	0	66	0	161	14	24	75	101	0	0	0	25	13
assemblage-618-292	7	43	0	0	0	67	0	0	0	0	228	0	0	0	84	0	30	0	0	25
assemblage-937-366	20	25	0	0	0	136	0	0	0	0	85	0	0	8	111	0	76	0	0	11
assemblage-685-929	0	20	0	0	0	247	0	0	0	0	55	0	0	16	103	0	0	0	0	21
assemblage-474-731	0	11	0	0	0	246	0	0	0	0	85	0	0	16	38	0	61	0	0	26
assemblage-393-321	0	0	0	0	0	138	0	0	0	0	196	0	0	0	15	0	0	75	0	7
assemblage-668-930	0	21	0	0	0	257	0	0	0	0	52	0	0	16	95	0	5	0	0	21
assemblage-519-125	30	6	0	0	0	27	0	0	0	0	193	0	0	91	124	0	11	0	0	13
assemblage-758-647	51	0	0	44	6	52	0	0	0	0	174	0	28	84	9	0	0	0	17	25
assemblage-918-974	0	0	0	23	5	43	0	0	11	0	181	7	8	0	146	0	0	0	46	10
