Assemblage_Name	2-7535099-0	2-1558078-0	1-8918004-2	2-4-5755049	2-4-3473322	0-1393227-3	6626882-2-1442967	7400820-4-0	2-2488185-0	8745900-2-1442967	995460-2-715170	2688339-2-2	1-3-1492768	0-1-3	2-4-7893577	0-1-3193390	1-2-715170	1-2-1442967	1776635-2-2	1-3301214-1442967	1-8287003-1	1-3-1	0-757179-3	2-4-0	7318693-2-2	1-6080804-715170	7505248-9768680-1442967	2-4-6471818	2-1-4043427	3153757-2-2	1-9768680-1442967	2-400897-0	0-6985679-3193390	2-3-2	6451264-4-0	1-3625486-715170	1-2-2	2-1302643-0	1-4-1	2-3-3337823	2-1-3	2-6191022-0	7995997-4-0	236634-2-1442967	2-7314549-0
assemblage-956-869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	164	0	0	0	24	0	56	0	0	0	0	0	0	40	0	0	0	0	0	132	0	0	0	0	0	0	0	12
assemblage-348-821	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	94	145	0	0	0	14	0	141	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	8
assemblage-803-103	0	0	0	0	0	113	0	0	0	0	0	0	0	0	5	0	110	79	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	88	0	25	0	0	0	0	0	4
assemblage-367-826	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	93	132	0	0	0	18	0	159	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	2
assemblage-493-756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	220	0	10	0	0	0	55	0	0	0	0	0	0	40	0	0	0	0	0	81	0	0	0	0	0	0	0	12
assemblage-735-364	0	0	0	0	12	0	0	0	0	0	0	0	0	0	28	0	0	30	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	8	17	0	78	0	0	0	0	0	12
assemblage-174-175	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	26	0	0	0	0	22	0	187	0	0	0	0	0	0	0	0	0	7	0	0	26	0	111	0	62	0	0	0	6
assemblage-945-370	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	171	21	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	51	0	0	118	0	0	27	0	0	0	0	14
assemblage-478-257	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	11	55	107	0	15	0	0	0	0	0	12
assemblage-505-311	0	0	18	0	0	23	0	0	0	0	0	0	0	0	0	0	153	31	0	0	0	90	0	70	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	7
assemblage-815-105	0	0	11	0	0	37	0	0	0	0	0	0	0	0	7	0	190	24	0	0	0	26	0	151	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	7
assemblage-984-355	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	141	28	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	55	0	0	124	0	0	30	0	0	0	0	9
assemblage-497-311	0	0	8	0	0	78	0	0	0	0	0	0	0	0	28	0	79	113	0	0	0	42	0	49	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	22
assemblage-994-556	0	7	0	0	0	0	0	0	0	0	0	0	5	120	0	0	49	31	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	8	0	62	0	0	0	0	0	14
assemblage-874-851	0	0	0	0	0	103	0	0	0	0	0	0	0	4	38	0	63	55	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	2
assemblage-559-595	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	44	0	0	0	0	23	0	151	0	0	0	0	0	0	0	0	0	8	0	0	20	0	77	0	102	0	0	0	12
assemblage-227-302	0	0	0	0	0	43	0	0	0	0	0	0	0	0	20	0	33	290	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	15
assemblage-644-334	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	37	18	0	0	0	39	0	324	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	10
assemblage-528-569	0	0	0	10	0	37	0	0	0	0	0	0	0	0	32	0	137	77	0	0	0	8	0	112	0	0	0	0	0	0	0	0	0	0	0	0	58	0	19	0	0	0	0	0	10
assemblage-988-792	0	0	0	0	0	49	0	0	0	0	0	0	0	0	33	0	75	129	0	0	0	6	0	20	4	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	12
assemblage-554-568	0	0	16	0	0	46	0	0	0	0	0	0	0	0	14	0	195	20	0	0	0	22	0	143	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	8
assemblage-655-312	0	0	0	0	0	82	0	0	0	0	0	0	0	42	121	0	64	17	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	73	0	12	0	0	0	0	0	6
assemblage-274-246	0	44	0	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	6	0	0	0	0	103	8	124	0	0	0	2
assemblage-775-935	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	6	66	48	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	20	0	0	45	0	73	0	35	0	0	0	12
assemblage-379-593	0	0	0	0	0	0	0	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	324	0	0	40	0	0	9	0	0	0	0	1
assemblage-165-150	0	36	0	0	0	0	0	0	0	0	0	0	0	121	0	0	139	46	0	0	0	7	0	56	0	0	0	0	0	0	0	0	0	14	0	0	65	0	0	0	7	0	0	0	9
assemblage-402-995	0	0	5	17	0	0	0	0	0	0	0	0	0	0	51	0	148	0	0	0	0	0	0	136	0	0	0	0	0	0	0	13	0	0	0	0	45	0	75	0	0	0	0	0	10
assemblage-357-449	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	17	43	45	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	13	0	0	55	0	116	0	31	0	0	0	14
assemblage-266-272	0	40	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	6	137	0	0	0	11
assemblage-352-867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	170	0	0	0	31	0	106	0	0	0	38	0	0	0	0	0	0	0	29	95	0	0	0	0	0	0	0	18
assemblage-202-305	0	0	14	0	0	15	0	0	0	0	0	0	0	0	0	0	161	53	0	0	0	90	0	67	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	2
assemblage-979-729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	107	0	0	0	8	0	63	0	0	7	0	0	6	166	0	0	0	0	0	86	0	0	0	0	0	0	0	7
assemblage-755-244	0	0	4	0	0	48	0	0	0	0	0	0	0	0	12	0	178	22	0	0	0	25	0	170	0	0	0	0	0	0	0	0	0	0	0	0	35	0	5	0	0	0	0	0	1
assemblage-498-742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	85	21	0	0	14	99	0	106	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	10
assemblage-999-809	0	0	0	0	0	53	0	0	0	0	0	0	0	0	37	0	99	99	0	0	0	0	0	19	14	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	18
assemblage-779-920	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	62	27	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	8	0	67	0	6	0	0	0	14
assemblage-750-265	0	0	0	0	0	8	3	0	0	0	0	0	0	0	13	0	69	249	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	64	0	16	0	0	0	0	0	1
assemblage-145-150	0	24	0	0	0	0	0	0	0	0	0	0	5	46	0	0	17	0	0	0	0	93	0	146	0	0	0	0	0	0	0	0	0	54	0	0	43	0	67	0	5	0	0	0	0
assemblage-383-901	0	0	0	0	0	39	0	0	0	0	0	0	0	0	15	0	61	254	0	0	0	29	0	39	0	0	0	0	0	0	22	0	0	0	0	0	35	0	0	0	0	0	0	0	6
assemblage-818-92	0	0	0	0	0	116	0	0	0	0	0	0	0	0	20	0	120	79	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	73	0	18	0	0	0	0	0	7
assemblage-779-928	0	9	0	0	0	0	0	0	0	0	0	0	42	20	0	0	42	0	0	0	0	25	0	262	0	0	0	0	0	0	0	0	0	0	0	0	74	0	13	0	6	0	0	0	7
assemblage-101-463	0	10	0	0	0	0	0	5	0	0	0	0	0	105	0	0	38	8	0	0	0	9	0	86	0	0	0	0	0	0	0	0	0	102	0	0	49	0	31	14	36	0	0	0	7
assemblage-618-780	0	0	0	0	0	57	0	0	0	0	0	0	0	0	63	0	17	98	0	0	0	69	0	99	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	7
assemblage-191-813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	75	25	0	0	20	106	0	75	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	8
assemblage-467-253	0	0	0	0	0	67	0	0	0	0	0	0	0	42	113	0	83	14	0	0	0	8	0	86	0	0	0	0	0	0	0	0	0	0	0	0	75	0	10	0	0	0	0	0	2
assemblage-766-933	0	0	0	0	0	10	0	0	0	0	0	0	0	0	42	40	36	0	0	0	0	64	0	157	0	0	0	0	0	0	0	0	0	5	0	0	87	0	10	0	41	0	0	0	8
assemblage-763-309	0	0	0	0	0	58	0	0	0	0	0	0	0	0	41	0	86	109	0	0	0	119	0	47	0	0	0	0	0	0	0	5	0	0	0	0	30	0	0	0	0	0	0	0	5
assemblage-541-590	0	0	4	30	0	0	0	0	0	0	0	0	0	0	51	0	148	3	0	0	0	0	0	162	0	0	0	0	0	0	0	12	0	0	0	0	31	0	55	0	0	0	0	0	4
assemblage-436-255	8	10	0	0	0	0	0	0	0	0	0	0	46	22	0	0	39	0	0	0	0	15	0	226	0	0	0	0	0	0	0	0	0	0	0	0	109	0	15	0	6	0	0	0	4
assemblage-569-598	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	31	0	0	0	0	24	0	155	0	0	0	0	0	0	0	0	0	7	0	0	17	0	96	0	105	0	0	0	5
assemblage-819-111	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	14	12	0	0	0	0	46	0	160	0	0	0	0	0	0	0	0	0	86	0	0	8	0	73	0	7	0	0	0	2
assemblage-951-437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	97	0	0	0	5	0	75	0	0	0	0	0	0	183	0	0	0	0	0	102	0	0	0	0	0	0	0	15
assemblage-786-950	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	11	57	76	0	27	0	0	0	0	0	7
assemblage-506-308	0	0	5	0	0	23	0	0	0	0	0	0	0	0	27	0	50	263	0	0	0	7	0	44	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	10
assemblage-840-870	0	0	0	0	6	0	0	0	0	0	0	0	0	0	39	0	0	39	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	16	0	85	0	0	0	0	0	12
assemblage-261-275	0	29	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	10	0	0	0	0	123	8	133	0	0	0	4
assemblage-897-236	0	0	0	0	0	88	0	0	0	0	0	0	0	5	50	0	81	62	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	1
assemblage-965-448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	13	0	33	0	82	0	174	0	0	0	0	0	38	30	0	0	0	0	0	105	0	0	0	0	0	0	0	6
assemblage-826-101	0	0	11	24	0	0	0	0	0	0	0	0	0	0	54	0	165	0	0	0	0	0	0	121	0	0	0	0	0	0	0	16	0	0	0	0	23	0	75	0	0	0	0	0	11
assemblage-111-459	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	41	13	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-818-101	0	17	0	0	0	0	0	0	0	0	0	0	0	113	0	0	124	52	0	0	0	16	0	65	0	0	0	0	0	0	0	0	0	33	0	0	69	0	0	0	0	0	0	0	11
assemblage-979-731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	160	0	0	0	0	0	138	0	0	0	0	0	0	119	0	0	0	0	0	58	0	0	0	0	0	0	0	16
assemblage-969-882	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	57	140	0	0	0	46	0	83	0	0	0	0	0	0	47	0	0	0	0	0	112	0	0	0	0	0	0	0	9
assemblage-769-313	0	0	19	0	0	9	0	0	0	0	0	0	0	0	0	0	138	27	0	0	0	87	0	91	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	7
assemblage-1003-809	0	0	0	0	0	38	0	0	0	0	0	0	0	0	84	0	27	103	0	0	0	80	0	77	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	2
assemblage-465-260	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	147	0	0	0	36	0	137	0	0	0	42	0	0	0	0	0	0	0	31	80	0	0	0	0	0	0	0	21
assemblage-176-154	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	22	0	0	0	0	25	0	175	0	0	0	0	0	0	0	0	0	3	0	0	10	0	99	0	118	0	0	0	0
assemblage-386-886	0	0	0	0	0	34	0	0	0	0	0	0	0	0	82	0	21	97	0	0	0	98	0	91	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	1
assemblage-1009-805	0	0	0	0	0	49	0	0	0	0	0	0	0	0	27	0	87	114	0	0	0	11	0	21	4	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	16
assemblage-634-846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	90	0	0	0	2	0	64	0	0	4	0	0	0	186	0	0	0	0	0	101	0	0	0	0	0	0	0	14
assemblage-777-926	0	0	0	0	0	18	0	0	0	0	0	0	4	7	26	37	43	0	0	0	0	32	0	177	0	0	0	0	0	0	0	0	0	17	0	0	86	0	5	0	38	0	0	0	10
assemblage-772-449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	60	0	0	0	15	0	125	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	20	0	0	14
assemblage-985-802	0	0	0	0	0	59	0	0	0	0	0	0	0	0	37	0	75	124	0	0	0	6	0	25	12	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	11
assemblage-282-274	0	28	0	0	0	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	10	0	0	0	0	120	0	122	0	0	0	15
assemblage-615-860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	59	0	0	0	10	0	139	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	24	0	0	18
assemblage-224-283	0	0	0	1	0	187	0	0	0	0	0	0	0	0	11	0	23	12	23	0	0	0	0	79	0	0	0	0	0	0	0	17	0	0	0	0	127	9	0	0	0	0	0	0	11
assemblage-285-166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	97	197	0	9	0	7	0	48	0	0	0	0	0	0	35	0	0	0	0	0	88	0	0	0	0	0	0	0	7
assemblage-282-184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	45	135	0	0	0	17	0	135	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	11
assemblage-648-313	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	65	20	0	0	0	32	0	317	0	0	0	0	0	0	0	0	0	0	0	0	26	0	4	0	0	0	0	0	11
assemblage-617-164	0	0	0	0	0	58	0	0	0	0	0	0	0	0	34	0	75	121	0	0	0	11	0	17	8	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	8
assemblage-993-573	0	4	0	0	0	0	0	0	0	0	0	0	9	104	0	0	62	38	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	7	0	58	0	7	0	0	0	5
assemblage-955-872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	79	17	0	0	7	129	0	75	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	10
assemblage-115-478	0	0	0	0	0	65	0	0	0	0	0	0	0	0	41	0	124	97	0	0	0	110	0	43	0	0	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	0	0	0	3
assemblage-602-829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	104	0	0	0	0	0	54	0	0	5	0	0	0	188	0	0	0	0	0	99	0	0	0	0	0	0	0	13
assemblage-474-839	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	10	9	0	0	0	0	44	0	148	0	0	0	0	0	0	0	0	0	86	0	0	13	0	63	0	9	0	0	0	5
assemblage-945-434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	107	0	0	0	0	0	86	0	0	0	0	0	0	196	0	0	0	0	0	79	0	0	0	0	0	0	0	10
assemblage-630-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	174	0	0	0	0	0	131	0	0	0	0	0	0	124	0	0	0	0	0	42	0	0	0	0	0	0	0	15
assemblage-392-1005	0	0	13	0	0	44	0	0	0	0	0	0	0	0	9	0	195	20	0	0	0	29	0	154	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	8
assemblage-591-603	0	34	0	0	0	0	0	0	0	0	0	0	0	120	0	0	119	39	0	0	0	17	0	59	0	0	0	0	0	0	0	0	0	24	0	0	81	0	0	0	0	0	0	0	7
assemblage-454-277	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	5	48	51	0	0	0	0	0	121	0	0	0	0	8	0	0	0	0	16	0	0	61	0	103	0	36	0	0	0	4
assemblage-438-254	0	0	0	0	0	0	0	0	0	0	0	0	8	115	0	0	70	36	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	6	0	55	0	0	0	0	0	9
assemblage-359-436	0	0	0	0	0	0	0	0	0	0	0	0	11	53	4	12	42	17	0	0	0	20	0	207	0	0	0	0	0	0	0	0	0	5	0	0	52	0	49	0	17	0	0	0	11
assemblage-192-834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	44	154	0	0	0	24	0	128	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	14
assemblage-986-557	0	0	0	0	0	10	0	0	0	0	0	0	0	6	42	31	52	0	0	0	0	57	0	191	0	0	0	0	0	0	0	0	0	11	0	0	63	0	1	0	25	0	0	0	11
assemblage-517-758	0	0	0	0	0	0	0	0	0	4	0	0	0	0	33	0	43	118	0	0	0	13	0	142	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	4
assemblage-1001-562	0	0	0	0	0	0	0	0	0	0	0	0	6	113	0	0	55	26	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	7	0	51	0	9	0	0	0	10
assemblage-404-873	0	0	0	0	0	68	0	0	0	0	0	0	0	0	34	0	62	120	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	15
assemblage-574-599	0	15	0	0	0	0	0	0	0	0	0	0	0	112	0	0	112	48	0	0	0	21	0	78	0	0	0	0	0	0	0	0	0	24	0	0	78	0	3	0	0	0	0	0	9
assemblage-574-610	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	8	9	0	0	0	0	26	0	171	0	0	0	0	0	0	0	0	0	95	0	0	16	0	51	0	17	0	0	0	6
assemblage-822-107	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	20	4	0	0	0	0	46	0	149	0	0	0	0	0	0	0	0	0	99	0	0	11	0	59	0	8	0	0	0	7
assemblage-278-277	0	34	0	0	0	0	0	0	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	6	0	0	0	0	110	2	141	0	0	0	4
assemblage-204-828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	129	0	0	0	24	0	75	0	0	0	0	0	0	60	0	0	0	0	0	136	0	0	0	0	0	0	0	17
assemblage-157-167	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	20	3	0	0	0	0	41	0	153	0	0	0	0	0	0	0	0	0	133	0	0	3	0	56	0	7	0	0	0	1
assemblage-643-151	0	0	0	0	0	49	0	0	0	0	0	0	0	0	97	0	14	79	0	0	0	77	0	97	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	3
assemblage-411-992	0	0	0	0	0	94	0	0	0	0	0	0	0	0	11	0	128	64	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	85	0	27	0	0	0	0	0	4
assemblage-1010-584	4	9	0	0	0	0	0	0	0	0	0	0	56	35	0	0	42	0	0	0	0	36	0	221	0	0	0	0	0	0	0	0	0	0	0	0	72	0	9	0	5	0	0	0	11
assemblage-514-764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	71	212	0	16	0	0	0	46	0	0	0	0	0	0	45	0	0	0	0	0	98	0	0	0	0	0	0	0	7
assemblage-829-98	0	0	0	0	0	7	0	0	0	0	0	0	0	0	19	0	73	226	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	61	0	26	0	0	0	0	0	4
assemblage-386-815	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	86	135	0	0	0	21	0	157	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	5
assemblage-963-874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	90	21	0	0	15	112	0	85	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	5
assemblage-781-441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	142	0	0	0	0	0	0	130	0	0	0	0	0	41	0	0	0	0	0	0	0	11
assemblage-369-820	0	0	0	0	6	0	0	0	0	0	0	0	0	0	35	0	0	36	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	3	25	0	105	0	0	0	0	0	17
assemblage-725-344	0	0	0	0	2	0	0	0	0	0	0	0	0	0	43	0	0	22	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	10	23	0	86	0	0	0	0	0	19
assemblage-617-789	0	0	0	0	0	29	0	0	0	0	0	0	0	0	9	0	44	290	0	0	0	18	0	46	0	6	0	0	0	0	12	0	0	0	0	0	45	0	0	0	0	0	0	0	1
assemblage-99-464	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	40	13	39	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4
assemblage-354-873	0	0	0	0	0	65	0	0	0	0	0	0	0	35	110	0	82	20	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	81	0	4	0	0	0	0	0	9
assemblage-405-1011	0	0	7	0	0	41	0	0	0	0	0	0	0	0	5	0	187	17	0	0	0	29	0	146	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	6
assemblage-859-854	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	93	149	0	0	0	13	0	142	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	8
assemblage-443-264	8	18	0	0	0	0	0	0	0	0	0	0	43	21	0	0	63	0	0	0	0	24	0	210	0	0	0	0	0	0	0	0	0	0	0	0	77	0	13	0	8	0	0	0	15
assemblage-734-252	0	0	0	0	0	16	0	0	0	0	0	0	0	0	24	0	87	217	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	72	0	12	0	0	0	0	0	6
assemblage-449-851	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	32	0	0	0	0	46	0	174	0	0	0	0	0	0	0	0	0	0	0	0	13	0	74	0	91	0	0	0	2
assemblage-395-985	0	0	0	0	0	101	0	0	0	0	0	0	0	0	6	0	139	78	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	80	0	19	0	0	0	0	0	5
assemblage-730-350	0	0	0	0	0	0	0	0	0	0	0	0	0	27	39	0	71	54	0	0	0	55	0	194	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	4
assemblage-405-899	0	0	0	0	0	64	0	0	0	0	0	6	0	0	0	0	186	35	0	0	0	25	0	90	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	4
assemblage-747-371	0	0	0	0	0	112	0	0	0	0	0	0	0	0	30	0	60	65	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	8
assemblage-906-247	0	0	0	0	0	0	0	0	0	0	0	0	0	39	53	0	57	32	0	0	0	54	0	204	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	3
assemblage-475-256	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	10	53	65	0	20	0	0	0	0	0	10
assemblage-644-161	0	0	0	0	0	73	0	0	0	0	0	18	0	0	7	0	156	41	0	0	0	35	0	76	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	5
assemblage-367-421	0	0	0	0	0	12	0	0	0	0	0	0	0	0	40	49	38	0	0	0	0	47	0	192	0	0	0	0	0	0	0	0	0	8	0	0	65	0	4	0	23	0	0	0	22
assemblage-564-597	0	19	0	0	0	0	0	0	0	0	0	0	0	111	0	11	101	39	0	0	0	21	0	87	0	0	0	0	0	0	0	0	0	22	0	0	79	0	2	0	0	0	0	0	8
assemblage-638-795	0	0	0	0	0	68	0	0	0	0	0	13	0	0	7	0	151	39	0	0	0	55	0	78	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	2
assemblage-783-932	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	7	74	81	0	20	0	0	0	0	0	14
assemblage-996-803	0	0	0	0	0	23	0	0	0	0	0	0	0	0	6	0	61	268	0	0	0	26	0	24	0	2	0	0	0	0	35	0	0	0	0	0	46	0	0	0	0	0	0	0	9
assemblage-352-856	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	64	15	0	0	0	39	0	320	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	8	0	0	0	7
assemblage-777-942	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	168	0	0	0	35	0	123	0	0	0	49	0	0	0	0	0	0	0	32	75	0	0	0	0	0	0	0	13
assemblage-1007-738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	46	0	0	0	27	0	102	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	15	0	0	15
assemblage-361-855	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	48	16	0	0	0	33	0	348	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	6	0	0	0	5
