Assemblage_Name	585414-3-0	9304375-4-6327476	404229-4-6212554	404229-4-7531251	4-3541230-3	3220773-2-3	9345780-2-3	2504471-4-3	3-3-0	8552214-3-1	4-2668370-3	7244929-2-606767	2695900-4-1511534	4-2-6690876	4505553-4-3	3506785-4-3	5034546-2-6949036	5788601-2-3	1964432-2-2898417	2992088-4-4	7937604-3-0	4284225-2-2898417	8260495-2-2898417	4-3404556-3	7103532-2-606767	7846608-2-3	4-4-1511534	7244929-2-8531824	4-2-5283109	4-4-1076784	8527993-3-3511980	664761-2-3	9304375-4-4	8306339-4-1511534	8527993-5019433-0	8186580-3077164-3	4392689-4-4	4293034-3077164-3	1-1493498-2117340	1813106-2-3	8552214-8188053-1	5359480-2-3	4-4751027-5283109	4-7182618-3	4539042-4-3	4-5785429-606767	1-2845650-4	4-4-4	4-4-3	1-4-7055600	8527993-3-6853480	4-2-3	0-3-1	6241274-2-606767	4-4-6160069	4-2-606767	4-2-2898417	4-2-1809722	8337326-4-4	4-3077164-3	4-5622041-3	7768461-2-606767	4-5622041-2148780	8527993-3-0	1-4-4	1875854-4-4	4-2470601-606767	4-2-7472940	4-2-6949036	4-2-6409904	4-3554288-3	9304375-4-8525301	0-8637044-1	6258633-4-1511534	4-6990168-3	404229-4-4	4-2-130260	4-2117183-1511534	4-4-2169932	3803718-4-4
assemblage-468-265	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	160	0	22	0	0	0	0	0	37	0	0	0	0	0	0	0	0	22	0	0	52	0	0	0	19
assemblage-407-904	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	85	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	95	0	0	110	0	0	0	6	83	0	0	18	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	19
assemblage-730-369	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	149	0	0	0	33	0	0	0	0	52	0	0	62	28	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10
assemblage-940-453	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	9	0	28	40	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	10
assemblage-171-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	53	171	6	0	0	0	0	0	0	0	0	0	0	39	152	0	0	0	0	0	0	0	11	0	6	0	0	0	0	16
assemblage-993-792	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	14	31	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	111	0	0	7	13	54	0	0	12	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	25
assemblage-368-841	0	0	0	10	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	21	0	0	0	84	41	0	0	0	20	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-541-582	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	34	0	0	0	120	0	4	0	0	0	0	0	0	0	16	0	0	0	0	0	144	0	0	105	0	0	0	25	0	0	0	0	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-614-784	45	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	58	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	48	0	0	29	0	0	0	67	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-171-169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	92	167	0	0	0	0	0	0	0	0	0	0	0	38	142	0	0	0	0	0	0	0	5	0	6	0	0	0	0	12
assemblage-823-113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	21	18	0	0	0	0	0	0	0	0	0	0	0	13	184	0	0	0	0	0	0	0	6	0	0	0	0	0	0	33
assemblage-259-175	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	104	5	0	0	11	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-238-294	71	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	96	0	0	0	64	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	16
assemblage-793-937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	93	0	0	0	127	17	0	0	0	0	0	0	57	95	0	0	0	0	0	0	0	0	0	0	52	0	0	0	11
assemblage-642-157	47	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	82	4	0	0	0	0	0	0	0	0	0	0	14	0	0	0	35	0	0	48	0	0	0	38	0	0	0	0	0	0	0	0	8	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-386-578	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-607-790	39	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	104	10	0	0	0	0	0	0	0	0	0	0	19	0	0	0	32	0	0	26	0	0	0	63	0	0	0	0	0	0	0	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-912-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	134	0	0	0	94	0	0	0	0	101	0	12	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-410-1014	58	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	12	0	10	5	0	0	0	0	13	0	0	0	0	0	150	0	15	0	2	0	0	0	0	0	0	0	0	0	0	0	64	0	0	10	0	0	0	42	32	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-620-164	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	7	0	0	0	105	25	0	0	0	0	0	0	0	13	0	185	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-951-342	0	0	0	0	0	19	0	0	132	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	102	73	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	40	0	0	0	9	0	0	0	0	0	0	14
assemblage-799-102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	80	161	0	0	0	0	0	0	0	0	0	0	0	24	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-352-864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	70	0	0	0	61	0	0	0	0	92	0	0	58	76	0	0	0	0	0	0	0	20	0	0	6	0	0	0	12
assemblage-963-868	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	151	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	77	0	0	19	0	0	0	0	0	0	0	0	11	21
assemblage-357-864	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	87	0	0	0	0	0	0	0	0	139	0	0	56	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-344-429	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	11	54	0	0	0	0	0	0	0	0	25	0	0	0	222	0	0	0	0	0	0	0	49	0	39	0	0	0	0	15
assemblage-290-286	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	53	212	41	0	0	0	0	0	0	0	0	0	0	51	26	0	0	6	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-363-462	0	0	0	0	0	0	0	0	7	0	31	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	181	0	0	0	0	0	0	0	0	0	0	0	64	118	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5
assemblage-489-327	98	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	18	0	23	0	6	0	0	0	0	0	0	0	0	0	0	0	96	0	0	28	0	0	0	15	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-756-230	0	0	0	9	0	0	0	0	0	0	0	88	0	9	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	69	0	0	0	91	6	0	0	0	60	0	0	19	13	0	0	0	0	0	0	42	0	0	0	0	0	0	0	13
assemblage-463-280	0	0	0	0	0	0	0	0	5	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	8	144	0	0	0	136	0	0	0	0	0	0	0	7	81	0	0	0	0	0	0	0	49	0	0	9	0	0	0	7
assemblage-216-821	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	24	0	0	0	0	18	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	65	0	23	0	97	22	0	0	0	0	8	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-669-336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	67	0	0	0	68	0	0	0	0	85	0	0	78	73	0	0	0	0	0	0	0	9	0	0	0	0	0	0	11
assemblage-119-470	0	0	0	0	0	0	0	0	15	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	33	10	0	0	0	0	0	0	116	0	0	2	89	0	0	0	0	0	0	0	0	0	0	94	66	0	0	0	0	0	0	0	32	0	0	0	0	0	0	6
assemblage-791-118	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	25	14	0	0	0	0	0	0	0	0	0	0	0	17	219	0	0	0	0	0	0	0	14	0	7	0	0	0	0	16
assemblage-958-370	0	0	0	0	0	25	0	0	132	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	26	0	0	68	84	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	40	0	0	0	20	0	0	0	0	0	0	6
assemblage-107-490	79	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	45	0	38	0	6	0	0	0	0	0	0	0	0	0	0	0	102	0	0	34	0	0	0	22	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-949-365	0	0	0	0	0	17	0	0	146	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	0	113	63	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	30	0	0	0	9	0	0	0	0	0	0	8
assemblage-516-770	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	23	0	0	0	0	0	0	99	9	0	0	2	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-770-926	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	71	0	0	0	0	0	0	0	0	60	0	0	93	185	0	0	0	0	0	0	0	33	0	0	0	0	0	0	15
assemblage-395-903	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	12	0	0	0	114	17	0	0	0	0	0	0	0	21	0	167	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-563-597	0	0	0	0	0	0	0	0	71	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	125	12	0	0	0	0	0	21	0	0	0	0	0	76	0	0	0	41	0	0	0	63	0	0	0	0	0	0	6
assemblage-816-95	0	0	0	0	0	0	0	0	0	0	0	129	0	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	55	0	0	0	68	0	0	0	0	70	0	0	18	12	0	0	0	0	0	0	44	0	0	0	0	0	0	0	29
assemblage-471-239	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	141	0	0	0	131	8	0	0	0	0	0	0	47	71	0	0	0	0	0	0	0	0	0	0	28	0	0	0	4
assemblage-262-172	39	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	66	0	0	9	0	25	0	0	0	0	0	0	0	0	0	0	61	0	0	15	0	9	0	72	21	0	0	0	0	0	0	0	0	0	67	0	0	15	0	0	0	0	0	0	0	0	0	31
assemblage-983-722	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	168	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	47	0	10	54	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-657-321	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	90	0	0	0	0	0	0	0	0	103	0	0	49	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-925-224	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	140	0	0	0	33	0	0	0	0	70	0	0	54	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-945-351	0	0	0	0	0	11	0	0	121	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	17	0	0	110	88	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	46	0	0	0	21	0	0	0	0	0	0	7
assemblage-271-166	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	99	0	0	0	0	0	36	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	51	0	0	22	0	0	0	21	84	0	0	0	0	0	0	0	0	0	58	0	0	52	0	0	0	0	0	0	0	0	0	5
assemblage-604-798	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	8	0	0	0	112	19	0	0	0	0	0	0	0	26	0	197	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-906-226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	12	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	49	0	0	0	161	4	0	0	0	58	0	0	9	9	0	0	0	0	0	0	18	0	0	0	0	0	0	0	10
assemblage-618-855	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	32	45	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	13
assemblage-510-764	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	18	0	0	0	0	0	0	102	17	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-272-157	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	40	0	0	0	0	0	0	91	12	0	0	7	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-1005-552	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	208	0	0	0	0	0	0	0	0	0	0	0	60	116	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13
assemblage-755-235	0	0	0	0	0	0	0	7	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	114	0	0	0	134	40	0	0	0	0	0	0	8	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-1009-796	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19	0	0	0	0	0	135	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	73	0	0	101	0	0	9	10	58	0	0	10	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	9
assemblage-937-434	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	125	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	17	0	0	25	0	22	0	13	35	0	0	0	0	0	0	0	0	0	47	0	0	17	0	0	0	0	0	0	0	0	0	16
assemblage-117-516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	40	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	116	0	0	45	0	0	0	134	0	0	0	0	0	0	0	0	89	0	37	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-524-564	0	0	0	0	0	0	0	0	0	0	0	108	0	17	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	29	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	84	0	0	0	101	14	0	0	0	52	0	0	8	12	0	0	0	0	0	0	35	0	0	0	0	0	0	0	11
assemblage-213-296	106	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	30	0	32	0	8	0	0	0	0	0	0	0	0	0	0	0	103	0	0	36	0	0	0	15	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-753-311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	40	0	0	0	119	0	0	0	0	0	0	0	0	82	0	23	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-505-307	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	66	0	0	0	118	27	0	0	0	0	0	0	0	10	0	0	0	0	0	0	41	0	0	0	0	0	0	0	15
