Assemblage_Name	1347817-0-2	2-0-5244516	1-1-1	2-0-2413411	6859665-0-2	2-7419905-2	2-6307046-2	2-9172384-2	2-7124312-2276679	2-0-555609	2-599003-2	9679450-0-2276679	5416679-0-2	2-0-7765875	7794732-0-2	2329702-0-2	2-1464537-2	278522-0-276209	278522-3904446-2	2-0-7793833	6774485-0-2	2-230678-2	1-4-2215603	5216123-0-0	2-2217009-2	3595049-0-2	2-3511484-424385	2-603275-2	1634844-0-2	9679450-6110353-2276679	6686974-0-2	2-0-1150819	2-0-6237654	2-0-82563	0-0-0	2622172-0-2	9983436-0-2	2-1875055-2	278522-0-2	2-0-4237150	3845800-0-2	3628084-0-2	0-6500049-0	9780007-0-2	2-0-424385	2-0-1760445	125480-0-2	278522-0-2272640	2-0-2	2-8747948-2276679	8699435-0-2	1-4-0	2-0-842876	3-4-4	2-0-3812677	2-0-2276679	3-4-8006948	2-4341609-7068528	2-9059773-2	8132903-0-2	2-0-7068528	858295-9567499-0	278522-0-9403741
assemblage-509-774	0	0	0	0	9	0	0	0	44	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	111	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	113	15	0	0	0	0	15	0	2
assemblage-792-426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	77	0	0	0	0	0	7	0	0	0	141	0	0	0	0	0	62	11	0	0	0	0	168	0	3
assemblage-947-458	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	186	0	0	0	0	0	24	0	0	0	41	0	0	0	0	0	118	26	0	6	0	0	42	0	7
assemblage-970-448	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	168	0	0	0	0	0	22	0	0	0	32	0	0	0	0	0	128	40	0	9	0	0	47	0	8
assemblage-781-432	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	214	0	0	0	0	0	27	0	0	0	42	0	0	0	0	0	118	17	0	5	0	0	27	0	8
assemblage-789-310	0	0	0	0	0	0	9	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	56	0	0	0	275	0	0	0	0	0	38	50	0	0	0	0	0	0	21
assemblage-580-593	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	79	0	0	0	37	0	0	0	0	36	0	0	0	9	241	0	0	21	0	0	0	33	10	0	0	0	0	0	8
assemblage-775-446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	64	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	20	41	0	0	0	0	0	0	3
assemblage-486-244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	11	0	35	0	21	0	0	0	286	0	4	0	0	0	0	58	0	0	0	0	0	0	18
assemblage-992-736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	18	143	0	0	0	0	0	9	0	0	0	247	0	0	0	0	0	42	25	0	0	0	0	0	0	1
assemblage-468-265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	27	0	0	0	0	6	0	0	0	0	394	0	0	0	46	0	0	0	0	0	0	0	0	0	4
assemblage-407-904	0	0	0	0	16	0	0	0	36	0	22	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	294	0	0	0	0	0	11	0	0	0	0	0	87	0	14
assemblage-730-369	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	83	0	0	0	0	4	0	0	0	0	270	0	0	0	0	0	0	43	0	0	0	0	0	0	9
assemblage-940-453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	23	160	0	0	0	0	0	15	0	0	0	241	0	0	0	0	0	34	11	0	0	0	0	0	0	4
assemblage-171-164	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	63	0	0	0	33	0	0	0	0	38	0	0	0	0	237	0	0	34	0	0	0	54	9	0	0	0	0	0	15
assemblage-993-792	0	0	0	0	21	0	0	0	34	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	281	0	0	0	0	0	13	0	0	0	0	0	90	0	27
assemblage-368-841	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	8	17	0	8	0	0	0	286	0	0	0	0	0	0	68	0	0	0	0	0	0	4
assemblage-541-582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	19	0	0	0	0	0	49	0	0	0	243	0	0	0	0	0	0	24	0	0	0	0	17	0	7
assemblage-614-784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	12	0	0	0	0	33	0	0	0	0	0	15	0	0	0	266	0	0	0	0	0	0	156	0	0	0	0	0	0	9
assemblage-171-169	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	65	0	0	0	25	0	0	0	0	49	0	0	0	9	241	0	0	26	0	0	0	39	10	0	0	0	0	0	7
