Assemblage_Name	8274091-2-2	3-2-5626839	1-1-3	3-2-7229580	0-9767903-3	460007-3-3	1-0-1	3027845-2-2	6798467-2-2	8719864-4-0	1-1141281-3	8595189-2-2	5932291-2-4792618	3-2-5880290	0-1-0	0-4993264-3	2-4-995259	2-4-8557595	9352451-2-2	7175272-2-2	460007-7457213-3	2-4-6480283	3-5086362-2	275734-2-2	1-8678043-3	3-2-9287723	4716043-5086362-2	7377577-1-0	8890354-2-2	1-6025299-3	0-3-3	3-2-5597759	2-4-0	3521467-2-4792618	2-4-775253	3960093-2-2	0-1466808-3	332423-2-2	275021-2-2	2-4-4821555	0-3-6587199	278962-1-3	3-7334711-2	3-576399-2	3-2-2	3-2-5615730	0-5385850-3	6516226-4-0	3-1146080-2	0-3-320774	0-2064172-3
assemblage-509-774	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	7	52	0	0	0	0	0	0	0	0	0	47	12	0	6	0	0	0	0	0	0	0	0	263	0	0	0	0	0	9
assemblage-792-426	0	0	0	0	0	0	0	21	0	0	0	7	0	13	0	0	0	0	0	0	0	0	37	0	0	0	19	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	7	0	8
assemblage-947-458	0	0	0	0	0	0	0	12	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	9
assemblage-970-448	0	0	0	0	0	0	0	18	0	0	0	0	0	33	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	11
assemblage-781-432	0	0	0	0	0	0	0	7	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	13
assemblage-789-310	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	22	8	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	11
assemblage-580-593	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	69	0	143	0	7	0	0	0	0	0	0	0	0	0	0	0	154	0	36	0	0	0	10
assemblage-775-446	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	21	333	0	0	0	0	0	6
assemblage-486-244	0	0	18	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	151	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	11
assemblage-992-736	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	14
