Assemblage_Name	1-2079947-0	3624225-4-0	1-6626947-0	1-4-3582090	8012874-4-0	3-1-6205539	592625-4-0	6221659-4-0	1-2-4	5566696-4-0	1-4-0	1-7272293-0	4304861-4-3	3-4953473-3	3-4-3	1-3029817-0	6776634-1-3	8064123-4-3	2-3-4	4-3-3	1-2774853-0	7575961-4-3	1-4-3262173	3-1-3	3-9035703-3	3-4-447225	3-2277074-3	3-1663510-3
assemblage-216-821	0	0	0	0	0	0	0	0	0	0	355	0	0	0	128	0	0	0	0	0	0	0	0	12	0	0	0	5
assemblage-669-336	0	0	0	0	26	0	0	0	0	0	142	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-119-470	0	0	0	0	0	0	0	0	78	0	136	0	0	0	100	0	0	0	0	0	0	0	0	184	0	0	0	2
assemblage-791-118	0	0	0	0	0	0	0	0	0	0	130	0	0	0	252	0	0	0	0	0	0	0	0	100	0	0	10	8
assemblage-958-370	0	0	0	0	0	0	0	0	0	0	79	0	0	0	320	0	0	0	11	19	0	0	0	69	0	0	0	2
assemblage-107-490	0	0	0	0	0	0	0	0	0	0	318	0	0	0	48	0	0	0	0	0	0	0	0	134	0	0	0	0
assemblage-949-365	0	0	0	0	0	0	0	0	0	0	86	0	0	0	323	0	0	0	15	19	0	0	0	57	0	0	0	0
assemblage-516-770	0	0	0	0	0	0	0	0	0	0	360	0	0	0	85	0	0	0	0	0	0	0	0	55	0	0	0	0
assemblage-770-926	0	0	0	0	43	0	0	0	0	0	91	0	0	0	330	0	0	0	0	0	0	0	0	35	0	0	0	1
assemblage-395-903	0	0	0	0	0	0	0	0	0	0	312	0	0	0	133	0	0	0	0	0	0	0	0	51	0	0	0	4
assemblage-563-597	0	0	0	0	0	0	35	0	0	0	176	0	0	0	256	0	0	0	0	0	0	0	0	29	0	0	0	4
assemblage-816-95	0	0	0	0	0	2	0	0	0	0	133	0	0	0	225	0	0	0	0	0	0	0	0	137	0	0	0	3
assemblage-471-239	0	0	0	0	0	0	0	0	0	0	155	0	0	0	185	0	0	0	0	0	0	0	0	151	0	0	0	9
assemblage-262-172	0	0	0	13	0	0	0	0	0	0	373	0	0	0	87	0	0	0	0	0	0	0	0	25	0	0	0	2
assemblage-983-722	0	0	0	21	0	0	0	0	0	0	309	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-657-321	0	0	0	0	62	0	0	0	0	0	102	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-925-224	0	0	18	0	52	0	0	0	0	0	58	0	0	0	316	0	0	0	0	0	0	0	0	54	0	0	0	2
assemblage-945-351	0	0	0	0	0	0	0	0	0	0	97	0	0	0	316	0	0	0	12	12	0	0	0	61	0	0	0	2
assemblage-271-166	0	0	0	57	0	0	0	0	0	0	362	0	0	0	65	0	0	0	0	0	0	0	0	8	0	0	0	8
assemblage-604-798	0	0	0	0	0	0	0	0	0	0	299	0	0	0	141	0	0	0	0	0	0	0	0	60	0	0	0	0
assemblage-906-226	0	0	0	0	0	0	0	0	0	0	151	0	0	0	194	0	0	0	0	0	0	0	0	151	0	0	0	4
assemblage-618-855	8	0	0	0	0	0	0	0	0	0	476	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-510-764	0	0	0	0	0	0	0	0	0	0	328	0	0	0	111	0	0	0	0	0	0	0	0	61	0	0	0	0
assemblage-272-157	0	0	0	0	0	0	0	0	0	0	361	0	0	0	80	0	0	0	0	0	0	0	0	56	0	0	0	3
assemblage-1005-552	0	0	0	0	65	0	0	0	0	0	250	0	0	0	176	0	0	0	0	0	0	0	0	5	0	0	0	4
assemblage-755-235	0	0	0	0	21	0	0	0	0	0	97	0	0	0	296	0	0	20	0	0	0	6	5	35	20	0	0	0
assemblage-1009-796	0	0	0	0	0	0	0	0	0	0	358	0	19	0	92	0	0	0	0	0	0	0	0	22	0	0	0	9
assemblage-937-434	0	0	0	13	0	0	0	0	0	21	390	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-117-516	0	0	0	0	0	0	0	0	0	0	263	0	0	0	130	0	0	0	0	0	0	0	0	104	0	0	0	3
assemblage-524-564	0	0	0	0	0	0	0	0	0	0	124	0	0	0	252	0	0	0	0	0	0	0	0	118	0	0	0	6
assemblage-213-296	0	0	0	0	0	0	0	0	0	0	301	0	0	0	54	0	0	0	0	0	0	0	0	142	0	0	0	3
assemblage-753-311	0	0	0	0	0	0	0	0	0	0	259	0	0	0	112	0	0	0	0	0	0	0	0	124	0	0	0	5
assemblage-505-307	0	0	0	0	0	0	0	0	0	0	268	0	0	0	145	0	0	0	0	0	0	0	0	82	0	0	0	5
assemblage-205-814	0	0	0	0	0	0	0	0	0	0	432	0	0	0	22	0	0	0	0	0	0	0	0	44	0	0	0	2
assemblage-371-826	0	0	20	0	44	0	0	0	0	0	56	0	0	0	320	0	0	0	0	0	0	0	0	56	0	0	0	4
assemblage-533-582	0	0	0	0	0	0	0	0	0	0	254	0	0	0	82	0	0	26	0	0	0	0	0	136	0	0	0	2
assemblage-808-943	0	0	10	0	0	0	0	0	0	0	109	0	0	0	201	0	0	0	0	0	0	0	0	174	0	0	0	6
assemblage-596-807	0	0	0	0	0	0	0	0	0	0	284	0	0	0	136	0	0	0	0	0	0	0	0	72	0	0	0	8
assemblage-540-587	0	0	0	0	0	0	0	0	0	0	151	0	0	0	214	0	0	0	0	0	0	0	0	129	0	0	0	6
assemblage-447-857	0	0	0	0	29	0	10	0	0	0	189	0	0	0	210	0	0	0	0	0	0	0	0	57	0	0	0	5
assemblage-736-358	0	0	13	0	0	0	0	0	0	0	179	0	0	0	173	0	0	0	0	0	0	0	0	128	0	0	0	7
assemblage-958-360	0	0	0	0	0	0	0	0	0	0	98	0	0	0	304	0	0	0	11	26	0	0	0	60	0	0	0	1
assemblage-454-843	0	0	0	0	63	0	0	0	0	0	214	8	0	0	112	0	0	0	0	0	0	0	0	89	0	14	0	0
assemblage-402-993	0	0	0	0	23	0	0	0	0	0	103	0	0	0	263	0	0	34	0	0	0	13	0	28	30	0	0	6
assemblage-866-859	0	0	0	0	16	0	0	0	0	0	121	0	0	0	284	0	0	0	0	0	0	0	0	76	0	0	0	3
assemblage-985-738	4	0	0	0	0	0	0	0	0	0	478	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-801-92	0	0	0	0	0	0	0	0	0	0	143	0	0	0	226	0	0	0	0	0	0	0	0	129	0	0	0	2
assemblage-771-316	0	0	0	0	0	0	0	0	0	0	283	0	0	0	134	0	0	0	0	0	0	0	0	81	0	0	0	2
assemblage-977-744	0	0	0	0	0	0	0	0	0	78	319	0	0	0	81	0	0	0	0	0	9	0	0	10	0	0	0	3
assemblage-368-829	0	0	0	0	5	0	0	0	0	0	139	0	0	0	233	0	0	0	0	0	0	0	0	123	0	0	0	0
assemblage-278-161	0	0	0	41	0	0	0	0	0	0	382	0	0	0	71	0	0	0	0	0	0	0	0	2	0	0	0	4
assemblage-516-571	0	0	0	0	0	0	0	0	0	0	234	0	0	0	222	0	0	0	0	0	0	0	0	39	0	0	0	5
assemblage-766-303	0	0	0	0	0	0	0	0	0	0	273	0	0	0	140	0	0	0	0	0	0	0	0	83	0	0	0	4
assemblage-403-900	0	0	0	0	0	0	0	0	0	0	306	0	0	0	127	0	0	0	0	0	0	0	0	67	0	0	0	0
assemblage-768-310	0	0	0	0	0	0	0	0	0	0	256	0	0	0	137	0	0	0	0	0	0	0	0	103	0	0	0	4
assemblage-112-482	0	0	0	0	0	0	0	0	95	0	153	0	0	0	91	0	0	0	0	0	0	0	0	161	0	0	0	0
assemblage-630-843	11	0	0	0	0	0	0	0	0	5	473	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-145-505	0	0	0	0	0	0	0	0	0	0	259	0	0	0	153	0	0	0	0	0	0	0	0	83	0	0	0	5
assemblage-943-353	0	0	0	0	0	0	0	0	0	0	83	0	0	0	334	0	0	0	9	8	0	0	0	66	0	0	0	0
assemblage-212-820	0	0	0	44	0	0	0	0	0	0	371	0	0	0	63	0	0	0	0	0	0	0	0	6	0	0	0	16
assemblage-401-583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	0	0	24	0	0	0	12
assemblage-605-799	0	0	0	0	0	0	0	0	0	0	299	0	0	0	136	0	0	0	0	0	0	0	0	65	0	0	0	0
assemblage-874-862	0	0	16	0	0	0	0	0	0	0	208	0	0	0	150	4	0	0	0	0	0	0	0	120	0	0	0	2
assemblage-755-317	0	0	0	0	0	0	0	0	0	0	253	0	0	0	138	0	0	0	0	0	0	0	0	108	0	0	0	1
assemblage-441-260	0	0	0	0	50	0	0	0	0	0	85	0	0	0	361	0	0	0	0	0	0	0	0	4	0	0	0	0
assemblage-666-310	0	0	10	0	0	0	0	0	0	0	100	0	0	0	215	0	0	0	0	0	0	0	0	173	0	0	0	2
assemblage-400-1003	0	0	0	0	39	0	0	0	0	0	99	0	0	0	247	0	0	36	0	0	0	7	6	52	13	0	0	1
assemblage-275-182	0	0	0	0	0	0	0	0	0	0	441	0	0	0	21	0	0	0	0	0	0	0	0	38	0	0	0	0
assemblage-823-94	0	0	0	0	0	0	0	0	0	0	216	0	0	0	228	0	0	0	0	0	0	0	0	48	0	0	0	8
assemblage-756-921	0	0	0	0	66	0	0	0	0	0	241	0	0	0	187	0	0	0	0	0	0	0	0	5	0	0	0	1
assemblage-466-841	0	0	0	0	76	0	0	0	0	0	215	16	0	0	107	0	0	0	0	0	0	0	0	69	0	16	0	1
assemblage-961-871	0	0	0	0	0	0	0	0	0	0	349	0	0	0	118	0	0	0	0	0	0	0	0	29	0	0	0	4
assemblage-109-487	0	0	0	0	0	0	0	0	0	0	290	0	0	0	115	0	0	0	0	0	0	0	0	93	0	0	0	2
assemblage-403-596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	24	0	0	0	9
assemblage-367-419	0	0	0	0	53	0	0	0	0	0	74	0	0	0	363	0	0	0	0	0	0	0	0	9	0	0	0	1
assemblage-843-848	0	0	16	0	53	0	0	0	0	0	55	0	0	0	305	0	0	0	0	0	0	0	0	62	0	0	0	9
assemblage-442-845	0	0	0	0	0	0	0	0	0	0	139	0	0	0	251	0	0	0	0	0	0	0	0	101	0	2	0	7
assemblage-954-864	0	0	0	0	0	0	0	0	0	0	412	0	0	0	38	0	0	0	0	0	0	0	0	49	0	0	0	1
assemblage-355-450	0	0	0	0	29	0	0	0	0	0	64	0	0	0	356	0	0	0	0	0	0	0	0	51	0	0	0	0
assemblage-103-500	0	0	0	0	0	0	0	0	0	0	270	0	0	0	131	0	0	9	0	0	0	0	0	87	0	0	0	3
assemblage-762-377	0	0	9	0	0	0	0	0	0	0	202	0	0	0	151	0	0	0	0	0	0	0	0	129	0	0	0	9
assemblage-775-937	0	0	0	0	62	0	0	0	0	0	99	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-641-859	20	0	0	0	0	0	0	0	0	0	469	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-918-230	0	0	0	0	10	0	0	0	0	0	115	0	0	0	316	0	0	0	0	0	0	0	0	56	0	0	0	3
assemblage-385-584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	25	0	0	0	10
assemblage-514-309	0	0	0	0	0	0	0	0	0	0	267	0	0	0	137	0	0	0	0	0	0	0	0	94	0	0	0	2
assemblage-645-144	0	0	0	0	0	0	0	0	0	0	298	0	0	0	153	0	0	0	0	0	0	0	0	49	0	0	0	0
assemblage-220-285	0	0	0	0	0	0	0	0	0	0	285	0	0	0	126	0	0	0	0	0	0	0	0	88	0	0	0	1
assemblage-498-329	0	0	0	0	0	0	0	0	0	0	327	0	0	0	41	0	0	0	0	0	0	0	0	129	0	0	0	3
assemblage-867-863	0	0	5	0	27	0	0	0	0	0	115	0	0	0	252	0	0	0	0	0	0	0	0	96	0	0	0	5
assemblage-762-943	0	0	16	0	0	0	0	0	0	0	94	0	0	0	240	0	0	0	0	0	0	0	0	144	0	0	0	6
assemblage-647-322	0	0	0	0	75	0	0	0	0	0	88	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-956-869	0	0	0	0	0	0	0	0	0	0	343	0	0	0	140	0	0	0	0	0	0	0	0	16	0	0	0	1
assemblage-348-821	0	0	0	0	0	0	0	0	0	0	163	0	0	0	202	0	0	0	0	0	0	0	0	127	0	0	0	8
assemblage-803-103	0	0	0	0	1	0	0	0	0	0	224	0	0	0	236	0	0	0	0	0	0	0	0	34	0	0	0	5
assemblage-367-826	0	0	0	0	7	0	0	0	0	0	143	0	0	0	218	0	0	0	0	0	0	0	0	132	0	0	0	0
assemblage-493-756	0	0	0	46	0	0	0	0	0	0	375	0	0	0	68	0	0	0	0	0	0	0	0	4	0	0	0	7
assemblage-735-364	0	0	16	0	51	0	0	0	0	0	53	0	0	0	300	0	0	0	0	0	0	0	0	72	0	0	0	8
assemblage-174-175	0	0	0	0	61	0	0	0	0	0	168	0	0	0	210	0	0	0	0	0	0	0	0	57	0	0	0	4
assemblage-945-370	0	0	0	0	0	0	0	0	0	0	69	0	0	0	343	0	0	0	12	13	0	0	0	61	0	0	0	2
assemblage-478-257	0	0	10	0	0	0	0	0	0	0	104	0	0	0	199	0	0	0	0	0	0	0	0	181	0	0	0	6
assemblage-505-311	0	0	0	0	0	0	0	0	0	0	319	0	0	0	59	0	0	0	0	0	0	0	0	120	0	0	0	2
assemblage-815-105	0	0	0	0	0	0	0	0	0	0	240	0	0	0	115	0	0	11	0	0	0	0	0	132	0	0	0	2
assemblage-984-355	0	0	0	0	0	0	0	0	0	0	83	0	0	0	356	0	0	0	6	5	0	0	0	50	0	0	0	0
assemblage-497-311	0	0	0	0	0	0	0	0	0	0	284	0	0	0	114	0	0	0	0	0	0	0	0	94	0	0	0	8
assemblage-994-556	0	0	0	0	13	0	0	0	0	0	95	0	0	0	271	0	0	0	0	0	0	0	0	118	0	0	0	3
assemblage-874-851	0	0	0	0	18	0	0	0	0	0	132	0	0	0	282	0	0	0	0	0	0	0	0	63	0	0	0	5
assemblage-559-595	0	0	0	0	49	0	0	0	0	0	152	0	0	0	226	0	0	0	0	0	0	0	0	69	0	0	0	4
assemblage-227-302	0	0	0	0	0	0	0	0	0	0	252	0	0	0	152	0	0	8	0	0	0	0	0	88	0	0	0	0
assemblage-644-334	0	0	0	0	2	0	0	0	0	0	167	0	0	0	171	0	0	0	0	0	0	0	0	156	0	0	0	4
assemblage-528-569	0	0	0	0	9	0	0	0	0	0	174	0	0	0	204	0	0	11	0	0	0	0	0	91	6	0	0	5
assemblage-988-792	0	0	0	0	0	0	0	0	0	0	317	0	0	0	124	0	0	0	0	0	0	0	0	59	0	0	0	0
assemblage-554-568	0	0	0	0	0	0	0	0	0	0	242	0	0	0	88	0	0	21	0	0	0	0	0	147	0	0	0	2
assemblage-655-312	0	0	0	0	29	0	0	0	0	0	126	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-274-246	0	0	0	0	31	0	0	6	15	0	352	0	0	0	39	0	0	0	0	0	0	0	0	57	0	0	0	0
assemblage-775-935	0	0	0	0	35	0	0	0	0	0	70	0	0	0	366	0	0	0	0	0	0	0	0	29	0	0	0	0
assemblage-379-593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	28	0	0	0	12
assemblage-165-150	0	0	0	0	0	0	25	0	0	0	181	0	0	0	273	0	0	0	0	0	0	0	0	21	0	0	0	0
assemblage-402-995	0	0	0	0	30	0	0	0	0	0	95	0	0	0	268	0	0	35	0	0	0	10	9	36	12	0	0	5
assemblage-357-449	0	0	0	0	39	0	0	0	0	0	69	0	0	0	347	0	0	0	0	0	0	0	0	45	0	0	0	0
assemblage-266-272	0	0	0	0	20	0	0	10	13	0	369	0	0	0	27	0	0	0	0	0	0	0	0	61	0	0	0	0
assemblage-352-867	0	0	0	0	77	0	0	0	0	0	87	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-202-305	0	0	0	0	0	0	0	0	0	0	327	0	0	0	50	0	0	0	0	0	0	0	0	120	0	0	0	3
assemblage-979-729	0	0	0	22	0	0	0	0	0	0	312	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-755-244	0	0	0	0	0	0	0	0	0	0	236	0	0	0	94	0	0	16	0	0	0	0	0	153	0	0	0	1
assemblage-498-742	0	0	0	0	0	0	0	0	0	0	356	0	0	0	98	0	0	0	0	0	0	0	0	45	0	0	0	1
assemblage-999-809	0	0	0	0	0	0	0	0	0	0	290	0	0	0	143	0	0	0	0	0	0	0	0	67	0	0	0	0
assemblage-779-920	0	0	0	0	16	0	0	0	0	0	87	0	0	0	284	0	0	0	0	0	0	0	0	113	0	0	0	0
assemblage-750-265	0	0	0	0	0	0	0	0	0	0	120	0	0	0	231	0	0	0	0	0	0	0	0	142	0	0	0	7
assemblage-145-150	0	0	0	0	66	0	0	0	0	0	216	0	0	0	127	0	0	0	0	0	0	0	0	69	0	19	0	3
assemblage-383-901	0	0	0	0	0	0	0	0	0	0	367	0	9	0	97	0	0	0	0	0	0	0	0	22	0	0	0	5
assemblage-818-92	0	0	0	0	4	0	0	0	0	0	199	0	0	0	236	0	0	0	0	0	0	0	0	58	0	0	0	3
assemblage-779-928	0	0	0	0	42	0	0	0	0	0	266	0	0	0	180	0	0	0	0	0	0	0	0	8	0	0	0	4
assemblage-101-463	0	0	0	0	6	0	0	0	28	0	146	0	0	0	227	0	0	0	0	0	0	0	0	85	0	0	0	8
assemblage-618-780	0	12	0	0	0	0	0	0	0	0	227	0	0	0	97	0	0	0	0	0	0	0	0	162	0	0	0	2
assemblage-191-813	0	0	0	0	0	0	0	0	0	0	362	0	0	0	91	0	0	0	0	0	0	0	0	46	0	0	0	1
assemblage-467-253	0	0	0	0	28	0	0	0	0	0	117	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-766-933	0	0	0	0	83	0	0	0	0	0	63	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-763-309	0	0	0	0	0	0	0	0	0	0	286	0	0	0	111	0	0	0	0	0	0	0	0	103	0	0	0	0
assemblage-541-590	0	0	0	0	24	0	0	0	0	0	113	0	0	0	281	0	0	26	0	0	0	5	6	21	21	0	0	3
assemblage-436-255	0	0	0	0	52	0	0	0	0	0	245	0	0	0	196	0	0	0	0	0	0	0	0	5	0	0	0	2
assemblage-569-598	0	0	0	0	53	0	0	0	0	0	149	0	0	0	220	0	0	0	0	0	0	0	0	76	0	0	0	2
assemblage-819-111	0	0	0	0	0	0	0	0	0	0	131	0	0	0	241	0	0	0	0	0	0	0	0	114	0	5	7	2
assemblage-951-437	0	0	0	28	0	0	0	0	0	0	312	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-786-950	0	0	9	0	0	0	0	0	0	0	113	0	0	0	204	0	7	0	0	0	0	0	0	166	0	0	0	1
assemblage-506-308	0	0	0	0	0	0	0	0	0	0	296	0	0	0	135	0	0	3	0	0	0	0	0	55	0	0	0	11
assemblage-840-870	0	0	25	0	51	0	0	0	0	0	58	0	0	4	300	0	0	0	0	0	0	0	0	62	0	0	0	0
assemblage-261-275	0	0	0	0	18	0	0	11	12	0	364	0	0	0	37	0	0	0	0	0	0	0	0	58	0	0	0	0
assemblage-897-236	0	0	0	0	8	0	0	0	0	0	135	0	0	0	298	0	0	0	0	0	0	0	0	52	0	0	0	7
assemblage-965-448	13	0	0	0	0	0	0	0	0	0	473	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-826-101	0	0	0	0	35	0	0	0	0	0	107	0	0	0	281	0	0	22	0	0	0	3	4	26	21	0	0	1
assemblage-111-459	0	0	0	0	5	0	0	0	84	0	153	0	0	0	101	0	0	0	0	0	0	0	0	156	0	0	0	1
assemblage-818-101	0	0	0	0	0	0	19	0	0	0	245	0	0	0	212	0	0	0	0	0	0	0	0	23	0	0	0	1
assemblage-979-731	0	0	0	30	0	0	0	0	0	0	435	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-969-882	0	0	0	0	0	0	0	0	0	0	332	0	0	0	143	0	0	0	0	0	0	0	0	23	0	0	0	2
assemblage-769-313	0	0	0	0	0	0	0	0	0	0	321	0	0	0	53	0	0	0	0	0	0	0	0	122	0	0	0	4
assemblage-1003-809	0	12	0	0	0	0	0	0	0	0	249	0	0	0	79	0	0	0	0	0	0	0	0	159	0	0	0	1
assemblage-465-260	0	0	0	0	93	0	0	0	0	0	85	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-176-154	0	0	0	0	58	0	0	0	0	0	157	0	0	0	220	0	0	0	0	0	0	0	0	63	0	0	0	2
assemblage-386-886	0	11	0	0	0	0	0	0	0	0	242	0	0	0	96	0	0	0	0	0	0	0	0	151	0	0	0	0
assemblage-1009-805	0	0	0	0	0	0	0	0	0	0	299	0	0	0	136	0	0	0	0	0	0	0	0	65	0	0	0	0
assemblage-634-846	0	0	0	35	0	0	0	0	0	0	322	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-777-926	0	0	0	0	62	0	0	0	0	0	72	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-772-449	0	0	0	6	0	0	0	0	0	88	299	0	0	0	79	0	0	0	0	0	10	0	0	17	0	0	0	1
assemblage-985-802	0	0	0	0	0	0	0	0	0	0	321	0	0	0	137	0	0	0	0	0	0	0	0	42	0	0	0	0
assemblage-282-274	0	0	0	0	22	0	0	8	4	0	386	0	0	0	38	0	0	0	0	0	0	0	0	42	0	0	0	0
assemblage-615-860	0	0	0	0	0	0	0	0	0	81	305	0	0	0	99	0	0	0	0	0	8	0	0	5	0	0	0	2
