Assemblage_Name	7188595-4177587-4503448	1481085-9259011-4503448	4061605-5202267-924064	8112335-1-4	4591948-1-4	4379803-1-4360921	1202815-8836844-1	3-4-6489941	2-2-946203	4061605-4-4965306	3-9243095-9375161	7188595-2-7075101	2-7349875-4651101	2706093-2-4503448	2-4198129-3	6814220-4-4965306	2-1-4	2-2609629-3	3-3867104-1	3-1198434-1	3-2-0	3085089-4-4965306	2-1269056-4	4379803-1-4423734	8393055-8836844-1	2-1-9337505	4061605-4-6882242	4241780-5883867-0	3-9243095-1	3-6303615-1	7188595-6987583-4503448	2-7331489-4	3-4-4926771	1655953-1-4651101	7131945-1-4	5170056-2-3	4061605-9360846-1	404327-2609629-3	6609415-4051514-1	1426369-4-1	4241780-5883867-3063561	4-1-9691298	4-9127735-4	3391537-2-3	7188595-2-1304301	4454921-4-1	2-7768214-3	2-3564831-4	3-4051514-1	4061605-4-6308110	2-8333186-4	3720538-4-1	405409-1-4	3-6845235-1	2-2-3	2-7236553-4	7188595-1935022-4503448	2-3611234-4	3701835-9243095-1	7975903-2-4503448	4241780-4738587-0	3-3707842-1	2-4074751-3	2-4743065-4	3-4-1	8700069-2-0	6814220-4-7796371	4061605-4-6136391	6813708-1-9179327	2-7958684-4	2-1-2306962	3-4-881302	3-9243095-8013446	7188595-2-4503448	4061605-4-1	3-7280905-1	4822478-9243095-1	4061605-1205484-1	4-1-4	3-8836844-1	3-4-3859910	2-7351290-4	2-107831-3	4061605-5202267-4965306	4241780-4-0	7188595-8587623-4503448	2-9558558-4	3-4-3818354	4061605-5052529-4965306	8801197-1-4	7188595-9259011-4503448	3-4-3190469	3732681-2-4503448	3267573-2-3	2-1-4651101	3-1379557-1	9031519-4-0	4379803-1-4	1176437-2-3	4061605-6695976-4965306	3-674938-1	2-1-90538	2-1-4866781	3-9243095-7392254	3-4-5543028
assemblage-509-774	0	0	0	0	31	0	0	0	0	61	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	65	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	104	0	0	50	0	0	0	0	0	74	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	27
assemblage-792-426	0	0	0	0	18	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	82	0	0	0	21	0	0	0	0	0	0	0	0	62	0	0	60	0	0	0	0	0	13	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-947-458	0	4	0	0	11	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	92	0	0	58	0	0	0	0	14	43	0	0	0	0	0	37	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-970-448	0	0	0	0	23	0	0	0	0	22	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	97	0	0	72	0	0	0	0	9	42	0	0	0	0	0	33	0	0	0	0	0	0	14	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-781-432	0	0	0	0	12	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	77	0	0	76	0	0	0	0	5	41	0	0	0	0	0	43	0	0	0	0	0	0	14	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-789-310	0	0	0	0	0	0	0	0	0	144	0	0	18	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	217	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	18
assemblage-580-593	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	131	0	0	0	16	25	0	0	0	0	0	0	0	90	0	0	0	0	4	0	0	0	0	0	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	21
assemblage-775-446	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	203	0	0	18	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-486-244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	4	0	0	0	11	0	0	52	0	0	0	0	0	0	0	0	139	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-992-736	0	0	0	0	15	0	0	0	0	87	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	79	0	0	91	0	0	0	0	0	19	0	0	0	0	0	59	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
