Assemblage_Name	4107129-3-1	1-8268227-1	1249090-1-3	1-1-3	1-9148307-1	2053460-3-376835	1-9273579-1	2-6683955-7939278	5275265-1-2	0-2-2	1-5080206-1025522	0-2-5817939	8592839-2-4209415	2-1-6060157	1-7967812-1	3063076-3-1	0-2-2658937	3122441-2-4209415	2268823-1-3	7885574-1-2	9260939-4676934-2	8788391-1-1	1-3-2189092	0-6878266-2	1-3-1	2-6683955-1	4168632-2-2	1-5080206-1	381340-3-1	2-5105639-1	2158545-2-2	586129-2-6192141	2-1-7569072	0-2-4209415	1-2847219-1	1-2-6192141	1413767-2-2	1-5214032-1	2-1-1	1-3-7990823	1037780-6683955-1	2-5117840-1	1-8292033-1	9260939-1-2	2974321-3-3	3536675-3-1	2053460-3-1	3215899-1-2	998354-3-1	2669022-1-1	1343235-6683955-1
assemblage-509-774	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	229	0	0	100	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	7
assemblage-792-426	0	0	0	0	21	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	0	0	0	123	0	0	56	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-947-458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	248	0	0	140	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	2
assemblage-970-448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	235	0	0	154	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3
assemblage-781-432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	242	0	0	156	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	12
assemblage-789-310	0	0	0	0	28	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	4	0	0	33	304	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	4
assemblage-580-593	0	0	0	20	0	0	0	0	74	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	63	0	0	0	0	0	0	0	0	0	31	0	0	37	0	0	0	0	0	10	0	0	0	0	13	2
assemblage-775-446	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	10	0	0	0	215	0	0	19	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6
assemblage-486-244	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	53	0	20	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	82	0	0	0	0	0	0	11
assemblage-992-736	0	28	0	0	34	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	61	0	0	0	37	0	5	70	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	1
