Assemblage_Name	4-2661882-1	0-5858984-2	7823148-0-2	6701207-0-2	0-4493076-2	3-0-7725738	0-2823169-2	6024748-0-2	4019636-0-2	0-9415510-2	427905-0-2	5313204-0-2	0-379424-2	8546638-9056063-1	6707772-9056063-1	0-0-1969559	3394866-0-2	7094222-9056063-1	6795540-0-2	0-0-2	3-0-1379983	9641674-0-4	0-2105708-2	2772649-0-2	6005561-0-2	5450358-9056063-1	0-7855393-2	3-4093621-2	3-0-2	3-0-0	1-4278362-1	0-0-9064521	4-9881436-1	3-7323412-2	1676727-4-2	4-3-8130296	4-2661882-9754948	1676727-9787171-2	1-4-1	3-171286-2	0-0-4725498	1-523292-1	1895776-9056063-1	6651348-0-4927554	0-4391583-2	0-1205646-3497897	4-3-6928162	4-3-3	0-979408-2	4-9056063-1	0-1205646-2	4-9056063-3558522
assemblage-509-774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	37	7	0	0	0	0	0	0	0	0	0	0	0	0	64	0	48	0	0	0	0	0	0	0	0	74	0	0
assemblage-792-426	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	58	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	296	0	3
assemblage-947-458	0	0	0	0	0	0	0	0	16	0	0	0	0	67	0	0	0	0	0	153	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	16	0	0	0	0	0	0	0	0	107	0	1
assemblage-970-448	0	0	0	0	0	0	0	0	21	0	0	0	0	37	0	0	0	0	0	196	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	24	0	0	0	0	0	0	0	0	101	0	6
assemblage-781-432	0	0	0	0	0	0	0	0	18	0	0	0	0	40	0	0	0	0	0	171	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	24	0	0	0	0	0	0	0	0	110	0	1
assemblage-789-310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	306	0	5
assemblage-580-593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	117	0	0	0	0	0	0	14	0	126	0	9	0	0	0	12	0	0	0	24	0	0	0	0	0	0	0	0	0	0	175	0	9
assemblage-775-446	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	43	35	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	179	0	10
assemblage-486-244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	12	0	50	0	0	0	0	0	0	0	0	0	0	134	0	7
assemblage-992-736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	34	7	0	0	0	0	0	0	0	0	0	0	0	0	106	0	11	0	0	0	0	0	0	0	0	216	0	4
assemblage-468-265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	174	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	11	0	0	0	0	222	0	2
