Assemblage_Name	5922308-2-0	1952771-0-3517591	3-1-9770952	4-1833084-3	5123432-1-2	7053654-1-2	4-8119388-3	9013547-0-0	7404370-1-6655195	9946467-0-0	0-1583940-0	3-1-2	1-0-3517591	3-9431246-6655195	3-7636999-6655195	3-1-6655195	1-439434-0	4-6421919-3	4-6371639-3076	4-6371639-3	3-1972865-6655195	7107874-0-0	4-6421919-2844208	4934559-0-4029588	1081188-2-2	1-0-5666916	7734606-8834812-1	5705823-4-0	0-3210061-0	2995925-1-2	3-1-8194161	0-4-0	6483839-1833084-3	8824714-2-0	1750699-6421919-3	2074730-1-3	3-1-7559570	4-2171893-3	4571764-0-0	9690324-0-0	3-3321706-2	4934559-2529994-2418293	4934559-3605320-0	0-4-4269307	0-7526676-9419867	9038052-1-6655195	4934559-0-0	3-9983930-1	3-1-1656483	4934559-0-3633036	0-2-7823597	4-3857026-3	0-7526676-0	4934559-0-2418293	5672670-1833084-8540728	0-7526676-606065	3-8834812-6718097	3-8834812-1	0-2-0	1-1898204-0	1081188-4838241-2	3-1-6980294	4121901-0-0	0-7526676-3495142	152918-2-0	4934559-2971228-0	4064590-1-2	3-3669164-2	3138951-0-0	1-0-0	1081188-4838241-1933841	4-1-3	8774363-2-0	8414488-0-0	4275945-7636999-6655195	6646066-1-2	7869966-7636999-6655195	0-7526676-5939010	3-7735770-2	7595140-8834812-1	4-349535-3	3-1-7787179	3-1-5327108	4-3529227-3	8164663-7636999-6655195	4934559-3915339-0	1216850-1-2	4934559-0-2972941	4934559-7127019-0
assemblage-642-157	0	0	0	0	0	0	0	0	0	0	0	18	0	0	38	56	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-386-578	0	0	0	5	0	16	0	0	0	0	0	330	0	0	0	17	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	27	0	5	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
assemblage-607-790	0	0	0	0	0	0	0	0	0	0	0	13	0	0	40	60	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-912-205	0	0	27	6	0	0	0	0	20	0	0	104	0	0	0	79	0	0	0	0	3	0	41	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	98	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	18
assemblage-410-1014	0	0	0	0	0	0	0	0	0	0	0	46	0	0	5	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-620-164	0	0	0	0	0	0	0	0	0	0	0	89	0	0	75	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	27	0	0	0	0	16	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-951-342	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	4	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-799-102	0	0	0	71	0	0	31	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	69	0	47	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-352-864	0	0	16	110	0	0	0	0	0	0	0	96	0	0	0	37	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	3	0	37	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	17
assemblage-963-868	0	0	0	0	0	0	0	0	0	0	0	62	0	0	6	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	30	0	0	67	0	83	0	0	0	0	0	0	40	0	0	13	113	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-357-864	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	62	0	21	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	39	7	0	0	0	0	20	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-344-429	0	0	0	18	0	0	0	0	0	0	0	78	0	0	0	109	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	23	50	0	0	0	0	39	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-290-286	0	0	0	144	0	0	109	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	11	0	109	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-363-462	0	0	0	79	0	0	0	0	0	0	0	290	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-489-327	0	0	0	0	0	0	0	0	0	0	0	20	0	0	19	59	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-756-230	0	0	0	0	0	0	0	0	0	0	0	112	0	0	41	107	0	0	0	5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	69	0	28	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-463-280	0	0	0	58	0	0	19	0	0	0	0	121	0	0	0	37	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	58	42	0	0	0	0	56	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-216-821	0	0	0	0	0	0	0	0	0	0	0	70	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	243	0	0	0	0	0	0	23	0	0	0	91	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
assemblage-669-336	0	0	16	105	0	0	0	0	0	0	0	88	0	0	0	40	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	33
assemblage-119-470	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	216	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-791-118	0	0	0	12	0	0	0	0	0	0	0	103	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	168	0	0	0	0	0	0	0	0	0	0	49	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-958-370	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	77	8	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-107-490	0	0	0	0	0	0	0	0	0	0	0	25	0	0	24	67	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-949-365	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	57	7	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-516-770	0	0	0	0	0	0	0	0	0	0	0	24	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	210	0	0	0	0	0	0	4	0	0	0	87	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-770-926	0	0	0	50	0	0	0	0	0	0	0	86	0	0	0	6	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	68	0	0	0	0	0	10	0	0	0	0	59	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-395-903	0	0	0	0	0	0	0	0	0	0	0	65	0	0	78	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	25	0	0	0	0	15	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-563-597	0	0	0	12	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	63	0	0	0	0	0	0	0	0	0	0	96	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-816-95	0	0	0	0	0	0	0	0	0	0	0	110	0	0	40	129	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	60	0	26	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-471-239	5	0	0	14	0	0	0	0	0	0	29	189	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	31	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-262-172	0	0	0	0	0	0	0	0	0	0	0	50	37	0	24	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	16	0	195	0	0	0	0	0	0	22	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-983-722	0	0	0	0	0	0	0	0	0	0	0	6	60	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	60	0	32	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-657-321	0	0	0	4	0	0	0	0	0	0	0	125	0	0	0	81	0	22	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	38	7	0	0	0	0	12	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-925-224	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	14	0	0	0	23	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	36	13	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	12	0	0	0	0	0	0	0	21	0	0	0	0	30
assemblage-945-351	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	10	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	4	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-271-166	0	0	0	0	0	0	0	0	0	0	0	38	107	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	177	0	0	0	0	0	0	19	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-604-798	0	0	0	0	0	0	0	0	0	0	0	73	0	0	88	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	34	0	0	0	0	24	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-906-226	4	0	0	0	0	0	0	0	0	0	0	53	0	0	0	258	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
