Assemblage_Name	3-4407194-3	3-7896728-3	4-3-9867443	2-8729853-0	3-9551794-3	2207599-1-0	1-1-2	3-4721897-3	7045315-1-0	6488526-3-3	6088818-1-2	2-8889121-0	1378416-6842769-0	1173895-4-0	1378416-4-8095662	3-3-3	2-5947063-0	3-3-3295998	2-1-2537332	1-931791-2650239	1-6796597-2	1-1-9076135	3362650-4-0	1-3282153-2	959286-1-2	1-3655649-2	3-3-7525459	1-3947832-2	2-1-2445421	1-931791-2	8939927-1-0	1-1219108-2	3-3-4845819	3-4056247-3	1378416-4-0	2303787-4-0	4527684-1-0	1378416-4-2582933	3-8246239-3	2-1-1450248	1378416-4-7860628	1-5878627-2	3-3394465-3	3-7452861-3	2-1-1576558	2385411-3-3	1378416-696861-0	560718-931791-2	1-1-449350	4-3-4793113	9969560-1-0	9033267-931791-2	4-3-2044745	1378416-4-249923	1378416-4-4433120	2-1-0	2634435-1-1576558	1-1-9902354
assemblage-468-265	9	0	16	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	78	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	73	0	0	120	0	9
assemblage-407-904	0	0	0	0	33	26	10	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	11
assemblage-730-369	0	0	0	0	0	5	14	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	7	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	173	0	12
assemblage-940-453	0	0	0	0	5	0	95	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0
assemblage-171-164	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	32	0	0	0	0	0	0	18	0	0	60	0	0	0	0	0	0	0	20	0	0	29	0	8
assemblage-993-792	0	0	0	0	25	52	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	13
assemblage-368-841	0	0	0	0	88	0	36	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	119	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	98	0	14
assemblage-541-582	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	11
assemblage-614-784	0	0	0	0	85	5	125	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	10
assemblage-171-169	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	66	0	0	0	0	0	0	31	0	0	43	0	0	0	0	0	0	0	17	0	0	23	0	3
assemblage-823-113	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	105	0	2
assemblage-259-175	0	0	0	0	32	0	94	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	2
assemblage-238-294	0	0	0	0	75	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	12
assemblage-793-937	33	0	7	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	131	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	64	0	11
assemblage-642-157	0	0	0	0	121	3	108	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	2
assemblage-386-578	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	8	0	0	0	0	27	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	13
assemblage-607-790	0	0	0	0	65	7	86	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	2
assemblage-912-205	0	0	0	0	20	0	190	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	22	0	16
assemblage-410-1014	0	0	0	0	66	0	45	0	0	0	0	0	0	0	0	91	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	7
assemblage-620-164	0	0	0	0	69	3	133	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	6
assemblage-951-342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	10	0	0	0	22	0	0	0	0	0	0	0	0	0	0	17	0	0	65	0	0	7	0	10
assemblage-799-102	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	47	0	0	0	0	0	0	16	0	0	67	0	0	0	0	0	0	0	11	0	0	19	0	6
assemblage-352-864	0	0	0	0	13	0	197	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	11	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	74	0	10
assemblage-963-868	0	0	0	0	183	0	31	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	1
assemblage-357-864	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	32	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	40	0	7
assemblage-344-429	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	9
assemblage-290-286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	8	0	0	0	0	319	0	8
assemblage-363-462	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	27	0	0	85	0	6
assemblage-489-327	0	0	0	0	93	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	13
assemblage-756-230	0	0	0	0	37	70	0	0	0	0	0	0	0	0	13	53	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	11	0	0	138	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	22
assemblage-463-280	2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	101	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	79	0	0	74	0	3
assemblage-216-821	0	0	0	0	23	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	3
assemblage-669-336	0	0	0	0	20	0	171	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	13	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	7	0	0	67	0	6
assemblage-119-470	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-791-118	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	10
assemblage-958-370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	13	0	0	0	23	0	0	0	0	0	0	0	0	0	0	14	0	0	75	0	0	0	0	10
assemblage-107-490	0	0	0	0	103	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	9
assemblage-949-365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0	0	7	0	0	61	0	0	17	0	3
assemblage-516-770	0	0	0	0	16	0	101	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	2
assemblage-770-926	0	13	0	0	0	0	116	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	90	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	10	0	0	57	0	4
assemblage-395-903	0	0	0	0	36	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	11
assemblage-563-597	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	10	0	62	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	27	0	7
assemblage-816-95	0	0	0	0	45	61	0	0	0	0	0	0	0	0	21	50	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	7	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	19
assemblage-471-239	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	147	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	61	0	18
assemblage-262-172	0	0	0	0	58	0	120	0	0	0	5	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	8
assemblage-983-722	0	0	0	0	80	0	40	0	0	0	0	0	0	0	0	33	52	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	8
assemblage-657-321	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	253	0	0	0	6	0	0	0	0	0	0	0	0	0	109	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	13
assemblage-925-224	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	4	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	169	0	11
assemblage-945-351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	18	0	0	0	10	0	0	0	0	0	0	0	0	0	0	15	0	0	73	0	0	10	0	2
assemblage-271-166	0	0	0	0	19	0	99	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	143	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	4
assemblage-604-798	0	0	0	0	67	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	7
assemblage-906-226	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	190	0	0	0	7	0	0	0	0	0	0	0	0	0	29	0	0	0	0	205	0	0	27	0	0	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-618-855	0	0	0	0	27	0	103	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	1
assemblage-510-764	0	0	0	0	15	0	91	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	40	0	3
assemblage-272-157	0	0	0	0	22	0	127	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	3
assemblage-1005-552	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	20	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	19	0	0	79	0	7
assemblage-755-235	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	12
assemblage-1009-796	0	0	0	0	47	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	5
assemblage-937-434	0	0	0	0	45	0	98	0	0	0	0	0	0	0	0	27	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	8
assemblage-117-516	0	0	0	0	3	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	10
assemblage-524-564	0	0	0	0	36	42	5	0	0	0	0	0	0	0	22	50	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	17	0	0	117	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	18
assemblage-213-296	0	0	0	0	94	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	6
assemblage-753-311	0	0	0	0	8	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	4
assemblage-505-307	0	0	0	0	58	5	19	0	0	0	0	0	0	0	0	54	0	0	14	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	208	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	3
assemblage-205-814	0	0	0	0	192	0	16	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	8
assemblage-371-826	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	7	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	180	0	13
assemblage-533-582	0	0	0	0	57	0	46	0	0	0	0	0	0	0	0	62	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	17
assemblage-808-943	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	93	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	57	0	0	143	0	10
assemblage-596-807	0	0	0	0	55	17	113	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	10
assemblage-540-587	0	0	0	0	41	64	4	0	0	0	0	0	0	0	7	52	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	18	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	18
assemblage-447-857	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	51	0	0	0	0	0	0	7	0	0	17	0	0	0	0	0	0	0	26	0	0	63	0	12
assemblage-736-358	0	0	0	0	48	0	15	0	0	0	0	0	0	0	0	131	0	0	0	0	13	0	0	0	0	0	0	0	0	20	0	0	0	0	136	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	93	0	9
assemblage-958-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	15	0	0	0	17	0	0	0	0	0	0	0	0	0	0	11	0	0	96	0	0	3	0	3
assemblage-454-843	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	46	0	0	0	0	0	0	25	0	0	51	0	0	0	0	0	0	0	12	0	0	24	0	5
assemblage-402-993	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	13
assemblage-866-859	0	0	0	0	23	0	179	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	23	4	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	15
assemblage-985-738	0	0	0	0	11	0	104	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	9
assemblage-801-92	0	0	0	0	32	59	12	0	0	0	0	0	0	0	16	39	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	17	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	24
assemblage-771-316	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	8
assemblage-977-744	0	0	0	0	15	0	151	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	2
assemblage-368-829	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	198	0	0	0	25	0	0	0	0	0	0	0	0	0	26	0	0	0	0	173	0	0	37	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-278-161	0	0	0	0	18	0	95	0	0	0	22	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	8
assemblage-516-571	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	9
assemblage-766-303	0	0	0	0	62	9	26	0	0	0	0	0	0	0	0	38	0	0	18	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	195	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	3
assemblage-403-900	0	0	0	0	10	9	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	15
assemblage-768-310	0	0	0	0	7	0	150	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	2
assemblage-112-482	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-630-843	0	0	0	0	20	0	104	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	2
assemblage-145-505	0	0	0	0	46	4	16	0	0	0	0	0	0	0	0	61	0	0	10	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	240	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	1
assemblage-943-353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	19	0	0	76	0	0	0	0	16
assemblage-212-820	0	0	0	0	18	0	105	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	155	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	3
assemblage-401-583	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	10	0	0	0	0	25	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	18
assemblage-605-799	0	0	0	0	39	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	8
assemblage-874-862	0	0	0	0	57	0	27	0	0	0	0	0	0	0	0	110	0	0	0	0	7	0	0	0	0	0	0	0	0	26	0	0	0	0	100	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	147	0	6
