Assemblage_Name	4217991-0-1	1-4-1628436	1-4-4599247	5261338-3-7160049	3409934-9400874-4	9233187-0-3	4-5407497-4	9009230-3-4	5770143-4-4599247	7090369-3-473078	1-4340417-4599247	4-4-5487266	7090369-3-7160049	3-1562748-0	9009230-7982133-4	1372007-0-0	1-1451570-3	1-4-8906781	1-5157135-3	269753-4340417-4599247	6722814-0-1	2052476-2745486-1	4-0-1	7146512-4-4599247	6724243-4-4599247	4-4-4811983	1-6553353-3	1899562-4-3	6351427-4-4599247	9009230-2069725-4	7637862-3-7160049	0-0-3	9009230-3-1201520	9755896-3-4	1-4-9683468	9779632-0-1	3-0-6041057	1-1550519-4599247	4-2745486-1	405105-4-3	2163539-4-4599247	9379771-2745486-1	3-0-0	1-3680766-4599247	7090369-2102102-4	4-4-3	7097518-3-4	1-7675538-8906781	1-4-9462329	4-3-4748235	3-0-4633845	7090369-99464-7160049	4-9412787-1	7090369-3844742-4	4-1985073-3	4-3-7404466	6089899-3-4	1-4-3	3409934-3-4	4-1717800-1	405105-4-1568730	1-4-8696827	1-5771701-4599247	7090369-8539360-4	4-3-4	7090369-3-4	3-1529397-0	3-2-1	1-4-583425	1-4-3632752	1-4-3098202	9009230-9925556-4	6850188-3-4
assemblage-468-265	0	0	0	0	0	0	0	156	0	0	0	0	61	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	75	0	0	0	0	0	0	5
assemblage-407-904	0	11	186	0	7	0	0	45	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	0	0	14	0	0	0	0	162	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-730-369	0	0	104	0	0	0	0	109	0	0	0	0	29	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	10	0	0	0	0	0	0	73	0	0	0	0	0	0	0	43	0	0	0	0	0	0	8
assemblage-940-453	0	0	82	0	0	0	0	139	0	0	0	0	0	0	0	38	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8
assemblage-171-164	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	54	0	0	0	0	9	0	3	25	0	0	31	0	0	83	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	149	11	0	0	0	0	0	0	11
assemblage-993-792	0	4	201	0	16	0	0	26	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	17	0	0	0	0	178	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-368-841	0	0	51	0	0	0	0	167	0	0	0	0	21	0	0	0	0	0	6	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	36	0	0	0	72	0	0	0	0	0	0	0	36	0	0	0	0	0	0	17
assemblage-541-582	0	0	174	0	0	0	54	8	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	27	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-614-784	0	0	194	0	0	0	0	52	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	228	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-171-169	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	51	0	0	0	0	2	0	4	31	0	0	59	0	0	58	0	0	0	0	0	0	0	0	0	0	0	23	0	5	0	0	0	0	162	2	0	0	0	0	0	0	5
assemblage-823-113	0	0	0	0	0	0	0	66	0	0	0	21	0	0	0	0	0	0	0	0	11	0	23	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	17	0	0	62	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	28	181	0	0	0	0	0	0	6
assemblage-259-175	0	0	222	0	0	0	0	116	0	0	0	0	0	0	0	15	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-238-294	0	0	248	0	0	0	0	25	0	0	0	0	59	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-793-937	0	0	17	0	0	0	0	95	0	0	0	0	29	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	19	46	0	0	0	0	0	0	7
assemblage-642-157	0	0	203	0	0	0	0	58	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-386-578	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	6	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	106	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	42	0	0	0	0	0	0	10
assemblage-607-790	0	0	221	0	0	0	0	56	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	196	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-912-205	0	0	206	0	0	0	54	9	0	7	0	0	5	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	10	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-410-1014	0	0	144	0	0	0	16	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-620-164	0	0	213	0	0	0	0	51	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-951-342	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	30	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	18	0	0	79	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	7	0	0	0	0	0	0	14
assemblage-799-102	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	9	0	69	0	0	0	0	0	0	0	0	55	0	0	0	0	9	0	0	36	0	0	36	0	0	82	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	144	15	0	0	0	0	0	0	8
assemblage-352-864	0	0	48	0	0	0	2	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	80	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	91	0	0	0	0	0	0	18	39	0	0	0	0	0	0	14
assemblage-963-868	0	0	180	0	0	0	0	87	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	73	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-357-864	0	0	232	0	0	0	0	53	0	0	0	0	9	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	45	0	0	0	21	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	32	60	0	0	0	0	0	0	4
assemblage-344-429	0	0	161	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	11	0	0	72	0	0	10	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	8	0	0	36	32	0	0	0	0	0	0	12
