Assemblage_Name	4217991-0-1	1-4-1628436	1-4-4599247	5261338-3-7160049	3409934-9400874-4	9233187-0-3	4-5407497-4	9009230-3-4	5770143-4-4599247	7090369-3-473078	1-4340417-4599247	4-4-5487266	7090369-3-7160049	3-1562748-0	9009230-7982133-4	1372007-0-0	1-1451570-3	1-4-8906781	1-5157135-3	269753-4340417-4599247	6722814-0-1	2052476-2745486-1	4-0-1	7146512-4-4599247	6724243-4-4599247	4-4-4811983	1-6553353-3	1899562-4-3	6351427-4-4599247	9009230-2069725-4	7637862-3-7160049	0-0-3	9009230-3-1201520	9755896-3-4	1-4-9683468	9779632-0-1	3-0-6041057	1-1550519-4599247	4-2745486-1	405105-4-3	2163539-4-4599247	9379771-2745486-1	3-0-0	1-3680766-4599247	7090369-2102102-4	4-4-3	7097518-3-4	1-7675538-8906781	1-4-9462329	4-3-4748235	3-0-4633845	7090369-99464-7160049	4-9412787-1	7090369-3844742-4	4-1985073-3	4-3-7404466	6089899-3-4	1-4-3	3409934-3-4	4-1717800-1	405105-4-1568730	1-4-8696827	1-5771701-4599247	7090369-8539360-4	4-3-4	7090369-3-4	3-1529397-0	3-2-1	1-4-583425	1-4-3632752	1-4-3098202	9009230-9925556-4	6850188-3-4
assemblage-395-903	0	0	196	0	0	0	0	66	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-563-597	0	0	23	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	16	0	0	93	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	9	72	0	0	0	0	0	0	5
assemblage-816-95	0	0	194	0	0	0	0	77	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-471-239	0	0	6	0	0	0	0	97	0	0	0	0	41	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	28	69	0	0	0	0	0	0	10
assemblage-262-172	0	0	150	0	0	0	0	65	0	0	0	0	0	0	0	5	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	133	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	17
assemblage-983-722	0	0	88	0	0	0	0	39	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	3
assemblage-657-321	0	0	234	0	0	0	0	66	0	0	0	0	8	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	30	0	0	0	28	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	27	54	0	0	0	0	0	0	14
assemblage-925-224	0	0	85	0	0	0	0	105	0	0	0	0	25	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	14	0	0	0	0	0	0	89	0	0	0	0	0	0	0	40	0	0	0	0	0	0	11
assemblage-945-351	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	25	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	33	0	0	85	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8
assemblage-271-166	0	0	180	0	0	0	0	15	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	8
assemblage-604-798	0	0	189	0	0	0	0	43	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-906-226	0	0	134	0	0	0	0	35	0	0	0	0	13	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	15	0	0	0	0	0	0	15
assemblage-618-855	0	0	81	0	0	0	0	153	0	0	0	0	0	0	0	40	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-510-764	0	0	169	0	0	0	0	130	0	0	0	0	0	0	0	24	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-272-157	0	0	156	0	0	0	0	131	0	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-1005-552	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	18	0	0	11	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	72	105	0	0	0	0	0	0	23
assemblage-755-235	0	0	80	9	0	0	8	127	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	34	0	59	0	0	0	21	0	0	0	0	0	0	0	6	0	0	0	0	0	0	11
assemblage-1009-796	0	3	191	0	11	0	0	41	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	176	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-937-434	0	0	87	0	0	0	0	81	0	0	0	0	0	0	0	10	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	20
assemblage-117-516	0	0	168	0	0	0	0	55	0	0	0	0	138	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-524-564	0	0	215	0	0	0	0	83	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-213-296	0	0	185	0	0	0	0	119	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-753-311	0	0	155	0	0	0	0	41	0	0	0	0	149	0	0	0	0	33	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-505-307	0	0	186	0	0	0	0	74	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	54	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6
assemblage-205-814	0	0	138	0	0	0	0	118	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	83	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-371-826	0	0	99	0	0	0	0	126	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	8	0	0	0	0	0	0	85	0	0	0	0	0	0	0	33	0	0	0	0	0	0	14
assemblage-533-582	0	0	124	0	0	0	15	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-808-943	0	0	0	0	0	0	0	217	0	0	0	0	42	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	9	62	0	0	0	0	0	0	1
assemblage-596-807	0	0	159	0	0	0	0	64	0	0	0	0	0	0	0	0	0	48	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	11	0	0	0	0	148	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-540-587	0	0	203	0	0	0	0	68	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-447-857	0	0	5	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	13	20	0	0	31	0	0	58	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	63	82	0	0	0	0	0	0	29
assemblage-736-358	0	0	64	0	0	0	0	172	0	0	0	0	18	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	31	0	0	0	30	0	0	0	0	0	7	0	56	0	0	0	0	0	0	18
assemblage-958-360	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	33	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	23	0	0	86	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7
assemblage-454-843	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	3	0	100	0	0	0	0	0	0	0	0	54	0	0	0	0	5	0	8	17	0	0	38	0	0	67	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	147	12	0	0	0	0	0	0	5
assemblage-402-993	0	0	80	5	0	0	6	139	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	16	0	40	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-866-859	0	0	209	0	0	0	37	25	0	12	0	0	11	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	8	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-985-738	0	0	81	0	0	0	0	157	0	0	0	0	0	0	0	30	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15
assemblage-801-92	0	0	170	0	0	0	0	88	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-771-316	0	0	164	0	0	0	0	56	0	0	0	0	135	0	0	0	0	18	0	0	0	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-977-744	0	0	75	0	0	0	0	108	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	3
assemblage-368-829	0	0	150	0	0	0	0	46	0	0	0	0	7	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	21	0	0	0	0	0	0	8
assemblage-278-161	0	0	173	0	0	0	0	8	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	9
assemblage-516-571	0	0	159	0	0	0	52	23	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	88	39	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-766-303	0	0	208	0	0	0	0	73	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	55	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7
assemblage-403-900	0	0	133	0	0	0	0	108	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	3	0	0	0	0	42	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-768-310	0	0	145	0	0	0	0	55	0	0	0	0	131	0	0	0	0	31	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-112-482	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	47	0	24	0	0	0	0	0	0	51	0	0	9	0	0	0	0	18
assemblage-630-843	0	0	108	0	0	0	0	102	0	0	0	0	0	0	0	47	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10
assemblage-145-505	0	0	178	0	0	0	0	73	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	58	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10
assemblage-943-353	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	29	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	27	0	0	86	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-212-820	0	0	200	0	0	0	0	16	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	2
assemblage-401-583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	90	0	0	53	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	175	50	0	0	0	0	0	0	9
assemblage-605-799	0	0	205	0	0	0	0	41	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-874-862	0	0	64	0	0	0	0	178	0	0	0	0	23	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	34	0	0	0	51	0	0	0	0	0	0	0	32	0	0	0	4	0	0	29
assemblage-755-317	0	0	205	0	0	0	0	28	0	0	8	0	68	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-441-260	0	0	190	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	11	0	0	70	0	0	20	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	22	32	0	0	0	0	0	0	24
assemblage-666-310	0	0	0	0	0	0	0	182	0	0	0	0	63	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	17	48	0	0	0	0	0	0	4
assemblage-400-1003	0	0	114	0	0	0	8	125	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	16	0	68	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-275-182	0	0	139	0	0	0	0	103	7	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	78	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-823-94	0	0	143	0	0	0	55	19	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	34	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-756-921	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	36	10	0	0	22	0	0	6	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	92	97	0	0	0	0	0	0	11
assemblage-466-841	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	9	0	84	0	0	0	0	0	0	0	0	41	0	0	0	0	5	0	0	23	0	0	35	0	0	75	0	0	0	0	0	0	0	0	0	0	0	15	0	5	0	0	0	0	154	13	0	0	0	0	0	0	12
assemblage-961-871	0	0	77	0	0	0	0	60	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	7
assemblage-109-487	0	0	175	0	0	0	0	49	0	0	3	0	64	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-403-596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	90	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	55	0	0	0	0	0	0	9
assemblage-367-419	0	0	193	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	9	0	0	74	0	0	7	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	30	48	0	0	0	0	0	0	10
assemblage-843-848	0	0	80	0	0	0	0	109	0	0	0	0	28	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	10	0	0	0	0	0	0	87	0	0	0	0	0	0	0	32	0	0	0	0	0	0	13
assemblage-442-845	0	0	0	0	0	0	0	66	0	0	0	13	0	0	0	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	17	0	0	74	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	27	163	0	0	0	0	0	0	12
assemblage-954-864	0	0	180	0	0	0	0	76	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	72	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-355-450	0	0	0	0	0	0	0	122	0	0	0	0	32	0	0	0	7	0	0	0	0	0	41	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	76	0	0	12	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	49	31	0	0	0	0	5	0	8
assemblage-103-500	0	0	186	0	0	0	0	74	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	54	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10
assemblage-762-377	0	0	73	0	0	0	0	155	0	0	0	0	25	0	0	0	0	0	5	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	36	0	0	0	28	0	0	0	0	0	0	0	39	0	0	0	0	0	0	30
assemblage-775-937	0	0	238	0	0	0	0	55	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	13	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	40	56	0	0	0	0	0	0	15
assemblage-641-859	0	0	70	0	0	0	0	129	0	0	0	0	0	0	0	41	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11
assemblage-918-230	0	0	220	0	0	0	39	21	0	7	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	14	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-385-584	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	80	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	43	0	0	0	0	0	0	17
assemblage-514-309	0	0	192	0	0	0	0	49	0	0	7	0	68	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-645-144	0	0	130	0	0	0	0	86	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	1	0	0	0	0	53	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-220-285	0	0	134	0	0	0	0	52	0	0	0	0	139	0	0	0	0	41	0	0	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-498-329	0	0	191	0	0	0	0	108	0	0	0	0	21	0	0	0	0	0	0	0	0	0	7	0	25	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	74	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-867-863	0	0	142	0	0	0	11	90	0	0	0	0	9	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	13	0	0	0	57	0	0	0	0	0	0	0	28	0	0	0	0	0	0	15
assemblage-762-943	0	0	0	0	0	0	0	176	0	0	0	0	69	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	6	82	0	0	0	0	0	0	1
assemblage-647-322	0	0	235	0	0	0	0	85	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	19	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	35	44	0	0	0	0	0	0	19
assemblage-956-869	0	0	74	0	0	0	0	78	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	11
assemblage-348-821	0	0	146	0	0	0	0	56	0	0	0	0	12	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	12	0	0	0	0	0	0	8
assemblage-803-103	0	0	149	0	0	0	54	13	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	125	39	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
