Assemblage_Name	0-3240661-5584060	1-1-0	1-1-4	0-7866543-4	2567713-1-1	5914932-4-2	0-3-9290877	3605234-3-0	1621026-3-0	0-3-4862568	0-4-2	0-651861-5136190	7969813-3-0	0-4-4	699068-1-1	0-3-5949628	0-297677-2	8614614-3-0	3164783-7174693-1	0-651861-9480190	3164783-1-7116511	0-651861-9738000	3904170-1-1	3763011-3-0	4670631-651861-2	5384008-4-2	1331120-1-1	1487579-3-0	0-3240661-7541353	3-0-1	0-3-6013753	0-3-7960777	3164783-1-909760	0-3-2465988	3164783-1-4959381	0-3-0	0-3-9476160	0-6413989-2	0-6000027-2	0-651861-6089384	2810884-1-4	1-1787793-4	3164783-1-1	3164783-8578904-1	2827629-651861-2	0-3240661-4	0-3-3237264	0-3-4306539	0-651861-2	0-8340334-0
assemblage-441-260	0	0	44	0	0	0	0	0	0	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	116	0	0	34	0	0	166	3
assemblage-666-310	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	210	0	0	19	0	0	0	4
assemblage-400-1003	0	0	11	17	0	0	0	0	0	0	54	0	0	0	0	26	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	76	0	0	76	0	0	111	2
assemblage-275-182	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	98	24	0	56	53	0	32	14
assemblage-823-94	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	20	0	0	0	0	0	68	7
assemblage-756-921	0	0	92	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	165	0	0	0	0	0	0	8
assemblage-466-841	0	46	41	0	0	0	0	0	0	0	43	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	210	0	0	0	0	0	0	13
assemblage-961-871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	117	0	0	3	7	10	0	1
assemblage-109-487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	77	0	0	10	119	0	71	5
assemblage-403-596	0	22	45	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	17	0	0	0	0	0	375	0	0	0	0	0	0	6	0	0	0	0	0	0	1
assemblage-367-419	0	0	64	0	0	0	0	0	0	0	13	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	114	0	0	53	0	0	133	1
assemblage-843-848	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	13	0	0	0	53	0	0	0	0	0	57	5
assemblage-442-845	0	17	188	0	0	0	0	0	0	0	47	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	42	0	0	0	0	0	0	3
assemblage-954-864	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	200	0	0	0	0	0	0	118	22	0	50	58	0	37	8
assemblage-355-450	0	8	178	0	0	0	0	0	0	0	8	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	107	13	0	0	0	0	0	107	0	0	0	0	0	0	6
assemblage-103-500	0	0	0	62	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7	116	0	0	0	0	0	0	112	0	23	6	0	0	148	14
assemblage-762-377	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	218	0	0	131	0	0	10	4
assemblage-775-937	0	0	86	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	144	0	0	4	0	0	98	5
assemblage-641-859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	115	12	0	0	5	0	0	8
assemblage-918-230	0	0	43	0	0	0	0	0	0	0	47	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	84	0	0	34	0	0	187	5
assemblage-385-584	0	18	39	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	25	0	0	0	0	0	369	0	0	0	0	0	0	7	0	0	0	0	0	0	7
assemblage-514-309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	65	0	0	8	126	0	63	5
assemblage-645-144	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	138	0	0	8	0	0	13	6
assemblage-220-285	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	41	0	0	34	0	0	101	1
assemblage-498-329	0	0	0	0	0	0	12	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	174	0	0	0	15	0	85	3
assemblage-867-863	0	0	17	0	0	0	0	0	0	0	68	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	5	0	0	0	111	0	0	64	0	0	83	11
assemblage-762-943	0	0	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	183	0	0	24	0	0	0	2
assemblage-647-322	0	0	93	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	156	0	0	0	0	0	88	9
assemblage-956-869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	105	0	0	14	13	5	0	0
assemblage-348-821	0	0	7	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	14	0	0	0	0	120	0	0	62	0	0	83	7
assemblage-803-103	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	7	0	0	0	0	26	0	0	0	0	0	70	4
assemblage-367-826	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	141	0	0	61	0	0	91	10
assemblage-493-756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	69	0	0	0	57	0	0	10
assemblage-735-364	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	25	0	0	0	67	0	0	0	0	0	28	8
assemblage-174-175	0	43	252	0	0	0	0	0	4	0	31	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	69	0	0	0	0	0	0	5
assemblage-945-370	0	0	12	0	0	0	0	0	0	0	258	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-478-257	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	187	0	0	32	0	0	0	8
assemblage-505-311	0	0	0	0	0	0	16	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	181	0	0	0	8	0	87	2
assemblage-815-105	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	173	0	0	20	43	0	48	5
assemblage-984-355	0	0	4	0	0	0	0	0	0	0	280	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-497-311	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	108	0	0	15	37	0	104	11
assemblage-994-556	0	0	78	0	0	0	0	0	0	0	48	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	152	0	0	60	0	0	26	4
assemblage-874-851	0	0	39	0	0	0	0	0	0	0	66	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	78	0	0	20	0	0	197	2
assemblage-559-595	0	38	255	0	0	0	0	0	9	0	34	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	76	0	0	0	0	0	0	4
assemblage-227-302	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	112	0	0	0	9	0	0	112	0	8	6	9	0	160	15
assemblage-644-334	0	0	25	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	159	0	0	63	0	0	90	4
assemblage-528-569	0	0	0	0	0	0	0	0	0	0	27	0	4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	82	0	0	43	16	0	92	8
assemblage-988-792	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	120	0	0	11	0	0	15	7
assemblage-554-568	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	172	0	0	34	24	0	94	11
assemblage-655-312	0	0	65	0	0	0	0	0	0	0	79	0	0	0	0	0	16	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	143	0	0	0	0	0	30	2
assemblage-274-246	0	77	143	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	187	0	0	0	0	0	0	9
assemblage-775-935	0	0	169	0	0	0	0	0	0	0	4	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	133	9	0	0	0	0	0	123	0	0	0	0	0	0	3
assemblage-379-593	0	8	45	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	27	0	0	0	0	0	352	0	0	0	0	0	0	19	0	0	0	0	0	0	2
assemblage-165-150	0	10	134	0	0	0	0	0	0	0	156	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	30	0	0	0	0	0	21	1
assemblage-402-995	0	0	14	13	0	0	0	0	0	0	70	0	0	0	0	15	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	70	0	0	88	0	0	103	2
assemblage-357-449	0	7	173	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	104	7	0	0	0	0	0	121	0	0	5	0	0	0	6
assemblage-266-272	0	72	152	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	8
assemblage-352-867	0	0	79	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	137	0	0	7	0	0	103	6
assemblage-202-305	0	0	0	0	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	182	0	0	0	14	0	82	3
assemblage-979-729	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	91	8	0	47	0	0	0	7
assemblage-755-244	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	181	0	0	39	35	0	58	1
assemblage-498-742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	132	0	0	0	7	0	0	9
assemblage-999-809	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	150	0	0	10	0	0	8	7
assemblage-779-920	0	0	101	0	0	0	0	0	0	0	30	0	0	9	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	152	0	0	86	0	0	21	1
assemblage-750-265	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	39	0	0	62	0	0	133	10
assemblage-145-150	0	49	19	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	238	0	0	0	0	0	0	14
assemblage-383-901	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	175	0	0	0	18	0	34	3
assemblage-818-92	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	26	0	0	0	0	0	76	6
assemblage-779-928	0	0	67	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	192	0	0	0	0	0	0	13
assemblage-101-463	0	31	158	0	0	0	0	0	0	0	76	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	102	0	0	0	0	0	0	46	0	0	0	0	0	0	7
assemblage-618-780	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	198	0	0	0	47	0	68	6
assemblage-191-813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	163	0	0	0	0	0	0	10
assemblage-467-253	0	0	40	0	0	0	0	0	0	0	94	0	0	0	0	0	20	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	134	0	0	0	0	0	52	5
assemblage-766-933	0	0	65	0	0	0	0	0	0	0	25	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	102	0	0	48	0	0	142	3
assemblage-763-309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	81	0	0	6	99	0	63	4
assemblage-541-590	0	0	14	13	0	0	0	0	0	0	45	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	108	0	0	69	0	0	101	9
assemblage-436-255	0	0	73	0	8	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	188	0	0	0	0	0	0	12
assemblage-569-598	0	43	235	0	0	0	0	0	0	0	37	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	51	0	0	0	0	0	0	7
assemblage-819-111	0	17	183	0	0	0	0	0	0	0	56	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	33	0	0	0	0	0	0	5
assemblage-951-437	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	77	15	0	24	8	0	0	3
assemblage-786-950	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	222	0	0	17	0	0	0	3
assemblage-506-308	0	0	0	59	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	126	0	0	0	6	0	0	113	0	5	0	10	0	160	8
assemblage-840-870	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	31	0	0	0	65	0	0	0	0	0	43	7
assemblage-261-275	0	75	169	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	170	0	0	0	0	0	0	10
assemblage-897-236	0	0	58	0	0	0	0	0	0	0	54	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	83	0	0	31	0	0	168	10
assemblage-965-448	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	127	7	0	0	5	0	0	1
assemblage-826-101	0	0	7	9	0	0	0	0	0	0	52	0	0	0	0	29	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	77	0	0	70	0	0	110	1
assemblage-111-459	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	13
assemblage-818-101	0	0	141	0	0	0	0	0	0	0	193	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	22	0	0	0	0	0	21	7
assemblage-979-731	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	53	9	0	44	31	0	0	11
assemblage-969-882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	91	0	0	15	0	3	0	5
assemblage-769-313	0	0	0	0	0	0	9	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	156	0	0	0	25	0	95	1
assemblage-1003-809	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	148	0	0	0	59	0	74	11
assemblage-465-260	0	0	103	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	136	0	0	0	0	0	101	6
assemblage-176-154	0	48	224	0	0	0	0	0	0	0	34	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	80	0	0	0	0	0	0	5
assemblage-386-886	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	158	0	0	0	61	0	71	4
assemblage-1009-805	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	134	0	0	15	0	0	12	6
assemblage-634-846	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	95	10	0	26	0	0	0	5
assemblage-777-926	0	0	47	0	0	0	0	0	0	0	31	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	104	0	0	58	0	0	144	0
assemblage-772-449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	39	8	0	5	32	0	0	1
assemblage-985-802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	166	0	0	10	0	0	19	9
assemblage-282-274	0	87	147	0	0	0	0	0	0	0	87	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	3
assemblage-615-860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	26	13	0	2	24	0	0	9
assemblage-224-283	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	46	0	0	30	0	0	94	7
assemblage-285-166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	78	0	0	0	68	0	0	1
assemblage-282-184	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	99	14	0	51	57	0	37	8
assemblage-648-313	0	0	33	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	139	0	0	56	0	0	115	0
assemblage-617-164	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	119	0	0	12	0	0	11	11
assemblage-993-573	0	0	86	0	0	0	0	0	0	0	36	0	0	9	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	148	0	0	85	0	0	23	1
assemblage-955-872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	127	0	0	0	0	0	0	12
assemblage-115-478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	77	0	0	13	129	0	65	2
assemblage-602-829	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	70	8	0	37	0	0	0	10
assemblage-474-839	0	24	171	0	0	0	0	0	0	0	46	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	196	0	0	0	0	0	0	41	0	0	0	0	0	0	1
assemblage-945-434	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	82	8	0	40	0	0	0	9
assemblage-630-862	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	43	3	0	27	32	0	0	6
assemblage-392-1005	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	199	0	0	44	23	0	35	4
assemblage-591-603	0	9	132	0	0	0	0	0	0	0	203	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	19	0	0	0	0	0	25	1
assemblage-454-277	0	2	160	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	10	0	0	0	0	0	138	0	0	0	0	0	0	5
assemblage-438-254	0	0	79	0	0	0	0	0	0	0	42	0	0	11	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	174	0	0	58	0	0	25	0
assemblage-359-436	0	0	86	0	0	0	0	0	0	0	63	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	160	0	0	23	0	0	34	11
assemblage-192-834	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	221	0	0	0	0	0	0	99	21	0	59	60	0	17	7
assemblage-986-557	0	0	58	0	0	0	0	0	0	0	20	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	119	0	0	38	0	0	140	2
assemblage-517-758	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	81	19	0	53	64	0	42	9
assemblage-1001-562	0	0	97	0	0	0	0	0	0	0	35	0	0	8	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	156	0	0	61	0	0	15	3
