Assemblage_Name	4-2237330-4570631	7449409-4464097-3	1-3877392-3550508	1-882987-3550508	1-4464097-2929154	1-7609211-3550508	1-7502038-3550508	1-4613838-3550508	1-3530213-9204155	9665943-4464097-3550508	1-4464097-7918688	1-4951613-3	1-7709035-3	7751180-4464097-9204155	1-5261652-8279644	1-8964533-3550508	0-0-6147162	1-9031327-9204155	9686230-1-452204	1899838-6871069-8279644	1-4464097-7415995	1010131-8758633-3	5111688-4464097-3	6447241-4494368-3	1-4464097-8394411	5357970-4464097-8279644	7449409-3733803-3	1-6919567-8279644	7449409-4464097-870496	1-4464097-1069887	1047671-4464097-9204155	1-4464097-3365674	3-5640234-3	4938783-4464097-3550508	7449409-1334683-3	6684531-2237330-4	1-9303370-3	2014381-4464097-1069887	1-4464097-5032625	1-7255634-9204155	1-4464097-1948369	4-2237330-4	1-4464097-4663459	1-3536398-5059618	1-4464097-1693776	666242-4464097-3	1-3853507-3	9635016-3-4	1-8262688-3	2202198-4464097-3	1-4464097-8279644	1-1-3	1-6871069-8279644	1-2459540-3	9402627-4464097-7272746	6447241-4040431-3	1-4464097-9204155	1-9241936-8279644	7449409-4464097-5656873	5713026-4464097-3	5928344-4464097-7272746	5505031-4464097-7272746	1-7249683-8279644	7449409-4464097-3164799	1-4464097-4709893	1-4464097-7272746	1-6871069-3203213	9686230-1-7524077	1-4580370-3550508	7449409-6837184-3164799	6447241-7658975-3	1-6387227-3550508	1-1611277-3	9518170-4464097-3550508	9686230-6031375-452204	1-2165396-3550508	1-1496155-3550508	1-4464097-4577930	9993360-4494368-3	8712059-4464097-3550508	1-9629254-1406184	1-4464097-1898773	801814-7502038-3550508	1112995-3536398-3	4-1-4	1-4464097-3550508	1-1316958-9204155	1-3138629-3550508	1-4464097-7004428	1-8727249-9204155	1-4464097-1406184	1-4464097-890335	6447241-4464097-3	1-1187242-3	7449409-3267419-3	3748278-4464097-1069887	1-8920880-3550508	6944574-4464097-3	9181634-4464097-3550508	1-4464097-9743064	7449409-8758633-3	7449409-4464097-801143	9635016-3-923228	1-3712601-3	1-3536398-3	1-5346925-8279644	7449409-1894463-3	1-4464097-2713614	541778-4464097-3	1-4464097-6498204	1-4464097-1982249	9686230-1-5783566	3748278-2984422-1069887	1-4464097-3	1-4464097-9002641
assemblage-357-864	0	0	0	0	0	0	0	0	0	0	11	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	19	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	70	8	0	0	0	0	0	0	4	111	22
assemblage-344-429	0	11	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	81	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	77	18
assemblage-290-286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	92	10	0	16	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	184	16
assemblage-363-462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	9	0	0	0	4	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	33	0	0	0	0	19	0	0	22	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	77	0	108	18
assemblage-489-327	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	25	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	15	0	0	0	5	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	30	16
assemblage-756-230	0	72	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	50	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	13	46	19
assemblage-463-280	32	10	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	61	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	115	21
assemblage-216-821	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-669-336	0	69	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	3	0	46	18
assemblage-119-470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	25	0	0	12	0	0	0	0	0	0	0	0	107	0	0	0	22	0	7	0	0	101	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	97	13
assemblage-791-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	13	14	0	0	0	66	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	7	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	26
assemblage-958-370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	157	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	80	24
assemblage-107-490	0	21	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	11	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	13	0	0	0	16	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	34	22
assemblage-949-365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	157	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	71	34
