Assemblage_Name	1-3-8713326	1966168-4-7245165	2-2-5554762	3-3-7965580	1-3-9436969	3-4341886-1	3519541-3-5241091	4370732-4341886-1	3-3-1	7274282-4-7245165	1-4-7245165	3-3-5241091	2146266-3-5241091	1-8414935-1	2-2-1	1-4-6063065	8492370-3-1	8241768-4341886-1	7913517-181344-1	2-2440943-1	3-9987814-1	3-4341886-7903374	3-4341886-4903514	1-3-2467670	3-4341886-4925509	3479621-3-1	1-3-6680318	3-4341886-754069	1-3-1	6274326-4341886-1	3-9636082-1	3338413-4341886-1	3-3-5107495	308197-3-5241091	7857857-181344-1	3-4341886-6345253	2-1-1	3-141466-5241091	8303043-181344-1	1-8282125-7245165	1-181344-1	1334626-3-5241091	7387550-3-1	1-181344-4312466
assemblage-509-774	0	0	0	0	0	20	0	0	0	0	65	32	0	0	0	0	90	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	204	0	0	8
assemblage-792-426	0	0	0	0	0	0	0	0	0	0	152	22	17	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	1
assemblage-947-458	0	0	0	0	0	0	0	0	0	0	207	37	0	0	0	0	63	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0
assemblage-970-448	0	0	0	0	0	0	0	0	0	0	173	46	0	0	0	0	73	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	1
assemblage-781-432	0	0	0	0	0	0	0	0	0	0	205	37	0	0	0	0	61	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	2
assemblage-789-310	0	0	0	0	0	118	0	0	0	0	94	82	0	0	0	0	96	0	0	0	0	0	0	0	21	0	0	12	33	0	0	0	0	0	0	0	0	0	0	0	43	0	0	1
assemblage-580-593	10	0	0	0	0	147	0	0	21	0	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-775-446	0	0	0	0	0	16	0	0	0	24	46	76	0	0	0	0	206	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	93	0	0	3
assemblage-486-244	0	0	0	0	0	88	0	0	0	0	16	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	93	0	0	14
assemblage-992-736	0	0	0	0	0	0	0	0	0	0	80	65	0	0	0	0	170	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	86	0	5	9
assemblage-468-265	0	0	0	0	0	139	0	0	0	0	125	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5
assemblage-407-904	0	0	0	0	0	100	0	0	0	0	46	114	0	0	0	0	131	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	2
assemblage-730-369	0	68	0	0	0	58	0	0	0	0	57	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	45	0	0	3
assemblage-940-453	0	0	0	0	0	0	0	0	0	0	89	64	0	0	0	0	145	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	86	0	10	3
assemblage-171-164	0	0	0	0	0	153	0	0	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	8	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-993-792	0	0	0	0	0	95	0	0	0	0	66	134	0	0	0	0	95	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	3
assemblage-368-841	5	0	0	0	0	64	0	0	0	0	44	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	131	0	0	0	0	0	0	0	0	0	0	0	39	0	0	3
assemblage-541-582	0	0	0	0	0	28	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	182	0	0	11
assemblage-614-784	0	0	0	0	0	86	0	0	0	0	68	53	0	0	0	0	140	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	93	0	0	4
assemblage-171-169	0	0	0	0	0	161	0	0	12	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	8	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-823-113	0	0	38	0	0	61	0	9	119	0	98	46	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-259-175	0	0	0	0	0	11	0	0	0	0	37	112	12	0	0	0	170	0	0	0	0	0	0	0	16	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	124	0	0	9
assemblage-238-294	0	0	0	0	0	66	0	0	0	0	79	61	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	25	0	0	5
assemblage-793-937	0	0	0	0	0	154	0	0	0	0	90	109	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-642-157	0	0	0	0	0	70	0	0	0	0	74	50	0	0	0	0	156	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	92	0	0	6
assemblage-386-578	0	0	99	0	0	0	0	0	112	0	117	0	0	0	122	0	0	0	0	6	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-607-790	0	0	0	0	0	66	0	0	0	0	100	57	0	0	0	0	155	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	76	0	0	4
assemblage-912-205	64	0	0	0	6	185	0	0	0	0	13	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	12	0	0	20
assemblage-410-1014	0	18	0	0	0	189	0	0	0	0	30	70	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	85	0	0	6
