Assemblage_Name	906423-3-0	1-1-3	9033135-3-0	2873095-3-2239417	340785-3-0	3-3599417-6619223	3-3-4289548	3-3-0	2-7641181-0	2981604-3-0	940782-1-0	2-7641181-3241835	3-3-7633688	2366522-0-1	2650832-0-1	3-3599417-0	3-8969415-0	2-7641181-149049	0-0-1	2873095-3-7601022	2873095-3-3038909	2-9740852-0	2-8920112-0	3856645-3-0	9556330-3-0	2-1-3921145	788667-3-0	2873095-3-0	2-891670-0	2-7641181-8907481	3-3-4159959	1630110-1-0	3-411685-0	2-2653324-0	2-7641181-7544906	1-4-4	2873095-3-9268610	2-9156270-0	2-1-0	1-4-4908830	5095452-1-0	2-1-1481128	2-4842270-0	195779-3-0	5325734-3-0	1196020-3-0	2-1-4472224
assemblage-220-285	0	0	0	0	0	0	0	311	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	5
assemblage-498-329	0	0	0	0	0	0	0	347	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
assemblage-867-863	0	0	0	0	0	0	0	278	61	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	9	0	14	0	0	0	0	0	0	0	16	0	0	94	0	0	0	0	0	0	0	10
assemblage-762-943	0	0	0	0	0	0	0	157	75	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	2
assemblage-647-322	0	0	0	0	0	0	0	153	204	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	9	0	0	50	0	0	0	0	0	0	0	7
assemblage-956-869	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	9
assemblage-348-821	0	0	0	0	0	0	0	304	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	131	0	0	0	0	0	0	0	7
assemblage-803-103	0	0	0	0	0	0	0	221	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	15	0	0	0	8	0	0	0	0	0	0	137	0	0	0	0	0	0	0	4
assemblage-367-826	0	0	0	0	0	0	0	292	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	155	0	0	0	0	0	0	0	5
assemblage-493-756	0	0	0	0	0	0	0	188	132	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	6	6
assemblage-735-364	0	0	0	0	0	0	0	256	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	64	0	0	10	0	0	0	0	5	0	0	71	0	0	0	0	0	0	0	10
assemblage-174-175	0	0	0	0	0	0	0	17	62	0	0	0	0	0	0	0	20	0	45	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	52	0	0	239	0	0	0	0	0	0	0	19
assemblage-945-370	12	0	0	0	0	0	0	107	22	0	0	0	51	0	0	0	0	0	54	0	0	0	0	0	0	0	0	98	9	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	6
assemblage-478-257	0	0	0	0	0	0	0	176	61	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	11
assemblage-505-311	0	0	0	0	0	0	0	357	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3
assemblage-815-105	0	0	0	0	0	0	0	365	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	7
assemblage-984-355	12	0	0	0	0	0	0	119	17	0	0	0	30	0	0	0	0	0	53	0	0	0	0	0	0	0	0	123	5	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	6
assemblage-497-311	0	0	0	0	0	0	0	274	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	81	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	5
assemblage-994-556	0	0	0	20	0	0	0	77	16	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	11	0	0	279	0	23	0	0	7	0	0	5
assemblage-874-851	0	0	0	0	0	0	0	186	75	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	196	0	0	0	0	0	0	0	5
assemblage-559-595	0	0	0	0	0	0	0	10	67	0	0	0	0	0	0	0	21	0	40	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	50	0	0	262	0	0	0	0	0	0	0	10
assemblage-227-302	0	0	0	0	0	0	0	155	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	86	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	14
assemblage-644-334	0	0	0	0	0	0	0	172	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	286	0	0	0	0	0	0	0	5
assemblage-528-569	0	0	0	0	0	0	0	289	37	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	37	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	11
assemblage-988-792	0	0	0	0	0	0	0	259	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	64	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	4
assemblage-554-568	0	0	0	0	0	0	0	365	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	5
assemblage-655-312	0	0	0	0	0	0	0	120	79	0	0	0	0	0	0	0	0	8	67	0	0	0	0	0	0	13	0	18	0	9	0	0	0	0	0	29	0	0	154	0	0	0	0	0	0	0	3
assemblage-274-246	0	32	0	0	0	0	0	22	0	0	0	0	0	0	0	0	17	0	109	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	199	0	0	66	0	0	0	0	0	0	0	8
assemblage-775-935	0	0	0	0	0	0	0	100	74	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	9	0	0	0	132	0	2	9	0	0	0	0	10
assemblage-379-593	0	0	0	0	0	0	0	22	53	0	0	0	0	121	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	17
assemblage-165-150	0	0	0	0	0	0	0	17	32	0	0	0	25	0	0	0	0	0	70	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	15	0	0	248	0	0	0	0	0	0	0	9
assemblage-402-995	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	25	0	0	0	0	0	19	0	0	0	0	78	0	0	0	0	0	0	0	4
assemblage-357-449	0	0	0	0	0	0	0	83	68	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	6	0	0	0	151	0	14	7	0	0	0	0	11
assemblage-266-272	0	23	0	0	0	0	0	25	0	0	0	0	0	0	0	0	24	0	100	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	219	0	0	61	3	0	0	0	0	0	0	10
assemblage-352-867	0	0	0	0	0	0	0	164	164	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	10	0	0	88	0	0	0	0	0	0	0	6
assemblage-202-305	0	0	0	0	0	0	0	350	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	7
assemblage-979-729	0	0	0	0	0	0	0	167	34	0	0	0	0	0	0	49	0	0	0	0	0	0	0	5	0	0	3	178	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	3
assemblage-755-244	0	0	0	0	0	0	0	365	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	10
assemblage-498-742	0	0	0	0	0	0	0	237	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	4
assemblage-999-809	0	0	0	0	0	0	0	258	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	69	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	9
assemblage-779-920	0	0	0	8	0	0	0	99	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	17	0	0	246	0	35	0	7	11	0	0	8
assemblage-750-265	0	0	0	0	0	0	0	213	32	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	11	0	117	0	0	0	0	0	0	0	5	0	0	98	0	0	0	0	0	0	0	6
assemblage-145-150	0	0	0	0	0	0	0	154	0	0	0	0	23	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	204	0	0	0	0	0	0	0	20
assemblage-383-901	0	0	0	0	0	0	0	236	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	179	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1
assemblage-818-92	0	0	0	0	0	0	0	199	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	13
assemblage-779-928	0	0	0	0	0	0	0	227	51	0	0	0	0	0	4	0	0	0	14	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	10
assemblage-101-463	0	6	0	0	0	0	0	76	24	0	0	0	10	26	0	0	12	0	42	0	0	0	10	0	0	0	0	35	0	0	0	0	0	0	0	61	0	0	186	0	0	0	0	0	0	0	12
assemblage-618-780	0	0	0	0	0	0	0	295	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	82	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	50	5
assemblage-191-813	0	0	0	0	0	0	0	219	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	4
assemblage-467-253	0	0	0	0	0	0	0	127	77	0	0	0	0	0	0	0	0	17	67	0	0	0	0	0	0	5	0	14	0	12	0	0	0	0	0	41	0	0	137	0	0	0	0	0	0	0	3
assemblage-766-933	0	0	0	0	0	0	0	79	171	0	0	24	11	0	0	0	0	12	22	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	57	0	0	70	0	7	0	0	0	0	0	6
assemblage-763-309	0	0	0	0	0	0	0	200	50	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	1
assemblage-541-590	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	12	0	0	0	0	75	0	0	0	0	0	0	0	8
assemblage-436-255	0	0	0	0	0	0	0	196	63	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	8	0	0	187	0	0	0	0	0	0	0	19
assemblage-569-598	0	0	0	0	0	0	0	6	76	0	0	0	0	0	0	0	15	0	39	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	39	0	0	248	0	7	0	0	0	0	0	15
assemblage-819-111	0	0	0	0	0	0	0	66	91	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	279	0	17	0	0	0	0	0	8
assemblage-951-437	0	0	0	0	0	0	0	158	35	0	0	0	0	0	0	66	0	0	0	0	0	0	0	13	0	0	8	173	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	3
assemblage-786-950	0	0	0	0	0	0	0	149	58	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	1
assemblage-506-308	0	0	0	0	0	0	0	186	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	64	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	9
assemblage-840-870	0	0	0	0	0	0	0	252	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	67	0	0	6	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	14
assemblage-261-275	0	25	0	0	0	0	0	27	0	0	0	0	0	0	0	0	18	0	97	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	228	0	0	60	0	0	0	0	0	0	0	12
assemblage-897-236	0	0	0	0	0	0	0	174	73	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	208	0	0	0	0	0	0	0	6
assemblage-965-448	0	0	0	0	0	0	0	333	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	11
assemblage-826-101	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	18	0	0	0	0	82	0	0	0	0	0	0	0	8
assemblage-111-459	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	25	0	30	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	296	0	0	0	0	0	0	0	7
assemblage-818-101	0	0	0	0	0	0	0	17	32	0	0	0	29	0	0	0	0	0	48	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	8	0	0	259	0	0	0	0	0	0	0	10
assemblage-979-731	0	0	0	0	3	12	0	269	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	20	0	0	0	0	0	103	0	0	0	0	0	0	0	8
assemblage-969-882	0	0	0	0	0	0	0	221	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	5
assemblage-769-313	0	0	0	0	0	0	0	338	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1
assemblage-1003-809	0	0	0	0	0	0	0	288	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	102	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	40	7
assemblage-465-260	0	0	0	0	0	0	0	184	186	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	6	0	0	65	0	0	0	0	0	0	0	4
assemblage-176-154	0	0	0	0	0	0	0	5	75	0	0	0	0	0	0	0	15	0	46	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	40	0	0	273	0	0	0	0	0	0	0	14
assemblage-386-886	0	0	0	0	0	0	0	295	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	93	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	47	5
assemblage-1009-805	0	0	0	0	0	0	0	273	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	69	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	8
assemblage-634-846	0	0	0	0	0	0	0	164	28	0	0	0	0	0	0	51	0	0	0	0	0	0	0	8	0	0	0	202	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	4
assemblage-777-926	0	0	0	0	0	0	0	67	151	0	0	24	10	0	0	0	0	14	20	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	75	0	0	68	0	13	0	0	0	0	0	12
assemblage-772-449	0	0	0	0	0	0	0	140	71	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	5
assemblage-985-802	0	0	0	0	0	0	0	245	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	54	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	8
assemblage-282-274	0	27	0	0	0	0	0	20	0	0	0	0	0	0	0	0	17	0	114	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	210	0	0	60	0	0	0	0	0	0	0	11
assemblage-615-860	0	0	0	0	0	0	0	146	60	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	11
assemblage-224-283	0	0	0	0	0	0	0	320	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	3
assemblage-285-166	0	0	0	0	0	0	0	181	131	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	19
assemblage-282-184	0	0	0	0	0	0	0	175	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	12
assemblage-648-313	0	0	0	0	0	0	0	201	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	12
assemblage-617-164	0	0	0	0	0	0	0	236	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	75	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	3
assemblage-993-573	0	0	0	10	0	0	0	67	39	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	7	0	0	289	0	29	0	0	6	0	0	11
assemblage-955-872	0	0	0	0	0	0	0	194	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	6
assemblage-115-478	0	0	0	0	0	0	0	187	50	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
assemblage-602-829	0	0	0	0	0	0	0	174	34	0	0	0	0	0	0	47	0	0	0	0	0	0	0	10	0	0	3	185	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	4
assemblage-474-839	0	0	0	0	0	0	0	62	105	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	265	0	18	0	0	0	0	0	4
assemblage-945-434	0	0	0	0	0	0	0	156	42	0	0	0	0	0	0	46	0	0	0	0	0	0	0	19	0	0	9	183	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	1
assemblage-630-862	0	0	0	0	6	8	0	262	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	9	0	0	0	0	0	115	0	0	0	0	0	0	0	10
assemblage-392-1005	0	0	0	0	0	0	0	364	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	8
assemblage-591-603	8	0	0	0	0	0	0	23	33	0	0	0	31	0	0	0	0	0	48	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	12	0	0	270	0	4	0	0	0	0	0	5
assemblage-454-277	0	0	0	0	0	0	0	80	77	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	3	0	0	4	155	0	7	5	0	0	0	0	5
assemblage-438-254	0	0	0	11	0	0	0	81	19	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	15	0	0	268	0	34	0	0	5	0	0	7
assemblage-359-436	0	0	0	0	0	0	0	109	84	0	0	3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	19	0	0	170	0	18	0	0	0	0	0	24
assemblage-192-834	0	0	0	0	0	0	0	159	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	6
assemblage-986-557	0	0	0	0	0	0	0	61	184	0	0	30	4	0	0	0	0	11	27	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	49	0	0	73	0	13	0	0	0	0	0	16
assemblage-517-758	0	0	0	0	0	0	0	149	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	10
assemblage-1001-562	0	0	0	18	0	0	0	70	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	21	0	0	268	0	42	0	0	3	0	0	9
assemblage-404-873	0	0	0	0	0	0	0	280	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	61	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
assemblage-574-599	0	0	0	0	0	0	0	20	41	0	0	0	30	0	0	0	0	0	52	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	9	0	0	267	0	8	0	0	0	0	0	7
assemblage-574-610	0	0	0	0	0	0	0	52	124	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	257	0	17	0	0	0	0	0	11
assemblage-822-107	0	0	0	0	0	0	0	46	85	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	302	0	12	0	0	0	0	0	16
assemblage-278-277	0	37	0	0	0	0	0	23	0	0	0	0	0	0	0	0	18	0	97	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	219	0	0	49	0	0	0	0	0	0	0	13
assemblage-204-828	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	10
assemblage-157-167	0	0	0	0	0	0	0	41	108	0	0	0	11	0	0	0	0	0	12	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	288	0	11	0	0	0	0	0	8
assemblage-643-151	0	0	0	0	0	0	0	272	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	108	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	48	5
assemblage-411-992	0	0	0	0	0	0	0	241	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	7	0	0	0	0	0	0	147	0	0	0	0	0	0	0	8
assemblage-1010-584	0	0	0	0	0	0	0	202	71	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	4	0	0	184	0	0	0	0	0	0	0	8
assemblage-514-764	0	0	0	0	0	0	0	191	123	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	4	0	0	87	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	17
assemblage-829-98	0	0	0	0	0	0	0	188	38	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	10	0	124	0	0	0	0	0	0	0	10	0	0	108	0	0	0	0	0	0	0	7
assemblage-386-815	0	0	0	0	0	0	0	297	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	141	0	0	0	0	0	0	0	9
assemblage-963-874	0	0	0	0	0	0	0	196	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	5
assemblage-781-441	0	0	0	0	7	14	0	287	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	8	0	0	0	0	0	93	0	0	0	0	0	0	0	10
assemblage-369-820	0	0	0	0	0	0	0	264	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	66	0	0	8	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	10
assemblage-725-344	0	0	0	0	0	0	0	248	66	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	41	0	45	0	0	14	0	0	0	0	5	0	0	73	0	0	0	0	0	0	0	4
assemblage-617-789	0	0	0	0	0	0	0	222	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	194	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	2
assemblage-99-464	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	26	0	28	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	276	0	0	0	0	0	0	0	10
assemblage-354-873	0	0	0	0	0	0	0	115	68	0	0	0	0	0	0	0	0	11	61	0	0	0	0	0	0	12	0	20	0	2	0	0	0	0	0	48	0	0	159	0	0	0	0	0	0	0	4
assemblage-405-1011	0	0	0	0	0	0	0	345	19	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
assemblage-859-854	0	0	0	0	0	0	0	298	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	153	0	0	0	0	0	0	0	3
assemblage-443-264	0	0	0	0	0	0	0	199	54	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	12
assemblage-734-252	0	0	0	0	0	0	0	219	46	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	10	0	113	0	0	0	0	0	0	0	5	0	0	89	0	0	0	0	0	0	0	6
assemblage-449-851	0	0	0	0	0	0	0	9	66	0	0	0	0	0	0	0	10	0	66	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	50	0	0	255	0	0	0	0	0	0	0	9
assemblage-395-985	0	0	0	0	0	0	0	201	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	11	0	0	0	7	0	0	0	0	0	0	147	0	0	0	0	0	0	0	4
assemblage-730-350	0	0	0	0	0	0	0	304	60	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	9
assemblage-405-899	0	0	0	0	0	0	0	259	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	74	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	2
assemblage-747-371	0	0	0	0	0	0	0	174	63	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	210	0	0	0	0	0	0	0	6
assemblage-906-247	0	0	6	0	0	0	0	325	48	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	52	0	0	0	0	0	0	0	2
assemblage-475-256	0	0	0	0	0	0	0	155	66	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	2
