Assemblage_Name	8849896-4-1631857	2550720-1-4	1-1-4	4-1-5781811	3-3-720186	2-4-1429824	2-4-1631857	2-4-5660189	3-3-1	2-7477852-3	1-1-9684461	2-4-9818515	4-1-4	4-1-5314971	4-1-5769312	6132475-4-3	222416-4-3	486208-4-3	208325-1-4	4-7180356-4	8071946-1-4	1-4466541-4	4-8714534-4	9980069-4-3	2-4-1939669	4-0-3	1-4480642-4	6119750-1-4	1047745-3-1	2-4539065-3	4-1-7265571	4-1-9052131	6982514-4-3	9134335-4-3	2-7695237-3	1507341-1-4	125107-1-4	1-1-9902919	2-4632843-3	2-4-3	4-1-9323143	1087321-4-3	9134335-2555878-3	4-1-5120320	2853047-4-3	1437030-1-7983380	4-4921882-4	8579503-1-4	7296992-4-3	1437030-1-5769312	2-4-2507022	1437030-3166927-5769312	2-4844989-3	2-2987818-3	6444941-1-4	7921035-4-1631857	2-7553121-3	5529264-4-3	3971117-3-1	9980069-7787757-3	4-6685372-4	4-5390888-4	2-4108482-3	5244941-4-3
assemblage-509-774	0	0	0	0	0	0	0	0	0	0	0	0	13	0	57	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	144	14	0	0	0	0	180	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-792-426	0	0	0	0	0	0	47	0	0	0	0	0	50	0	69	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	28	0	0	0	0	0	0	0	9
assemblage-947-458	0	0	0	0	0	21	0	0	0	0	0	0	20	0	22	0	0	0	0	0	0	0	11	26	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	140	0	0	40	0	0	12	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-970-448	0	0	0	0	0	15	6	0	0	0	0	0	11	0	26	0	0	0	0	0	0	0	12	24	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	134	0	0	46	0	0	6	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-781-432	0	0	0	0	0	17	0	0	0	0	0	0	25	0	16	0	0	0	0	0	0	0	15	29	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	153	0	0	37	0	0	5	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-789-310	0	0	0	0	0	0	0	0	0	0	0	0	107	12	0	0	7	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-580-593	0	0	152	0	0	0	0	0	43	0	0	0	169	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	10
assemblage-775-446	0	0	0	0	0	0	9	0	0	0	0	0	97	0	19	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	32	0	0	0	0	0	0	0	1
assemblage-486-244	0	0	10	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-992-736	0	0	0	0	0	0	7	0	0	0	0	0	17	0	17	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	165	0	20	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-468-265	0	0	21	0	0	0	0	0	22	0	0	0	182	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7
