Assemblage_Name	6878391-3-3	2-1223238-0	3-3-2506258	3-4480255-3	4886922-0-2	3-3-3	3-9927829-3	2-4-1755279	4-1-3	0-4-2	6143556-5735500-3	0-4-80545	2-1477299-2	0-8661215-2	2-0-8741645	8989207-4-0	8110752-4-0	3-6784135-3	2-2-4423535	2-1545229-2	2-2-2	5602872-3-3	1-8649196-3	4422132-0-2	6143556-0-3	8846004-1030904-3	2-0-756394	2-4-9256451	3-5355528-3	2-2426730-2	2-4093214-2	2-4-9178463	8035365-3-3	2-7651633-0	2-4-0	2-4-3403863	2-820554-0	903280-3-3	5460462-0-2	1-2751566-3	5226667-8649196-3	2-0-2	1-2-0	2-0-8580645	2-9063001-0	2-8933449-2	3-9473391-2506258	2-747364-2	2-6939912-2	8846004-0-3	2986863-0-2
assemblage-194-177	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	63	0	0	54	0	0	0	212	78	0	0	0	0	0	0	0	8
assemblage-178-167	0	0	0	0	0	27	0	0	0	0	21	0	0	0	0	0	0	0	0	0	35	0	7	0	34	0	0	0	0	0	0	0	0	0	223	0	0	9	0	0	0	111	0	0	0	0	0	0	0	28	5
assemblage-235-847	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	27	0	116	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	3
assemblage-457-134	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	30	0	42	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	7
assemblage-803-461	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	77	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	175	0	11	0	0	0	0	0	0	5
assemblage-787-982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	9
assemblage-687-910	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	162	0	0	0	0	0	0	19	0	9
assemblage-340-344	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	10
assemblage-176-599	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	20	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	4
assemblage-181-932	6	0	19	0	0	221	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	182	0	0	0	0	9	0	0	0	3
