Assemblage_Name	2-4078699-2	7602271-2-2	6709151-7660565-4	6513896-8467996-4	7292763-8467996-8378071	540038-2-8971191	2-4-1707631	7292763-8779373-4	1517970-7660565-4	9707862-8467996-4	4232838-8467996-99115	3-3-1	4232838-2-4	4565442-2-2	3733135-2-2	3612702-2-2	3-5746785-3	49099-8467996-4	2-2-4685576	8474052-2-2	3-4665155-3	2-2-1	2-2-2	2-3411129-2	4536157-8467996-4	49099-9877589-4	540038-2-2	2-2-4363093	4232838-8467996-9451680	7292763-1274421-4	2706811-2-2	2655209-8467996-4	2-2-3300627	6386901-5746785-3	4275176-8467996-4	0-2-4	2-1702440-2	2-5202852-2	4232838-8467996-218552	2527240-8467996-4	49099-8467996-130880	1517970-6214141-4	684144-0-3	2-4-4	4232838-8467996-4	2-9093244-2	3-0-3	3532746-2-2	9270764-8467996-4	4232838-8467996-7808962	6386901-5746785-6743620	2-4-6344129	4232838-8467996-3192788	4232838-7587508-9673481	1517970-8467996-4	4232838-8791794-4	2441851-2-2	3-2339912-3	3612702-7186162-2	7292763-3349085-4	9767080-8467996-4	2-2-2682712	8740424-8467996-4	7292763-8467996-4	1967878-2-2	9755788-2-2	5017891-8467996-4	2-4-8236986	2-2-706455	7292763-9455404-4	2-2-2840087	3-95581-3	6451700-2-2	4232838-1289386-3429306	2-2-2910358	4232838-7525908-4
assemblage-253-215	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	86	0	0	0	0	0	0	0	135	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	19	0	0	0	6
assemblage-181-190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	65	0	37	26	0	0	0	0	0	0	47	77	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	18
assemblage-235-847	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	30	0	12	119	0	0	0	0	0	0	9	98	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-470-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	275	0	0	0	0	0	0	0	23	0	7	0	0	0	0	0	0	0	0	0	0	114	9	0	0	6	0	0	0	34	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-868-416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	60	188	0	0	0	0	0	0	37	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-667-848	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	42	0	10	0	0	0	4	0	19	186	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-713-915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	15	0	22
assemblage-606-238	0	0	0	0	0	0	0	0	25	0	51	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	16	3	9
assemblage-667-407	0	0	0	0	23	0	0	0	71	0	0	0	0	0	0	0	0	19	0	0	0	0	71	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-172-952	0	0	0	28	0	0	0	15	38	0	0	0	0	0	0	0	0	49	0	0	0	0	75	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	18
