Assemblage_Name	4-4440529-1	4-9553442-1	3467172-0-7115245	4743418-9033929-0	3467172-9732485-398860	4-7481125-1	2-4-2301527	3835543-4564772-1	4743418-0-654199	4743418-0-271327	4-4564772-5167336	9974517-0-398860	4-4564772-4227521	1776549-2007314-1	3467172-6733651-3	4743418-0-5583205	8646048-4-2	5211768-0-0	4-9354823-1	2-729027-3	4743418-0-2959123	8966036-4564772-1	4743418-8549745-0	3467172-0-6677175	0-1-2	4743418-0-8744746	2-5195307-3	2-8597472-2	4743418-0-9772845	4229619-0-3	3467172-0-408752	3467172-0-398860	2-4-2296120	2841483-0-0	4-9553442-8565255	8049882-0-0	3467172-0-1943702	8049882-0-4434416	5178220-9553442-6185682	4-3-1	2-5195307-3538616	2-3-3	3467172-560804-3	4743418-0-9172212	4-1577030-6185682	4-6606937-1	3569079-0-5583205	6137915-4564772-1	4-2007314-1	4-4564772-7539124	4-9553442-6185682	7332272-4-2	4-5112693-1	2-5195307-2223095	3467172-0-3196033	4743418-7295378-0	6667692-4564772-1	3467172-9514371-3	2857914-0-3	4-4564772-88942	5087102-729027-3	4-4564772-1	2-8599354-2	4-9430553-1	2-4-7401506	3467172-0-3	1176998-0-398860	4743418-5421659-0	3467172-4067439-398860	2-4-8360867	445128-0-0	4743418-0-0	4-3883426-1	4716214-0-3	2-4-2	4-3-3820896	3467172-2688607-3	3002820-4-2	3467172-3535415-3	4-4513920-6185682	4665318-0-3
assemblage-194-177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-351-254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	6	0	0	31	0	0	0	0	0	0	0	0	36	0	0	0	270	0	0	125	0	0	0	0	0	17
assemblage-503-944	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	37	0	19	0	152	0	0	14	0	0	0	0	0	13
assemblage-562-770	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	54	0	19	0	0	6	121	0	0	23	0	0	0	0	0	6
assemblage-943-691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	24	0	31	0	0	0	112	0	0	74	0	0	0	13	0	8
assemblage-925-280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	27	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	35	0	0	0	0	0	210	0	0	4	0	0	0	0	0	17
assemblage-988-336	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	103	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	42	0	0	0	129	0	12	0	0	0	7	0	0	0	0	0	0	0	0	8
assemblage-606-238	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	203	0	0	0	72	0	0	0	0	0	5	0	0	6	0	0	0	0	0	11
assemblage-672-407	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	140	0	0	0	66	0	0	0	0	0	0	0	0	64	0	0	0	0	0	7
assemblage-363-786	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	88	0	0	0	163	0	0	0	0	0	0	0	0	37	0	0	0	0	0	10
