Assemblage_Name	3251237-2-6877457	3317369-3-2315181	1796905-1-3	718107-3651194-3	718107-464126-3	718107-0-6340872	0-7046796-794540	4744425-0-3	1-0-3	8185719-2-4	4959047-2-4	3955868-1-3	1125093-3-2315181	4959047-3965795-4	0-3-794540	5646613-2-4	2-1-7839676	133757-2-4	2102669-7768708-3	2102669-2507097-3	4959047-2-5455552	3772760-0-3	9016181-2-4	4959047-2-7872380	718107-9387820-3	2-2-4	8185719-3665186-4	0-1774362-794540	2102669-1-3	2102669-1-3007743	1-0-6528220	3-3-2315181	2-2-3069798	0-3-96434	3252036-2-6870558	3012821-1-3	3-3079390-2315181	4959047-2187558-4	4959047-2-5994210	4959047-2-3993292	718107-7687145-3	1-3-4	8276787-1-3	3182475-1-8153668	4959047-5915488-4	4959047-377950-4	718107-9736608-3	6649471-0-3	7876114-2-4	7500801-0-3	718107-0-3	7761980-2-4	4959047-2-2522968	3251237-2-4	4959047-9925005-4	8828962-3-2315181	4959047-2-8789369	4959047-2-5197873	1-1-8153668	7444882-2-4	2-1-3	4959047-6043748-4	1783494-1-3	4959047-9295556-4	2-6178508-3	4959047-5915109-4	3-1680660-2315181	3-3-4391669
assemblage-894-551	0	0	0	0	0	0	0	0	0	0	11	0	0	0	35	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	8
assemblage-619-459	0	0	0	0	0	0	0	0	59	0	24	0	0	0	145	0	0	0	12	0	0	0	0	0	0	69	0	0	155	0	0	0	8	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-235-826	0	0	0	0	0	0	0	0	62	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0	0	22	0	0	138	0	0	25	0	0	0	0	14	0	0	0	0	91	0	0	0	0	0	0	0	0	8	0	0	73	0	0	0	0	0	0	14	0	0	0	0	0	0	9
assemblage-597-671	3	0	0	0	0	0	0	0	0	0	29	0	40	0	60	0	0	0	0	0	0	0	0	0	0	93	0	0	62	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	34	0	0	0	0	0	0	99	0	0	0	0	0	0	7
assemblage-942-233	0	0	0	0	0	0	0	0	0	0	271	0	0	0	45	0	5	0	0	0	0	0	0	0	0	61	0	15	15	0	0	41	0	0	0	0	0	0	0	0	0	27	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-280-565	0	0	0	0	0	0	0	0	0	0	190	0	0	0	10	0	0	0	0	0	0	0	0	0	0	60	0	0	0	8	0	115	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	38
assemblage-988-336	0	0	0	0	0	0	0	0	0	39	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-412-358	0	0	0	0	0	0	0	0	0	98	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-672-407	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-689-249	0	0	0	0	0	9	0	0	0	0	274	0	0	10	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	26	62	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
