Assemblage_Name	9283702-2-1	5103942-0-1	2-176039-1	2-0-5237141	4693346-0-1	1-0-3	2-0-9513771	2-0-1545605	2-8081226-1	2-0-6539442	2-0-2331827	5163441-3-0	2994796-3-0	0-0-0	3-2-282887	3-3222030-3	1-3097439-3	2-6890756-5237141	1-3-0	2-0-5182915	5718481-0-1	2-0-1	3-2-7076515	1550366-0-1	1-3-7461616	7518618-0-1	1-2-1	3-2-6520606	2-3304683-1	2-0-3421090	3-2-7507098	1-414243-3	9547045-3-0	3-2-7054136	3-2-3	1324691-0-3	1-0-8073649
assemblage-237-258	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	29	0	0	0	0	0	0	0	57	0	0	0	2
assemblage-629-460	0	0	0	0	0	93	0	0	0	0	0	0	0	114	0	0	0	0	47	0	23	195	0	0	0	0	0	0	0	0	0	0	0	0	21	0	7
assemblage-279-115	0	0	0	0	0	65	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	20	0	108	0	9
assemblage-537-763	0	0	0	0	0	55	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	19	0	46	0	13
assemblage-790-480	0	0	0	0	0	204	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	26	0	145	0	1
assemblage-894-247	0	0	0	0	0	117	0	0	0	0	0	0	5	55	0	0	0	0	9	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0
assemblage-991-355	0	0	0	0	0	82	0	0	0	0	0	0	0	15	0	0	0	0	0	9	0	364	0	0	0	0	0	0	0	0	0	0	0	0	22	0	8
assemblage-298-562	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4
assemblage-610-223	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-160-948	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	251	0	0	0	0	0	0	0	12	0	0	0	0	0	0	3
