Assemblage_Name	0-2-2257281	3-335780-1	2160125-1-7714164	0-1-5264399	4-1-4325209	5928389-1-2	4-1-6138258	4-8346858-2	0-2187318-2	0-124435-2	4-1-1746506	1-0-1339111	4-9887943-2	4-1-6001088	3480815-1-2	4-1-3659343	4-2-4	4-1-2	6949302-1-2	420486-1-2	6443775-2-3	4-5587639-2	0-1-2	6949302-5419628-2	4-6545058-2	4-1-2635309	0-1-834724	3975630-1-2	0-2-8945016	3-5932144-1	9630140-1-2	3-1-0	4348091-1-8710691	0-1-7714164	3-9891792-1	3-3437268-6693664	3-0-1193586	3-0-1834666	4-7981806-2	0-1-3685570	950415-2-3	1245699-1-2	4-1-2776834	7072119-1-2	0-1-89118	2725106-0-1	2128794-1-2	3-0-1	0-2-8100451	0-8695320-8335094	4348091-1-2	0-3352177-2	4-6132527-2	7636760-1-2	1-2-4	4-1-7381830	0-1928938-2	3-7665623-1193586	0-2-8335094	3-4-3	3-0-2425695	1-2-6108526	7810813-1-2	4-1432676-2	1-2-3060726	0-1-2779342	3330880-1-2	2679474-1-2
assemblage-253-215	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	68	357	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-359-264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	127	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	93	18	0	0	0	0	0	0	0	5
assemblage-279-115	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	123	24	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	13
assemblage-481-156	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	34	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	20	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	5
assemblage-887-413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	265	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	23	0	0	0	13	0	0	0	44	0	0	0	0	0	0	0	0	5
assemblage-637-842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-341-212	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	171	0	0	0	0	147	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	20
assemblage-298-582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-673-417	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	151	0	70	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-689-249	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	5	93	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	2
