Assemblage_Name	8382074-4-3141270	8368494-4-4824367	710235-2-28459	3-0-591012	7530247-5267496-28459	2-8279778-7235292	0-4-3141270	7530247-2-3999770	2-0-6498470	7530247-5778585-28459	9291783-0-7235292	629463-4-3141270	8368494-4-3141270	0-9872879-0	7530247-1239549-28459	2-0-6135487	0-3113702-3141270	125594-0-3	7530247-2-4862439	6531934-4-3141270	7857259-9299142-28459	2-1929137-3	3-0-1982701	7530247-2-5994056	5762917-2-28459	4878332-9548593-0	3-0-6835747	0-9781815-7869581	8368494-4-1709852	8368494-4-5292196	5681632-0-6498470	3665464-2-28459	0-4-1474496	7530247-890701-6054299	9621739-15452-7235292	2-0-76051	710235-6420569-28459	2-0-7235292	710235-7628906-28459	1353318-2-28459	7530247-2-28459	0-4213434-3141270	3062964-2-4862439	1846900-2955048-7235292	4-1-8294796	8221177-2-28459	7216060-0-6135487	2-0-3	3-0-2	1957947-2-28459	9621739-0-7235292	125594-0-7753231	2-9992257-3	7857259-2-28459	2-3885951-3	7530247-890701-28459	1-3315177-28459	5945829-890701-28459	7530247-2-4009174	7402072-4-7422627	7530247-428092-28459	0-4-8428966	0-9548593-7869581	8368494-8697780-5292196	823010-0-6498470	6794650-4-3141270	7530247-690190-28459	7530247-2-378233	665269-2-28459	8799851-4-3141270	2455957-2-28459	3-0-4841916	0-9548593-0	5067979-2-28459	8368494-4-7422627	2-9992257-9110165	2-543291-6135487	8368494-5971914-3141270
assemblage-915-529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	27	0	0	0	116	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-359-264	0	0	0	0	0	0	27	0	155	0	0	0	17	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	3	0	0	0	39	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	3
assemblage-250-872	0	10	0	0	0	0	157	0	58	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	92	0	0	0	6	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	54	0	0	0	0	18
assemblage-539-762	0	0	57	0	0	36	70	0	125	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	65	0	0	0	7	0	0	0	34	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	33	0	21	0	0	1
assemblage-955-695	0	0	13	0	0	0	103	0	20	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	6	0	20	0	0	18
assemblage-630-846	0	0	0	0	0	0	49	0	0	0	0	0	30	0	0	9	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	9	0	0	0	0	95	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	29
assemblage-261-343	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	26	0	0	0	0	76	0	76	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	48	0	44	0	0	16
assemblage-288-575	0	0	0	0	0	0	35	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	18	0	18	0	0	0	0	0	0	4	0	0	0	0	0	0	0	47	0	46	0	56	0	0	13
assemblage-167-585	0	0	0	0	0	0	30	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	87	0	0	0	0	0	0	0	50	0	0	0	0	0	0	12
assemblage-371-808	0	0	0	0	0	0	29	0	0	0	0	0	33	0	0	0	10	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	59	0	0	0	0	0	0	0	15	0	9	0	0	0	0	11
