Assemblage_Name	2-1813224-953820	2-6896183-4	3-3657696-1	1-1-0	3-2-5080067	8926372-4-0	1-0-3	4366665-2-1	5624984-2-1	4601734-2-1	3-6040151-1	2-3-4	9549284-4-0	4-1-2	3340326-2-1	1-8756231-3	3-8106150-1	3-2-4026553	3-2-2984682	3-2-5658886	3-946367-1	3-2-1653589	1812618-0-3	7740345-2-2059891	610109-2-1	3-2-6331651	3-521361-8180069	6968052-2-1	1-0-1541476	2-6896183-953820	3-2-1928552	3-3233833-1	3-5027936-1	4-1-2979465	1712616-2-1	2645525-2-1	4-1-9026600	7297345-2-1	7193104-2-1	3-2-3407110	3-4733021-1	7891866-5348249-1	5624984-8124496-1	3-2-1119691	1871891-2-1	3-2-9202932	4-4-0	7586620-3657696-1	3-521361-1	3-377302-1	3-5114044-1	6320240-2-1	289101-2-1	3-5114044-3460303	3-5348249-1	7297345-2-5255084	8631183-2-1	5535327-5114044-1	3-2-1	7740345-2-1	3500148-2-1	4-4-9759578	2-4950760-953820	3-2-186671	3-2-5105135
assemblage-894-551	0	0	0	23	0	0	0	0	0	0	0	0	0	16	8	0	0	0	0	0	0	0	0	0	0	0	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	2
assemblage-614-458	0	12	0	0	0	0	170	0	0	0	0	32	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	118	0	0	15	0	0	14
assemblage-525-934	0	46	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	12
assemblage-471-161	0	44	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	242	0	0	10	0	0	4
assemblage-884-412	0	5	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	12
assemblage-667-848	0	23	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	436	0	0	0	0	0	13
assemblage-344-220	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	3
assemblage-405-331	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	418	0	0	0	0	0	10
assemblage-585-209	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	205	4	0	0	0	0	14
assemblage-518-548	0	0	155	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	81	0	0	0	8	0	0	0	165	0	0	0	0	0	11
