Assemblage_Name	4190785-3-3	4-6128896-1	7046310-6128896-1	1-2-8014973	3-3-0	3732756-3-3	1-2-1070760	4-1623457-9463376	8092783-2-2	5099164-3-3	2-2-2	3-3-9975612	5099164-3-4585574	6644800-2-4	1-3200419-4	5099164-6027271-3	9120205-358908-2	2-358908-2	5462354-3-3	3-3-5088491	2-6089979-2	5099164-3-2804441	469667-3-3	779463-2-2	2-124689-2	5992486-358908-2	4-6128896-6760771	4-8496054-1	1-7261277-8014973	1-2-4	798089-6128896-9463376	4-3-3	4-6128896-9463376	2-9000280-2
assemblage-198-177	0	347	8	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	91	11
assemblage-359-271	0	0	0	0	81	0	0	0	0	101	72	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	52	0	6	5	5
assemblage-525-934	0	84	0	0	13	0	0	0	0	118	65	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	46	13	0	41	1
assemblage-460-153	0	0	0	8	88	0	0	0	0	49	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	22	45	0	36	9
assemblage-923-236	0	0	0	101	32	0	0	0	0	75	43	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	12	136	0	7	3
assemblage-900-267	0	0	0	38	87	5	0	0	0	214	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	90	0	18	10
assemblage-711-905	0	0	0	15	63	0	0	0	0	230	6	0	0	0	0	33	0	27	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	5
assemblage-412-358	0	0	0	30	67	0	0	0	0	222	0	0	0	0	0	0	0	103	0	38	0	0	0	0	0	0	0	0	14	0	25	0	0	1
assemblage-667-407	0	0	0	8	20	0	0	0	0	417	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9
assemblage-675-257	0	0	0	0	137	0	0	0	0	349	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
