Assemblage_Name	1-0-410858	1-5978252-3	0-7504132-4	1-0-3	1-4-212462	1-0-6812816	5946425-0-4	6852504-9976079-4967873	1-4-1247072	2564129-0-2	1-480152-3	7257921-0-3	0-1-2	5068031-3908766-4	1-5089824-3	9168628-0-4967873	4006385-0-4	2564129-0-2382711	1-0-2256351	1-4019744-3	0-0-4	4006385-0-8065966	1-0-8698730	3-7418744-4967873	1-480152-4152208	1-0-9758369	3-0-2	3-9976079-4967873	7077988-0-4967873	1-4979783-3	0-0-8509390	4006385-276251-4	5068031-0-4	1-4-4	3-4-3	4006385-0-7033223	1-0-5140090	3-0-4967873	7732511-0-3	9986088-8663441-4	0-1163148-4	1-5893085-4	1-4-8298527	1-8253984-3
assemblage-204-172	0	0	0	0	0	0	0	0	0	8	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	249	34	0	0	0	0	0	0	0	0	6
assemblage-172-188	0	0	0	238	0	0	0	0	0	93	11	0	38	0	0	0	0	0	0	6	46	0	0	0	0	0	28	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	12
assemblage-293-129	0	0	0	144	0	0	0	0	0	0	0	0	17	0	0	0	7	0	0	0	138	0	0	0	0	0	44	0	0	0	0	0	0	51	0	0	0	93	0	0	0	0	0	6
assemblage-497-531	0	0	0	188	5	0	0	0	0	37	0	0	15	0	0	0	0	0	0	0	84	0	0	0	0	0	7	0	0	0	0	0	0	106	0	0	0	48	0	0	0	0	0	10
assemblage-936-696	0	0	2	78	0	0	0	0	0	39	0	0	8	12	0	0	109	0	0	0	65	0	0	0	0	19	0	0	0	0	0	0	0	73	0	0	0	71	18	0	0	0	0	6
assemblage-894-247	0	0	0	94	0	0	0	0	0	65	0	0	0	0	0	0	47	0	0	0	45	0	0	0	0	54	0	0	0	0	0	0	0	131	0	0	0	55	0	0	0	0	0	9
assemblage-340-239	0	0	0	59	0	0	0	0	0	10	0	0	0	0	0	0	169	0	0	0	21	0	0	0	0	69	0	0	0	0	0	0	0	111	0	0	0	32	0	0	0	11	11	7
assemblage-606-238	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	37	8	0	0	0	16	0	0	0	0	70	0	0	42	0	0	0	41	0	0	0	0	0	7
assemblage-604-218	0	0	0	211	0	0	0	0	0	0	0	72	0	0	0	0	41	0	0	0	21	0	0	0	0	0	0	0	0	0	37	0	0	42	0	0	0	72	0	0	0	0	0	4
assemblage-352-801	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	25	0	0	5	0	0	14	0	0	0	74	0	0	0	0	0	9
