Assemblage_Name	2-0-725292	1-1-2	2-0-2115509	1-1704050-2	0-1-1977365	4-2640183-711261	6575977-0-3	1-0-1	6191721-1-2	2-9192334-3	2-0-6793600	0-1-6047418	2384790-0-3	0-1-1	2-116459-3	2-0-7169524	3876202-0-3	2-0-5410572	1134776-1-1	5629874-1-1	3640421-0-3	4-2-711261	0-1-1997218	0-4795044-1	3682709-1-1	2-0-8565567	0-2862164-1	7900838-0-3	2-0-4	2-0-3	1-4-4609346	1-2-3	4772716-0-4	2-2005411-3	0-7161253-1	5188575-0-3	0-1-3241399	2857766-0-3	9015093-1-1	9015093-1-784666
assemblage-204-172	0	364	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	8	0	0	12	0	0	0	0	0	0	1
assemblage-760-869	0	25	0	0	0	0	0	36	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	22	0	0	0	0	0	0	0	0	11
assemblage-525-913	0	41	0	0	8	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	20	0	0	0	0	0	0	58	95	83	0	0	0	0	0	0	0	0	0
assemblage-499-512	0	30	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	246	35	0	0	0	0	0	0	0	0	9
assemblage-793-461	0	89	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	11	0	0	0	0	0	9	0	143	0	0	0	0	0	0	0	0	0	0
assemblage-787-982	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	2
assemblage-991-355	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	2
assemblage-340-344	36	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	310	0	0	0	0	0	0	0	0	0	1
assemblage-688-487	56	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	3
assemblage-371-808	21	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	8
