Assemblage_Name	0-2-2613072	2-2-2449881	1-4221106-3	1-0-3	2-3776062-4	4683239-2-4	0-2-7383729	2-4574001-4	2-2-5615182	2-6542625-4	2-2-4	1-7284259-5434287	2-1768841-4	0-2-4	9825479-2-4	0-5218310-4	2660234-4-5098066	0-4065679-4	4096881-2-4	2-2-756566	2-6640267-4	2-2-7109473	1-7284259-3	9759842-290194-0	2-6186002-4	227846-2-4	1-7284259-6143010	2-6803897-4	1680617-7284259-3	0-5060362-4	9759842-1-0	6203435-2-4	1-4-5098066	2-3157669-4
assemblage-246-246	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	9
assemblage-352-266	0	0	0	0	8	0	0	0	0	0	175	0	0	133	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	145	0	0	11
assemblage-235-847	0	0	0	0	0	0	0	0	0	0	107	0	0	44	0	0	76	47	0	0	0	0	191	0	0	0	0	0	0	0	28	0	0	7
assemblage-598-655	0	0	0	0	0	0	18	0	0	0	308	0	0	27	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	63	0	0	10
assemblage-774-471	0	0	67	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	72	0	0	7
assemblage-646-853	0	0	8	0	0	0	0	0	73	0	365	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	19	0	0	0	0	2
assemblage-1000-339	0	0	0	0	0	0	0	0	4	0	469	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	10
assemblage-599-228	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	1
assemblage-679-391	0	31	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	6
assemblage-165-927	0	5	0	0	0	0	0	0	0	0	443	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	10
