Assemblage_Name	1-9890406-1	1-8308132-1	1682535-4-7130941	3987583-1-0	1416916-4-4	2349573-4-7130941	8290899-2897661-56537	3-6573297-8029373	1-8616670-1	8233120-4-4	1-2-2611580	3-624454-1	3-1-0	3-1-9902662	2087553-4-7130941	2-6094945-8860966	3993826-7195575-3	2-4-3059326	214656-4-7130941	7866232-4-4	8644534-2-1	9510011-6573297-1	5951106-4-7130941	0-489841-3	2-5326529-4	6511294-1025270-0	0-2707386-1	9158465-4-7130941	1-2-9925328	3-1-6481010	0-7195575-3	3894207-2897661-0	1-1-0	0-2707386-2443200	3-2600736-4587072	3-3704753-0	0-4-7130941	3-863346-0	3-3-1	0-4-2	7882352-1-0	3-3-5208890	0-4-9547712	1296916-2-1	1410946-8308132-1235487	0-9849629-2	2-4-9579051	4827717-2-1	6177157-3684567-7130941	1-8003051-1	8290899-1025270-754001	3-3515844-0	2502023-489841-3	0-2707386-941420	0-489841-1313491	8290899-7918820-0	2181485-4-7130941	3-4230951-0	9648864-4-7838206	3-6792591-1	1-2-1	2087553-4-5359750	0-4-7843087	7894051-2-1319364	3-1-6624703	6432549-1-0	6779785-2-1	1296916-8453417-1	8290899-2897661-9464485	7665533-2-1	8290899-2897661-2261240	3-6573297-1	2-4-8860966	1-2-3392622	3-1-635399	0-3643024-1	4488116-2897661-0	0-3847267-3	1-8529992-0	5571804-4-7130941	8290899-2897661-3708150	8290899-1-0	8449657-2-1	8449657-9560581-1	5116786-4-7130941	3-454639-0	0-2-1	0-7421298-7130941	3-3-3088782	8290899-9947472-0	8290899-8720653-0	8290899-2897661-0	6835393-4-7130941	1-8308132-5719337	3-1-9532794	734984-4-7130941	0-4-4336692	8290899-1-3668444	3-1-7223628	8387620-2-1	1-205311-1	1-8616670-6278597	8290899-3938201-0	4939910-4-7130941	3-2600736-0	5213348-2-1	1-2015105-1	3-1-7866123	3-6573297-371409	3-6920774-0	7664133-2707386-1	1-8308132-1235487	7894051-2-1	0-4-1549873	2-4-4	2159866-1-0	0-4-2294432	0-874376-2	9089868-1-0	3-1-2821109	1-2-4146604	8290899-1025270-0	9226749-489841-3	1-1511623-1	2-4916095-4	6177157-4-7130941	2799982-4-7130941	1-4386028-1	0-9978979-7130941	1056906-1025270-0	8387620-2-50929	5226354-2897661-0	2994376-8308132-1235487	0-7496352-3
assemblage-242-242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	28
assemblage-631-459	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	85	0	4	85	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-235-847	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	11	18	0	50	0	0	0	0	0	0	0	0	0	12	0	10	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-597-662	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	75	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-889-395	0	0	0	0	0	0	0	0	30	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	16	174	0	21	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	10	0	0	0	7	0	0	0	0	0	72	0	0	29	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	23
assemblage-295-545	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	19	0	12	0	0	0	0	0	0	74	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	95	4	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	35
assemblage-713-902	0	0	0	0	0	0	0	0	0	19	0	0	3	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	25	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	35	0	0	0	29	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	9	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-391-369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	7	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	88	0	0	67	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	21
assemblage-688-487	0	0	0	0	0	0	0	0	0	0	0	0	60	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	76	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	13	0	0	0	0	0	0	10
assemblage-681-262	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	110	0	0	0	7	0	0	70	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	74	0	10	0	0	0	0	0	13
