Assemblage_Name	8825962-1-0	2889044-1406873-0	6616743-9951074-0	6616743-1-0	8825962-8205566-2962764	8993997-1417821-3	2889044-4745692-0	0-1-7431670	0-1-3	1489704-1-3	0-4230203-6994034	0-0-0	2012915-7255653-7355399	2889044-2517340-0	2-0-1	0-6220225-3	8825962-2933775-0	0-4230203-3	8825962-1-5512266	2012915-1-7355399	4-1-0	1489704-1417821-3	1489704-421758-3	2012915-1-0	9544360-4230203-3	0-3434545-7431670	0-1406873-0	2889044-1406873-1972988	2012915-1-3654030
assemblage-747-590	114	9	0	0	0	0	0	0	7	12	0	0	0	0	0	0	0	53	155	0	0	38	0	9	0	0	0	0	11
assemblage-595-739	15	0	0	0	0	0	0	0	0	164	0	0	0	0	0	25	0	0	0	0	22	85	34	134	0	0	0	0	21
assemblage-689-282	0	0	0	0	0	0	0	20	54	177	0	0	0	0	14	0	0	0	0	0	37	0	0	55	0	74	19	0	25
assemblage-474-671	181	0	0	0	0	0	0	0	44	0	0	55	0	0	27	0	0	0	0	0	0	0	0	60	0	0	70	0	14
assemblage-831-655	0	0	0	0	0	0	0	41	204	0	0	0	0	0	28	9	0	0	0	0	63	0	0	0	0	47	0	0	35
assemblage-243-323	137	160	0	53	0	0	80	0	0	0	0	0	0	0	0	0	5	34	0	0	0	0	0	0	0	0	0	0	19
assemblage-228-644	44	164	0	27	0	0	0	0	0	0	0	0	0	6	0	0	0	117	0	0	0	0	0	0	0	0	0	75	20
assemblage-482-665	216	0	0	0	0	0	0	0	18	0	0	33	0	0	34	0	0	0	0	0	0	0	0	92	0	0	65	0	16
assemblage-754-638	11	160	0	0	0	0	0	0	61	99	0	0	0	0	0	25	0	4	0	0	0	0	0	73	0	0	0	0	5
assemblage-488-754	109	102	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	175	0	36	0	0	0	35	12	0	0	0	11
assemblage-559-476	68	108	19	16	38	0	41	0	0	0	0	0	0	0	0	0	5	55	0	0	0	0	0	0	0	0	0	67	39
assemblage-383-267	163	26	0	80	0	84	0	0	0	4	0	0	0	0	0	0	0	57	0	7	0	32	16	0	0	0	0	0	26
assemblage-350-720	119	0	0	0	0	0	0	11	22	159	0	15	0	0	9	0	0	0	0	0	0	0	0	55	0	15	23	0	18
assemblage-331-188	49	112	0	42	18	0	139	0	0	0	34	0	0	7	0	0	45	29	0	0	0	0	0	0	0	0	0	0	13
assemblage-894-875	97	124	0	26	0	4	0	0	0	0	0	0	0	0	0	0	0	74	0	155	0	0	0	0	0	0	0	0	12
assemblage-234-493	105	0	0	0	0	26	0	0	0	34	0	0	5	0	0	0	0	49	77	172	0	0	0	0	6	0	0	0	20
assemblage-218-797	67	85	0	38	33	0	120	0	0	0	37	0	0	0	0	0	51	37	0	0	0	0	0	0	0	0	0	0	21
assemblage-606-504	136	0	0	0	0	0	0	23	140	17	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	15	10	0	38
assemblage-502-119	106	136	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	143	0	0	0	0	0	0	0	0	17
assemblage-618-292	139	0	0	0	0	14	0	0	0	19	0	0	6	0	0	0	0	53	72	170	0	0	0	0	9	0	0	0	16
assemblage-461-403	77	122	0	74	0	11	0	0	17	47	0	0	0	0	0	9	0	14	0	0	0	14	30	39	0	0	0	0	27
assemblage-685-929	85	234	13	13	0	0	13	0	0	0	6	0	0	10	0	0	0	85	0	0	0	0	0	0	0	0	0	0	16
assemblage-936-352	108	0	0	0	0	36	0	0	0	26	0	0	9	0	0	0	0	56	80	150	0	0	0	0	15	0	0	0	11
assemblage-575-462	152	45	75	0	58	0	61	0	0	0	0	0	0	0	0	0	19	33	0	0	0	0	0	0	0	0	0	50	7
assemblage-323-684	102	218	0	55	0	9	56	0	0	0	0	0	0	16	0	0	0	24	0	0	0	0	0	0	0	0	0	0	9
assemblage-721-988	20	0	0	0	0	0	0	0	7	161	0	0	0	0	0	31	0	0	0	0	30	60	39	134	0	0	0	0	18
assemblage-724-995	72	27	0	0	0	0	0	0	33	139	0	0	0	0	0	24	0	0	0	0	11	32	23	93	0	0	0	0	34
assemblage-668-930	72	237	16	9	0	0	19	0	0	0	13	0	0	9	0	0	0	96	0	8	0	0	0	0	0	0	0	0	6
assemblage-576-485	56	62	0	5	38	0	71	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	59	26
assemblage-758-647	71	125	0	75	0	14	0	0	11	43	0	0	0	0	0	12	0	23	0	0	7	17	37	46	0	0	0	0	12
