Assemblage_Name	2-2411217-0	9418034-1-2980433	3508398-1-7906540	2-3-4	2-3-1	7425101-2-0	9194732-1-2	2-8794904-4	2382092-4949907-4	2-2-6547731	3552789-1-2	2-4306611-4	293844-9329490-4	3508398-1-9149572	1929793-1-3	2-3-5411423	2-9638745-4	2-2-6677278	2-7050582-4	2-656162-1	2-2-0	2-9329490-4	3-1-2	2717837-1-3	3508398-1-3	7267795-9329490-4	5716260-4949907-4	1369198-613295-0	3-1-6149750	3-1-3	2-4949907-4	3-1-3687998	3-1-2926732	2-2580691-1	3-0-2	2-7572412-4	2-2809522-0	2-8671576-4	4-4-1	2-9211118-0	3-7133619-9517748	2-9883166-0	2989980-4949907-4	2-1716984-4	3-2-0	3-8597303-9517748	2-5089993-4	7526874-1-2	6714785-1-3	2-3096457-4	9418034-1-2	3-1-9517748	3508398-5858168-3	2-2-2950776	1148650-613295-0
assemblage-581-474	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	96	33	121	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	18	0	0	39	0	0	30
assemblage-227-549	0	0	0	47	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	154	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	11	22
assemblage-606-491	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	175	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	37
assemblage-673-568	0	0	12	21	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	56	0	19	0	0	0	0	111	69	0	0	0	12	0	8	0	4	0	0	0	0	0	0	0	0	0	33	0	0	0	0	5	24
assemblage-702-358	0	0	0	62	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	182	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5	0	0	10	21
assemblage-494-372	0	0	0	36	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	57	0	189	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	26
assemblage-558-310	0	0	7	19	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	18	0	27	0	0	0	0	97	110	0	0	0	0	0	28	0	17	0	0	0	0	0	5	0	0	0	34	0	0	0	0	11	22
assemblage-497-574	0	0	0	75	34	8	0	0	0	0	0	0	0	0	0	0	0	0	9	0	86	0	64	0	2	0	0	7	0	9	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	19	26
assemblage-605-473	0	0	0	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	31	0	37	0	0	0	0	81	105	0	0	0	0	0	26	0	17	0	0	0	0	0	11	0	0	0	27	0	0	0	0	3	28
assemblage-348-355	0	0	13	18	70	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	60	0	8	0	0	10	0	73	78	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	18	11
assemblage-616-507	0	0	0	22	28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	32	0	42	0	0	0	0	73	111	0	0	0	7	0	23	0	34	0	0	0	0	0	8	0	0	0	31	0	0	0	0	8	16
assemblage-532-354	0	0	0	71	23	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	106	0	63	6	3	0	0	7	0	13	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	25	24
assemblage-363-547	0	0	11	35	48	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	43	0	26	0	0	0	0	126	56	0	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	4	13
assemblage-529-629	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	0	87	25	131	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	0	0	23	0	0	39	0	0	24
assemblage-707-574	0	0	0	10	0	0	15	16	0	0	0	0	0	0	0	0	0	7	0	0	81	18	117	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	57	0	0	15
assemblage-363-465	0	0	7	4	72	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	45	0	13	0	0	0	0	74	87	0	0	0	3	0	19	0	10	0	0	0	0	0	0	0	0	0	36	0	0	0	0	7	12
assemblage-368-631	0	0	0	71	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	90	6	89	0	0	0	0	0	0	0	150	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	11	0	16	8
assemblage-411-672	0	0	5	31	56	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	52	0	34	0	0	13	0	60	72	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	12	14
assemblage-348-464	0	0	9	18	53	21	0	0	0	0	0	0	0	10	0	0	0	0	0	0	84	0	63	0	23	0	0	0	0	69	69	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	22	8
assemblage-698-498	0	0	0	59	47	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	56	0	0	0	0	4	0	12	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	15	24
assemblage-497-493	0	0	11	16	52	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	58	0	18	0	0	0	0	121	63	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	30
assemblage-409-524	0	0	0	61	11	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	94	11	98	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	10	0	16	15
assemblage-696-326	0	0	0	25	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	27	0	27	0	0	0	0	85	86	0	0	0	11	0	27	0	17	0	0	0	0	0	14	0	0	0	49	0	0	0	0	12	16
assemblage-404-579	0	0	0	69	32	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	64	5	14	0	0	9	0	17	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	16	13
assemblage-596-514	0	0	0	98	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	86	7	88	0	0	0	0	0	0	0	130	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	12	0	18	9
assemblage-387-549	0	0	0	43	14	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	96	15	108	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	16	0	0	30	0	13	7
assemblage-612-665	0	0	0	21	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	67	27	121	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	43	0	0	17
assemblage-432-615	0	0	0	68	38	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	69	8	0	0	0	6	0	8	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	14	19
assemblage-767-668	0	0	0	40	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	191	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	33
assemblage-525-510	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	63	0	178	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	22
assemblage-543-479	0	0	0	75	13	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	92	11	86	0	0	0	0	0	0	0	138	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	8	0	13	8
assemblage-275-306	0	0	0	76	20	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	95	12	91	0	0	0	0	0	0	0	130	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	6	0	27	10
assemblage-436-616	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	9	0	0	79	16	127	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	15	0	0	28	0	0	31
assemblage-535-590	0	0	0	42	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	172	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	14	15
assemblage-496-517	0	0	7	24	63	17	0	0	0	0	0	0	0	9	0	0	0	0	0	0	81	0	63	0	12	0	0	8	0	67	69	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	17	11
assemblage-511-550	0	0	24	28	43	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	66	0	64	0	26	0	0	5	0	71	82	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	18	14
assemblage-565-445	0	0	0	87	10	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	92	9	103	0	0	0	0	0	0	0	123	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	22	15
assemblage-392-520	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	60	35	126	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	8	0	0	54	0	0	45
assemblage-529-483	0	0	0	16	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	24	0	37	0	0	0	0	85	93	0	0	0	3	0	34	0	13	0	0	0	0	0	8	0	0	0	39	0	0	0	0	14	23
assemblage-530-503	0	0	0	19	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	43	0	26	0	0	0	6	97	98	0	0	0	2	0	30	0	22	0	0	0	0	0	2	0	0	0	43	0	0	0	0	4	14
assemblage-663-385	0	0	10	27	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	24	0	41	0	0	0	0	90	95	0	0	0	10	0	21	0	19	0	0	0	0	0	12	0	0	0	30	0	0	0	0	6	20
assemblage-548-384	0	0	18	16	71	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	37	0	20	0	0	0	0	116	54	0	0	0	7	9	7	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	9	24
assemblage-499-650	0	0	0	61	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	147	16	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	23
assemblage-291-504	0	0	0	22	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	38	0	38	0	0	0	0	59	103	0	0	0	13	0	20	0	4	0	0	0	0	0	12	0	0	0	47	0	0	0	0	9	23
assemblage-436-466	0	0	0	39	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	109	27	89	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	20	0	21	22
assemblage-502-519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	27	129	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	18	0	0	43	0	0	40
assemblage-529-551	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	5	5	0	0	83	18	147	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	25	0	0	40	0	0	29
assemblage-472-658	0	0	12	8	45	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	41	0	10	0	0	0	0	136	81	0	0	0	6	0	6	0	5	0	0	0	0	0	0	0	0	0	37	0	0	0	0	13	15
assemblage-521-552	0	0	0	14	6	0	0	19	0	0	0	0	0	0	0	0	0	1	0	0	91	24	109	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	22	0	0	56	0	0	21
assemblage-507-435	0	0	0	35	5	0	0	9	0	0	0	0	0	0	0	0	0	6	0	0	94	16	131	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	40	0	0	19
assemblage-521-555	0	0	19	4	61	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	56	0	13	0	0	0	0	103	59	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	45	0	0	0	0	9	22
assemblage-444-561	0	0	0	75	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	137	22	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	8	3
assemblage-463-336	0	0	10	13	55	13	0	0	0	0	0	0	0	0	6	0	0	0	0	0	91	0	54	0	14	0	0	0	0	88	66	0	0	0	9	0	17	0	12	0	0	0	0	0	0	0	0	0	28	0	0	0	0	6	18
assemblage-384-352	0	0	19	6	56	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	51	0	21	0	0	0	0	106	53	0	0	0	3	0	7	0	6	0	0	0	0	0	0	0	0	0	39	0	0	0	0	11	9
assemblage-527-523	0	0	0	55	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	158	13	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	7	12
assemblage-432-479	0	0	0	61	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	163	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	26
assemblage-544-611	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	91	35	101	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	18	0	0	38	0	0	27
assemblage-550-465	0	0	17	18	53	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	55	0	17	0	0	0	0	113	63	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	12	27
assemblage-478-546	0	0	0	75	26	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	81	0	62	0	9	0	0	7	0	12	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	24	24
assemblage-557-394	0	0	0	60	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	15	57	0	0	0	0	0	0	0	162	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	11	0	15	11
assemblage-371-326	0	0	0	65	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	5	93	0	0	0	0	0	0	0	153	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	4	0	11	10
assemblage-377-570	0	0	0	74	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	165	13	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	15
assemblage-390-415	0	0	13	12	68	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	76	0	51	0	10	0	0	0	0	101	71	0	0	0	13	6	12	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	6	14
assemblage-394-439	0	0	0	48	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	60	0	171	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	7	17
assemblage-649-566	0	0	0	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	17	105	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	49	0	0	17
assemblage-603-296	0	0	9	16	55	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	64	0	17	0	0	0	0	114	68	0	0	0	5	0	16	0	9	0	0	0	0	0	0	0	0	0	27	0	0	0	0	14	6
assemblage-538-178	0	0	0	20	4	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	98	23	115	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	51	0	0	11
assemblage-641-489	0	0	0	15	8	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	113	17	104	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	45	0	0	21
assemblage-616-551	0	0	0	73	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	98	8	75	0	0	0	0	0	0	0	165	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	9	0	15	7
assemblage-418-418	0	0	0	30	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	100	18	93	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	21	0	0	35	0	21	8
assemblage-587-430	0	0	0	32	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	170	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	23
assemblage-318-446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	30	131	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	30	0	0	41	0	0	30
assemblage-591-436	0	0	17	33	45	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	64	0	30	0	0	6	0	74	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	18	17
assemblage-296-526	0	0	0	24	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	37	0	42	0	0	0	0	97	115	0	0	0	2	0	18	0	9	0	0	0	0	0	11	0	0	0	37	0	0	0	0	0	18
assemblage-266-508	0	0	0	18	4	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	74	29	114	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	42	0	4	15
assemblage-695-531	0	0	0	64	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	181	12	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	14
assemblage-388-522	0	0	0	66	41	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	67	0	0	0	0	0	0	10	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	20	37
assemblage-402-587	0	0	0	35	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	103	18	86	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	22	0	9	22
assemblage-648-678	0	0	19	8	59	7	0	0	0	0	0	0	0	0	9	0	0	0	0	0	81	0	48	0	14	0	9	0	0	106	48	0	0	0	8	0	8	0	13	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	19
