Assemblage_Name	1-1-1	1-0-0	3-8648691-3	3-3-6345254	2455755-1-2	4-1-2	0-1-0	1-1-2050263	0-4-4	2-7609570-3	1-1-1704371	4-1-2256315	3763183-1-2	2-2-0	9167433-3-3	990696-0-0	4-1-623510	2020126-0-0	4-1-3686080	3-3-4368035	2-4-3	3-9753152-3	0-6906076-0	3-0-4	8029965-1-2	2655142-2-0	2-0-0	1-2-4	3-3667-3	0-5095285-0	3-3-3	1-0-8737485	2240619-3-3	3-3-73085	1274646-0-0
assemblage-562-460	0	0	0	0	0	60	0	0	0	0	0	0	10	0	0	6	0	0	0	0	67	79	0	0	0	0	0	0	0	0	222	0	0	40	16
assemblage-358-519	29	83	0	0	0	69	0	3	0	0	0	0	0	0	0	57	0	39	0	5	16	0	0	0	0	35	0	0	0	39	106	0	0	0	19
assemblage-538-547	27	91	0	0	0	56	0	11	0	0	0	0	0	0	0	64	0	35	0	5	12	0	0	0	0	52	0	0	7	22	107	0	0	0	11
assemblage-544-495	0	0	0	0	0	47	0	0	0	0	0	0	4	0	0	10	0	0	0	0	66	51	0	0	0	0	0	0	0	0	295	0	0	25	2
assemblage-324-504	16	35	0	0	6	103	0	0	0	0	0	0	0	0	0	0	12	0	0	0	42	23	0	0	0	8	0	0	24	24	193	0	0	0	14
assemblage-532-375	0	0	0	0	0	42	0	0	0	0	0	0	6	0	0	4	0	0	0	0	90	72	0	0	0	0	0	0	0	0	240	0	0	40	6
assemblage-702-733	22	79	0	0	0	75	0	9	0	0	0	0	0	0	0	15	0	0	0	0	28	0	0	0	0	32	0	0	11	28	192	0	0	0	9
assemblage-525-380	11	33	0	0	10	91	0	0	0	0	0	0	0	0	0	8	0	0	0	0	40	19	0	0	0	12	0	0	32	13	217	0	0	0	14
assemblage-424-443	20	94	0	0	0	30	0	0	0	0	0	0	0	0	0	23	0	49	0	0	12	0	0	5	0	82	9	14	0	43	103	13	0	0	3
assemblage-620-558	0	0	0	0	0	52	0	0	0	0	0	0	5	0	0	6	0	0	0	0	67	67	0	0	0	0	0	0	0	0	260	0	0	32	11
assemblage-596-533	0	0	0	0	0	124	0	0	0	0	0	0	6	0	0	7	0	0	0	0	80	17	0	0	0	0	0	0	0	0	241	0	0	9	16
assemblage-386-549	31	12	0	0	8	138	0	0	0	0	0	0	0	0	0	9	0	0	0	0	48	12	0	0	0	7	0	0	8	0	216	0	0	0	11
assemblage-341-494	27	83	0	0	0	77	0	6	0	0	0	0	0	0	0	45	0	21	0	0	21	0	0	0	0	54	0	9	7	25	121	0	0	0	4
assemblage-427-494	12	108	0	0	0	30	0	0	0	0	0	0	0	0	0	19	0	34	0	0	12	0	0	0	0	75	1	19	0	64	111	11	0	0	4
assemblage-646-432	25	112	0	0	0	49	0	4	0	0	0	0	0	0	0	48	0	29	0	0	24	0	0	0	0	43	0	0	0	29	110	0	0	0	27
assemblage-572-671	29	64	0	0	0	76	0	20	0	0	0	0	0	0	0	6	0	12	0	0	38	0	0	0	0	25	0	0	26	31	172	0	0	0	1
assemblage-621-505	26	92	0	0	0	65	0	0	0	0	0	0	0	0	0	40	0	22	0	12	25	0	0	0	0	38	0	10	5	27	121	0	0	0	17
assemblage-330-531	15	130	0	0	0	38	7	0	11	0	0	0	0	9	0	6	0	41	0	0	9	0	0	0	0	49	13	25	0	21	97	23	0	0	6
assemblage-527-553	14	32	0	0	10	101	0	0	0	0	0	0	0	0	0	10	5	0	0	0	40	15	0	0	0	20	0	0	37	11	204	0	0	0	1
assemblage-387-565	26	77	0	0	0	65	0	10	0	0	0	0	0	0	0	53	0	28	0	4	19	0	0	0	0	45	0	9	6	24	127	0	0	0	7
assemblage-609-260	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	11	0	0	0	0	77	42	0	0	0	0	0	0	0	0	297	0	0	10	11
assemblage-500-400	0	0	0	0	0	40	0	0	0	0	0	0	1	0	0	6	0	0	0	0	78	104	0	0	0	0	0	0	0	0	209	0	0	53	9
assemblage-496-588	20	29	0	0	2	100	0	0	0	0	0	0	0	0	0	6	9	0	0	0	43	20	0	0	0	18	0	0	30	17	196	0	0	0	10
assemblage-484-666	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	8	0	0	0	0	53	19	0	0	0	0	0	0	0	0	288	0	0	16	21
assemblage-462-573	0	0	0	0	0	50	0	0	0	0	0	0	7	0	0	6	0	0	0	0	77	75	0	0	0	0	0	0	0	0	243	0	0	38	4
assemblage-746-449	31	71	0	0	0	25	0	0	0	0	0	0	0	0	0	40	0	54	0	0	4	0	0	0	0	69	8	9	0	62	109	14	0	0	4
assemblage-362-460	35	98	0	0	0	30	0	0	0	0	0	0	0	0	0	31	0	42	0	0	13	0	0	0	0	57	7	11	0	58	112	4	0	0	2
assemblage-424-529	0	0	0	0	0	117	0	0	0	0	0	0	4	0	0	11	0	0	0	0	56	18	0	0	0	0	0	0	0	0	261	0	0	16	17
assemblage-646-444	18	136	0	0	0	20	0	0	0	0	0	0	0	5	0	10	0	43	0	0	5	0	0	0	0	55	14	18	0	30	89	41	0	0	16
assemblage-315-462	32	71	0	0	0	33	0	0	0	0	0	0	0	0	0	35	0	29	0	0	12	0	0	0	0	72	12	16	0	52	111	21	0	0	4
assemblage-442-547	26	107	0	0	0	33	0	0	14	0	0	0	0	8	0	0	0	24	0	0	7	0	0	0	0	42	21	35	0	24	125	21	0	0	13
assemblage-462-580	0	0	0	0	0	50	0	0	0	0	0	0	15	0	0	3	0	0	0	0	68	71	0	0	0	0	0	0	0	0	244	0	0	44	5
assemblage-520-613	29	104	0	0	0	49	0	0	0	0	0	0	0	0	0	58	0	31	0	11	11	0	0	0	0	55	0	0	2	29	112	0	0	0	9
assemblage-447-549	49	121	0	0	0	20	8	0	7	0	0	0	0	22	0	0	0	24	0	0	0	0	0	19	0	38	19	37	0	0	112	14	0	0	10
assemblage-619-552	9	15	0	0	8	140	0	0	0	0	0	0	0	0	0	5	0	0	0	0	28	21	0	0	0	18	0	0	11	6	231	0	0	0	8
assemblage-468-520	21	20	0	0	11	112	0	0	0	0	0	0	0	0	0	8	1	0	0	0	51	7	0	0	0	21	0	0	32	27	188	0	0	0	1
assemblage-481-478	0	0	0	0	0	112	0	0	0	0	0	0	8	0	0	7	0	0	0	0	48	24	0	0	0	0	0	0	0	0	266	0	0	27	8
assemblage-530-446	22	65	0	0	0	67	0	7	0	0	0	0	0	0	0	8	0	14	0	0	30	0	0	0	0	30	0	0	9	36	205	0	0	0	7
assemblage-326-573	4	21	0	0	13	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	18	0	0	0	11	0	0	29	23	209	0	0	0	11
assemblage-423-730	18	12	0	0	13	119	0	11	0	0	0	7	0	0	0	7	0	0	0	0	55	8	0	0	0	5	0	0	0	0	231	0	0	0	14
assemblage-631-375	0	0	0	0	0	40	0	0	0	0	0	0	13	0	0	8	0	0	0	0	79	80	0	0	0	0	0	0	0	0	241	0	0	28	11
assemblage-517-514	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	23	0	0	0	0	63	72	0	0	0	0	0	0	0	0	263	0	0	30	8
assemblage-543-670	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	21	0	0	0	0	42	24	0	0	0	0	0	0	0	0	274	0	0	24	16
assemblage-556-482	16	80	0	0	0	76	0	11	0	0	0	0	0	0	0	16	0	10	0	0	35	0	0	0	0	26	0	0	18	31	178	0	0	0	3
assemblage-504-504	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	12	0	0	0	0	70	23	0	0	0	0	0	0	0	0	276	0	0	13	16
assemblage-584-478	0	0	0	0	0	36	0	0	0	0	0	0	23	0	0	7	0	0	0	0	61	96	0	0	0	0	0	0	0	0	241	0	0	29	7
assemblage-578-596	14	28	0	0	9	113	0	0	0	0	0	0	0	0	0	3	7	0	0	0	39	15	0	0	0	16	0	0	40	30	181	0	0	0	5
assemblage-548-431	25	106	0	0	0	47	0	9	0	0	0	0	0	0	0	59	0	25	0	7	25	0	0	0	0	53	0	8	8	22	104	0	0	0	2
assemblage-584-407	0	0	0	0	0	47	0	0	0	0	0	0	8	0	0	9	0	0	0	0	47	85	0	0	0	0	0	0	0	0	249	0	0	47	8
assemblage-539-470	0	0	0	0	0	74	0	0	0	0	0	0	9	0	0	14	0	0	0	0	64	48	0	0	0	0	0	0	0	0	263	0	0	21	7
assemblage-392-436	0	0	0	0	0	63	0	0	0	0	0	0	6	0	0	24	0	0	0	0	64	42	0	0	0	0	0	0	0	0	276	0	0	22	3
assemblage-539-478	0	0	0	0	0	47	0	0	0	0	0	0	8	0	0	0	0	0	0	0	75	84	0	0	0	0	0	0	0	0	243	0	0	32	11
assemblage-735-485	10	77	0	0	0	71	0	3	0	0	0	0	0	0	0	14	0	9	0	0	43	3	0	0	0	29	0	0	21	21	189	0	0	0	10
assemblage-414-450	0	0	0	0	0	36	0	0	0	0	0	0	9	0	0	5	0	0	0	0	71	82	0	0	0	0	0	0	0	0	256	0	0	40	1
assemblage-511-498	0	8	0	0	0	130	0	0	0	0	0	0	0	0	0	19	0	0	0	0	38	25	0	0	0	0	0	0	0	0	253	0	0	19	8
assemblage-708-415	17	110	0	0	0	47	0	0	7	0	0	0	0	3	0	7	0	25	0	0	10	0	0	0	0	53	12	38	0	20	107	35	0	0	9
assemblage-494-424	17	9	0	0	12	115	0	0	0	0	0	0	0	0	0	5	0	0	0	0	31	18	0	0	0	4	0	0	15	0	266	0	0	0	8
assemblage-402-661	0	0	0	0	0	68	0	0	0	0	0	0	9	0	0	8	0	0	0	0	72	51	0	0	0	0	0	0	0	0	269	0	7	12	4
assemblage-490-273	23	117	0	0	0	26	0	0	0	0	0	0	0	0	0	22	0	43	0	0	9	0	0	0	0	80	8	8	0	51	100	8	0	0	5
assemblage-484-480	0	0	0	0	0	60	0	0	0	0	0	0	8	0	0	4	0	0	0	0	81	83	0	0	0	0	0	0	0	0	240	0	0	20	4
assemblage-643-624	46	86	0	0	0	36	0	0	0	0	0	0	0	0	0	34	0	27	0	0	11	0	0	0	0	70	0	16	0	64	82	14	0	0	14
assemblage-517-425	0	0	0	0	0	75	0	0	0	0	0	0	4	0	0	10	0	0	0	0	75	43	0	0	0	0	0	0	0	0	262	0	0	26	5
assemblage-571-521	15	36	0	0	9	99	0	0	0	0	0	0	0	0	0	7	5	0	0	0	34	14	0	0	0	12	0	0	33	19	212	0	0	0	5
assemblage-575-628	22	79	0	0	0	54	0	9	0	0	0	0	0	0	0	46	0	31	0	7	19	0	0	0	0	64	0	7	3	32	123	0	0	0	4
assemblage-504-605	0	0	0	0	0	50	0	0	0	0	0	0	9	0	0	0	0	0	0	0	79	80	0	0	0	0	0	0	0	0	237	0	0	34	11
assemblage-505-604	26	101	0	0	0	28	0	0	0	0	0	0	0	0	0	20	0	28	0	0	14	0	0	10	0	69	7	23	0	37	122	12	0	0	3
assemblage-593-363	30	129	0	0	0	31	0	0	11	0	0	0	0	5	0	5	0	18	0	0	6	0	0	12	0	47	26	17	0	35	103	21	0	0	4
assemblage-494-568	47	113	0	0	0	14	12	0	11	0	0	0	0	18	0	0	0	44	0	0	7	0	0	24	0	32	8	39	0	0	113	9	0	0	9
assemblage-485-592	22	13	0	0	7	128	0	0	0	0	0	0	0	0	0	12	0	0	0	0	46	16	0	0	0	7	0	0	3	0	234	0	0	0	12
assemblage-401-274	18	7	0	0	13	146	0	0	0	0	0	0	0	0	0	9	0	0	0	0	47	17	0	0	0	0	0	0	8	0	218	0	0	0	17
assemblage-554-462	9	31	0	0	10	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	22	0	0	0	24	0	0	20	30	194	0	0	0	9
assemblage-586-332	34	129	0	0	0	24	0	0	13	0	0	0	0	24	0	0	0	36	0	0	12	0	0	17	0	24	6	33	0	6	122	20	0	0	0
assemblage-459-519	31	140	0	0	0	17	9	0	17	0	0	0	0	20	0	0	0	34	0	0	8	0	0	36	0	36	11	24	0	0	97	17	0	0	3
assemblage-407-621	20	76	0	0	0	83	0	14	0	0	0	0	0	0	0	14	0	6	0	0	31	0	0	0	0	25	0	0	15	23	188	0	0	0	5
assemblage-494-697	22	71	0	0	0	63	0	12	0	0	0	0	0	0	0	18	0	7	0	0	49	6	0	0	0	45	0	0	19	27	158	0	0	0	3
assemblage-614-342	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	6	0	0	0	0	81	88	0	0	0	0	0	0	0	0	232	0	0	27	6
assemblage-627-533	12	13	0	0	4	136	0	0	0	0	0	0	0	0	0	10	0	0	0	0	36	19	0	0	0	10	0	0	6	0	240	0	0	0	14
assemblage-559-406	0	0	0	0	0	55	0	0	0	0	0	0	6	0	0	4	0	0	0	0	78	64	0	0	0	0	0	0	0	0	244	0	0	43	6
assemblage-459-453	0	0	0	0	0	103	0	0	0	0	0	0	7	0	0	6	0	0	0	0	78	32	0	0	0	0	0	0	0	0	242	0	0	23	9
assemblage-360-364	0	0	0	0	0	110	0	0	0	0	0	0	8	0	0	21	0	0	0	0	55	25	0	0	0	0	0	0	0	0	250	0	0	21	10
assemblage-381-517	43	114	0	0	0	28	0	0	0	0	0	0	0	0	0	25	0	17	0	0	8	0	0	0	0	81	6	16	0	52	96	9	0	0	5
assemblage-469-395	0	0	0	0	0	71	0	0	0	0	0	0	9	0	0	10	0	0	0	0	59	41	0	0	0	0	0	0	0	0	283	0	0	21	6
assemblage-528-503	30	96	0	0	0	61	0	6	0	0	0	0	0	0	0	43	0	38	0	9	18	0	0	0	0	36	0	3	0	24	123	0	0	0	13
assemblage-636-465	17	111	0	0	0	27	0	0	0	0	0	0	0	0	0	23	0	35	0	0	17	0	0	0	0	85	0	12	0	43	102	12	0	0	16
assemblage-541-555	21	64	0	0	0	70	0	7	0	0	0	0	0	0	0	18	0	0	0	0	20	0	0	0	0	26	0	0	12	29	217	0	0	0	16
assemblage-541-557	0	0	0	0	0	72	0	0	0	0	0	0	9	0	0	13	0	0	0	0	53	52	0	0	0	0	0	0	0	0	262	0	0	31	8
assemblage-540-418	32	136	0	0	0	37	0	0	13	0	0	0	0	6	0	12	0	26	0	0	4	0	0	0	0	43	17	31	0	26	95	17	0	0	5
assemblage-631-625	11	41	0	0	11	109	0	0	0	0	0	0	0	0	0	8	0	0	0	0	51	14	0	0	0	8	0	0	52	22	160	0	0	0	13
assemblage-483-389	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	9	0	0	0	0	47	24	0	0	0	0	0	0	0	0	288	0	0	8	11
assemblage-376-551	38	85	0	0	0	57	0	0	0	0	0	0	0	0	0	59	0	34	0	4	17	0	0	0	0	40	0	4	9	41	103	0	0	0	9
assemblage-364-569	22	92	0	0	0	32	0	0	0	0	0	0	0	0	0	28	0	29	0	0	14	0	0	0	0	78	7	13	0	61	107	11	0	0	6
assemblage-438-372	0	0	0	0	0	55	0	0	0	0	0	0	7	0	0	13	0	0	0	0	68	83	0	0	0	0	0	0	0	0	228	0	0	42	4
assemblage-474-577	28	80	0	0	0	55	0	9	0	0	0	0	0	0	0	38	0	32	0	8	29	0	0	0	0	42	0	0	6	28	141	0	0	0	4
assemblage-313-642	59	113	0	0	0	19	4	0	19	0	0	0	0	30	0	0	0	24	0	0	10	0	0	19	0	42	5	40	0	4	91	20	0	0	1
assemblage-445-389	0	0	0	0	0	77	0	0	0	0	0	0	7	0	0	8	0	0	0	0	59	52	0	0	0	0	0	0	0	0	268	0	0	25	4
assemblage-610-367	0	0	0	0	0	114	0	0	0	0	0	0	15	0	0	7	0	0	0	0	60	39	0	0	0	0	0	0	0	0	236	0	0	18	11
assemblage-635-521	13	13	0	0	12	133	0	0	0	0	0	0	0	0	0	5	0	0	0	0	43	9	0	0	0	0	0	0	8	8	244	0	0	0	12
assemblage-454-506	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	5	0	0	0	0	54	33	0	0	0	0	0	0	0	0	255	0	0	15	16
assemblage-617-450	17	24	0	0	10	114	0	0	0	0	0	0	0	0	0	8	0	0	0	0	42	21	0	0	0	8	0	0	37	22	184	0	0	0	13
assemblage-508-652	35	94	0	0	0	25	0	0	0	0	0	0	0	0	0	36	0	28	0	0	11	0	0	0	0	85	8	10	0	48	108	11	0	0	1
assemblage-510-424	33	70	0	0	0	65	0	7	0	0	0	0	0	0	0	58	0	28	0	16	12	0	0	0	0	47	0	0	12	19	119	0	0	0	14
assemblage-700-366	0	0	0	0	0	53	0	0	0	5	0	0	5	0	0	10	0	0	0	0	78	90	0	0	0	0	0	0	0	0	207	0	0	44	8
assemblage-391-442	31	110	0	0	0	43	0	0	3	0	0	0	0	5	0	6	0	29	0	0	8	0	0	0	0	64	12	28	0	23	114	17	0	0	7
assemblage-537-564	35	117	0	0	0	59	0	5	0	0	0	0	0	0	0	43	0	30	0	5	18	0	0	0	0	55	0	6	3	20	101	0	0	0	3
assemblage-472-392	52	97	0	0	0	19	8	0	16	0	0	0	0	24	0	0	0	24	0	0	9	0	0	15	0	36	10	51	0	3	100	36	0	0	0
assemblage-446-389	30	78	0	0	0	35	0	0	0	0	0	0	0	0	0	39	0	35	0	0	9	0	0	0	0	72	0	19	0	40	114	9	0	0	20
assemblage-486-541	27	129	0	0	0	17	0	0	18	0	0	0	0	20	0	0	0	17	0	0	15	0	0	20	0	44	14	29	0	0	111	26	0	0	13
assemblage-613-581	26	10	0	0	3	145	0	0	0	0	0	0	0	0	0	10	0	0	0	0	39	12	0	0	0	7	0	0	3	0	229	0	0	0	16
assemblage-503-562	0	0	0	0	0	57	0	0	0	0	0	0	8	0	0	15	0	0	0	0	67	41	0	0	0	0	0	0	0	0	289	0	0	22	1
assemblage-396-594	18	120	0	0	0	34	0	0	4	0	0	0	0	9	0	14	0	28	0	0	6	0	0	0	0	53	19	21	0	30	122	19	0	0	3
assemblage-345-414	36	120	0	0	0	11	0	0	22	0	0	0	0	14	0	0	0	33	0	0	7	0	0	20	0	42	12	49	0	0	123	5	0	0	6
assemblage-365-367	23	69	0	0	0	71	0	10	0	0	0	0	0	0	0	7	0	1	0	0	42	0	0	0	0	35	0	0	14	27	191	0	0	0	10
assemblage-553-459	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	14	0	0	0	0	77	80	0	0	0	0	0	0	0	0	237	0	0	39	20
assemblage-471-212	29	69	0	0	0	30	0	0	0	0	0	0	0	0	0	35	0	33	0	0	15	0	0	0	0	82	14	13	0	55	112	11	0	0	2
assemblage-505-378	13	11	0	0	7	132	0	0	0	0	0	0	0	0	0	12	0	0	0	0	38	12	0	0	0	11	0	0	11	7	232	0	0	0	14
assemblage-589-392	0	0	0	0	0	130	0	0	0	0	0	0	3	0	0	10	0	0	0	0	43	24	0	0	0	0	0	0	0	0	258	0	0	19	13
assemblage-648-407	26	92	0	0	0	40	0	0	0	0	0	0	0	0	0	33	0	45	0	0	10	0	0	0	0	68	11	14	0	46	101	10	0	0	4
assemblage-626-554	28	132	0	0	0	31	0	0	12	0	0	0	0	6	0	8	0	31	0	0	7	0	0	0	0	25	10	14	0	19	147	20	0	0	10
assemblage-531-387	0	0	0	0	0	63	0	0	0	0	0	0	7	0	0	3	0	0	0	0	86	61	0	0	0	0	0	0	0	0	237	0	0	39	4
assemblage-383-552	0	0	0	0	0	51	0	0	0	0	0	0	3	0	0	9	0	0	0	0	84	62	0	0	0	0	0	0	0	0	243	0	0	41	7
assemblage-525-530	22	83	0	0	0	91	0	8	0	0	0	0	0	0	0	12	0	12	0	0	34	0	0	0	0	23	0	0	7	31	172	0	0	0	5
assemblage-543-450	44	103	0	0	0	51	0	0	0	0	0	0	0	0	0	58	0	40	0	5	12	0	0	0	0	34	0	11	0	30	98	0	0	0	14
assemblage-365-560	20	28	0	0	8	95	0	0	0	0	0	0	0	0	0	14	7	0	0	0	40	26	0	0	0	16	0	0	25	28	183	0	0	0	10
assemblage-696-222	0	0	0	0	0	119	0	0	0	0	0	0	10	0	0	5	0	0	0	0	52	29	0	0	0	0	0	0	0	0	263	0	0	13	9
assemblage-393-475	37	136	0	0	0	28	0	0	16	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	45	16	32	0	33	96	18	0	0	27
assemblage-703-427	23	85	0	0	0	66	0	9	0	0	0	0	0	0	0	55	0	26	0	12	26	0	0	0	0	42	0	6	5	19	109	0	0	0	17
assemblage-394-542	17	8	0	0	7	124	0	0	0	0	0	0	0	0	0	9	0	0	0	0	45	14	0	0	0	0	0	0	10	6	249	0	0	0	11
assemblage-619-342	16	7	0	0	9	126	0	0	0	0	0	0	0	0	0	4	0	0	0	0	63	12	0	0	0	0	0	0	7	4	239	0	0	0	13
assemblage-681-571	0	0	0	0	0	55	0	0	0	0	0	0	4	0	0	11	0	0	0	0	91	49	0	0	0	0	0	0	0	0	258	0	0	28	4
assemblage-534-324	29	91	0	0	0	64	0	2	0	0	0	0	0	0	0	49	0	53	0	8	16	0	0	0	0	44	0	0	11	22	105	0	0	0	6
assemblage-665-539	19	98	0	0	0	31	0	0	0	0	0	0	0	0	0	22	0	27	0	0	9	0	0	0	0	72	6	14	0	58	123	14	0	0	7
assemblage-621-693	30	11	0	0	10	164	0	0	0	0	0	0	0	0	0	7	0	0	0	0	27	16	0	0	0	0	0	0	9	6	209	0	0	0	11
assemblage-349-494	14	13	0	0	16	150	0	0	0	0	0	0	0	0	0	4	0	0	0	0	38	10	0	0	0	0	0	0	12	0	226	0	0	0	17
assemblage-580-655	0	0	0	0	0	65	0	0	0	0	0	0	6	0	4	10	0	0	0	0	68	90	0	0	0	0	0	0	0	0	215	0	0	34	8
assemblage-582-447	6	35	0	0	19	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	20	0	0	0	7	0	0	36	17	176	0	0	0	15
assemblage-390-620	18	106	0	0	0	41	0	0	3	0	0	0	0	6	0	10	0	38	0	0	12	0	0	0	0	58	20	32	0	25	102	20	0	0	9
assemblage-543-638	15	9	0	0	20	120	0	0	0	0	0	0	0	0	0	9	0	0	0	0	49	14	0	0	0	7	0	0	11	0	229	0	0	0	17
assemblage-645-556	17	116	0	0	0	38	0	0	11	0	0	0	0	10	0	16	0	26	0	0	9	0	0	0	0	57	7	30	0	31	103	23	0	0	6
assemblage-515-587	12	22	0	0	16	105	0	0	0	0	0	0	0	0	0	3	4	0	0	0	33	9	0	0	0	14	0	0	34	22	222	0	0	0	4
assemblage-523-494	51	118	0	0	0	14	0	0	15	0	0	0	0	17	0	0	0	45	0	0	11	0	0	17	0	31	17	44	0	0	95	17	0	0	8
assemblage-392-572	61	90	0	0	0	12	0	0	9	0	0	0	0	23	0	0	0	45	0	0	10	0	0	14	0	40	14	34	0	0	115	24	0	0	9
assemblage-575-573	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	8	0	0	0	0	50	18	0	0	0	0	0	0	0	0	267	0	0	23	17
assemblage-524-415	23	31	0	0	10	93	0	0	0	0	0	0	0	0	0	10	3	0	0	0	32	26	0	0	0	20	0	0	37	22	189	0	0	0	4
assemblage-489-537	26	27	0	0	12	95	0	0	0	0	0	0	0	0	0	0	7	0	0	0	50	26	0	0	0	11	0	0	24	16	194	0	0	0	12
assemblage-392-579	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	10	0	0	0	0	57	24	0	0	0	0	0	0	0	0	255	0	0	19	26
assemblage-551-726	0	0	0	0	0	78	0	0	0	0	0	0	8	0	0	10	0	0	0	0	54	42	0	0	0	0	0	0	0	0	280	0	0	25	3
assemblage-478-397	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	5	0	0	0	0	86	15	0	0	0	0	0	0	0	0	250	0	0	24	24
assemblage-462-633	15	8	0	0	13	122	0	0	0	0	0	0	0	0	0	9	0	0	0	0	50	27	0	0	0	10	0	0	10	0	224	0	0	0	12
assemblage-524-551	22	10	0	0	12	142	0	0	0	0	0	0	0	0	0	12	0	0	0	0	38	12	0	0	0	5	0	0	10	0	224	0	0	0	13
assemblage-269-372	21	114	0	0	0	30	0	0	4	0	0	0	0	14	0	9	0	30	0	0	9	0	0	0	0	63	21	21	0	28	112	12	0	0	12
assemblage-452-335	32	86	0	0	0	40	0	7	0	0	0	0	0	0	0	60	0	25	0	6	22	0	0	0	0	56	0	0	7	33	110	0	0	0	16
assemblage-433-587	0	0	0	0	0	44	0	0	0	0	0	0	6	0	0	5	0	0	0	0	70	69	0	0	0	0	0	0	0	0	256	0	0	42	8
assemblage-510-497	13	5	0	0	14	137	0	0	0	0	0	0	0	0	0	9	0	0	0	0	42	15	0	0	0	0	0	0	7	0	243	0	0	0	15
assemblage-327-510	32	107	0	0	0	24	15	0	10	0	0	0	0	20	0	0	0	52	0	0	13	0	0	28	0	24	9	28	0	0	119	17	0	0	2
assemblage-550-443	15	65	0	0	0	85	0	10	0	0	0	0	0	0	0	17	0	5	0	0	38	0	0	0	0	21	0	0	19	28	187	0	0	0	10
assemblage-544-701	0	0	0	0	0	65	0	0	0	0	0	0	10	0	0	14	0	0	0	0	60	36	0	0	0	0	0	0	0	0	274	0	0	32	9
assemblage-522-470	27	98	0	0	0	37	0	0	7	0	0	0	0	6	0	4	0	43	0	0	8	0	0	0	0	49	18	29	0	34	107	22	0	0	11
assemblage-678-696	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	6	0	0	0	0	74	23	0	0	0	0	0	0	0	0	265	0	0	13	20
assemblage-430-391	0	0	0	0	0	76	0	0	0	0	0	0	6	0	0	12	0	0	0	0	81	37	0	0	0	0	0	0	0	0	247	0	0	34	7
assemblage-499-597	22	54	0	0	7	108	0	0	0	0	0	0	0	0	0	14	8	0	0	0	40	11	0	0	0	7	0	0	23	21	180	0	0	0	5
assemblage-499-594	0	0	0	0	0	39	0	0	0	0	0	0	12	0	0	13	0	0	0	0	79	68	0	0	0	0	0	0	0	0	251	0	0	30	8
assemblage-605-626	28	74	0	0	0	84	0	9	0	0	0	0	0	0	0	52	0	27	0	13	25	0	0	0	0	37	0	8	6	13	117	0	0	0	7
assemblage-368-461	25	86	0	0	0	25	0	0	0	0	0	0	0	0	0	19	0	41	0	0	20	0	0	0	0	100	8	19	0	59	82	10	0	0	6
assemblage-332-527	18	39	0	0	8	109	0	0	0	0	0	0	0	0	0	0	3	0	0	0	50	18	0	0	0	15	0	0	35	19	179	0	0	0	7
assemblage-368-468	0	0	0	0	0	49	0	0	0	0	0	0	8	0	0	14	0	0	0	0	86	85	0	0	0	0	0	0	0	0	207	0	0	32	19
assemblage-426-380	47	86	0	0	0	21	5	0	27	0	0	0	0	28	0	0	0	40	0	0	9	0	0	12	0	44	8	33	0	8	106	26	0	0	0
assemblage-288-459	26	81	0	0	0	82	0	14	0	0	0	0	0	0	0	20	0	3	0	0	30	0	0	0	0	20	0	0	7	18	188	0	0	0	11
assemblage-649-515	33	83	0	0	0	73	0	7	0	0	0	0	0	0	0	48	0	47	0	8	15	0	0	0	0	42	0	0	7	36	93	0	0	0	8
assemblage-419-395	0	0	0	0	0	111	0	0	0	0	0	0	3	0	0	11	0	0	0	0	55	26	0	0	0	0	0	0	0	0	264	0	0	16	14
assemblage-634-495	0	0	0	0	0	70	0	0	0	0	0	0	5	0	0	10	0	0	0	0	79	42	0	0	0	0	0	0	0	0	267	0	0	23	4
assemblage-440-473	14	65	0	0	0	83	0	11	0	0	0	0	0	0	0	15	0	28	0	0	21	11	0	0	0	36	0	0	17	17	178	0	0	0	4
assemblage-348-555	26	11	0	0	19	135	0	0	0	0	0	0	0	0	0	6	0	0	0	0	56	22	0	0	0	10	0	0	5	0	194	0	0	0	16
assemblage-555-586	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	6	0	0	0	0	57	28	0	0	0	0	0	0	0	0	240	0	0	35	16
